block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,-0.04556899145245552,0.43170085549354553,1.0469807386398315,0.47557443380355835,0
1,3,6,3,dispatch_decision_block,-0.1749359518289566,0.6047260761260986,0.9847038388252258,0.5547799468040466,0
2,6,9,3,dispatch_decision_block,-0.013977153226733208,0.5079915523529053,1.1199946403503418,0.6273902058601379,0
3,9,12,3,dispatch_decision_block,-0.1194540411233902,0.5787233114242554,1.0409505367279053,0.5976801514625549,0
4,12,15,3,dispatch_decision_block,-0.1024533286690712,0.5041764974594116,1.0283360481262207,0.5896744728088379,0
5,15,18,3,dispatch_decision_block,-0.0672503262758255,0.45747271180152893,1.0638753175735474,0.791888415813446,0
6,18,21,3,dispatch_decision_block,-0.13159392774105072,0.6423637270927429,1.090554118156433,0.8050882816314697,0
7,21,24,3,dispatch_decision_block,-0.14165619015693665,0.6227516531944275,1.0574531555175781,0.7668989896774292,0
8,24,27,3,dispatch_decision_block,-0.03193746507167816,0.5064327716827393,1.1159510612487793,0.742009699344635,0
9,27,30,3,dispatch_decision_block,-0.07057522982358932,0.3153942823410034,0.9764229655265808,0.284523606300354,0
10,30,33,3,dispatch_decision_block,-0.05617842823266983,0.5624447464942932,1.098599910736084,0.6050696969032288,0
11,33,36,3,dispatch_decision_block,-0.002261932473629713,0.3974003791809082,1.0815019607543945,0.4682731032371521,0
12,36,39,3,dispatch_decision_block,-0.09811069816350937,0.670383095741272,1.1194448471069336,0.8084561824798584,0
13,39,42,3,dispatch_decision_block,-0.028239073231816292,0.3030775189399719,1.018216609954834,0.34068799018859863,0
14,42,45,3,dispatch_decision_block,-0.12835656106472015,0.6901432275772095,1.0937855243682861,0.81979900598526,0
15,45,48,3,dispatch_decision_block,0.006531355436891317,0.4268714189529419,1.1095530986785889,0.5608425140380859,0
16,48,51,3,dispatch_decision_block,-0.05533597990870476,0.3110385537147522,0.9913507699966431,0.30872541666030884,0
17,51,54,3,dispatch_decision_block,-0.03296471759676933,0.4703703224658966,1.0738736391067505,0.5038553476333618,0
18,54,57,3,dispatch_decision_block,-0.15816445648670197,0.7939591407775879,1.1902981996536255,1.313466191291809,0
19,57,60,3,dispatch_decision_block,-0.13125693798065186,0.7150078415870667,1.1099785566329956,0.8130274415016174,0
20,60,63,3,dispatch_decision_block,-0.2935163080692291,0.7025570273399353,0.9446430802345276,0.6848052144050598,0
21,63,66,3,dispatch_decision_block,-0.1732853353023529,0.8268983364105225,1.1771576404571533,1.3265680074691772,0
22,66,69,3,dispatch_decision_block,-0.1329748034477234,0.7186875343322754,1.1036988496780396,0.7303568124771118,0
23,69,72,3,dispatch_decision_block,-0.06851784884929657,0.407204806804657,1.0204147100448608,0.5150105953216553,0
0,0,3,3,dispatch_decision_block,-0.3158096373081207,0.8471294641494751,1.076096773147583,1.3849600553512573,1
1,3,6,3,dispatch_decision_block,-0.3440639078617096,1.0512758493423462,1.190228819847107,1.8633170127868652,1
2,6,9,3,dispatch_decision_block,-0.38184598088264465,0.8563777804374695,0.9528626799583435,0.8396471738815308,1
3,9,12,3,dispatch_decision_block,-0.25569525361061096,1.0768749713897705,1.298732876777649,1.6425484418869019,1
4,12,15,3,dispatch_decision_block,-0.5392115712165833,1.158086895942688,0.9849873185157776,1.0570486783981323,1
5,15,18,3,dispatch_decision_block,-0.31591546535491943,0.8345789909362793,0.9738052487373352,0.7989075183868408,1
6,18,21,3,dispatch_decision_block,-0.4063546359539032,1.0297937393188477,1.0871049165725708,1.3396092653274536,1
7,21,24,3,dispatch_decision_block,-0.3818400502204895,1.026561975479126,1.05612313747406,1.2870960235595703,1
8,24,27,3,dispatch_decision_block,-0.2742331326007843,1.0159647464752197,2.1144227981567383,10.71683120727539,1
9,27,30,3,dispatch_decision_block,-0.5414143204689026,1.418678641319275,1.8311450481414795,6.606995105743408,1
10,30,33,3,dispatch_decision_block,-0.3191644251346588,0.8115970492362976,0.9202737212181091,0.5558529496192932,1
11,33,36,3,dispatch_decision_block,-0.43296149373054504,1.279357671737671,1.3031082153320312,2.423616409301758,1
12,36,39,3,dispatch_decision_block,-0.7678506374359131,1.425126552581787,0.924960196018219,1.330514669418335,1
13,39,42,3,dispatch_decision_block,-0.5014848113059998,1.2109206914901733,1.243383526802063,2.510045289993286,1
14,42,45,3,dispatch_decision_block,-0.260951966047287,0.7509564161300659,1.0282245874404907,1.0168050527572632,1
15,45,48,3,dispatch_decision_block,-0.2653033435344696,0.8055137395858765,1.0001682043075562,0.762727677822113,1
16,48,51,3,dispatch_decision_block,-0.27872776985168457,1.031970739364624,2.3749303817749023,13.76427936553955,1
17,51,54,3,dispatch_decision_block,-0.48843830823898315,1.374626636505127,1.1153432130813599,1.506420373916626,1
18,54,57,3,dispatch_decision_block,-0.2967827618122101,0.8089590072631836,1.0013760328292847,0.8157538771629333,1
