epoch,offload_active_fraction,route_logprob_active_fraction,route_residual_credit_mean,route_residual_credit_std,route_expected_score_mean,route_selected_score_mean,route_ratio_mean,route_approx_kl,route_clip_fraction,advantage_action_alignment
0,0.4970833361148834,0.4970833361148834,-0.03212945535778999,0.9879896640777588,-0.003066684352234006,-0.03519614413380623,0.9999465942382812,5.4726056987419724e-05,0.0,0.15225982666015625
1,0.49958333373069763,0.49958333373069763,-0.027900300920009613,0.978934109210968,-0.0029405842069536448,-0.03084089607000351,0.9999262094497681,7.719425047980621e-05,0.0,0.02926022931933403
2,0.5120833516120911,0.5120833516120911,0.017637824639678,0.9780087471008301,-0.001029416685923934,0.016608409583568573,0.999946653842926,5.4236104915617034e-05,0.0,-0.08192434906959534
3,0.49666666984558105,0.49666666984558105,-0.03614651411771774,0.983022928237915,-0.003262012032791972,-0.03940853476524353,0.9999973177909851,3.0235605663619936e-06,0.0,0.2037525326013565
4,0.502916693687439,0.502916693687439,0.043787188827991486,0.9834967255592346,-0.0037849382497370243,0.040002256631851196,1.000001311302185,-1.1045131032005884e-06,0.0,-0.12982966005802155
