epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_scale_factor_min,layer_soft_geometry_scale_factor_p50,layer_soft_geometry_scale_factor_p95,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat,layer_soft_geometry_overflow_stat_p95
0,critic_backbone.0.weight,1797120,0,0.0,397892.4375,2711958.5,7939798.5,91610944.0,397892.4375,2711958.5,7939798.5,91610944.0,0.025621875608339905,0.10782116036862135,221.3555534362793,0.4804731842011819,0.4726290590225845,0.48081381618976593,0.48314196467399595,0.7133530274033546,7.2088593469622495,7.309779477119446
0,critic_backbone.4.bias,5120,0,0.0,2020.266845703125,5447.530615234379,9208.15090820315,110903.59375,2020.266845703125,5447.530615234379,9208.15090820315,110903.59375,0.004996521724388003,0.01033221750985831,11.091072344779969,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.6.weight,655360,0,0.0,6368.2705078125,14523.0660644531,32420.860722656264,63513172.0,6368.2705078125,14523.0660644531,32420.860722656264,63513172.0,0.032836728263646364,0.04766059592366219,130.8214527130127,0.8475525631126086,0.6629226521890715,0.8663916289806366,0.893188989162445,0.43500213623046874,1.229747255178798,2.1527206897735587
0,critic_backbone.7.bias,5120,0,0.0,3982.005126953125,5720.50341796875,11437.027607421882,9763926.0,3982.005126953125,5720.50341796875,11437.027607421882,9763926.0,0.0051876864396035675,0.008923046046402306,11.111704850196839,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.weight,5120,0,0.0,31009.634765625,65128.52402343753,165176.63546875145,54750760.0,31009.634765625,65128.52402343753,165176.63546875145,54750760.0,0.004857004148652777,0.002870120052830316,15.419947171211243,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.0.weight,1797120,0,0.0,350733.53125,2497766.5,6918620.5,19782504.0,350733.53125,2497766.5,6918620.5,19782504.0,0.020959997619502246,0.16755370246246457,232.84477653503419,0.48297809075504644,0.4803024848503825,0.48311707377433777,0.4852487459778786,0.5160423330962658,7.136761658429435,7.203384017944336
1,critic_backbone.4.bias,5120,0,0.0,1942.896240234375,5418.464233398438,7393.593193359377,8552.2138671875,1942.896240234375,5418.464233398438,7393.593193359377,8552.2138671875,0.00324512376828352,0.004924809778458439,6.476167017221451,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.6.weight,655360,0,0.0,4166.7607421875,8275.669482421867,11615.715097656259,22078.13671875,4166.7607421875,8275.669482421867,11615.715097656259,22078.13671875,0.02548031178303063,0.025937945186160504,94.5510968208313,0.9016234142854295,0.8971776840843378,0.9022693634033203,0.9042734235525132,0.433056640625,0.7274473029459027,0.7627216756343842
1,critic_backbone.7.bias,5120,0,0.0,1723.7333984375,3033.1576171875,5360.584863281291,8440.03515625,1723.7333984375,3033.1576171875,5360.584863281291,8440.03515625,0.005339896446093917,0.0068571187817724425,10.996146935224534,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.weight,5120,0,0.0,5397.07470703125,15685.40849609375,37885.94554687518,93297.9921875,5397.07470703125,15685.40849609375,37885.94554687518,93297.9921875,0.007694767299108207,0.005459660780616105,18.959726053476334,1.0,1.0,1.0,1.0,0.0,0.0,0.0
