telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.13980108732427404,78848,0,0.0,475353.5625,1733916.1937499424,11310649.0,79237664.0,475353.5625,1733916.1937499424,11310649.0,79237664.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.10341934722327928,78848,0,0.0,348023.4375,1476552.0,8939016.0,40040628.0,348023.4375,1476552.0,8939016.0,40040628.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.09001092209585831,78848,0,0.0,323059.3125,1471799.0,8379859.0,35584560.0,323059.3125,1471799.0,8379859.0,35584560.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.08078397842463952,78848,0,0.0,307869.21875,1492165.75,7971396.5,32878424.0,307869.21875,1492165.75,7971396.5,32878424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,1,4,0.07756620899522228,78848,0,0.0,299318.34375,1504784.75,8124379.5,32432092.0,299318.34375,1504784.75,8124379.5,32432092.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,1,5,0.07605802800959426,78848,0,0.0,303246.78125,1536785.125,8362210.5,34193452.0,303246.78125,1536785.125,8362210.5,34193452.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,1,6,0.07286383502967526,78848,0,0.0,296171.15625,1476330.875,7837306.059999941,34785028.0,296171.15625,1476330.875,7837306.059999941,34785028.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.07000336678979781,78848,0,0.0,290785.9375,1506905.0,7768906.5,32467148.0,290785.9375,1506905.0,7768906.5,32467148.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,2,8,0.06946271032491587,78848,0,0.0,292739.25,1493430.375,7548735.5,33611544.0,292739.25,1493430.375,7548735.5,33611544.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,2,9,0.06904190541223174,78848,0,0.0,285902.15625,1442685.924999959,7557316.5,29747764.0,285902.15625,1442685.924999959,7557316.5,29747764.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,2,10,0.06859234311650073,78848,0,0.0,284825.03125,1446547.875,7362869.0,30592786.0,284825.03125,1446547.875,7362869.0,30592786.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,2,11,0.06817461111989517,78848,0,0.0,275936.0625,1451431.0,6879676.5,28854836.0,275936.0625,1451431.0,6879676.5,28854836.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,3,12,0.06890137698303543,78848,0,0.0,275397.90625,1462994.5,6799229.0,27673552.0,275397.90625,1462994.5,6799229.0,27673552.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,3,13,0.06831562370954529,78848,0,0.0,274294.125,1415555.375,6916085.5,28380302.0,274294.125,1415555.375,6916085.5,28380302.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14,0,3,14,0.06774410760771772,78848,0,0.0,274554.71875,1422905.375,6658894.5,25972402.0,274554.71875,1422905.375,6658894.5,25972402.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15,0,3,15,0.06636955981355566,78848,0,0.0,272095.25,1435718.5,6670225.5,26062418.0,272095.25,1435718.5,6670225.5,26062418.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16,0,4,16,0.06679241687584529,78848,0,0.0,270697.03125,1418915.0187499642,6668718.5,26548262.0,270697.03125,1418915.0187499642,6668718.5,26548262.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17,0,4,17,0.06695122666577179,78848,0,0.0,269712.46875,1392912.125,6651819.0,25415628.0,269712.46875,1392912.125,6651819.0,25415628.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
18,0,4,18,0.06682667853962715,78848,0,0.0,269547.8125,1405677.75,6719787.0,25358046.0,269547.8125,1405677.75,6719787.0,25358046.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
19,0,4,19,0.06532792724357891,78848,0,0.0,271482.0625,1431214.625,6820689.5,25552610.0,271482.0625,1431214.625,6820689.5,25552610.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
20,0,5,20,0.0653472387895698,78848,0,0.0,272957.125,1428308.75,6830134.5,25962316.0,272957.125,1428308.75,6830134.5,25962316.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
21,0,5,21,0.06570216533568615,78848,0,0.0,271949.9375,1444388.0249999918,6956772.0,25895456.0,271949.9375,1444388.0249999918,6956772.0,25895456.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
22,0,5,22,0.06558591810678815,78848,0,0.0,269168.15625,1406444.625,7034930.5,25040642.0,269168.15625,1406444.625,7034930.5,25040642.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
23,0,5,23,0.06700552194541273,78848,0,0.0,263721.625,1379722.75,6895109.0,25426642.0,263721.625,1379722.75,6895109.0,25426642.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24,0,6,24,0.06666741125442192,78848,0,0.0,264630.59375,1379450.125,6883757.0,25691852.0,264630.59375,1379450.125,6883757.0,25691852.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
25,0,6,25,0.0664176112730923,78848,0,0.0,263418.75,1376733.625,6932761.0,26071366.0,263418.75,1376733.625,6932761.0,26071366.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
26,0,6,26,0.06575440846453412,78848,0,0.0,262251.625,1380332.0,7021806.5,26374098.0,262251.625,1380332.0,7021806.5,26374098.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
