epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm
0,hierarchical_actor_offload_gated_route,hierarchical_actor_theta_route,0.4387499988079071,0.4387499988079071,10.529999732971191,2.312812089920044,0.4870436489582062,0.047827068707096645,0.05404868199505634
1,hierarchical_actor_offload_gated_route,hierarchical_actor_theta_route,0.48124998807907104,0.48124998807907104,11.550000190734863,2.4753787517547607,0.49582067131996155,0.03594580011885777,0.03466825533033008
2,hierarchical_actor_offload_gated_route,hierarchical_actor_theta_route,0.4937500059604645,0.4937500059604645,11.850000381469727,2.3890373706817627,0.4964745044708252,0.03420304485063198,0.03152193582604617
3,hierarchical_actor_offload_gated_route,hierarchical_actor_theta_route,0.4854166805744171,0.4854166805744171,11.649999618530273,2.632014513015747,0.4976639747619629,0.03877805116061769,0.03624686711328481
4,hierarchical_actor_offload_gated_route,hierarchical_actor_theta_route,0.47833332419395447,0.47833332419395447,11.479999542236328,2.109407424926758,0.49577096104621887,0.03733900771700466,0.03033210892837898
