rank,critic_arch_mode,critic_input_mode,run_dir,epochs_completed,best_reward,final_reward,best_epoch,reward_gap,reward_gap_abs,final_critic_loss,final_popart_mean,final_popart_std,final_value_target_mean,final_value_target_std,final_critic_raw_prediction_mean,final_critic_raw_prediction_std,final_critic_normalized_prediction_mean,final_critic_normalized_prediction_std,final_value_explained_variance,final_prediction_target_corr,final_prediction_std_over_target_std,final_probe_prediction_std,final_probe_prediction_range,final_pairwise_prediction_distance_mean,final_critic_vs_constant_mse_gain,final_critic_vs_constant_huber_gain,final_critic_hidden_feature_std,final_critic_hidden_feature_dim_std_mean,final_critic_hidden_feature_dim_std_min,final_critic_head_weight_norm,final_critic_head_bias_mean,final_critic_backbone_grad_norm,final_critic_head_grad_norm,final_critic_input_mean,final_critic_input_std,final_critic_input_dim_std_mean,final_critic_input_dim_std_min,final_critic_input_clip_fraction,final_critic_input_derived_dim,final_critic_input_total_dim,final_critic_derived_feature_mean,final_critic_derived_feature_std,best_epoch_is_one,final_critic_backbone_to_head_grad_ratio,final_target_bucket_prediction_slope,final_prediction_std_ratio_gap
1,stronger_critic_backbone,normalized_augmented_critic_input,checkpoints\dense_critic_input_experiment_20260316_160233\critic_input_normalized_augmented_critic_input_20260316_160319_188736,5,-149.65282273273905,-160.1756872173138,1,-10.52286448457474,10.52286448457474,0.1924148340011015,-35.24820899963379,14.126930667222087,-0.9680032134056092,0.9326948523521424,-48.57490539550781,12.028030395507812,-0.9433541297912598,0.8514256477355957,0.9485311508178712,0.9759675860404968,0.912866234779358,10.342506408691406,50.46441650390625,10.453519821166992,0.8245382905006409,0.3026013672351837,0.7547992467880249,0.3044008314609527,0.0873864293098449,0.4456436336040497,2.468113660812378,0.9762244097215476,0.7089403760194207,0.0037823673337697,0.9175893664360046,0.8149725794792175,0.0,0.0002941176353488,174,374,0.021358985453844,0.2546951174736023,1,1.377019039926447,0.8915825826239234,0.08713376522064198
2,stronger_critic_backbone,current_stronger_input,checkpoints\dense_critic_input_experiment_20260316_160233\critic_input_current_stronger_input_20260316_160244_468234,5,-148.3578720928915,-160.19912307473254,1,-11.841250981841029,11.841250981841029,0.330955286603421,-43.09850234985352,19.36432709305945,-1.0014225244522097,0.8900256156921387,-63.33974456787109,1.0811729431152344,-1.0452853441238403,0.0558332465589046,0.0691097378730773,0.5821975469589233,0.0627321824431419,0.7304157018661499,3.2019805908203125,0.8400366306304932,0.0528209805488586,0.024465262889862,0.7678225040435791,0.0230481587350368,0.0065236892551183,0.3799915015697479,2.194899082183838,0.0561576883902673,0.6636259664957019,0.3899430632591247,0.3559877872467041,0.1591401249170303,0.0,0.0,0,200,0.0,0.0,1,0.08462249878585187,0.038105446760042294,0.9372678175568581
