epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-22.315603256225586,6.287109375,0.0,1.0,-0.00754874711856246,0.00763783510774374,-0.007491371128708124,-0.06792596727609634,0.024135543033480644,-0.008132737129926682,0.031829096376895905,0.02035868912935257,-0.00769355334341526,-0.02849142625927925,0.026093892753124237,-0.0067957378923892975,-0.00010855978325707838,-0.007297095376998186,-0.00010314947576262057,0.0,0.0,0.0,0.0,0.0,-0.007491371128708124,0.0,0.6287109375000001
1,-18.793703079223633,7.208548069000244,0.019999999552965164,0.9800000190734863,-0.012772848829627037,0.01227505598217249,-0.012617213651537895,-0.07466858625411987,-0.0002359388308832422,-0.026675434783101082,-0.0230815839022398,-0.024144461378455162,0.022845645071356557,-0.00253097340464592,-0.02361302264034748,-0.010955331847071648,-6.132896669441834e-05,-0.011190804652869701,4.743754834635183e-05,0.0008333333535119891,0.0,0.0,0.0,-0.019338926300406456,-0.012409325689077377,0.0,0.7208548069000245
2,-16.11744499206543,13.984512329101562,0.09000000357627869,0.9100000262260437,-0.002179280621930957,0.006524273194372654,-0.0021556878928095102,-0.23075060546398163,0.01468305941671133,-0.031680140644311905,-0.037928689271211624,0.010156520642340183,0.052611748687922955,-0.04183666128665209,-0.01388608431443572,-0.001672309823334217,-4.819138121092692e-05,-0.001853971742093563,-7.689846825087443e-05,0.0,0.0,-0.00512540340423584,-0.004170596599578857,0.0019423961639404297,-0.002011840231716633,12.405335426330566,1.3984512329101564
3,-14.322470664978027,21.00374984741211,0.20000000298023224,0.800000011920929,-0.002470480278134346,0.004226984456181526,-0.0024585246574133635,0.01588786393404007,0.007692522834986448,-0.02754422090947628,-0.01520757656544447,0.011979006230831146,0.022900099400430918,-0.039523227140307426,-0.0016142851673066616,-0.002206068253144622,-6.54337927699089e-05,-0.0024140907917171717,-5.939249604125507e-05,0.0,0.0,-0.002342450665310025,-0.0026347984094172716,-0.0033048689365386963,-0.0023726418148726225,18.5601749420166,2.100374984741211
4,-10.179405212402344,15.453603744506836,0.18000000715255737,0.8199999928474426,-0.0008714735740795732,0.002664691535755992,-0.0008675444405525923,-0.119221530854702,0.010250378400087357,-0.01571030728518963,-0.01793106645345688,0.04811406880617142,0.028181444853544235,-0.06382437609136105,0.01509150117635727,-0.0007522237137891352,-4.575794719130499e-06,-0.0009648198029026389,1.7032618416124023e-05,0.0,0.0,-0.0018828213214874268,-0.001424292684532702,0.00035458803176879883,-0.0007801902247592807,25.302637100219727,1.5453603744506836
