epoch,offload_active_fraction,route_logprob_active_fraction,route_selected_score_mean,route_expected_score_mean,route_residual_credit_mean,route_residual_credit_std,route_ratio_mean,route_approx_kl,route_clip_fraction,advantage_action_alignment
0,0.5087500214576721,0.5087500214576721,-0.011516579426825047,-0.0016118852654471993,-0.009904693812131882,0.9869728088378906,0.9998914003372192,0.00010970266885124147,0.0,-0.06792596727609634
1,0.4891666769981384,0.4891666769981384,0.009414708241820335,-0.007585383951663971,0.017000090330839157,0.9754120707511902,0.9999386668205261,6.484863843070343e-05,0.0,-0.07466858625411987
2,0.5074999928474426,0.5074999928474426,0.029558736830949783,0.00010975936311297119,0.029448971152305603,0.9826715588569641,0.9999517798423767,4.91150094603654e-05,0.0,-0.23075060546398163
3,0.5004166960716248,0.5004166960716248,-0.001513581140898168,-0.0005871928296983242,-0.0009263870306313038,0.9797266721725464,0.9999346733093262,6.58623393974267e-05,0.0,0.01588786393404007
4,0.4908333420753479,0.4908333420753479,-0.04052257165312767,-0.0035708399955183268,-0.03695173189043999,0.9791365265846252,0.9999954700469971,4.803663614438847e-06,0.0,-0.119221530854702
