epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_joint_td_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.00017589787148608593,0.0,-0.00016473953971853916,0.0,0.0,0.00011330893958074739,1.4069078359938663e-06,0.0,2.093421168257465e-06,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.5087500214576721,0.5087500214576721,0.5,0.0
1,hierarchical_actor_joint_td_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0004230789125585943,0.0,-0.0004133325346771244,0.0,0.0,0.00013028258517806536,2.603817934443498e-06,0.0,4.519069791051754e-06,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.4891666769981384,0.4891666769981384,0.5,0.0
2,hierarchical_actor_joint_td_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.00012451905457169232,0.0,-0.00012236048760883023,0.0,0.0,5.913048144066124e-05,1.4410549548873787e-06,0.0,2.3740034413561267e-06,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.5074999928474426,0.5074999928474426,0.5,0.0
3,hierarchical_actor_joint_td_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.00012252784712245556,0.0,-0.00012117493106131861,0.0,0.0,4.613804230757523e-05,1.0480939358760594e-06,0.0,1.7030296504449456e-06,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.5004166960716248,0.5004166960716248,0.5,0.0
4,hierarchical_actor_joint_td_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.958622635877873e-05,0.0,-3.889740720808277e-05,0.0,0.0,3.449030932642927e-05,7.835443810531274e-07,0.0,1.2764525066495947e-06,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.4908333420753479,0.4908333420753479,0.5,0.0
