block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_norm_mean,theta_advantage_norm_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_norm_mean,route_advantage_norm_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_mask_mean,route_mask_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,route_ratio_mean,route_ratio_std,route_ratio_max,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.01314563024789095,0.30770161747932434,-0.021197473630309105,0.9666196703910828,0.6815692186355591,-0.8403404951095581,0.0004776215646415949,0.3295839726924896,-0.018029609695076942,0.9571887254714966,0.9022339582443237,-0.8171677589416504,0.50714111328125,0.08270815014839172,0.32096633315086365,0.7111009359359741,0.47999998927116394,0.44999998807907104,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.0003509563102852553,0.020441945642232895,1.0003509521484375,0.020441945642232895,1.0415071249008179,8.679628081154078e-06,0.0008962355786934495,1.0000734329223633,0.0009071707027032971,1.0021158456802368,0.0,0.0,0.14849752187728882,0.22640737891197205,0.036193545907735825,0.242280513048172,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.018321748822927475,0.39147716760635376,-0.03745783492922783,1.2297937870025635,0.9650006294250488,-0.9951783418655396,-0.01419045589864254,0.3484559953212738,-0.11821916699409485,1.0712193250656128,0.8408249616622925,-0.9834152460098267,0.48689010739326477,0.09368755668401718,0.23553776741027832,0.7337978482246399,0.44999998807907104,0.4699999988079071,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.0010359936859458685,0.022930772975087166,0.9989639520645142,0.022930772975087166,1.0461558103561401,1.3291240065882448e-05,0.002258933847770095,0.9999040365219116,0.002210951643064618,1.0033687353134155,0.0,0.0,0.7069766521453857,0.3072938621044159,0.6339989304542542,0.2996664345264435,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.0027744926046580076,0.30441659688949585,0.011382575146853924,0.9563000798225403,0.7451708912849426,-1.0063738822937012,0.007586306426674128,0.2964745759963989,0.008922882378101349,0.7531774640083313,0.7420232892036438,-0.6641628742218018,0.527574360370636,0.09506706148386002,0.3076382875442505,0.7414571046829224,0.6600000262260437,0.5299999713897705,0.6600000262260437,0.6600000262260437,0.6600000262260437,-0.015626268461346626,0.04675998538732529,0.9843736886978149,0.04675998538732529,1.080379843711853,3.1545161618851125e-05,0.000648796558380127,1.0000132322311401,0.0006381794810295105,1.001432180404663,0.0,0.0,-0.062036242336034775,0.22308644652366638,-0.4216845631599426,0.26489025354385376,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.003516030265018344,0.3000786006450653,0.009053106419742107,0.942672610282898,0.8148158192634583,-1.0254759788513184,0.016336949542164803,0.4624662697315216,0.08282920718193054,1.5752555131912231,1.3106098175048828,-1.5545146465301514,0.503050684928894,0.09565233439207077,0.2649610638618469,0.7725933790206909,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,-0.0007227492169477046,0.01123204454779625,0.9992772936820984,0.01123204454779625,1.0260311365127563,4.908919436275028e-05,0.0009740437963046134,1.0000529289245605,0.0010206184815615416,1.001723051071167,0.0,0.0,0.03462126851081848,0.25112730264663696,-0.831846296787262,0.3573439419269562,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,0.0017051899340003729,0.2844887971878052,0.02545515075325966,0.8936984539031982,0.8316757082939148,-0.6031590104103088,-0.007904603146016598,0.36957699060440063,-0.08428745716810226,0.7967906594276428,1.0733284950256348,-0.9771336317062378,0.4938516318798065,0.0970691442489624,0.32433393597602844,0.8580513596534729,0.44999998807907104,0.46000000834465027,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.001047236961312592,0.015273749828338623,0.9989528059959412,0.015273749828338623,1.03903329372406,0.00014109491894487292,0.0011399523355066776,1.0001049041748047,0.0011227300856262445,1.0016801357269287,0.0,0.0,-0.5025582313537598,0.2087397426366806,0.2927994728088379,0.30887261033058167,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.004078780300915241,0.2885696589946747,0.007285280153155327,0.9065182209014893,0.7044690847396851,-0.8203961253166199,-0.01067369431257248,0.4486944079399109,-0.043420881032943726,1.2912966012954712,0.974588930606842,-1.2562739849090576,0.521416187286377,0.09094907343387604,0.23876342177391052,0.6995060443878174,0.6200000047683716,0.550000011920929,0.6200000047683716,0.6200000047683716,0.6200000047683716,-0.008927377872169018,0.03867926821112633,0.9910727143287659,0.03867926821112633,1.072357416152954,-3.706813004100695e-05,0.001918099820613861,0.9998137950897217,0.0018841504352167249,1.002783179283142,0.0,0.0,0.2831476926803589,0.24974551796913147,0.4624880254268646,0.34349238872528076,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.003473373595625162,0.3143896460533142,0.009187126532196999,0.9876295924186707,0.6692038774490356,-0.8842648267745972,0.021212927997112274,0.3939298391342163,0.11150116473436356,1.1323081254959106,1.1036622524261475,-1.0588116645812988,0.470097154378891,0.09587050974369049,0.17163026332855225,0.7388039231300354,0.38999998569488525,0.4699999988079071,0.38999998569488525,0.38999998569488525,0.38999998569488525,-0.010759437456727028,0.051262758672237396,0.9892405867576599,0.051262758672237396,1.0999895334243774,0.0001980465603992343,0.001200527767650783,1.0001933574676514,0.001045642071403563,1.0016874074935913,0.0,0.0,-0.040769997984170914,0.26473984122276306,-0.8889462351799011,0.431094765663147,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.01487320102751255,0.4102267324924469,-0.026624498888850212,1.2886940240859985,1.098007321357727,-0.9690752029418945,-0.01089249737560749,0.3704318702220917,0.020194491371512413,0.9713917970657349,0.8340526223182678,-0.8570146560668945,0.5205931663513184,0.08098522573709488,0.32909172773361206,0.7117915153503418,0.6100000143051147,0.49000000953674316,0.6100000143051147,0.6100000143051147,0.6100000143051147,-0.0035850643180310726,0.014222906902432442,0.9964149594306946,0.014222906902432442,1.038222074508667,-0.0014895456843078136,0.0022387304343283176,0.9984839558601379,0.00216553988866508,1.0038766860961914,0.0,0.0,0.38546517491340637,0.3866960406303406,0.38871681690216064,0.33220911026000977,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,0.03087534010410309,0.39500629901885986,0.11709080636501312,1.2408803701400757,1.017120361328125,-0.7005539536476135,-0.012520654127001762,0.37212443351745605,-0.1050165444612503,1.05490243434906,0.9601191878318787,-1.073408603668213,0.5057042241096497,0.0877673402428627,0.3491961359977722,0.7236841917037964,0.5299999713897705,0.49000000953674316,0.5299999713897705,0.5299999713897705,0.5299999713897705,-0.0049337358213961124,0.01627592369914055,0.995066225528717,0.01627592369914055,1.0311601161956787,0.0001894468005048111,0.0018395880470052361,1.000473976135254,0.0018532149260863662,1.0035490989685059,0.0,0.0,-1.466119647026062,0.30745381116867065,0.542695164680481,0.3676599860191345,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,0.0010113143362104893,0.29340463876724243,0.023275380954146385,0.9217069149017334,0.8816705942153931,-0.745293140411377,-0.0007965397671796381,0.3361499011516571,-0.03654833137989044,0.8288505673408508,0.8281424045562744,-1.2006464004516602,0.49816107749938965,0.0909203365445137,0.2851448059082031,0.6658725738525391,0.5099999904632568,0.4699999988079071,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.000959179422352463,0.01448601484298706,0.9990408420562744,0.01448601484298706,1.0416245460510254,4.419326796778478e-05,0.0004473220033105463,1.0000559091567993,0.0004722359881270677,1.000969409942627,0.0,0.0,-0.4288198947906494,0.256106436252594,0.2613060772418976,0.2994725704193115,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.018986329436302185,0.3362875282764435,-0.03954557329416275,1.056420087814331,0.7496261596679688,-0.6614823341369629,0.02070031315088272,0.4540541470050812,0.15709351003170013,1.3262081146240234,1.5105054378509521,-1.1346547603607178,0.4924696385860443,0.09277691692113876,0.2994128465652466,0.7559598088264465,0.4399999976158142,0.4699999988079071,0.4399999976158142,0.4399999976158142,0.4399999976158142,-0.0029266560450196266,0.02700418047606945,0.9970733523368835,0.02700418047606945,1.048390507698059,-0.00011951327178394422,0.003834313480183482,1.0001455545425415,0.0037009487859904766,1.0049183368682861,0.0,0.0,0.5155938863754272,0.24047121405601501,-0.8492457866668701,0.37901771068573,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,0.0008040004759095609,0.27587950229644775,0.022624146193265915,0.8666531443595886,0.6352109909057617,-0.8823529481887817,0.010739552788436413,0.33376064896583557,0.11844109743833542,1.0087027549743652,1.3121700286865234,-1.2118589878082275,0.45982009172439575,0.09251969307661057,0.22741656005382538,0.7149785161018372,0.33000001311302185,0.4699999988079071,0.33000001311302185,0.33000001311302185,0.33000001311302185,-0.018900394439697266,0.0698908194899559,0.981099545955658,0.0698908194899559,1.111031413078308,4.5916436647530645e-05,0.0008623457979410887,1.0001145601272583,0.0009688970167189837,1.0031335353851318,0.0,0.0,-0.14854037761688232,0.24075712263584137,-0.4871145486831665,0.2684074640274048,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.013079213909804821,0.3400508761405945,-0.020988859236240387,1.0682423114776611,1.0071234703063965,-0.8419476747512817,-0.0045944033190608025,0.3482055962085724,0.011239818297326565,0.9716103672981262,1.1189556121826172,-0.6867337822914124,0.4975276291370392,0.09552547335624695,0.24092407524585724,0.7040987014770508,0.5600000023841858,0.4300000071525574,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.004404912702739239,0.03453439474105835,1.004404902458191,0.03453439474105835,1.065474271774292,-6.479919102275744e-05,0.0007732865051366389,0.9999538064002991,0.0007733717793598771,1.002064824104309,0.0,0.0,0.21754217147827148,0.27576515078544617,0.17315299808979034,0.23538053035736084,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.0035443496890366077,0.29514503479003906,0.008964138105511665,0.9271741509437561,0.7897253632545471,-0.8175500631332397,0.015498130582273006,0.36778372526168823,0.07634183019399643,1.0420719385147095,1.1068148612976074,-0.8330579996109009,0.48284268379211426,0.08696265518665314,0.29106536507606506,0.6638619899749756,0.4099999964237213,0.4699999988079071,0.4099999964237213,0.4099999964237213,0.4099999964237213,-0.0032709098886698484,0.012864458374679089,0.9967289566993713,0.012864458374679089,1.0281667709350586,-3.6969780921936035e-05,0.0013607414439320564,0.9998483657836914,0.0013671962078660727,1.002953052520752,0.0,0.0,-0.18649309873580933,0.26723700761795044,-0.749936044216156,0.28849631547927856,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.0029335094150155783,0.2671298682689667,0.010883030481636524,0.8391668200492859,0.6354959607124329,-0.8912808895111084,0.012511641718447208,0.34588491916656494,-0.07771345227956772,0.8895478844642639,0.7737484574317932,-0.8801422715187073,0.45294880867004395,0.08260119706392288,0.2586395740509033,0.6426882147789001,0.25,0.47999998927116394,0.25,0.25,0.25,-0.03546198084950447,0.06942256540060043,0.9645379781723022,0.06942256540060043,1.1062376499176025,-4.275381434126757e-05,0.0008061598637141287,0.9998297095298767,0.0008748618420213461,1.002102255821228,0.0,0.0,-0.008488602936267853,0.22617985308170319,-0.5887283682823181,0.25444355607032776,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,3.681063753901981e-05,0.2963055968284607,0.020214058458805084,0.9308200478553772,1.0532174110412598,-0.7825859189033508,0.013485119678080082,0.2920794188976288,-0.007126606069505215,0.7436291575431824,0.6368117332458496,-0.6880022287368774,0.5330631732940674,0.07244749367237091,0.3537997007369995,0.7246848940849304,0.6700000166893005,0.49000000953674316,0.6700000166893005,0.6700000166893005,0.6700000166893005,-0.010252824984490871,0.03259449824690819,0.989747166633606,0.03259449824690819,1.0513875484466553,-8.313059515785426e-05,0.0006018042331561446,0.9999348521232605,0.0006250960286706686,1.0012258291244507,0.0,0.0,0.14681454002857208,0.228289395570755,-0.5585474967956543,0.203875333070755,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.013539304956793785,0.2786513864994049,-0.022434210404753685,0.8753607869148254,0.7617114782333374,-0.7692426443099976,0.003945948556065559,0.3928767144680023,-0.00999377015978098,1.05082368850708,0.9020311832427979,-0.9466482400894165,0.5111456513404846,0.08727499097585678,0.280664324760437,0.7074286341667175,0.550000011920929,0.4699999988079071,0.550000011920929,0.550000011920929,0.550000011920929,0.00027506708283908665,0.012415305711328983,1.0002751350402832,0.012415305711328983,1.0283859968185425,-0.0002421516110189259,0.0022901466581970453,0.9998217225074768,0.0022928144317120314,1.003394603729248,0.0,0.0,0.2728852927684784,0.24523890018463135,-0.1330837458372116,0.27428266406059265,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.0051385401748120785,0.314480185508728,0.003956136759370565,0.9879140257835388,0.7113838195800781,-0.7971702218055725,-0.004261951427906752,0.32345014810562134,-0.00679326057434082,0.9407824873924255,0.811109185218811,-0.7203434705734253,0.49847906827926636,0.08249405026435852,0.2702839970588684,0.7003769278526306,0.49000000953674316,0.5299999713897705,0.49000000953674316,0.49000000953674316,0.49000000953674316,-0.0020434402395039797,0.022306280210614204,0.9979565143585205,0.022306280210614204,1.0579442977905273,-0.00011679530143737793,0.0007021658821031451,0.9997602701187134,0.000709258543793112,1.001416563987732,0.0,0.0,0.4059116244316101,0.24431036412715912,0.1665424406528473,0.2902379631996155,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.026831144466996193,0.37494727969169617,-0.06418942660093307,1.1778664588928223,0.9813004732131958,-1.0881747007369995,0.005556007847189903,0.2754487693309784,0.04250814765691757,0.7631354928016663,0.7073431611061096,-0.6058886051177979,0.5243746042251587,0.08086881041526794,0.2643117308616638,0.6984575390815735,0.6600000262260437,0.4300000071525574,0.6600000262260437,0.6600000262260437,0.6600000262260437,-0.006588456686586142,0.02294481173157692,0.9934115409851074,0.02294481173157692,1.0414806604385376,-0.00010382234904682264,0.0009636034374125302,0.9999161958694458,0.0009149690740741789,1.0018774271011353,0.0,0.0,0.9476637244224548,0.339277058839798,-0.15738338232040405,0.23751352727413177,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.02079448662698269,0.28771620988845825,-0.04522575065493584,0.9038371443748474,1.1050002574920654,-0.6979529857635498,0.011087923310697079,0.36981621384620667,0.007703266106545925,0.9962459802627563,1.0524892807006836,-0.9530555009841919,0.49467313289642334,0.0809033215045929,0.28252139687538147,0.6717185378074646,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,-0.0013387436047196388,0.02787010930478573,0.9986612200737,0.02787010930478573,1.0492417812347412,-0.0001678985427133739,0.0011841411469504237,0.9996048808097839,0.001147785922512412,1.001840353012085,0.0,0.0,0.25506842136383057,0.2197302281856537,-0.7668230533599854,0.2475620061159134,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.0035717529244720936,0.2853516638278961,0.008878053165972233,0.8964091539382935,0.7443249821662903,-0.9821627140045166,0.015638284385204315,0.32482489943504333,0.06290449947118759,0.7966970205307007,0.6405650973320007,-0.9617689847946167,0.5192596912384033,0.0819956511259079,0.28983068466186523,0.7466759085655212,0.6299999952316284,0.44999998807907104,0.6299999952316284,0.6299999952316284,0.6299999952316284,-0.005752070341259241,0.0291645098477602,0.9942479133605957,0.0291645098477602,1.054715871810913,0.00011963903671130538,0.0016585792182013392,1.0001726150512695,0.0015969175146892667,1.0024399757385254,0.0,0.0,-0.022729944437742233,0.24733957648277283,-0.5585506558418274,0.3319673240184784,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,0.0023353630676865578,0.3286270201206207,0.027434775605797768,1.0323551893234253,0.6293171644210815,-1.12546706199646,-0.012472016736865044,0.3086375594139099,-0.07647480815649033,0.8803815245628357,0.8104743957519531,-0.8625500798225403,0.5345880389213562,0.08207159489393234,0.3238731622695923,0.7124989628791809,0.6800000071525574,0.5299999713897705,0.6800000071525574,0.6800000071525574,0.6800000071525574,-0.019396448507905006,0.05620476230978966,0.9806034564971924,0.05620476230978966,1.0850948095321655,-0.00012238622002769262,0.000711785745806992,0.999875009059906,0.0007335444679483771,1.0011773109436035,0.0,0.0,-0.4320145547389984,0.2715917229652405,0.6746783256530762,0.26625657081604004,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_joint_td_aligned_credit,-0.011374511756002903,0.28439024090766907,-0.01563367247581482,0.8933889269828796,1.0329413414001465,-0.8914647102355957,-0.0061355591751635075,0.37989795207977295,-0.07631167024374008,1.0805248022079468,0.9622174501419067,-0.9586524963378906,0.5089266300201416,0.09757378697395325,0.23782271146774292,0.7056689858436584,0.5799999833106995,0.4099999964237213,0.5799999833106995,0.5799999833106995,0.5799999833106995,-0.003416158026084304,0.0380847193300724,0.9965837597846985,0.0380847193300724,1.0611240863800049,-0.00012892723316326737,0.0006707633729092777,0.9998323321342468,0.000658563629258424,1.0011789798736572,0.0,0.0,0.3563746511936188,0.27113670110702515,0.23569561541080475,0.3586832284927368,0
