epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,episode_reward_delay_term,episode_reward_energy_term,episode_reward_backlog_term,avg_normalized_avg_queue_len,avg_raw_total_backlog,avg_normalized_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-384.266473171511,372.5215906296441,11.744882541866954,368.35404478972004,242.07683281404394,10.379773011646448,0.38392655342576404,115.5135124106038,83.35091679848473,1.3589697588652454,32.35639973987708,49.63554729974238,368.35404478972004,4.167545839924236,11.744882541866954,0.05872441270933477,4306506945.14506,1.9966300321173822,0.5034250877039382,100.0,-0.07534634699113667,2896.0454071044924,15.08560335636139
1.0,-456.63791509808783,444.24439181524167,12.393523282846086,439.6007436508414,298.90470822021763,11.173922327488903,0.40808916683371527,129.11402393630115,92.87296328800693,1.41654210329156,35.85684103017098,55.59958015454436,439.6007436508414,4.643648164400346,12.393523282846086,0.06196761641423043,4830151921.04386,2.1068989580838364,0.5000043490115174,100.0,-0.10679383114911616,4217.24853515625,15.113343477249146
2.0,-417.09933000479145,405.41063658103457,11.688693423756982,401.14265144331574,273.9267455060047,10.201743634225911,0.3907540704489276,116.62340823263627,85.35970275437514,1.2981675083201265,34.2958678276062,49.765667418448785,401.14265144331574,4.2679851377187585,11.688693423756982,0.05844346711878491,4478787970.052544,1.9870778820386874,0.4878169883421987,100.0,-0.0762516192626208,3334.7273498535155,15.12603452205658
3.0,-485.6874081161522,472.69135657699445,12.996051539157651,467.93254647424243,312.52554911606404,12.68966488512819,0.48967612268879757,142.22765635036149,95.17620205503809,1.505720025961058,36.86370447594032,56.80677755313672,467.93254647424243,4.758810102751903,12.996051539157651,0.06498025769578826,4934500311.907916,2.2093287616568005,0.5004162408061772,100.0,-0.1197233309969306,4500.84525756836,15.151038360595702
4.0,-419.279303354226,407.00114729364685,12.278156060578995,402.5442826041201,268.5202958664778,10.718230417704516,0.38815353625665594,122.91760278368119,89.13729379053392,1.364192563884138,34.17342881034454,53.59967241630525,402.5442826041201,4.4568646895266975,12.278156060578995,0.06139078030289498,4635184223.272004,2.087286530298429,0.49780631556654276,100.0,-0.08813811177387834,3245.620227050781,15.172385501861573
5.0,-422.58670966489575,410.3882321096497,12.198477555246093,405.8500282285646,262.7657284428638,11.147691416874745,0.3815831286672008,131.55502524015884,90.76407762170277,1.3950331458945007,33.91534304865905,55.453701427149234,405.8500282285646,4.538203881085139,12.198477555246093,0.060992387776230464,4674277504.482092,2.073741184391836,0.5100237884177841,100.0,-0.08014884700533002,3488.93291015625,15.190298748016357
6.0,-434.9248395020479,422.23486026766506,12.689979234382996,417.66431091811654,269.46833223641903,11.959030776943205,0.4452431069581425,135.79170479779629,91.41098699096773,1.4664867965480624,34.35392401823496,55.59057617618472,417.66431091811654,4.5705493495483855,12.689979234382996,0.06344989617191497,4724313012.910557,2.157296469845108,0.5073227139217192,100.0,-0.14541146038100122,3480.032098388672,15.205029225349426
7.0,-428.4480655143254,415.92340742177913,12.524658092546112,411.34247395390673,265.20350712356515,11.418631011684719,0.4120297829424827,134.30830603571465,91.6186693574444,1.433413656032066,34.539479661354115,55.6457760400582,411.34247395390673,4.580933467872222,12.524658092546112,0.06262329046273056,4717488742.756766,2.129191875732838,0.5082693003233669,100.0,-0.1572640471626073,3322.663491821289,15.208284473419189
8.0,-428.0133604820644,415.1863397926343,12.82702068943,410.4743436204206,262.7393996933685,11.924120784168789,0.4003759964838987,135.41044714639943,94.23992344427774,1.4621557488444163,34.91344240740729,57.86432528802602,410.4743436204206,4.711996172213888,12.82702068943,0.06413510344715,4852622741.587742,2.1805935172031,0.5092001743583784,100.0,-0.07312193103134632,3231.1228363037108,15.199018383026123
9.0,-487.9318229934067,474.8349738806951,13.096849112711679,470.02440054828696,303.07940104018564,13.411032631266043,0.4827076134557181,153.0512592633797,96.21146664816035,1.545514637140979,35.93221079642527,58.733741214594126,470.02440054828696,4.81057333240802,13.096849112711679,0.06548424556355839,4958756795.407916,2.226464349160984,0.5099652504924266,100.0,-0.04277462433092296,4196.389984130859,15.176391553878783
10.0,-441.37323398803886,428.74698164694775,12.626252341091252,424.2071251778052,269.7710809246974,12.512236616098834,0.4933246707667412,141.430482966242,90.7971293828516,1.4817184444960838,33.64140144120175,55.67400949715372,424.2071251778052,4.5398564691425785,12.626252341091252,0.06313126170545626,4655650095.445179,2.1464628979855145,0.5132177241903447,100.0,-0.08190819630399346,3320.9706787109376,15.169633483886718
11.0,-427.66937171170343,414.75997597486366,12.909395736839713,410.24526628395506,254.0632934514665,13.06746096917297,0.5414885052343289,142.5730233580812,90.29419381817438,1.5328246838912292,32.889930657361425,55.87143847692175,410.24526628395506,4.514709690908723,12.909395736839713,0.06454697868419856,4625351243.591206,2.1945972752627507,0.5171418136851879,100.0,-0.01111779734492302,3098.525598144531,15.211510276794433
12.0,-442.13359350411815,429.53093128523113,12.602662218887067,425.03005547464124,272.2347995966541,12.210046539386498,0.49990007557426847,140.0853092630263,90.01751621179372,1.472655052567879,34.22131006279344,54.32355109643239,425.03005547464124,4.500875810589686,12.602662218887067,0.06301331109443534,4655946180.08472,2.1424525772108027,0.506667186658761,100.0,-0.11386811113916337,3147.2764221191405,15.269594597816468
13.0,-381.5253836973957,369.79089628833765,11.73448740905824,365.69317855109983,231.7539229102977,11.166783836269204,0.49540474686926195,122.27706705766374,81.95435474475268,1.367686864834712,30.457340064090126,50.12932781582787,365.69317855109983,4.097717737237636,11.73448740905824,0.058672437045291195,4229847757.3532915,1.9948628595399012,0.5094869125560763,100.0,-0.14492054879665375,2133.976095581055,15.315012192726135
14.0,-444.1193511724115,431.0090370078436,13.110314164567866,426.29036682413005,265.3047600198853,12.894632149514376,0.5187652939395548,147.5722093607907,94.37340367427215,1.555760097060924,33.9478190654109,58.86982451180034,426.29036682413005,4.718670183713607,13.110314164567866,0.06555157082283933,4780585315.051031,2.228753407976537,0.5206775592529034,100.0,-0.0772216887678951,3150.0456665039064,15.363698267936707
15.0,-403.4384771500803,390.63594965815247,12.802527491927835,386.2134824470955,232.21254668051648,14.027720384273435,0.5896242236924782,139.38359115861294,88.44934422113931,1.5435576829049074,31.293704836986574,55.612081701247774,386.2134824470955,4.422467211056963,12.802527491927835,0.06401263745963917,4513788984.072882,2.176429673627732,0.529127340612429,100.0,-0.13012052341364325,2559.7386322021484,15.401654934883117
16.0,-393.4441408065348,381.16058037579177,12.283560430743163,376.8298362340178,229.4834294146926,12.30690813718898,0.5179944672511985,134.5215042148848,86.614882835483,1.4519177195367894,30.673445894664923,54.489519221281284,376.8298362340178,4.33074414177415,12.283560430743163,0.06141780215371582,4438706175.087625,2.088205273226338,0.5333256975380448,100.0,-0.07388849444687366,2232.6108001708985,15.417025947570801
17.0,-422.67213424639743,409.5843001278665,13.08783411853094,404.99928476063866,247.60210231879765,13.465779455785766,0.4942331724346671,143.4371698136208,91.70030734455335,1.5539732144744214,32.52487314585445,57.62146098422446,404.99928476063866,4.585015367227665,13.08783411853094,0.06543917059265471,4667688984.689343,2.224931800150259,0.5334551389024552,100.0,-0.142738613858819,2359.3185028076173,15.405948925018311
18.0,-454.6922638484487,440.74889146443155,13.943372384017138,435.96284410064004,260.8336543003993,14.921654604127976,0.5729046791353295,159.63463051697744,95.72094727582838,1.6655152342576636,34.124740778034145,59.93069126353655,435.96284410064004,4.786047363791418,13.943372384017138,0.0697168619200857,4887850369.968134,2.3703733052829152,0.5262685506233565,100.0,-0.1286694277310744,2745.6257354736326,15.379194641113282
19.0,-453.3664029479467,440.0212374123529,13.345165535593926,435.35537668561705,263.74888142977994,14.31552949517663,0.5321815619652511,156.75878419869517,93.31721453471339,1.5585355738662765,33.83274947366669,57.92592948718041,435.35537668561705,4.665860726735671,13.345165535593926,0.06672582767796963,4778958759.524144,2.2686781410509678,0.5243525059802825,100.0,-0.10998130429070443,2633.0392150878906,15.404945039749146
20.0,-446.6884592326064,433.4063907756887,13.28206845691766,428.74427672963566,263.251540195925,13.955459893945994,0.527415661597428,151.009860978167,93.24228092106421,1.5645857755900425,33.25194918347793,58.42574596199619,428.74427672963566,4.662114046053207,13.28206845691766,0.0664103422845883,4776362184.289777,2.2579516376760016,0.5304771297891138,100.0,-0.08709618644788861,2934.4462615966795,15.455688834190369
