epoch,reward_mode,value_target_mode,num_sensors,episode_reward,episode_delay,episode_energy,avg_raw_total_backlog,avg_normalized_total_backlog,avg_normalized_avg_queue_len,episode_reward_delay_term,episode_reward_energy_term,episode_reward_backlog_term,avg_theta,num_steps,actor_loss,critic_loss,entropy,raw_return_mean,raw_return_std,value_target_mean,value_target_std,running_return_mean,running_return_std
0,per_sensor,running_return_norm,8,-158.01718021777742,1145.3611627036107,189.53718292909718,9618962293.719048,4.235352520821005,0.06831213743259683,143.17014533795134,1.1846073933068577,13.662427486519366,0.4993145959047142,100,-0.11066824526060373,9.238363063335418,30.150162982940675,-22.157121658325195,6.349564075469971,1.5556811661099346e-07,0.9999999403953552,-22.157121658325195,6.349564016198339
1,per_sensor,running_return_norm,8,-149.03219423135351,1075.686830910353,181.13501109816846,9137270115.544636,4.166166429940698,0.06719623274097897,134.4608538637941,1.1320938193635526,13.439246548195793,0.5023296206479968,100,-0.12539259810000658,6.957125473022461,30.16121311187744,-26.432998657226562,7.4175190925598145,-0.2957996726036072,1.026268482208252,-24.29506015777588,7.227659286927681
2,per_sensor,running_return_norm,8,-163.01078653748857,1180.6233658405583,189.39039697451014,9610090005.723234,4.417244506161695,0.07124587913164025,147.5779207300698,1.1836899810906882,14.24917582632805,0.5073289320530162,100,-0.0704612072557211,6.329206693172455,30.225429248809814,-30.173120498657227,8.268080711364746,-0.4849701225757599,1.0232396125793457,-26.254413604736328,8.080298538107755
3,per_sensor,running_return_norm,8,-159.78562173599008,1156.0529330712104,188.52677891313854,9505497773.05945,4.371220947503306,0.0705035636694082,144.5066166339013,1.1782923682071158,14.10071273388164,0.5078104942580264,100,-0.1568972728215158,5.076481711864472,30.271755409240722,-31.786611557006836,8.234694480895996,-0.4901421070098877,0.972771406173706,-27.637463092803955,8.465190192119431
4,per_sensor,running_return_norm,8,-159.4359958862772,1151.9566515632864,190.25171446836816,9583404078.940163,4.4182257798861375,0.07126170612719576,143.9945814454108,1.189073215427302,14.252341225439151,0.5058270438222738,100,-0.08427223865874112,4.379222464561463,30.342687129974365,-33.46818542480469,8.812111854553223,-0.5271539688110352,0.9958759546279907,-28.803607559204103,8.84860394184115
