mode,epoch,update_epoch,minibatch_id,trace_stage,critic_loss,actor_loss,critic_grad_norm,actor_grad_norm,critic_param_delta_norm,actor_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,actor_backbone_delta_norm,actor_head_delta_norm,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,popart_mean,popart_std
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,3.131331205368042,0.21572068333625793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05051159858703613,0.37754184007644653,-0.13657858967781067,0.8989405035972595,-23.598573684692383,5.854360103607178,-22.83072280883789,5.850991249084473,-0.3015911877155304,-0.1917155534029007,-0.3015911877155304,-0.1917155534029007,-0.3196466863155365,-0.20637831091880798,0.09658204764127731,0.15762464702129364,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,3.131331205368042,0.21572068333625793,0.0,0.18658132366384472,0.0,0.17508558498157842,0.0,0.0,0.1622201535094096,0.06587551793895138,0.05051159858703613,0.37754184007644653,-0.13657858967781067,0.8989405035972595,-23.598573684692383,5.854360103607178,-22.83072280883789,5.850991249084473,-0.3015911877155304,-0.1917155534029007,-0.3015911877155304,-0.1917155534029007,-0.3196466863155365,-0.20637831091880798,0.09658204764127731,0.15762464702129364,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,3.131331205368042,0.21572068333625793,0.9602338985784704,0.18658132366384472,0.14713176931514518,0.17508558498157842,0.13890555466066248,0.005678897733588138,0.1622201535094096,0.06587551793895138,-0.31456148624420166,0.3638226389884949,-0.13657858967781067,0.8989405035972595,-23.598573684692383,5.854360103607178,-22.83072280883789,5.850991249084473,-0.2963726818561554,-0.19831380248069763,-0.296372652053833,-0.19831380248069763,-0.31729447841644287,-0.21554253995418549,0.07527243345975876,0.17815250158309937,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,2.945988178253174,0.19196517765522003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10206830501556396,0.40953248739242554,0.030148841440677643,0.9729523658752441,-22.512760162353516,6.336363315582275,-21.739910125732422,6.381280422210693,-0.3949703574180603,-0.38673025369644165,-0.3949703574180603,-0.38673025369644165,-0.41132432222366333,-0.42045459151268005,-0.22343508899211884,-0.27859240770339966,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_actor_before_critic,2.945988178253174,0.19196517765522003,0.0,0.19004702359026862,0.0,0.12754001285949923,0.0,0.0,0.11752645330794458,0.04953773968457539,-0.10206830501556396,0.40953248739242554,0.030148841440677643,0.9729523658752441,-22.512760162353516,6.336363315582275,-21.739910125732422,6.381280422210693,-0.3949703574180603,-0.38673025369644165,-0.3949703574180603,-0.38673025369644165,-0.41132432222366333,-0.42045459151268005,-0.22343508899211884,-0.27859240770339966,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_critic,2.945988178253174,0.19196517765522003,1.026978371463291,0.19004702359026862,0.10808657499283374,0.12754001285949923,0.10211355340200047,0.004591927405148635,0.11752645330794458,0.04953773968457539,-0.3556950092315674,0.4353899359703064,0.030148841440677643,0.9729523658752441,-22.512760162353516,6.336363315582275,-21.739910125732422,6.381280422210693,-0.2854868471622467,-0.3126833140850067,-0.2854868471622467,-0.3126833140850067,-0.3027389943599701,-0.3471407890319824,-0.2335788607597351,-0.2969208359718323,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,2,before_actor,2.8888590335845947,0.12363049387931824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10485130548477173,0.40826454758644104,0.08863529562950134,1.0856175422668457,-22.131866455078125,7.070096492767334,-21.419706344604492,7.072305202484131,-0.1519123911857605,-0.1341642290353775,-0.15191242098808289,-0.1341642290353775,-0.16479510068893433,-0.14076247811317444,0.17766129970550537,0.14809384942054749,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_actor_before_critic,2.8888590335845947,0.12363049387931824,0.0,0.20512197925359746,0.0,0.11364887328529921,0.0,0.0,0.10531952480797427,0.04270672187420252,-0.10485130548477173,0.40826454758644104,0.08863529562950134,1.0856175422668457,-22.131866455078125,7.070096492767334,-21.419706344604492,7.072305202484131,-0.1519123911857605,-0.1341642290353775,-0.15191242098808289,-0.1341642290353775,-0.16479510068893433,-0.14076247811317444,0.17766129970550537,0.14809384942054749,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_critic,2.8888590335845947,0.12363049387931824,0.9921946474682498,0.20512197925359746,0.09054495133323745,0.11364887328529921,0.08548402543775337,0.004182394587012529,0.10531952480797427,0.04270672187420252,-0.30072951316833496,0.4190448820590973,0.08863529562950134,1.0856175422668457,-22.131866455078125,7.070096492767334,-21.419706344604492,7.072305202484131,-0.1847037523984909,-0.2807918190956116,-0.1847037672996521,-0.2807918190956116,-0.19719244539737701,-0.2851906418800354,0.03665580600500107,0.011363637633621693,-22.709104537963867,6.512511023806799
hierarchical_actor_joint_reward_aligned_credit,0,0,3,before_actor,2.7945430278778076,0.3373962342739105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32623720169067383,0.4275130331516266,0.14235959947109222,1.1375473737716675,-21.781986236572266,7.408289909362793,-20.92443084716797,7.524864673614502,-0.6627300977706909,-0.20000000298023224,-0.6627301573753357,-0.20000000298023224,-0.6780929565429688,-0.20000000298023224,-0.6333584785461426,-0.4000000059604645,-22.709104537963867,6.512511023806799
