dim_index,mean,max,var
137,0.04120308048091829,0.22288711369037628,0.0016728253854260322
138,0.047771827094256876,0.3110913038253784,0.0026381210477088818
139,0.03236790580054124,0.1469031721353531,0.000958741295358047
140,0.041332396871099866,0.20112083852291107,0.001497713358147492
141,0.05017323757211367,0.3327392041683197,0.0028795462520525995
142,0.029669812832338115,0.15503469109535217,0.000853821272819875
143,0.03707367565793296,0.22317884862422943,0.001447024629889477
144,0.0489779461796085,0.2698214650154114,0.0030913866611970175
145,0.028432498925055068,0.1748170256614685,0.000982877464320932
146,0.03878674957590798,0.18119308352470398,0.001456255364315105
147,0.04527923704435428,0.26765793561935425,0.0023863504081252417
148,0.030281665607665976,0.17113548517227173,0.0009377359113154541
149,0.03890534194807212,0.20874300599098206,0.0013410369785289628
150,0.04843416825557748,0.26598092913627625,0.002741294098918705
151,0.023784304001989463,0.13183505833148956,0.0006518117505832302
152,0.04208774635568261,0.1860348880290985,0.0016269886689786709
153,0.05178532707194487,0.23116867244243622,0.0027933686686806626
154,0.0301194271321098,0.16181859374046326,0.0010056943017277284
155,0.04263744397709767,0.17698164284229279,0.001478173257889139
156,0.05552315834288796,0.3997569978237152,0.004010547336665537
157,0.03119833424532165,0.16244998574256897,0.0011463782990586663
158,1.0,1.0,0.0
159,1.0,1.0,0.0
160,1.0,1.0,0.0
161,1.0,1.0,0.0
162,1.0,1.0,0.0
163,1.0,1.0,0.0
164,1.0,1.0,0.0
165,1.0,1.0,0.0
166,1.0,1.0,0.0
167,1.0,1.0,0.0
168,1.0,1.0,0.0
169,1.0,1.0,0.0
170,1.0,1.0,0.0
171,1.0,1.0,0.0
172,1.0,1.0,0.0
173,1.0,1.0,0.0
174,0.7038781046867371,0.7038781046867371,9.401013301157946e-10
175,0.4670895040035248,0.4670895040035248,5.055801999276355e-09
176,0.2691461741924286,0.2691461741924286,2.9742430740498094e-11
177,0.1775658130645752,0.1775658130645752,-1.4047714103071485e-09
178,0.25358256697654724,0.25358256697654724,2.5642270529147027e-09
179,0.49002277851104736,0.49002277851104736,-5.191864715925476e-09
180,1.0,1.0,0.0
181,0.6509214043617249,0.6509214043617249,-1.0944692263592515e-08
182,0.26923078298568726,0.26923078298568726,1.4548469096098415e-09
183,0.3461538553237915,0.3461538553237915,3.130125492134539e-09
184,0.5815384387969971,0.5815384387969971,-6.306947852863232e-09
185,0.26923078298568726,0.26923078298568726,1.4548469096098415e-09
186,1.0,1.0,0.0
187,0.41999998688697815,0.41999998688697815,1.931190318771314e-09
188,0.26923078298568726,0.26923078298568726,1.4548469096098415e-09
189,0.5384615659713745,0.5384615659713745,5.819387638439366e-09
190,0.6784615516662598,0.6784615516662598,-5.3826170187676325e-09
191,0.26923078298568726,0.26923078298568726,1.4548469096098415e-09
192,0.3461538553237915,0.3461538553237915,3.130125492134539e-09
