bucket_name,bucket_sample_count,bucket_mean_advantage,bucket_mean_ratio,bucket_mean_delta_log_prob_selected_action,bucket_mean_selected_action_prob_gain,bucket_mean_clip_fraction,epoch
high_positive,0,0.0,0.0,0.0,0.0,0.0,0
mid_positive,0,0.0,0.0,0.0,0.0,0.0,0
near_zero,0,0.0,0.0,0.0,0.0,0.0,0
negative,100,-22.205528259277344,0.9838955402374268,-0.048060398548841476,-0.016104483976960182,0.3933333158493042,0
high_positive,1,5.18778657913208,2.0165927410125732,0.5934250354766846,1.0165926218032837,1.0,1
mid_positive,3,3.3264424800872803,1.8135894536972046,0.5330088138580322,0.813589334487915,0.9305555820465088,1
near_zero,0,0.0,0.0,0.0,0.0,0.0,1
negative,96,-19.906652450561523,0.8661350607872009,-0.30203568935394287,-0.13386498391628265,0.8124999403953552,1
high_positive,3,14.260485649108887,2.134793519973755,0.581379234790802,1.1347936391830444,0.9166666865348816,2
mid_positive,6,5.905686855316162,1.6891084909439087,0.4627359211444855,0.6891086101531982,0.8819444179534912,2
near_zero,2,-0.12654000520706177,1.537581205368042,0.3790675401687622,0.537581205368042,0.7916666269302368,2
negative,89,-19.322664260864258,0.8808959722518921,-0.2626071572303772,-0.1191040426492691,0.756554365158081,2
high_positive,5,30.206867218017578,1.814244031906128,0.5262014269828796,0.8142439723014832,0.9333332777023315,3
mid_positive,12,9.648996353149414,1.5682849884033203,0.4076276123523712,0.5682850480079651,0.9027778506278992,3
near_zero,4,-0.5972875952720642,1.5928608179092407,0.42016950249671936,0.5928606986999512,0.84375,3
negative,79,-19.65004539489746,0.9863478541374207,-0.14740979671478271,-0.01365223154425621,0.7099155187606812,3
high_positive,5,32.546878814697266,1.776401162147522,0.49402761459350586,0.776401162147522,0.8500000238418579,4
mid_positive,14,11.37204647064209,1.6412206888198853,0.43450719118118286,0.6412206292152405,0.8749999403953552,4
near_zero,2,-0.14611108601093292,1.580964207649231,0.3847213089466095,0.5809642672538757,0.6875,4
negative,79,-16.985679626464844,0.820543110370636,-0.31105029582977295,-0.17945687472820282,0.7109704613685608,4
