epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_branchwise_balanced_pg,hierarchical_actor_separate_theta_route_backbones,0.0,0.0,0.0,0.0,0.0,0.0,0.0983512409959082,0.26030665229772304,0.17025863064098445,0.1785559613258556,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_branchwise_balanced_pg,hierarchical_actor_separate_theta_route_backbones,0.0,0.0,0.0,0.0,0.0,0.0,0.13721193976062496,0.24250039791420658,0.23262484735597674,0.21716233000718238,0.49125000834465027,0.49125000834465027
2,hierarchical_actor_branchwise_balanced_pg,hierarchical_actor_separate_theta_route_backbones,0.0,0.0,0.0,0.0,0.0,0.0,0.1429412420217648,0.26125767040879,0.23646324259952958,0.2297661376472364,0.49291667342185974,0.49291667342185974
3,hierarchical_actor_branchwise_balanced_pg,hierarchical_actor_separate_theta_route_backbones,0.0,0.0,0.0,0.0,0.0,0.0,0.14630310152902193,0.25908348934980785,0.23754593358007092,0.21580734499130036,0.47874999046325684,0.47874999046325684
4,hierarchical_actor_branchwise_balanced_pg,hierarchical_actor_separate_theta_route_backbones,0.0,0.0,0.0,0.0,0.0,0.0,0.1470740493375743,0.2857912871466613,0.23006268935888943,0.23411666738549092,0.4704166650772095,0.4704166650772095
