epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0.04689147619047011,5375938,0,0.0,255642.203125,503436.5625,7468821.474999856,94286944.0,255642.203125,503436.5625,7468821.474999856,94286944.0,0.6692380206442873,0.586637482047081,0.8763620495796204,0.4698602679189511,0.5424027164067541,4.1508546069375205,7.307958769798279
1,0.03873216989941525,5376000,0,0.0,244082.15625,564156.2281249973,7139726.609999685,51400680.0,244082.15625,564156.2281249973,7139726.609999685,51400680.0,0.6962798616591441,0.6813861578702927,0.9481967151165008,0.47840438954284853,0.40038521981665065,3.927810200543747,7.258579683303833
2,0.03394057306939035,5376000,0,0.0,215978.59375,548195.9812499842,6153577.484999956,34534036.0,215978.59375,548195.9812499842,6153577.484999956,34534036.0,0.7284971036764984,0.7203429937362671,0.9820525348186493,0.48184214895060473,0.13717275320419242,3.654466629010548,7.1515075922012326
3,0.02966061295305572,5376000,0,0.0,202706.5625,553402.7843749803,5762498.5,32855872.0,202706.5625,553402.7843749803,5762498.5,32855872.0,0.7356054545799572,0.7329451441764832,0.9900594919919967,0.48263267166712953,0.0765444385686091,3.6032530311472466,7.141882395744323
4,0.025499764560621415,5375998,0,0.0,200801.203125,566948.875,5666166.5,33067910.0,200801.203125,566948.875,5666166.5,33067910.0,0.737136656540691,0.7366092801094055,0.9917662173509598,0.4826867215750454,0.06449809707701207,3.5949135505980117,7.140116930007935
5,0.026300440439781414,5376000,0,0.0,203649.203125,592119.8531249978,5800355.5,33180812.0,203649.203125,592119.8531249978,5800355.5,33180812.0,0.7374816794841893,0.736659049987793,0.9932498216629029,0.4815730399841895,0.0597447758274419,3.6018196104754954,7.169116568565369
