epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm
0,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.4970833361148834,0.4970833361148834,11.930000305175781,2.450530529022217,0.49801138043403625,0.2029866302732471,0.4097317703284067,0.35136818800654535,0.2771261656615633
1,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.49166667461395264,0.49166667461395264,11.800000190734863,2.5690464973449707,0.4993763267993927,0.27632839991975544,0.45470752493151423,0.4889137760396296,0.44069253157722055
2,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.4970833361148834,0.4970833361148834,11.930000305175781,2.1130783557891846,0.49819472432136536,0.3151742022799974,0.5883097811051143,0.5547159373967834,0.5372843361123235
3,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.4858333468437195,0.4858333468437195,11.65999984741211,2.3925719261169434,0.4964665174484253,0.26899597029738703,0.576968663340541,0.4719193418103184,0.5078772796325834
4,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.48750001192092896,0.48750001192092896,11.699999809265137,2.3216373920440674,0.4947340488433838,0.2686789216226933,0.589334274923431,0.4526519983405653,0.519192082801899
