epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,8.48226591187995e-06,0.0011231197495362721,0.0006311523204203695,0.00016244942889898084,0.0,0.0008961801519035362,0.2029866302732471,0.4097317703284067,0.35136818800654535,0.2771261656615633,0.03,0.015,1,10,0,0,0,0,1.0,0.015,0,0,0.0,16,0,0.0,0.012154375435784459,40,16,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0021222674404270947,0.002977839957518307,-0.001360945761830191,-0.0017719019861511984,0.0,0.0008093721809841338,0.27632839991975544,0.45470752493151423,0.4889137760396296,0.44069253157722055,0.03,0.015,9,9,0,0,0,0,1.0,0.015,0,0,0.0,19,0,0.0,0.023522786452974145,21,19,0.49166667461395264,0.49166667461395264,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.002208252248237841,0.0019152912569148208,-0.001482730942461785,-0.0009472991886367607,0.0,0.0008319558255607262,0.3151742022799974,0.5883097811051143,0.5547159373967834,0.5372843361123235,0.03,0.015,7,8,0,0,0,0,1.0,0.015,0,0,0.0,18,0,0.0,0.02423659831078516,20,18,0.4970833361148834,0.4970833361148834,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0016496645101277089,0.0015468298707243153,-0.0010487098910811324,-0.0007095170348245455,0.0,0.0006937230279651919,0.26899597029738703,0.576968663340541,0.4719193418103184,0.5078772796325834,0.03,0.015,7,9,0,0,0,0,1.0,0.015,0,0,0.0,19,0,0.0,0.021790875121951103,27,19,0.4858333468437195,0.4858333468437195,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0026308536140608007,0.003163609038373189,-0.0021496330403103707,-0.002262018028497031,0.0,0.0007384276858911934,0.2686789216226933,0.589334274923431,0.4526519983405653,0.519192082801899,0.03,0.015,7,9,0,0,0,0,1.0,0.015,0,0,0.0,14,0,0.0,0.02377462593306388,22,14,0.48750001192092896,0.48750001192092896,0.5,0.0
