epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_epochwise,hierarchical_actor_separate_theta_route_backbones,1.0006468296051025,0.1434679478406906,2.474493980407715,0.9834569692611694,0.23356209695339203,2.9429666996002197,0.009240609593689442,0.04419349506497383,0.1145833358168602,0.3403185307979584,9.539176389807835e-05,0.008361674146726727,0.03,0.015,0,5,5,0,0,0,0,0.0,6,0,0.0,0.02222877771904071,20,6,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_epochwise,hierarchical_actor_separate_theta_route_backbones,1.0155192613601685,0.3912913501262665,6.6295928955078125,1.0346002578735352,0.40239739418029785,5.233851909637451,0.04018536955118179,0.0239939596503973,0.3462499976158142,0.4639602303504944,0.001929377344952497,0.001733923243591562,0.03,0.015,3,3,3,0,0,0,0,0.0,15,0,0.0,0.023305502844353516,14,15,0.502916693687439,0.502916693687439,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_epochwise,hierarchical_actor_separate_theta_route_backbones,1.0155197381973267,0.3778718411922455,8.66378402709961,1.0087004899978638,0.2877022624015808,2.905034065246582,0.03145277500152588,0.03112584725022316,0.3083333373069763,0.3521594703197479,0.0022700656617027043,0.0026207734615756916,0.03,0.015,3,3,3,0,0,0,0,0.0,13,0,0.0,0.02527320198714733,14,13,0.5016666650772095,0.5016666650772095,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_epochwise,hierarchical_actor_separate_theta_route_backbones,1.0059939622879028,0.35037654638290405,6.863181114196777,1.01084303855896,0.3058212995529175,4.104084014892578,0.03828015550971031,0.028323229402303696,0.2970833480358124,0.33446231484413147,0.003347598625502239,0.0019687683882445776,0.03,0.015,3,4,4,0,0,0,0,0.0,11,0,0.0,0.025174882093613796,15,11,0.492083340883255,0.492083340883255,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_epochwise,hierarchical_actor_separate_theta_route_backbones,1.0037686824798584,0.31074219942092896,3.9952268600463867,1.008581280708313,0.2887980043888092,3.447594404220581,0.04181194305419922,0.03397442400455475,0.32624998688697815,0.33741259574890137,0.0028177522481200867,0.004166584147606045,0.03,0.015,4,4,4,0,0,0,0,0.0,10,0,0.0,0.027481672167778016,16,10,0.476666659116745,0.476666659116745,0.5,0.0
