seed,group_name,training_semantics,run_dir,best_epoch,best_reward,final_reward,reward_gap,overall_advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,value_explained_variance,prediction_target_corr,prediction_std_over_target_std,target_bucket_prediction_slope,joint_action_decision_agreement_ratio_under_reward_aligned,critic_blended_value_loss_enabled,critic_loss_current_batch,critic_loss_heldout_batch,would_reject_rate,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_clipped_active_fraction,soft_scale_mean,soft_scale_min,soft_scale_p50,soft_scale_p95,soft_scale_trigger_fraction,overflow_mean,overflow_p95,critic_backbone_0_weight_delta_norm,critic_backbone_0_weight_active_preconditioner_p95,critic_backbone_0_weight_active_preconditioner_p99,critic_backbone_6_weight_delta_norm,critic_backbone_6_weight_active_preconditioner_p95,critic_backbone_6_weight_active_preconditioner_p99,critic_backbone_7_weight_delta_norm,critic_backbone_7_weight_active_preconditioner_p95,critic_backbone_7_weight_active_preconditioner_p99,critic_backbone_4_bias_delta_norm,critic_backbone_4_bias_active_preconditioner_p95,critic_backbone_4_bias_active_preconditioner_p99,critic_backbone_7_bias_delta_norm,critic_backbone_7_bias_active_preconditioner_p95,critic_backbone_7_bias_active_preconditioner_p99
2024,006_pure_blended_baseline_adam,compatible_default,D:\MEC_PPO\checkpoints\006_compatible_frontier_continuation_output_20260331_065600\006_seed_2024_runs\006_pure_blended_baseline_adam_20260331_065600_923951,10,-281.7971549909526,-309.2370850884879,-27.439930097535296,-0.133912593126297,2.2172236640471965e-05,-0.0251967851072549,0.9947218298912048,0.9973759651184082,1.0034536123275757,1.0003909358569139,0.6414583325386047,1.0,0.0261975199832314,0.0064072784718259,0.5857142857142857,782573.5499999961,7754317.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01720462326359536,3657280.25,10105898.0,0.01198863213482712,4112.339355468751,4693.577094726563,0.0008844837240758352,3716.4070190429684,3945.044978027344,0.0011862946318745213,3566.498999023437,4125.729912109375,0.0008916154584897283,2433.2498413085937,2595.0561938476562
2024,006_pure_blended_narrow_scope_soft_geometry_adam,compatible_default,D:\MEC_PPO\checkpoints\006_compatible_frontier_continuation_output_20260331_065600\006_seed_2024_runs\006_pure_blended_narrow_scope_soft_geometry_adam_20260331_093931_875655,10,-279.0139055693052,-302.0818543662871,-23.067948796981852,-0.0603037402033805,-0.0090131433680653,0.0301584172993898,0.9799987077713012,0.989998996257782,0.9800260066986084,0.9596226007619203,0.6787500381469727,1.0,0.056923782891993,0.0108789566039506,0.5714285714285714,803416.465624867,8068165.0,0.0,0.9471776031953028,0.9056606025555093,0.9474230706691742,0.986517333984375,0.06963327851678644,0.383592332080497,0.6890679478645324,0.02167375780908125,3494917.75,10085282.0,0.01572711485704141,4233.901831054688,4863.746064453125,0.0009183172344429685,3710.4987426757807,4046.444760742187,0.0013413056951581633,3690.1298706054686,4371.644584960937,0.0009414850085574601,2314.275732421875,2650.4041186523436
