run_dir,epochs_completed,best_reward,final_reward,best_epoch,reward_gap,reward_gap_abs,final_critic_loss,final_popart_mean,final_popart_std,final_value_target_mean,final_value_target_std,final_critic_raw_prediction_mean,final_critic_raw_prediction_std,final_critic_normalized_prediction_mean,final_critic_normalized_prediction_std,final_value_explained_variance,final_prediction_target_corr,final_prediction_std_over_target_std,final_probe_prediction_std,final_probe_prediction_range,final_pairwise_prediction_distance_mean,final_critic_vs_constant_mse_gain,final_critic_vs_constant_huber_gain,final_critic_hidden_feature_std,final_critic_hidden_feature_dim_std_mean,final_critic_hidden_feature_dim_std_min,final_critic_head_weight_norm,final_critic_head_bias_mean,final_critic_backbone_grad_norm,final_critic_head_grad_norm,best_epoch_is_one
checkpoints\dense_critic_diagnosis_20260316_145336\critic_diagnosis_20260316_145345_206518,5,-149.03219423135351,-159.10720050853226,1,-10.075006277178744,10.075006277178744,0.2906309457495808,-45.47189521789551,20.556859199379357,-0.9049803018569946,0.8606180548667908,-65.28187561035156,0.0645678713917732,-0.963667929172516,0.0031409305520355,-0.0002913475036621,-0.0380796156823635,0.0036496219690889,0.0610176287591457,0.2731475830078125,0.0707012340426445,-0.003659963607788,0.0056107342243194,0.9810686707496644,0.0010628277668729,0.0003383765288162,0.2830308377742767,2.2002439498901367,0.0046691916281857,0.84688585266356,1
