block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3700000047683716,-0.013692677021026611,0.11320380121469498,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.23000000417232513,-0.00025316476239822805,0.096406489610672,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.28999999165534973,2.688407948880922e-05,0.10828293114900589,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.17000000178813934,-0.004109772387892008,0.08638028800487518,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.15000000596046448,0.0019186479039490223,0.08030346781015396,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3400000035762787,-0.005782988853752613,0.11065128445625305,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.23999999463558197,0.002984857652336359,0.10589877516031265,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.28999999165534973,-0.016932310536503792,0.10265134274959564,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.23000000417232513,-0.009015771560370922,0.10329388827085495,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.17000000178813934,-0.0012462097220122814,0.08658283203840256,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3100000023841858,-0.011344697326421738,0.10266371071338654,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.2199999988079071,-0.017393019050359726,0.08889590203762054,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3499999940395355,-0.009733316488564014,0.12982308864593506,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.4099999964237213,-0.0013291114009916782,0.14130504429340363,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3499999940395355,-0.02615628018975258,0.12001588940620422,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3499999940395355,-0.013667657040059566,0.10975424200296402,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.25999999046325684,0.003983521368354559,0.08655187487602234,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.2800000011920929,0.008882949128746986,0.11110249906778336,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3799999952316284,0.002998321084305644,0.14431312680244446,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.25,0.0038852072320878506,0.10003041476011276,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.46000000834465027,-0.01829681545495987,0.1249893456697464,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3700000047683716,-0.028443168848752975,0.12418778240680695,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.2199999988079071,0.004554135259240866,0.09620807319879532,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.3400000035762787,-0.01739255152642727,0.11554402112960815,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_offload_gated_route,1.0,0.0,1.0,1.0,0.6200000047683716,-0.020926175639033318,0.20668168365955353,1
