epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-22.260704040527344,6.450396537780762,0.0,1.0,-0.013015126809477806,0.022796863690018654,-0.006898124236613512,-0.05724821239709854,0.2978191673755646,0.25632190704345703,-0.004310733638703823,0.0035158363170921803,-0.044113364070653915,-0.026684116572141647,0.1691666692495346,0.1483333259820938,0.0,0.0,0.0,-0.006898124236613512,0.0,0.6450396537780763
1,-18.881263732910156,7.580998420715332,0.019999999552965164,0.9800000190734863,-0.049282681196928024,0.06150485575199127,-0.0212040226906538,-0.11550579965114594,0.3168533444404602,0.34283024072647095,-0.00164584640879184,0.014096932485699654,-0.1237708330154419,-0.07744421064853668,0.38624998927116394,0.3891666531562805,-0.04478810355067253,0.015259389765560627,0.0,-0.02133544534444809,2.9949560165405273,0.7580998420715332
2,-16.540433883666992,14.47840690612793,0.10999999940395355,0.8899999856948853,-0.03808386251330376,0.05156201124191284,-0.01563224568963051,-0.09966614097356796,0.3200162649154663,0.31172123551368713,0.012395119294524193,0.001664666342549026,-0.10335374623537064,-0.0770256295800209,0.35249999165534973,0.3316666781902313,-0.02566573955118656,-0.04350784048438072,-0.05630907043814659,-0.01149360928684473,13.688237190246582,1.447840690612793
3,-13.640822410583496,21.297101974487305,0.20000000298023224,0.800000011920929,-0.059864550828933716,0.06182361766695976,-0.03093329444527626,-0.12392572313547134,0.41394323110580444,0.38203170895576477,-0.011050156317651272,0.002064444124698639,-0.14322024583816528,-0.1015198677778244,0.38374999165534973,0.39750000834465027,-0.027600184082984924,-0.037501584738492966,-0.024282515048980713,-0.030562778934836388,19.53437042236328,2.1297101974487305
4,-10.078634262084961,16.036121368408203,0.20000000298023224,0.800000011920929,-0.043791741132736206,0.06008882075548172,-0.019377626478672028,-0.11980466544628143,0.4144461750984192,0.35055166482925415,0.0003519765450619161,0.00883987545967102,-0.1332974135875702,-0.08895611017942429,0.36625000834465027,0.37833333015441895,-0.02555796504020691,-0.030592115595936775,-0.041764527559280396,-0.016290908679366112,23.006126403808594,1.6036121368408205
