epoch,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_advantage_alignment,route_advantage_alignment,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,theta_head_grad_norm,route_head_grad_norm,theta_route_head_correlation,offload_rate_mean,bs1_vs_bs2_entropy,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std
0,-0.00232457322999835,0.29267042875289917,2.0661935806274414,-1.2860959768295288,-0.004160622600466013,0.33412832021713257,1.5988192558288574,-1.5260745286941528,0.2978191673755646,0.25632190704345703,-0.004310733638703823,0.0035158363170921803,-0.044113364070653915,-0.026684116572141647,0.1691666692495346,0.1483333259820938,0.047827068707096645,0.05404868199505634,-0.0313933864235878,0.4870436489582062,0.6597751975059509,-0.019761549308896065,0.47076907753944397,0.19783562421798706,0.6271748542785645
1,0.0004159270611125976,0.23212915658950806,1.2078365087509155,-1.2326629161834717,-0.004125338513404131,0.23977988958358765,1.3517723083496094,-1.5633504390716553,0.3168533444404602,0.34283024072647095,-0.00164584640879184,0.014096932485699654,-0.1237708330154419,-0.07744421064853668,0.38624998927116394,0.3891666531562805,0.03594580011885777,0.03466825533033008,0.01777128130197525,0.49582067131996155,0.6575822234153748,-0.1284816414117813,0.5809767246246338,0.19654737412929535,0.7251755595207214
2,0.0006089374655857682,0.28371894359588623,1.9028565883636475,-2.3015098571777344,-0.004477587062865496,0.3087693750858307,2.210573434829712,-1.8734209537506104,0.3200162649154663,0.31172123551368713,0.012395119294524193,0.001664666342549026,-0.10335374623537064,-0.0770256295800209,0.35249999165534973,0.3316666781902313,0.03420304485063198,0.03152193582604617,0.031000155955553055,0.4964745044708252,0.6559371948242188,-0.2122691124677658,0.5889793634414673,0.20868664979934692,0.8001569509506226
3,0.002833440201357007,0.22911113500595093,1.0140881538391113,-1.7242945432662964,-0.008110526017844677,0.24144014716148376,1.4977589845657349,-1.7789230346679688,0.41394323110580444,0.38203170895576477,-0.011050156317651272,0.002064444124698639,-0.14322024583816528,-0.1015198677778244,0.38374999165534973,0.39750000834465027,0.03877805116061769,0.03624686711328481,0.034790560603141785,0.4976639747619629,0.6531993746757507,-0.34522584080696106,0.6606501340866089,0.4002273976802826,0.8595997095108032
4,0.005489168222993612,0.2358887493610382,1.2953829765319824,-1.9738768339157104,-0.007996419444680214,0.2538587152957916,1.5463497638702393,-1.5595297813415527,0.4144461750984192,0.35055166482925415,0.0003519765450619161,0.00883987545967102,-0.1332974135875702,-0.08895611017942429,0.36625000834465027,0.37833333015441895,0.03733900771700466,0.03033210892837898,0.018315427005290985,0.49577096104621887,0.6510158777236938,-0.35188740491867065,0.7553624510765076,0.36719176173210144,1.006842017173767
