epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip
0,0.051832742981393023,3107802,1661035,0.5344725951009749,193628.59375,768776.1875,5074555.884999694,87227216.0,2179.099365234375,3999.999755859375,6555.699550781234,87227216.0
1,0.03898045459087837,3107840,1416908,0.45591407537067546,169314.234375,723280.4375,4521685.0,26301016.0,1947.66552734375,3999.999755859375,4734.653515624997,14962.869140625
2,0.04285697966367504,3107840,1157114,0.3723209689044481,171768.734375,740609.093749999,4603748.0,25046450.0,1885.385498046875,3999.999755859375,4586.152475585937,12931.03515625
3,0.04676888043341482,3107840,728201,0.2343109683896211,151796.328125,632190.875,4121679.25,21798402.0,1628.5941162109375,3859.549475097656,3999.999755859375,13478.908203125
4,0.038717893078426324,3107840,591640,0.19037016062602966,150993.84375,652816.9375,4087658.75,21235822.0,1524.4232177734375,3410.420239257812,3999.999755859375,13769.279296875
