telemetry_step,train_epoch,update_epoch,minibatch_id,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
3,0,0,3,critic_backbone.0.weight,43776,39197,0.8953993055555556,441452.15625,2394941.25,10357857.0,50853132.0,1367.0498046875,1400.0,1400.0,1400.0,0.028269615024328232,0.12101101875305176,138.4241943359375
3,0,0,3,critic_backbone.4.bias,128,17,0.1328125,2210.087158203125,6021.327124023435,9087.969140625006,11615.7841796875,1897.7110595703125,3999.999755859375,3999.999755859375,3999.999755859375,0.004757390357553959,0.005550814792513847,5.953867435455322
3,0,0,3,critic_backbone.6.weight,16384,5840,0.3564453125,6044.8330078125,23647.669433593725,45329.9911328125,235383.953125,2757.0615234375,3999.999755859375,3999.999755859375,3999.999755859375,0.0354410745203495,0.07391869276762009,123.7066650390625
3,0,0,3,critic_backbone.7.weight,128,117,0.9140625,26326.32421875,126683.54296874978,290725.53406250005,400881.40625,3949.13427734375,3999.999755859375,3999.999755859375,3999.999755859375,0.002226928947493434,0.001852571265771985,7.134942054748535
3,0,0,3,critic_backbone.7.bias,128,0,0.0,2361.24658203125,8912.695605468743,17782.26900390625,19677.861328125,2361.24658203125,8912.695605468743,17782.26900390625,19677.861328125,0.005093843676149845,0.005847279913723469,5.491936206817627
4,0,1,4,critic_backbone.0.weight,43776,39706,0.9070266812865497,416167.625,2374459.25,9249532.0,44915164.0,1372.0833740234375,1400.0,1400.0,1400.0,0.028422093018889427,0.08461278676986694,108.82218170166016
4,0,1,4,critic_backbone.4.bias,128,12,0.09375,2113.47900390625,5791.270458984369,9117.88870117188,11571.75390625,1861.55126953125,3999.999755859375,3999.999755859375,3999.999755859375,0.004810582846403122,0.011411415413022041,11.514082908630371
4,0,1,4,critic_backbone.6.weight,16384,5819,0.35516357421875,5676.2041015625,21820.862109374993,38949.317421875,125164.8515625,2770.21630859375,3999.999755859375,3999.999755859375,3999.999755859375,0.033870622515678406,0.054678983986377716,100.85665130615234
4,0,1,4,critic_backbone.7.weight,128,117,0.9140625,24049.236328125,104915.18124999964,272526.49000000063,317186.9375,3925.739501953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0021772475447505713,0.0020725098438560963,7.1338701248168945
4,0,1,4,critic_backbone.7.bias,128,0,0.0,2184.876953125,8585.958300781229,14165.499960937506,14572.7236328125,2184.876953125,8585.958300781229,14165.499960937506,14572.7236328125,0.00515564251691103,0.012547854334115982,11.804765701293945
5,0,1,5,critic_backbone.0.weight,43776,40043,0.9147249634502924,395418.34375,2294045.0,8855107.25,38294732.0,1375.4100341796875,1400.0,1400.0,1400.0,0.02766973339021206,0.08416696637868881,109.05598449707031
5,0,1,5,critic_backbone.4.bias,128,10,0.078125,2065.7119140625,5021.548828124995,9898.788808593754,11644.74609375,1832.8214111328125,3999.999755859375,3999.999755859375,3999.999755859375,0.0048363651148974895,0.012070847675204277,11.639573097229004
5,0,1,5,critic_backbone.6.weight,16384,5787,0.35321044921875,5463.4599609375,20487.698046874993,34602.5143359375,94523.7578125,2780.4267578125,3999.999755859375,3999.999755859375,3999.999755859375,0.03442878648638725,0.05668877810239792,102.82847595214844
5,0,1,5,critic_backbone.7.weight,128,114,0.890625,24272.125,103338.33124999958,279893.12781250064,345321.84375,3919.46728515625,3999.999755859375,3999.999755859375,3999.999755859375,0.002308214083313942,0.0019179568625986576,6.901765823364258
5,0,1,5,critic_backbone.7.bias,128,0,0.0,2102.247314453125,7441.496337890621,11791.667109375005,14768.9853515625,2102.247314453125,7441.496337890621,11791.667109375005,14768.9853515625,0.005185490474104881,0.01270077470690012,11.80461597442627
6,0,1,6,critic_backbone.0.weight,43776,40233,0.9190652412280702,379451.96875,2296687.25,8325366.5,37934516.0,1376.9293212890625,1400.0,1400.0,1400.0,0.025266118347644806,0.09134124964475632,117.90956115722656
6,0,1,6,critic_backbone.4.bias,128,9,0.0703125,1996.545166015625,4951.908886718746,10149.013183593761,12492.681640625,1771.124267578125,3999.999755859375,3999.999755859375,3999.999755859375,0.004834830295294523,0.012888276018202305,12.438867568969727
6,0,1,6,critic_backbone.6.weight,16384,5755,0.35125732421875,5240.7158203125,19238.53417968747,30816.887519531258,90832.5,2779.29541015625,3999.999755859375,3999.999755859375,3999.999755859375,0.03456401452422142,0.05960287153720856,108.8724594116211
6,0,1,6,critic_backbone.7.weight,128,115,0.8984375,20445.94921875,73671.26757812497,164665.8512500001,176429.125,3910.83544921875,3999.999755859375,3999.999755859375,3999.999755859375,0.0023806749377399683,0.0021093112882226706,7.531472682952881
6,0,1,6,critic_backbone.7.bias,128,0,0.0,2025.72998046875,7726.664965820312,10851.978212890626,14256.3408203125,2025.72998046875,7726.664965820312,10851.978212890626,14256.3408203125,0.005208577960729599,0.013259556144475937,12.303313255310059
7,0,1,7,critic_backbone.0.weight,43776,38664,0.8832236842105263,375182.0,2317888.75,8250386.5,35945220.0,1363.2032470703125,1400.0,1400.0,1400.0,0.026550794020295143,0.16115178167819977,187.68612670898438
7,0,1,7,critic_backbone.4.bias,128,8,0.0625,1992.0601806640625,4443.951464843747,8449.591235351565,13345.318359375,1818.026611328125,3999.999755859375,3999.999755859375,3999.999755859375,0.004657822661101818,0.0067666699178516865,8.029233932495117
7,0,1,7,critic_backbone.6.weight,16384,5516,0.336669921875,4850.9765625,16740.33730468749,27545.56267578125,84408.4609375,2742.463134765625,3999.999755859375,3999.999755859375,3999.999755859375,0.03269508108496666,0.06674535572528839,123.09193420410156
7,0,1,7,critic_backbone.7.weight,128,115,0.8984375,18937.189453125,71358.42070312491,164756.70609375008,182181.109375,3900.9833984375,3999.999755859375,3999.999755859375,3999.999755859375,0.0023085023276507854,0.0021357571240514517,7.391479015350342
7,0,1,7,critic_backbone.7.bias,128,0,0.0,2114.029052734375,8177.700097656248,11284.389560546877,14771.7001953125,2114.029052734375,8177.700097656248,11284.389560546877,14771.7001953125,0.005012690555304289,0.006691105663776398,6.506902694702148
8,0,2,8,critic_backbone.0.weight,43776,38850,0.8874725877192983,362085.65625,2229864.0,8039652.0,37011424.0,1364.712158203125,1400.0,1400.0,1400.0,0.026883313432335854,0.09888432174921036,124.75948333740234
8,0,2,8,critic_backbone.4.bias,128,7,0.0546875,1915.526123046875,3996.3479370117175,7905.690039062507,12421.1953125,1776.048583984375,3968.7694335937495,3999.999755859375,3999.999755859375,0.004703312646597624,0.012410758063197136,12.686358451843262
8,0,2,8,critic_backbone.6.weight,16384,5458,0.3331298828125,4699.0068359375,15758.67031249998,24726.34080078125,89491.265625,2745.24072265625,3999.999755859375,3999.999755859375,3999.999755859375,0.032136522233486176,0.059289101511240005,109.56737518310547
8,0,2,8,critic_backbone.7.weight,128,111,0.8671875,18609.947265625,65034.28125,174754.0851562501,189189.609375,3874.316650390625,3999.999755859375,3999.999755859375,3999.999755859375,0.0024617714807391167,0.0025355021934956312,8.611738204956055
8,0,2,8,critic_backbone.7.bias,128,0,0.0,2040.03564453125,7255.322778320309,10259.494394531255,13490.1962890625,2040.03564453125,7255.322778320309,10259.494394531255,13490.1962890625,0.005055612418800592,0.012066381052136421,12.12718677520752
9,0,2,9,critic_backbone.0.weight,43776,39101,0.8932063230994152,360248.5,2221872.25,7954199.5,37826040.0,1367.263916015625,1400.0,1400.0,1400.0,0.02526208385825157,0.08718760311603546,112.9276351928711
9,0,2,9,critic_backbone.4.bias,128,7,0.0546875,1899.462158203125,4075.163867187499,8328.94814941407,13090.4716796875,1751.462158203125,3998.7090454101562,3999.999755859375,3999.999755859375,0.004726096987724304,0.012095369398593903,12.07154369354248
9,0,2,9,critic_backbone.6.weight,16384,5469,0.33380126953125,4632.24462890625,15175.099121093743,23700.555292968755,73134.2265625,2759.51220703125,3999.999755859375,3999.999755859375,3999.999755859375,0.032025035470724106,0.054304663091897964,100.7265853881836
9,0,2,9,critic_backbone.7.weight,128,109,0.8515625,17711.9609375,63833.93437499999,165609.33859375003,188720.03125,3863.475830078125,3999.999755859375,3999.999755859375,3999.999755859375,0.002603784902021289,0.002517515327781439,8.204277992248535
9,0,2,9,critic_backbone.7.bias,128,0,0.0,1986.1075439453125,6759.350415039061,9468.932470703126,12787.826171875,1986.1075439453125,6759.350415039061,9468.932470703126,12787.826171875,0.005080921575427055,0.011648915708065033,11.77108383178711
10,0,2,10,critic_backbone.0.weight,43776,39398,0.8999908625730995,352735.71875,2175989.625,7822774.5,36378444.0,1369.6204833984375,1400.0,1400.0,1400.0,0.023858672007918358,0.08212999999523163,105.53377532958984
10,0,2,10,critic_backbone.4.bias,128,7,0.0546875,1874.662109375,4098.338146972655,7093.888061523442,13382.240234375,1738.5970458984375,3983.9062499999995,3999.999755859375,3999.999755859375,0.004738629795610905,0.01162293553352356,11.696956634521484
10,0,2,10,critic_backbone.6.weight,16384,5473,0.33404541015625,4532.51171875,14373.345410156247,21985.15416015625,58407.65625,2771.37548828125,3999.999755859375,3999.999755859375,3999.999755859375,0.03279672935605049,0.05230008065700531,102.8030014038086
10,0,2,10,critic_backbone.7.weight,128,106,0.828125,17441.505859375,61507.130273437455,169827.83546875007,183520.15625,3848.22607421875,3999.999755859375,3999.999755859375,3999.999755859375,0.0027381035033613443,0.0025460689794272184,8.444802284240723
10,0,2,10,critic_backbone.7.bias,128,0,0.0,1957.0157470703125,6497.937744140624,9424.674482421879,12761.6083984375,1957.0157470703125,6497.937744140624,9424.674482421879,12761.6083984375,0.005087886471301317,0.010954104363918304,11.294011116027832
11,0,2,11,critic_backbone.0.weight,43776,37409,0.8545550073099415,349680.15625,2151137.5,7725981.0,37059384.0,1352.4700927734375,1400.0,1400.0,1400.0,0.0262592900544405,0.2019403874874115,229.0835723876953
11,0,2,11,critic_backbone.4.bias,128,9,0.0703125,1865.276611328125,4190.899169921874,6477.924482421875,13442.173828125,1730.209716796875,3999.999755859375,3999.999755859375,3999.999755859375,0.004693721886724234,0.010373943485319614,10.802680969238281
11,0,2,11,critic_backbone.6.weight,16384,5150,0.3143310546875,4168.8779296875,12480.341699218749,19754.757812500004,42633.6953125,2707.55615234375,3999.999755859375,3999.999755859375,3999.999755859375,0.03180169314146042,0.08569266647100449,152.93405151367188
11,0,2,11,critic_backbone.7.weight,128,106,0.828125,16855.44921875,57683.36406249996,166113.64562500003,182733.21875,3839.25927734375,3999.999755859375,3999.999755859375,3999.999755859375,0.002732780296355486,0.002514856169000268,8.106197357177734
11,0,2,11,critic_backbone.7.bias,128,0,0.0,1974.97900390625,6351.571826171875,9829.813955078129,13029.83203125,1974.97900390625,6351.571826171875,9829.813955078129,13029.83203125,0.005020790733397007,0.009419934824109077,9.314497947692871
12,0,3,12,critic_backbone.0.weight,43776,37636,0.8597404970760234,342861.8125,2094269.75,7474310.0,37858696.0,1354.986083984375,1400.0,1400.0,1400.0,0.026381976902484894,0.09129754453897476,115.16361999511719
12,0,3,12,critic_backbone.4.bias,128,9,0.0703125,1836.985107421875,4346.038085937498,6515.705722656254,13415.8662109375,1704.233642578125,3999.999755859375,3999.999755859375,3999.999755859375,0.004728672560304403,0.012544347904622555,12.652112007141113
12,0,3,12,critic_backbone.6.weight,16384,5215,0.31829833984375,4156.552734375,12192.840722656243,19324.30412109375,41528.90625,2725.404541015625,3999.999755859375,3999.999755859375,3999.999755859375,0.031748898327350616,0.052075114101171494,97.0825424194336
12,0,3,12,critic_backbone.7.weight,128,105,0.8203125,16831.60546875,56120.22148437499,169025.78156250002,190228.15625,3819.65673828125,3999.999755859375,3999.999755859375,3999.999755859375,0.00289790122769773,0.002806795295327902,9.230827331542969
12,0,3,12,critic_backbone.7.bias,128,0,0.0,1937.579345703125,5885.078808593749,9857.710151367197,13198.2939453125,1937.579345703125,5885.078808593749,9857.710151367197,13198.2939453125,0.0050510382279753685,0.011258674785494804,11.945738792419434
13,0,3,13,critic_backbone.0.weight,43776,37914,0.8660910087719298,338425.875,2061383.875,7426137.0,37384416.0,1358.1475830078125,1400.0,1400.0,1400.0,0.025164896622300148,0.08135288953781128,105.51810455322266
13,0,3,13,critic_backbone.4.bias,128,9,0.0703125,1812.906494140625,4303.055981445312,6101.932470703128,12608.9775390625,1693.093017578125,3999.999755859375,3999.999755859375,3999.999755859375,0.004771402571350336,0.011671023443341255,11.895902633666992
13,0,3,13,critic_backbone.6.weight,16384,5229,0.31915283203125,4130.001953125,11829.801806640611,18886.144648437505,40649.578125,2739.044921875,3999.999755859375,3999.999755859375,3999.999755859375,0.032229553908109665,0.051565926522016525,99.66912841796875
13,0,3,13,critic_backbone.7.weight,128,102,0.796875,16618.9609375,54301.93437499999,167378.61734375003,197416.84375,3802.75732421875,3999.999755859375,3999.999755859375,3999.999755859375,0.003040134208276868,0.0028912201523780823,9.282315254211426
13,0,3,13,critic_backbone.7.bias,128,0,0.0,1921.5299072265625,5466.709130859374,10019.212558593763,13500.078125,1921.5299072265625,5466.709130859374,10019.212558593763,13500.078125,0.005057126749306917,0.010251880623400211,11.100549697875977
14,0,3,14,critic_backbone.0.weight,43776,37960,0.8671418128654971,332125.96875,2027834.75,7247338.0,34504156.0,1358.8671875,1400.0,1400.0,1400.0,0.024119166657328606,0.10386534035205841,130.31419372558594
14,0,3,14,critic_backbone.4.bias,128,9,0.0703125,1796.492431640625,4355.218701171872,5827.00634277344,12976.1728515625,1675.3687744140625,3999.999755859375,3999.999755859375,3999.999755859375,0.004814329091459513,0.01295748632401228,12.719253540039062
14,0,3,14,critic_backbone.6.weight,16384,5207,0.31781005859375,4108.01953125,11666.121972656241,18545.95291015625,42079.1640625,2750.12109375,3999.999755859375,3999.999755859375,3999.999755859375,0.032435234636068344,0.0516677051782608,102.08610534667969
14,0,3,14,critic_backbone.7.weight,128,99,0.7734375,15923.3701171875,55014.79824218748,150881.1397656252,204141.359375,3782.59716796875,3999.999755859375,3999.999755859375,3999.999755859375,0.0031752188224345446,0.003028119681403041,9.580984115600586
14,0,3,14,critic_backbone.7.bias,128,0,0.0,1905.017578125,5197.753784179687,10256.470688476578,13909.42578125,1905.017578125,5197.753784179687,10256.470688476578,13909.42578125,0.005074494518339634,0.010731261223554611,11.484514236450195
15,0,3,15,critic_backbone.0.weight,43776,36389,0.8312545687134503,329457.25,2047697.9375,7174516.0,29705896.0,1343.983154296875,1400.0,1400.0,1400.0,0.025912221521139145,0.21674013137817383,240.53443908691406
15,0,3,15,critic_backbone.4.bias,128,8,0.0625,1798.0157470703125,4399.34387207031,5958.9069287109405,13025.6767578125,1677.5604248046875,3999.999755859375,3999.999755859375,3999.999755859375,0.004752092994749546,0.01039543841034174,10.508611679077148
15,0,3,15,critic_backbone.6.weight,16384,4944,0.3017578125,3907.341064453125,10812.702050781238,17561.32611328125,34683.01171875,2707.565673828125,3999.999755859375,3999.999755859375,3999.999755859375,0.030959714204072952,0.0803479477763176,151.46969604492188
15,0,3,15,critic_backbone.7.weight,128,99,0.7734375,14843.4375,50077.69335937499,143632.4228125004,209125.078125,3784.358642578125,3999.999755859375,3999.999755859375,3999.999755859375,0.003108005039393902,0.0024596296716481447,8.176328659057617
15,0,3,15,critic_backbone.7.bias,128,0,0.0,1935.638671875,5230.825634765622,10576.98213867189,14369.12890625,1935.638671875,5230.825634765622,10576.98213867189,14369.12890625,0.004956703167408705,0.007100128568708897,7.683006286621094
16,0,4,16,critic_backbone.0.weight,43776,36662,0.8374908625730995,327885.65625,2044218.875,7115752.5,29285894.0,1346.930419921875,1400.0,1400.0,1400.0,0.02503122203052044,0.08410995453596115,104.72746276855469
16,0,4,16,critic_backbone.4.bias,128,8,0.0625,1801.431884765625,4442.068408203121,5996.190063476566,13235.13671875,1676.290283203125,3999.999755859375,3999.999755859375,3999.999755859375,0.004774486646056175,0.011084544472396374,11.141396522521973
16,0,4,16,critic_backbone.6.weight,16384,4982,0.3040771484375,3915.712646484375,10681.13979492187,17215.710703125,33691.56640625,2722.2509765625,3999.999755859375,3999.999755859375,3999.999755859375,0.03139108419418335,0.049726180732250214,96.19927978515625
16,0,4,16,critic_backbone.7.weight,128,98,0.765625,14639.693359375,47714.71992187497,146748.6618750004,212586.609375,3763.7080078125,3999.999755859375,3999.999755859375,3999.999755859375,0.0032455178443342447,0.00318337045609951,9.989980697631836
16,0,4,16,critic_backbone.7.bias,128,0,0.0,1929.515625,5000.944042968748,10806.200874023456,14776.1025390625,1929.515625,5000.944042968748,10806.200874023456,14776.1025390625,0.004956665448844433,0.009317931719124317,10.594738006591797
17,0,4,17,critic_backbone.0.weight,43776,36688,0.8380847953216374,321482.75,1981389.25,7158390.0,27889038.0,1347.731689453125,1400.0,1400.0,1400.0,0.02473459392786026,0.11174600571393967,136.9398956298828
17,0,4,17,critic_backbone.4.bias,128,8,0.0625,1780.520751953125,4204.57158203125,5698.519882812503,13278.0947265625,1660.6806640625,3999.999755859375,3999.999755859375,3999.999755859375,0.004854468163102865,0.01337633840739727,13.103331565856934
17,0,4,17,critic_backbone.6.weight,16384,4968,0.30322265625,3883.66650390625,10456.008935546866,16879.5705859375,34434.58984375,2729.459228515625,3999.999755859375,3999.999755859375,3999.999755859375,0.03151671960949898,0.0529845766723156,106.28828430175781
17,0,4,17,critic_backbone.7.weight,128,98,0.765625,14445.357421875,44629.825195312485,148339.1691406254,210558.15625,3742.9716796875,3999.999755859375,3999.999755859375,3999.999755859375,0.0033647434320300817,0.0032329889945685863,10.006183624267578
17,0,4,17,critic_backbone.7.bias,128,0,0.0,1907.3262939453125,4861.969360351562,10990.57144531252,15045.7353515625,1907.3262939453125,4861.969360351562,10990.57144531252,15045.7353515625,0.004999821539968252,0.01053871400654316,12.024785995483398
18,0,4,18,critic_backbone.0.weight,43776,36875,0.8423565423976608,317215.59375,1964166.875,7028043.5,27021612.0,1349.8792724609375,1400.0,1400.0,1400.0,0.02428562566637993,0.09009095281362534,113.38958740234375
18,0,4,18,critic_backbone.4.bias,128,6,0.046875,1740.50390625,3920.1315551757802,5646.084218750002,10208.3623046875,1646.025390625,3920.1315551757802,3999.999755859375,3999.999755859375,0.00491424510255456,0.012860856018960476,12.780658721923828
18,0,4,18,critic_backbone.6.weight,16384,4991,0.30462646484375,3883.0654296875,10355.242871093746,16547.862753906255,33751.77734375,2743.207763671875,3999.999755859375,3999.999755859375,3999.999755859375,0.03209558501839638,0.048555366694927216,97.08851623535156
18,0,4,18,critic_backbone.7.weight,128,97,0.7578125,14349.51171875,43311.57070312497,144398.96945312538,216078.953125,3722.8212890625,3999.999755859375,3999.999755859375,3999.999755859375,0.0035038390196859837,0.0033261484932154417,10.446892738342285
18,0,4,18,critic_backbone.7.bias,128,0,0.0,1894.62548828125,4836.513940429687,11140.197822265647,15090.240234375,1894.62548828125,4836.513940429687,11140.197822265647,15090.240234375,0.005020547192543745,0.009762375615537167,11.280229568481445
19,0,4,19,critic_backbone.0.weight,43776,35598,0.8131853070175439,314667.78125,1987182.625,6915140.125,26186334.0,1338.8817138671875,1400.0,1400.0,1400.0,0.025312094017863274,0.2159346491098404,248.2498321533203
19,0,4,19,critic_backbone.4.bias,128,6,0.046875,1737.3175048828125,3845.1488647460933,5723.335659179689,8836.7939453125,1651.5877685546875,3845.1488647460933,3999.999755859375,3999.999755859375,0.004818666726350784,0.008976574055850506,9.66031265258789
19,0,4,19,critic_backbone.6.weight,16384,4799,0.29290771484375,3714.54345703125,9587.24482421874,14902.26697265625,34180.609375,2718.93505859375,3999.999755859375,3999.999755859375,3999.999755859375,0.03141229599714279,0.06903208047151566,144.49024963378906
19,0,4,19,critic_backbone.7.weight,128,95,0.7421875,14097.6962890625,43196.20449218745,146348.4943750004,221546.78125,3717.043212890625,3999.999755859375,3999.999755859375,3999.999755859375,0.0035289505030959845,0.002885624533519149,9.420605659484863
19,0,4,19,critic_backbone.7.bias,128,0,0.0,1907.6156005859375,4824.977954101562,11315.217485351586,15179.779296875,1907.6156005859375,4824.977954101562,11315.217485351586,15179.779296875,0.004936740733683109,0.006984026171267033,8.560403823852539
20,0,5,20,critic_backbone.0.weight,43776,35635,0.814030519005848,310603.625,1922234.875,6823593.0,24994568.0,1339.1553955078125,1400.0,1400.0,1400.0,0.025519035756587982,0.11876092106103897,142.95912170410156
20,0,5,20,critic_backbone.4.bias,128,6,0.046875,1719.32666015625,3925.7155395507807,5521.202133789063,8041.03173828125,1640.39697265625,3925.7155395507807,3999.999755859375,3999.999755859375,0.004901417996734381,0.013350875116884708,12.904901504516602
20,0,5,20,critic_backbone.6.weight,16384,4788,0.292236328125,3701.190673828125,9420.326269531248,14481.1812109375,34774.0234375,2727.9931640625,3999.999755859375,3999.999755859375,3999.999755859375,0.03177677094936371,0.05091503635048866,104.05768585205078
20,0,5,20,critic_backbone.7.weight,128,94,0.734375,13551.0498046875,42082.13437499996,98819.45062500011,226235.03125,3694.447021484375,3999.999755859375,3999.999755859375,3999.999755859375,0.003653713734820485,0.0035121922846883535,10.777830123901367
20,0,5,20,critic_backbone.7.bias,128,0,0.0,1888.5216064453125,4702.268725585937,11420.848486328152,14659.9814453125,1888.5216064453125,4702.268725585937,11420.848486328152,14659.9814453125,0.004974991548806429,0.009621120058000088,11.576604843139648
21,0,5,21,critic_backbone.0.weight,43776,35811,0.8180509868421053,309158.25,1931724.125,6739992.5,24324132.0,1341.2744140625,1400.0,1400.0,1400.0,0.024787815287709236,0.09469635039567947,116.12985229492188
21,0,5,21,critic_backbone.4.bias,128,7,0.0546875,1720.9462890625,3991.991284179687,5418.157485351562,8151.322265625,1641.100830078125,3988.4232666015623,3999.999755859375,3999.999755859375,0.004919002298265696,0.011008222587406635,10.971885681152344
21,0,5,21,critic_backbone.6.weight,16384,4815,0.29388427734375,3699.7255859375,9371.59682617186,14340.609267578126,35205.4609375,2740.56640625,3999.999755859375,3999.999755859375,3999.999755859375,0.03216131404042244,0.047550398856401443,96.6469497680664
21,0,5,21,critic_backbone.7.weight,128,92,0.71875,13288.1328125,35050.264453125,100533.83179687512,231563.90625,3678.19775390625,3999.999755859375,3999.999755859375,3999.999755859375,0.003763638436794281,0.003373441519215703,10.417707443237305
21,0,5,21,critic_backbone.7.bias,128,0,0.0,1877.1485595703125,4567.030590820312,11529.691147460966,13551.828125,1877.1485595703125,4567.030590820312,11529.691147460966,13551.828125,0.00497770681977272,0.00862005352973938,10.567666053771973
22,0,5,22,critic_backbone.0.weight,43776,35990,0.822139985380117,307647.5625,1932696.25,6808792.25,23646028.0,1342.943603515625,1400.0,1400.0,1400.0,0.023634281009435654,0.09902716428041458,120.61039733886719
22,0,5,22,critic_backbone.4.bias,128,8,0.0625,1717.458251953125,4057.171520996093,5488.009111328126,8183.71142578125,1636.08154296875,3999.999755859375,3999.999755859375,3999.999755859375,0.004954047966748476,0.011786971241235733,11.67652702331543
22,0,5,22,critic_backbone.6.weight,16384,4830,0.2947998046875,3699.84716796875,9321.840771484369,14353.60318359375,35121.4921875,2752.392578125,3999.999755859375,3999.999755859375,3999.999755859375,0.03263400122523308,0.04733099043369293,98.21400451660156
22,0,5,22,critic_backbone.7.weight,128,91,0.7109375,13091.85546875,35141.16699218749,95707.50679687508,236107.890625,3660.7275390625,3999.999755859375,3999.999755859375,3999.999755859375,0.0038718855939805508,0.003571663284674287,10.732385635375977
22,0,5,22,critic_backbone.7.bias,128,0,0.0,1860.084716796875,4428.127441406249,10692.922167968774,13812.591796875,1860.084716796875,4428.127441406249,10692.922167968774,13812.591796875,0.005005553364753723,0.009142228402197361,11.282909393310547
23,0,5,23,critic_backbone.0.weight,43776,34961,0.7986339546783626,307650.75,1908292.75,6743621.375,23559690.0,1333.73486328125,1400.0,1400.0,1400.0,0.0240408256649971,0.2150081992149353,242.180419921875
