epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
0,critic_backbone.0.weight,1751002,1451998,0.829238344673507,340269.96875,2023561.0,7385906.5,85565536.0,1344.242431640625,1400.0,1400.0,1400.0,0.025956582510843873,0.12102819681167602,143.3363203048706
0,critic_backbone.4.bias,5120,347,0.0677734375,1929.5283203125,4593.1626708984395,7771.509169921927,465070.96875,1698.630126953125,3999.999755859375,3999.999755859375,3999.999755859375,0.004830386443063617,0.010521431732922793,10.596489834785462
0,critic_backbone.6.weight,655360,204877,0.31261749267578126,4967.94970703125,11893.57436523437,26935.48732421884,73211040.0,2772.471923828125,3999.999755859375,3999.999755859375,3999.999755859375,0.03348620478063822,0.05406854543834925,109.21022510528564
0,critic_backbone.7.bias,5120,0,0.0,1925.195556640625,5250.681616210937,13184.489814453154,26138.388671875,1925.195556640625,5250.681616210937,13184.489814453154,26138.388671875,0.0050518310978077356,0.009178096114192158,10.507435071468354
0,critic_backbone.7.weight,5120,3813,0.7447265625,20816.1328125,54653.00136718752,182628.31796875023,16370807.0,3704.645751953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0036242995702195913,0.0031936250568833204,10.009953439235687
1,critic_backbone.0.weight,1751040,1214844,0.6937842653508772,298124.53125,1859924.0,6505714.5,26301016.0,1295.94970703125,1400.0,1400.0,1400.0,0.02185827405191958,0.14630449591204525,157.50631227493287
1,critic_backbone.4.bias,5120,354,0.069140625,1886.765380859375,4530.102978515625,6153.204677734378,7380.84521484375,1804.529296875,3999.999755859375,3999.999755859375,3999.999755859375,0.0029637248197104784,0.004875243485730607,6.015936717391014
1,critic_backbone.6.weight,655360,200037,0.30523223876953126,3563.211669921875,7106.652905273438,10947.208798828133,23298.544921875,2993.935302734375,3999.999755859375,3999.999755859375,3999.999755859375,0.023393181478604676,0.026852978393435478,73.28747167587281
1,critic_backbone.7.bias,5120,0,0.0,1691.5927734375,3205.3279541015627,8155.184052734405,14294.453125,1691.5927734375,3205.3279541015627,8155.184052734405,14294.453125,0.005261626350693405,0.0073378489003516735,11.203843665122985
1,critic_backbone.7.weight,5120,1673,0.3267578125,6219.63818359375,17525.402148437508,107400.32000000039,157793.5,3024.20068359375,3999.999755859375,3999.999755859375,3999.999755859375,0.006833079899661243,0.005895458185113967,15.986598932743073
2,critic_backbone.0.weight,1751040,931908,0.532202576754386,302494.78125,1897488.625,6566718.0,25046450.0,1170.1177978515625,1400.0,1400.0,1400.0,0.030735440971329808,0.349475347623229,288.0804962158203
2,critic_backbone.4.bias,5120,434,0.084765625,2123.958740234375,5266.263891601564,6205.174892578131,7515.32421875,2013.1253662109375,3999.999755859375,3999.999755859375,3999.999755859375,0.0017141212185379118,0.006018933796440251,9.124087482690811
2,critic_backbone.6.weight,655360,224308,0.342266845703125,3736.10595703125,6594.449389648433,10289.745273437502,18392.177734375,3234.07861328125,3999.999755859375,3999.999755859375,3999.999755859375,0.018357358733192088,0.03996384697966278,125.92183256149292
2,critic_backbone.7.bias,5120,0,0.0,1651.3648681640625,2391.1148193359377,4034.5043408203433,12298.0546875,1651.3648681640625,2391.1148193359377,4034.5043408203433,12298.0546875,0.0039922750263940545,0.005348684891941957,8.348066663742065
2,critic_backbone.7.weight,5120,464,0.090625,4311.5126953125,8691.084619140625,28760.406562500015,176170.9375,2495.50634765625,3999.999755859375,3999.999755859375,3999.999755859375,0.005299435718916357,0.0041582983249099925,9.85702982544899
3,critic_backbone.0.weight,1751040,621107,0.354707488121345,267456.125,1668065.875,5629814.5,21798402.0,1006.4368896484375,1400.0,1400.0,1400.0,0.03261221149004996,0.3859921919181943,260.9119958400726
3,critic_backbone.4.bias,5120,422,0.082421875,1970.232421875,4823.119091796876,5980.140966796878,6547.34228515625,1892.8134765625,3999.999755859375,3999.999755859375,3999.999755859375,0.002744979955605231,0.00884900899254717,11.936530166864395
3,critic_backbone.6.weight,655360,106272,0.162158203125,3232.9052734375,5075.20363769531,7745.023364257815,16418.435546875,3041.76953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0216158761177212,0.05291620073840022,155.4450804710388
3,critic_backbone.7.bias,5120,0,0.0,1741.375732421875,2621.9128051757816,3724.4635131835953,13478.908203125,1741.375732421875,2621.9128051757816,3724.4635131835953,13478.908203125,0.002317377508734353,0.005291210178984329,8.64032902419567
3,critic_backbone.7.weight,5120,400,0.078125,4064.14208984375,6647.851464843753,19985.247519531258,178392.84375,2609.585205078125,3999.999755859375,3999.999755859375,3999.999755859375,0.0020290662607294506,0.003147945989621803,7.979526081681252
4,critic_backbone.0.weight,1751040,539952,0.3083607456140351,266205.96875,1687411.625,5587669.5,21235822.0,964.3828735351562,1400.0,1400.0,1400.0,0.02583779110573232,0.3154489381238818,206.15092678070067
4,critic_backbone.4.bias,5120,367,0.0716796875,1945.6201171875,4458.6102294921875,5129.801005859375,6172.2939453125,1896.5765380859375,3999.999755859375,3999.999755859375,3999.999755859375,0.0019919322454370557,0.007469279348151758,10.560157537460327
4,critic_backbone.6.weight,655360,50946,0.0777374267578125,2979.9365234375,4378.100854492186,6600.184047851573,15398.775390625,2868.643798828125,3999.999755859375,3999.999755859375,3999.999755859375,0.019993623346090318,0.04991130055859685,139.4147548675537
4,critic_backbone.7.bias,5120,0,0.0,1750.5443115234375,2346.3106933593754,3130.7030004882845,13769.279296875,1750.5443115234375,2346.3106933593754,3130.7030004882845,13769.279296875,0.002593618122045882,0.006473121457383968,10.708342176675796
4,critic_backbone.7.weight,5120,375,0.0732421875,3598.46337890625,5019.878125,12827.298994140767,110648.125,2589.317626953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0027290457001072355,0.004480130990850739,11.419651395082473
