epoch,critic_arch_mode,actor_input_mode,actor_raw_input_mode,critic_input_mode,policy_ratio_mode,reward_mode,value_target_mode,value_loss_mode,num_sensors,action_dim,action_block_count,action_block_slices,episode_reward,episode_delay,episode_energy,avg_raw_total_backlog,avg_normalized_total_backlog,avg_normalized_avg_queue_len,episode_reward_delay_term,episode_reward_energy_term,episode_reward_backlog_term,avg_theta,num_steps,actor_loss,critic_loss,entropy,policy_entropy,raw_return_mean,raw_return_std,value_target_mean,value_target_std,advantage_mean,advantage_std,normalized_advantage_mean,normalized_advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign,logprob_delta_sum_mean,logprob_delta_sum_std,logprob_delta_mean_mean,logprob_delta_mean_std,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,block_clip_fraction_mean,block_clip_fraction_std,block_positive_adv_clip_fraction_mean,block_negative_adv_clip_fraction_mean,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,sum_to_mean_scale_ratio,sum_to_blockmean_scale_ratio,mean_to_blockmean_scale_ratio,running_return_mean,running_return_std,popart_mean,popart_std,actor_grad_norm,action_distribution_std,action_prob_std,policy_std_mean,policy_logit_std,policy_confidence_mean,selected_action_histogram,critic_raw_prediction_mean,critic_raw_prediction_std,critic_normalized_prediction_mean,critic_normalized_prediction_std,value_explained_variance,prediction_target_corr,prediction_std_over_target_std,constant_baseline_mse,critic_prediction_mse,critic_vs_constant_mse_gain,constant_baseline_huber,critic_prediction_huber,critic_vs_constant_huber_gain,critic_hidden_feature_mean,critic_hidden_feature_std,critic_hidden_feature_dim_std_mean,critic_hidden_feature_dim_std_min,critic_head_weight_norm,critic_head_bias_mean,critic_backbone_grad_norm,critic_head_grad_norm,actor_input_mean,actor_input_std,actor_input_dim_std_mean,actor_input_dim_std_min,actor_input_clip_fraction,actor_input_derived_dim,actor_input_total_dim,actor_derived_feature_mean,actor_derived_feature_std,actor_raw_dim,actor_raw_pruned_dim_count,actor_raw_dim_std_mean,actor_raw_dim_std_min,actor_raw_zero_var_dim_count,actor_raw_static_zero_var_dim_count,critic_input_mean,critic_input_std,critic_input_dim_std_mean,critic_input_dim_std_min,critic_input_clip_fraction,critic_input_derived_dim,critic_input_total_dim,critic_derived_feature_mean,critic_derived_feature_std,prediction_target_payload_path,probe_policy_update_payload_path,probe_prediction_mean,probe_prediction_std,probe_prediction_min,probe_prediction_max,probe_prediction_range,probe_prediction_iqr,pairwise_prediction_distance_mean,probe_policy_pairwise_kl_mean,probe_policy_pairwise_l1_mean,policy_logit_delta_mean,policy_logit_delta_std,selected_action_change_rate,top1_action_change_rate,top1_prob_delta_mean
0,stronger_critic_backbone,normalized_augmented_actor_input,baseline_actor_raw,normalized_augmented_critic_input,mean_logprob_ratio,per_sensor,popart_return_norm,huber,8,72,24,"[{""block_index"": 0, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 0, ""stop_exclusive"": 3}, {""block_index"": 1, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 3, ""stop_exclusive"": 6}, {""block_index"": 2, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 6, ""stop_exclusive"": 9}, {""block_index"": 3, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 9, ""stop_exclusive"": 12}, {""block_index"": 4, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 12, ""stop_exclusive"": 15}, {""block_index"": 5, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 15, ""stop_exclusive"": 18}, {""block_index"": 6, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 18, ""stop_exclusive"": 21}, {""block_index"": 7, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 21, ""stop_exclusive"": 24}, {""block_index"": 8, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 24, ""stop_exclusive"": 27}, {""block_index"": 9, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 27, ""stop_exclusive"": 30}, {""block_index"": 10, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 30, ""stop_exclusive"": 33}, {""block_index"": 11, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 33, ""stop_exclusive"": 36}, {""block_index"": 12, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 36, ""stop_exclusive"": 39}, {""block_index"": 13, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 39, ""stop_exclusive"": 42}, {""block_index"": 14, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 42, ""stop_exclusive"": 45}, {""block_index"": 15, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 45, ""stop_exclusive"": 48}, {""block_index"": 16, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 48, ""stop_exclusive"": 51}, {""block_index"": 17, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 51, ""stop_exclusive"": 54}, {""block_index"": 18, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 54, ""stop_exclusive"": 57}, {""block_index"": 19, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 57, ""stop_exclusive"": 60}, {""block_index"": 20, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 60, ""stop_exclusive"": 63}, {""block_index"": 21, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 63, ""stop_exclusive"": 66}, {""block_index"": 22, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 66, ""stop_exclusive"": 69}, {""block_index"": 23, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 69, ""stop_exclusive"": 72}]",-157.27785484550998,1140.016785437871,189.6417937639292,9612983211.543306,4.213053590972995,0.06795247727375794,142.50209817973388,1.185261211024558,13.59049545475159,0.49907097193694844,100,-0.0862735855858773,2.4232630372047423,30.249562072753907,30.249562072753907,-21.841066360473633,6.262200832366943,5.9604645663569045e-09,1.0,-22.253490447998047,6.308380126953125,-1.19209286886246e-09,1.0,0.0,1.0,-0.14123374223709106,0.14760133624076843,-0.1219705119729042,0.8879090547561646,0.0,0.0,0.0,-0.1219705119729042,0.0,0.6308380126953126,0.878029465675354,0.1347724199295044,0.6236960887908936,1.2140390872955322,0.3799999952316284,0.0,0.3799999952316284,0.14123374223709106,-0.030274316668510437,-0.10781976580619812,"{""negative"": {""count"": 100, ""max"": 1.2140390872955322, ""mean"": 0.878029465675354, ""min"": 0.6236960887908936, ""std"": 0.1347724199295044}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}",-10.168828964233398,10.62729549407959,-0.14123374223709106,0.14760133624076843,-0.4237011671066284,0.4428039789199829,0.7267262935638428,0.3621169626712799,0.7904167175292969,0.09637077897787094,0.0,0.7904166579246521,1.1449021100997925,2.8302037715911865,114.35360717773438,-0.05043109133839607,1.1674370765686035,0.14490218460559845,2.8302037715911865,71.99999130190133,23.999998662965364,0.3333333363805257,-21.841066360473633,6.262200920592779,-21.841066360473633,6.262200920592779,0.305404005933157,0.21197935938835144,0.21197935938835144,0.36845555901527405,0.21197935938835144,0.4515615403652191,"{""0p5_to_1"": 649, ""1_to_2"": 19, ""gt_2"": 0, ""lt_neg_2"": 0, ""neg_0p5_to_0"": 2935, ""neg_1_to_neg_0p5"": 688, ""neg_2_to_neg_1"": 36, ""zero_to_0p5"": 2873}",-9.585676193237305,1.224863886833191,1.9570419788360596,0.19559639692306519,0.14576095342636108,0.4704046845436096,0.19559639692306519,0.9999999403953552,4.6842522621154785,-3.6842522621154785,0.4079832434654236,1.5140142440795898,-1.1060309410095215,-0.0010037710890173912,0.6982322335243225,0.30681365728378296,0.08720246702432632,0.22089457511901855,3.4712445735931396,0.6555382284237472,2.1268004196121515,0.21653100848197937,0.3633980453014374,0.14768023788928986,0.0,0.0,200,400,0.04594167321920395,0.28588351607322693,200,0,0.15303875505924225,0.0,42,42,1.082231665350264e-05,0.9015593528747559,0.8128217458724976,0.0,2.6737967345979996e-05,174,374,0.021845201030373573,0.25329434871673584,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\prediction_target_payload_epoch_00.csv,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\probe_policy_update_payload_epoch_00.csv,-7.273990631103516,2.115642547607422,-10.085675239562988,0.47838592529296875,10.564061164855957,2.4405314922332764,2.2486977577209473,0.009942612610757351,0.10814553499221802,0.01297853235155344,0.2006361186504364,0.103515625,0.005859375,-0.004517591092735529
1,stronger_critic_backbone,normalized_augmented_actor_input,baseline_actor_raw,normalized_augmented_critic_input,mean_logprob_ratio,per_sensor,popart_return_norm,huber,8,72,24,"[{""block_index"": 0, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 0, ""stop_exclusive"": 3}, {""block_index"": 1, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 3, ""stop_exclusive"": 6}, {""block_index"": 2, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 6, ""stop_exclusive"": 9}, {""block_index"": 3, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 9, ""stop_exclusive"": 12}, {""block_index"": 4, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 12, ""stop_exclusive"": 15}, {""block_index"": 5, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 15, ""stop_exclusive"": 18}, {""block_index"": 6, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 18, ""stop_exclusive"": 21}, {""block_index"": 7, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 21, ""stop_exclusive"": 24}, {""block_index"": 8, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 24, ""stop_exclusive"": 27}, {""block_index"": 9, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 27, ""stop_exclusive"": 30}, {""block_index"": 10, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 30, ""stop_exclusive"": 33}, {""block_index"": 11, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 33, ""stop_exclusive"": 36}, {""block_index"": 12, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 36, ""stop_exclusive"": 39}, {""block_index"": 13, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 39, ""stop_exclusive"": 42}, {""block_index"": 14, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 42, ""stop_exclusive"": 45}, {""block_index"": 15, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 45, ""stop_exclusive"": 48}, {""block_index"": 16, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 48, ""stop_exclusive"": 51}, {""block_index"": 17, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 51, ""stop_exclusive"": 54}, {""block_index"": 18, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 54, ""stop_exclusive"": 57}, {""block_index"": 19, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 57, ""stop_exclusive"": 60}, {""block_index"": 20, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 60, ""stop_exclusive"": 63}, {""block_index"": 21, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 63, ""stop_exclusive"": 66}, {""block_index"": 22, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 66, ""stop_exclusive"": 69}, {""block_index"": 23, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 69, ""stop_exclusive"": 72}]",-149.72723114346275,1081.194456757914,181.3276049613584,9123627184.928934,4.1678342204916135,0.0672231325885744,135.14930709473924,1.1332975310084903,13.44462651771488,0.502279207446414,100,-0.042554724309593436,1.0815473485738039,30.28919835090637,30.28919835090637,-26.192123413085938,7.38062047958374,-0.30292588472366333,1.027693510055542,-19.284271240234375,7.514943599700928,-1.7881394143159923e-08,1.0,0.019999999552965164,0.9800000190734863,-0.24543055891990662,0.3094518184661865,-0.17850622534751892,0.8671014904975891,0.24237334728240967,0.336946964263916,0.2383195161819458,-0.19245631992816925,2.85195255279541,0.7514943599700928,0.8214937448501587,0.2630172669887543,0.3643227815628052,1.336946964263916,0.8500000238418579,1.0,0.8469387888908386,0.24543055891990662,-0.03035396710038185,-0.1442517340183258,"{""negative"": {""count"": 98, ""max"": 1.333086371421814, ""mean"": 0.8119394183158875, ""min"": 0.3643227815628052, ""std"": 0.256865531206131}, ""positive"": {""count"": 2, ""max"": 1.336946964263916, ""mean"": 1.2896602153778076, ""min"": 1.2423733472824097, ""std"": 0.047286808490753174}}",-17.670997619628906,22.28053092956543,-0.24543055891990662,0.3094518184661865,-0.7362915873527527,0.9283554553985596,0.7366525530815125,0.6947091817855835,0.8220832943916321,0.05634560063481331,0.8333333134651184,0.821853756904602,1.4282969236373901,7.92542839050293,320.62225341796875,0.05787790194153786,1.0750367641448975,0.4282970130443573,7.92542839050293,71.99999929875605,23.99999885254279,0.33333331103011093,-24.016594886779785,7.181732577378922,-24.016594886779785,7.181732577378922,0.22374200209476336,0.33044737577438354,0.33044737577438354,0.36886924505233765,0.33044737577438354,0.7151384949684143,"{""0p5_to_1"": 854, ""1_to_2"": 76, ""gt_2"": 0, ""lt_neg_2"": 0, ""neg_0p5_to_0"": 2671, ""neg_1_to_neg_0p5"": 802, ""neg_2_to_neg_1"": 71, ""zero_to_0p5"": 2726}",-23.436664581298828,7.026012420654297,0.08075074851512909,0.978317141532898,0.7073640823364258,0.8475098013877869,0.951954185962677,1.0561540126800537,0.4562763571739197,0.599877655506134,0.3933679461479187,0.21719937026500702,0.17616857588291168,-0.0020721410401165485,0.7602332830429077,0.29701295495033264,0.10330688208341599,0.41408905386924744,3.3185853958129883,1.0455585008231711,2.9772573278442387,-0.007758026942610741,0.986330509185791,0.8592197895050049,0.0,0.0008750000270083547,200,400,0.04473648592829704,0.28243374824523926,200,0,0.15808771550655365,0.0,42,42,-0.008424126543104649,0.9134647250175476,0.8151621222496033,0.0,0.00029411763534881175,174,374,0.020750023424625397,0.24832618236541748,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\prediction_target_payload_epoch_01.csv,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\probe_policy_update_payload_epoch_01.csv,-17.829774856567383,13.994283676147461,-26.263797760009766,22.473369598388672,48.73716735839844,5.517952919006348,12.245616912841797,0.008349387906491756,0.0975518599152565,-0.0023813326843082905,0.18530738353729248,0.10091145833333333,0.026692708333333332,7.214987272163853e-05
2,stronger_critic_backbone,normalized_augmented_actor_input,baseline_actor_raw,normalized_augmented_critic_input,mean_logprob_ratio,per_sensor,popart_return_norm,huber,8,72,24,"[{""block_index"": 0, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 0, ""stop_exclusive"": 3}, {""block_index"": 1, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 3, ""stop_exclusive"": 6}, {""block_index"": 2, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 6, ""stop_exclusive"": 9}, {""block_index"": 3, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 9, ""stop_exclusive"": 12}, {""block_index"": 4, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 12, ""stop_exclusive"": 15}, {""block_index"": 5, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 15, ""stop_exclusive"": 18}, {""block_index"": 6, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 18, ""stop_exclusive"": 21}, {""block_index"": 7, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 21, ""stop_exclusive"": 24}, {""block_index"": 8, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 24, ""stop_exclusive"": 27}, {""block_index"": 9, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 27, ""stop_exclusive"": 30}, {""block_index"": 10, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 30, ""stop_exclusive"": 33}, {""block_index"": 11, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 33, ""stop_exclusive"": 36}, {""block_index"": 12, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 36, ""stop_exclusive"": 39}, {""block_index"": 13, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 39, ""stop_exclusive"": 42}, {""block_index"": 14, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 42, ""stop_exclusive"": 45}, {""block_index"": 15, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 45, ""stop_exclusive"": 48}, {""block_index"": 16, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 48, ""stop_exclusive"": 51}, {""block_index"": 17, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 51, ""stop_exclusive"": 54}, {""block_index"": 18, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 54, ""stop_exclusive"": 57}, {""block_index"": 19, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 57, ""stop_exclusive"": 60}, {""block_index"": 20, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 60, ""stop_exclusive"": 63}, {""block_index"": 21, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 63, ""stop_exclusive"": 66}, {""block_index"": 22, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 66, ""stop_exclusive"": 69}, {""block_index"": 23, ""semantic"": ""dispatch_decision_block"", ""size"": 3, ""start"": 69, ""stop_exclusive"": 72}]",-164.65231719466885,1193.6075632699112,189.88283624714305,9632901610.557405,4.4220272584094715,0.07132302029692697,149.2009454087389,1.1867677265446437,14.264604059385395,0.5035533378935013,100,-0.06930902767926454,0.5047030868008733,30.432436227798462,30.432436227798462,-36.70917892456055,11.870054244995117,-0.7817814350128174,1.0966780185699463,-16.75090789794922,12.681260108947754,-7.629394360719743e-08,1.0,0.10000000149011612,0.8999999761581421,-0.18829405307769775,0.29129907488822937,-0.13568779826164246,0.8741855025291443,0.2606757879257202,0.2811623811721802,0.19087600708007812,-0.18448913097381592,13.730161666870117,1.2681260108947754,0.8643122911453247,0.25403720140457153,0.3821040987968445,1.3506766557693481,0.7400000095367432,1.0,0.7111111283302307,0.18829405307769775,-0.030484827235341072,-0.1374543011188507,"{""negative"": {""count"": 90, ""max"": 1.340529441833496, ""mean"": 0.8190130591392517, ""min"": 0.3821040987968445, ""std"": 0.22589769959449768}, ""positive"": {""count"": 10, ""max"": 1.3506766557693481, ""mean"": 1.2720048427581787, ""min"": 1.230576515197754, ""std"": 0.03741241991519928}}",-13.557171821594238,20.973533630371094,-0.18829405307769775,0.29129907488822937,-0.5648820996284485,0.8738971948623657,0.8211732506752014,0.7007133960723877,0.8162500262260437,0.03401133418083191,0.8291666507720947,0.8148148059844971,1.5285468101501465,7.338587760925293,244.9672088623047,0.05993158370256424,1.0597199201583862,0.5285468101501465,7.338587760925293,71.99999058754184,23.999998171098227,0.33333334055996283,-28.247456232706707,10.8236449513293,-28.247456232706707,10.8236449513293,0.26397804443526174,0.3524869978427887,0.3524869978427887,0.36954379081726074,0.3524869978427887,0.76161789894104,"{""0p5_to_1"": 923, ""1_to_2"": 100, ""gt_2"": 0, ""lt_neg_2"": 1, ""neg_0p5_to_0"": 2587, ""neg_1_to_neg_0p5"": 930, ""neg_2_to_neg_1"": 118, ""zero_to_0p5"": 2541}",-37.15580749511719,11.201693534851074,-0.823045551776886,1.0349280834197998,0.7104498147964478,0.8482666611671448,0.9436936378479004,1.2027028799057007,0.3499454855918884,0.8527573943138123,0.4716184139251709,0.14348028600215912,0.3281381130218506,-0.0004412841808516532,0.7565732598304749,0.32557061314582825,0.1012796089053154,0.44790467619895935,2.5842278003692627,1.5461120776164854,1.5019935731284053,0.024592362344264984,0.9477085471153259,0.8432946801185608,0.0,0.0003000000142492354,200,400,0.04636869952082634,0.28627660870552063,200,0,0.1601945161819458,0.0,42,42,0.014831391163170338,0.9166075587272644,0.8188524842262268,0.0,0.0002673796843737364,174,374,0.021735165268182755,0.2506210505962372,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\prediction_target_payload_epoch_02.csv,checkpoints\dense_policy_ratio_block_experiment_20260317_181047\policy_ratio_mean_logprob_ratio_20260317_181138_618553\probe_policy_update_payload_epoch_02.csv,-28.17896270751953,20.433813095092773,-43.67539596557617,35.23860549926758,78.91400146484375,17.87344741821289,20.152843475341797,0.007676438894122839,0.09294577687978745,0.006703350227326155,0.17410393059253693,0.09244791666666667,0.044270833333333336,-0.00038587310700677335
