block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,0.7900000214576721,0.0,0.7900000214576721,0.9254687428474426,0.6136223077774048,4.10939884185791,-0.015220527537167072,1.0324156284332275,-0.074531190097332,0.6136223077774048,0
1,3,6,3,dispatch_decision_block,0.8299999833106995,0.0,0.8299999833106995,1.0088303089141846,1.5949114561080933,11.698043823242188,0.002848138799890876,1.0902626514434814,0.008830244652926922,1.5949114561080933,0
2,6,9,3,dispatch_decision_block,0.6299999952316284,0.0,0.6299999952316284,1.1828467845916748,1.6126385927200317,13.382783889770508,-0.009271478280425072,1.0540003776550293,0.18284673988819122,1.6126385927200317,0
3,9,12,3,dispatch_decision_block,0.8700000047683716,0.0,0.8700000047683716,1.098528265953064,1.5154790878295898,10.940834045410156,-0.10452873259782791,1.2326500415802002,0.0985281839966774,1.5154790878295898,0
4,12,15,3,dispatch_decision_block,0.8299999833106995,0.0,0.8299999833106995,1.0339772701263428,1.1860840320587158,7.855123996734619,0.0006399965495802462,1.0323282480239868,0.03397727385163307,1.1860840320587158,0
5,15,18,3,dispatch_decision_block,0.6899999976158142,0.0,0.6899999976158142,1.0808970928192139,0.7934795022010803,5.1384100914001465,0.008398361504077911,1.144554853439331,0.08089698106050491,0.7934795022010803,0
6,18,21,3,dispatch_decision_block,0.8700000047683716,0.0,0.8700000047683716,1.1922918558120728,1.7696654796600342,11.140937805175781,-0.12184586375951767,1.1047358512878418,0.19229191541671753,1.7696654796600342,0
7,21,24,3,dispatch_decision_block,0.8199999928474426,0.0,0.8199999928474426,1.0678629875183105,0.8973656296730042,4.654237747192383,-0.04124651104211807,1.179488182067871,0.06786295026540756,0.8973656296730042,0
8,24,27,3,dispatch_decision_block,0.7099999785423279,0.0,0.7099999785423279,1.109840750694275,0.9408182501792908,6.270602226257324,-0.02978653833270073,0.9723063111305237,0.10984066873788834,0.9408182501792908,0
9,27,30,3,dispatch_decision_block,0.8100000023841858,0.0,0.8100000023841858,0.9791459441184998,0.711471676826477,4.013761043548584,-0.028839625418186188,1.184910535812378,-0.02085396833717823,0.711471676826477,0
10,30,33,3,dispatch_decision_block,0.8100000023841858,0.0,0.8100000023841858,1.0755228996276855,1.0688233375549316,4.872309684753418,-0.04645145311951637,1.1840189695358276,0.07552286982536316,1.0688233375549316,0
11,33,36,3,dispatch_decision_block,0.46000000834465027,0.0,0.46000000834465027,1.0549592971801758,0.3714994192123413,3.250425100326538,0.06723509728908539,1.1122523546218872,0.05495937168598175,0.3714994192123413,0
12,36,39,3,dispatch_decision_block,0.8899999856948853,0.0,0.8899999856948853,1.3425614833831787,3.1643764972686768,22.287464141845703,-0.10471899062395096,1.2799235582351685,0.3425614833831787,3.1643764972686768,0
13,39,42,3,dispatch_decision_block,0.7799999713897705,0.0,0.7799999713897705,0.986441969871521,0.7396728992462158,5.646547317504883,-0.029614143073558807,1.0552064180374146,-0.013557987287640572,0.7396728992462158,0
14,42,45,3,dispatch_decision_block,0.8100000023841858,0.0,0.8100000023841858,1.120424509048462,1.3175815343856812,11.080131530761719,-0.07511810213327408,1.1181598901748657,0.12042456865310669,1.3175815343856812,0
15,45,48,3,dispatch_decision_block,0.75,0.0,0.75,1.1160528659820557,0.8044406175613403,5.100103378295898,-0.046863213181495667,1.2189522981643677,0.11605285853147507,0.8044406175613403,0
16,48,51,3,dispatch_decision_block,0.8399999737739563,0.0,0.8399999737739563,0.8323699235916138,0.7443869113922119,4.52406644821167,0.005869331303983927,1.0061750411987305,-0.16763010621070862,0.7443869113922119,0
17,51,54,3,dispatch_decision_block,0.7900000214576721,0.0,0.7900000214576721,1.0576754808425903,0.8907946348190308,3.870614767074585,-0.06748104095458984,1.1142655611038208,0.057675428688526154,0.8907946348190308,0
18,54,57,3,dispatch_decision_block,0.8100000023841858,0.0,0.8100000023841858,1.256666660308838,1.7202610969543457,13.079696655273438,-0.08470956981182098,1.2367931604385376,0.25666674971580505,1.7202610969543457,0
19,57,60,3,dispatch_decision_block,0.7900000214576721,0.0,0.7900000214576721,1.0298711061477661,0.919924259185791,6.405904769897461,-0.039463166147470474,1.1023505926132202,0.0298710148781538,0.919924259185791,0
20,60,63,3,dispatch_decision_block,0.7099999785423279,0.0,0.7099999785423279,0.9554212689399719,0.5872278213500977,3.564491033554077,0.044624969363212585,1.1143417358398438,-0.04457861930131912,0.5872278213500977,0
21,63,66,3,dispatch_decision_block,0.8999999761581421,0.0,0.8999999761581421,2.3043556213378906,11.508070945739746,114.35360717773438,-0.12115652114152908,1.5068213939666748,1.3043556213378906,11.508070945739746,0
22,66,69,3,dispatch_decision_block,0.8700000047683716,0.0,0.8700000047683716,1.1384735107421875,1.56345534324646,10.048126220703125,-0.20870071649551392,1.5094221830368042,0.13847346603870392,1.56345534324646,0
23,69,72,3,dispatch_decision_block,0.9100000262260437,0.0,0.9100000262260437,1.5271655321121216,4.538447856903076,39.58362579345703,-0.16494601964950562,1.215030550956726,0.5271655917167664,4.538447856903076,0
0,0,3,3,dispatch_decision_block,0.8299999833106995,1.0,0.8265306353569031,1.3467556238174438,2.2891879081726074,13.473244667053223,0.06037697196006775,0.9929693341255188,0.34675559401512146,2.2891879081726074,1
1,3,6,3,dispatch_decision_block,0.8299999833106995,1.0,0.8265306353569031,1.5320086479187012,2.9463701248168945,18.99838638305664,0.08379854261875153,1.1190032958984375,0.5320086479187012,2.9463701248168945,1
2,6,9,3,dispatch_decision_block,0.8100000023841858,1.0,0.8061224222183228,1.0489026308059692,1.6914589405059814,14.470284461975098,0.08526255935430527,1.0657198429107666,0.048902567476034164,1.6914589405059814,1
3,9,12,3,dispatch_decision_block,0.8100000023841858,1.0,0.8061224222183228,2.0538735389709473,6.6558427810668945,63.10795974731445,0.07575497776269913,1.0773401260375977,1.0538735389709473,6.6558427810668945,1
4,12,15,3,dispatch_decision_block,0.8799999952316284,0.5,0.8877550959587097,0.9791294932365417,1.5029889345169067,8.577692031860352,0.04684785008430481,1.0098053216934204,-0.02087058499455452,1.5029889345169067,1
5,15,18,3,dispatch_decision_block,0.7900000214576721,0.5,0.795918345451355,1.177828311920166,1.616660714149475,11.450231552124023,0.04621882364153862,1.0165705680847168,0.1778283566236496,1.616660714149475,1
6,18,21,3,dispatch_decision_block,0.8399999737739563,1.0,0.8367347121238708,1.3067415952682495,2.8705787658691406,23.65183448791504,0.039809700101614,1.041387915611267,0.30674174427986145,2.8705787658691406,1
7,21,24,3,dispatch_decision_block,0.8199999928474426,0.5,0.8265306353569031,1.1691033840179443,2.013227701187134,17.137842178344727,0.0754978358745575,1.0513391494750977,0.16910341382026672,2.013227701187134,1
8,24,27,3,dispatch_decision_block,0.7099999785423279,1.0,0.704081654548645,4.230495452880859,31.81696128845215,320.62225341796875,0.08519455790519714,1.037700891494751,3.2304956912994385,31.81696128845215,1
9,27,30,3,dispatch_decision_block,0.9399999976158142,1.0,0.9387755393981934,3.255902051925659,18.081398010253906,178.2019805908203,0.007251796778291464,1.1069037914276123,2.255902051925659,18.081398010253906,1
10,30,33,3,dispatch_decision_block,0.6899999976158142,0.5,0.6938775777816772,0.9508264660835266,0.8680160641670227,4.897664546966553,0.09387274086475372,1.0506012439727783,-0.049173519015312195,0.8680160641670227,1
11,33,36,3,dispatch_decision_block,0.8700000047683716,1.0,0.8673469424247742,1.4368129968643188,3.226012945175171,27.63338279724121,0.01349188294261694,1.1213716268539429,0.4368130564689636,3.226012945175171,1
12,36,39,3,dispatch_decision_block,0.9200000166893005,1.0,0.918367326259613,1.0993434190750122,2.201907157897949,19.503477096557617,0.007479948922991753,1.056278944015503,0.09934341162443161,2.201907157897949,1
13,39,42,3,dispatch_decision_block,0.8700000047683716,0.0,0.8877550959587097,1.2138147354125977,2.862980842590332,18.803569793701172,0.08715827763080597,1.0065727233886719,0.21381473541259766,2.862980842590332,1
14,42,45,3,dispatch_decision_block,0.8100000023841858,1.0,0.8061224222183228,1.2073523998260498,2.0506410598754883,14.814366340637207,0.08012046664953232,1.039792776107788,0.20735251903533936,2.0506410598754883,1
