block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.25999999046325684,-0.1615668386220932,0.4220512807369232,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.07000000029802322,-0.1105310395359993,0.34855782985687256,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.949999988079071,-0.16424284875392914,0.5519082546234131,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.5,-0.2068566232919693,0.43215450644493103,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.009999999776482582,-0.0820157527923584,0.44788792729377747,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.9699999690055847,-0.21374042332172394,0.5129033327102661,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.7999999523162842,-0.11463220417499542,0.5924029350280762,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.12999999523162842,-0.15268144011497498,0.43139955401420593,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.9599999785423279,-0.2493395209312439,0.5303157567977905,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.4099999964237213,-0.12185975909233093,0.5433852672576904,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.019999999552965164,-0.054366011172533035,0.38531404733657837,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,1.0,-0.31907981634140015,0.5578259229660034,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.8299999833106995,-0.17246951162815094,0.4529940187931061,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.07999999821186066,0.04530071094632149,0.4773009419441223,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,1.0,-0.39450937509536743,0.4880449175834656,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.6899999976158142,-0.23934264481067657,0.37297672033309937,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.009999999776482582,-0.03689918667078018,0.437134712934494,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.9399999976158142,-0.21290059387683868,0.4877449572086334,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.0,-0.10446788370609283,0.21972639858722687,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.019999999552965164,0.03415296971797943,0.3734530210494995,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,1.0,-0.1233459860086441,0.5953067541122437,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.07000000029802322,-0.10708008706569672,0.39591825008392334,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.0,-0.0679638534784317,0.3221665620803833,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.9199999570846558,-0.027033694088459015,0.7676578760147095,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.4699999988079071,-0.2575575113296509,0.4494253993034363,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.5399999618530273,-0.0770476832985878,0.8004280924797058,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.6699999570846558,-0.3171330392360687,0.8246460556983948,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.7199999690055847,-0.29709333181381226,0.5151070356369019,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.4099999964237213,-0.17973293364048004,0.47073522210121155,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.7699999809265137,-0.2811691462993622,0.6298754811286926,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.5,-0.20276165008544922,0.5056915283203125,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.4099999964237213,-0.10458827018737793,0.5702031850814819,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.7400000095367432,-0.2439805418252945,0.584825873374939,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.4099999964237213,-0.1929389089345932,0.42919519543647766,1
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,1.0,0.0,1.0,1.0,0.3199999928474426,-0.13954104483127594,0.5029100775718689,1
