telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.09389102868209587,78848,0,0.0,334943.75,1364308.4249999963,7664247.5,84498400.0,334943.75,1364308.4249999963,7664247.5,84498400.0,0.5801101312893884,0.5801101326942444,0.6739139020442962,0.47588370752492526,0.7246335446834564,5.208743412341002,7.128996658325195
1,0,0,1,0.07128020877229674,78848,0,0.0,260847.453125,1251847.75,6784884.0,33560168.0,260847.453125,1251847.75,6784884.0,33560168.0,0.6201454250345846,0.6201454401016235,0.7481476426124573,0.4779207568072146,0.6685951948165894,4.680319905492535,7.0224143981933596
2,0,0,2,0.06215306757412747,78848,0,0.0,249659.21875,1279667.125,6857516.219999999,22750648.0,249659.21875,1279667.125,6857516.219999999,22750648.0,0.6245344854034092,0.624534472823143,0.756839220225811,0.4775292077048773,0.6665836274623871,4.634074078597865,7.028083944320678
3,0,0,3,0.05626808683860597,78848,0,0.0,254655.53125,1343629.5,7050357.0,20246662.0,254655.53125,1343629.5,7050357.0,20246662.0,0.6327074939840476,0.6327075064182281,0.7737097054719925,0.4760383821316947,0.58211350440979,4.558311305928532,7.059856724739074
4,0,1,4,0.05608704509437496,78848,0,0.0,250979.890625,1314443.625,6823379.5,19173062.0,250979.890625,1314443.625,6823379.5,19173062.0,0.634465715707855,0.6344657242298126,0.777285549044609,0.4757770307446916,0.5955176651477814,4.542044818493963,7.0651535987854
5,0,1,5,0.05429701057460198,78848,0,0.0,244399.328125,1279983.25,6559717.114999986,19689362.0,244399.328125,1279983.25,6559717.114999986,19689362.0,0.6368425546521674,0.6368425637483597,0.7810113385319709,0.47665504152944504,0.6009763181209564,4.50870358151606,7.038589835166931
6,0,1,6,0.052528476364386394,78848,0,0.0,236934.65625,1251402.0,6340623.5,18924550.0,236934.65625,1251402.0,6340623.5,18924550.0,0.6396043974543074,0.639604389667511,0.7852245211601258,0.47780425546244215,0.6068419516086578,4.469055078580717,7.004349088668823
7,0,1,7,0.05115347541625357,78848,0,0.0,240569.84375,1294959.125,6616558.509999999,17249660.0,240569.84375,1294959.125,6616558.509999999,17249660.0,0.6453342010904198,0.6453341990709305,0.7963423922657966,0.4775473173307668,0.5713791251182556,4.4128748875486945,7.005487656593322
8,0,2,8,0.051355664124835027,78848,0,0.0,237044.703125,1291970.0,6423003.0,18004174.0,237044.703125,1291970.0,6423003.0,18004174.0,0.6457774757829551,0.6457774788141251,0.7975826635956764,0.4771050640279135,0.5824689269065857,4.4126567525295455,7.017112207412719
9,0,2,9,0.05173159466004746,78848,0,0.0,226974.671875,1216114.375,5925663.5,18364700.0,226974.671875,1216114.375,5925663.5,18364700.0,0.6472045131555835,0.6472045034170151,0.799363873898983,0.4781385380236871,0.5884497761726379,4.38842717799314,6.987507104873657
10,0,2,10,0.050728820596713214,78848,0,0.0,219213.1875,1160180.375,5567607.0,18899730.0,219213.1875,1160180.375,5567607.0,18899730.0,0.6494758703219088,0.6494758725166321,0.8031345844268799,0.47874395989506524,0.5904864370822906,4.360008196305062,6.96879596710205
11,0,2,11,0.05034244236647322,78848,0,0.0,219940.96875,1171647.5,5616307.0,19294568.0,219940.96875,1171647.5,5616307.0,19294568.0,0.6552074786145319,0.655207484960556,0.8145486980676651,0.47816169037541667,0.5589410960674286,4.309666988538946,6.97902340888977
12,0,3,12,0.05071546785760926,78848,0,0.0,216823.890625,1171518.0,5423503.5,19446918.0,216823.890625,1171518.0,5423503.5,19446918.0,0.6560630150165316,0.6560630053281784,0.8159054026007652,0.4784603485328554,0.5647031664848328,4.298529872238508,6.9700772047042845
13,0,3,13,0.05120502730030141,78848,0,0.0,212639.5625,1143597.5,5367875.0,18844188.0,212639.5625,1143597.5,5367875.0,18844188.0,0.6569744320708317,0.6569744199514389,0.817068837583065,0.47909174355115614,0.5672414302825928,4.283642144302115,6.952061748504638
14,0,3,14,0.050977705472976906,78848,0,0.0,209460.09375,1119936.5,5321293.0,18963832.0,209460.09375,1119936.5,5321293.0,18963832.0,0.658661716033673,0.6586617082357407,0.8193231448531151,0.4801490153394887,0.5725630521774292,4.257269946024302,6.921847534179687
15,0,3,15,0.04905729866144968,78848,0,0.0,207872.5625,1106865.625,5365905.0,17920124.0,207872.5625,1106865.625,5365905.0,17920124.0,0.6626017406309599,0.6626017391681671,0.8263557225465774,0.4806528827739329,0.530242383480072,4.21521723077437,6.904542803764343
16,0,4,16,0.04965148773296991,78848,0,0.0,204705.28125,1073371.2812499828,5171184.0,17721750.0,204705.28125,1073371.2812499828,5171184.0,17721750.0,0.6638276098514105,0.6638276129961014,0.8279356077313423,0.4814854108148076,0.5358530282974243,4.195673382107566,6.88100414276123
17,0,4,17,0.049969928979305266,78848,0,0.0,202503.4375,1050367.0,5027903.0,18138654.0,202503.4375,1050367.0,5027903.0,18138654.0,0.6649013847046656,0.6649013757705688,0.8292852222919463,0.48225264792748956,0.5392632484436035,4.178243701139384,6.859435558319092
18,0,4,18,0.049793743969631044,78848,0,0.0,201586.390625,1056750.125,5038290.21999999,18161574.0,201586.390625,1056750.125,5038290.21999999,18161574.0,0.6657141454768135,0.6657141596078873,0.8307063177227973,0.48238952599760504,0.5418786406517029,4.169386747742779,6.855019664764404
19,0,4,19,0.04953532926361928,78848,0,0.0,202381.046875,1063585.5,5093654.5,18411654.0,202381.046875,1063585.5,5093654.5,18411654.0,0.6690661820929916,0.6690661907196045,0.837759917974472,0.48162870858100154,0.5100153386592865,4.146085103739269,6.872337865829468
20,0,5,20,0.049437999612662174,78848,0,0.0,199786.828125,1055226.625,5114155.0,18656880.0,199786.828125,1055226.625,5114155.0,18656880.0,0.6690419263333387,0.6690419167280197,0.8378428384661675,0.48148533461879645,0.5099446475505829,4.147714998679945,6.876210451126099
21,0,5,21,0.04978426886969979,78848,0,0.0,199163.765625,1044043.5625,5057466.0,19016208.0,199163.765625,1044043.5625,5057466.0,19016208.0,0.6700920523651017,0.6700920462608337,0.8394798219203948,0.4818833927242249,0.5145162045955658,4.134278860979754,6.864572715759277
