mode,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,critic_grad_norm,actor_grad_norm,critic_param_delta_norm,actor_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,popart_mean,popart_std
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,before_popart_update,preloop,probe,1.690514087677002,-20.2575740814209,7.849881649017334,-1.6554994583129883,0.6787598729133606,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.32984378933906555,-0.020516715943813324,-0.8451265692710876,-0.7692140340805054,-0.44928207993507385,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_popart_update,preloop,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_target_build,preloop,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,minibatch,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,minibatch,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_critic,minibatch,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_backward_before_step,minibatch,probe,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031,4.812275066287085,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_optimizer_step,minibatch,probe,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674,4.812275066287085,0.0,0.053310674266317956,0.0,0.0523677106501573,0.00491280850148939,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,minibatch,probe,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674,4.812275066287085,0.0,0.053310674266317956,0.0,0.0523677106501573,0.00491280850148939,-26.815319697062176,8.888668270533062
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,minibatch,probe,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674,0.0,0.0,0.0,0.0,0.0,0.0,-26.815319697062176,8.888668270533062
