mode,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,critic_loss,actor_loss,critic_grad_norm,actor_grad_norm,critic_param_delta_norm,actor_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,actor_backbone_delta_norm,actor_head_delta_norm,critic_param_delta_norm_after_popart,critic_backbone_delta_norm_after_popart,critic_head_delta_norm_after_popart,critic_param_delta_norm_after_optimizer_step,popart_mean,popart_std,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,heldout_critic_loss,heldout_value_pred_mean,heldout_value_pred_std,heldout_value_target_mean,heldout_value_target_std,heldout_return_mean,heldout_return_std,heldout_advantage_mean,heldout_advantage_std,heldout_pearson_value_vs_value_target,heldout_spearman_value_vs_value_target,heldout_pearson_value_vs_return,heldout_spearman_value_vs_return,heldout_pearson_value_vs_advantage,heldout_spearman_value_vs_advantage,heldout_pearson_value_vs_one_step_reward,heldout_spearman_value_vs_one_step_reward,probe_critic_loss,probe_value_pred_mean,probe_value_pred_std,probe_value_target_mean,probe_value_target_std,probe_return_mean,probe_return_std,probe_advantage_mean,probe_advantage_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,probe_pearson_value_vs_one_step_reward,probe_spearman_value_vs_one_step_reward
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,before_popart_update,preloop,1.8278316259384155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-17.107666015625,11.76906681060791,-1.0835328102111816,1.25388503074646,-32.144466400146484,9.250492095947266,-16.598587036132812,17.903797149658203,0.044290412217378616,-0.008484848774969578,0.044290412217378616,-0.008484848774969578,-0.8306766748428345,-0.7279327511787415,-0.24887050688266754,-0.24033603072166443,1.8704402446746826,-19.32539939880371,8.959480285644531,-1.3958534002304077,1.4396981000900269,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960212469100952,0.427884578704834,0.13960212469100952,0.427884578704834,-0.724806010723114,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.690514087677002,-20.2575740814209,7.849881649017334,-1.6554994583129883,0.6787598729133606,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.32984378933906555,-0.020516715943813324,-0.8451265692710876,-0.7692140340805054,-0.44928207993507385,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_popart_update,preloop,1.8278316259384155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.329530715942383,14.179849624633789,-1.0835328102111816,1.25388503074646,-32.144466400146484,9.250492095947266,-16.598587036132812,17.903797149658203,0.04429040849208832,-0.008484848774969578,0.04429041966795921,-0.008484848774969578,-0.8306766152381897,-0.7279327511787415,-0.24887047708034515,-0.24033603072166443,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_target_build,preloop,1.382940411567688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.329530715942383,14.179849624633789,-0.5995444655418396,1.0407061576843262,-32.144466400146484,9.250492095947266,-16.598587036132812,17.903797149658203,0.04429043084383011,-0.008484848774969578,0.04429041966795921,-0.008484848774969578,-0.8306766152381897,-0.7279327511787415,-0.24887047708034515,-0.24033603072166443,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,minibatch,1.2403676509857178,0.1435559093952179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.805238723754883,12.607744216918945,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.22414743900299072,0.11510264873504639,0.22414745390415192,0.11510264873504639,-0.7315945625305176,-0.805351972579956,-0.14191681146621704,-0.11400294303894043,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,minibatch,1.2403676509857178,0.1435559093952179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.805238723754883,12.607744216918945,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.22414743900299072,0.11510264873504639,0.22414745390415192,0.11510264873504639,-0.7315945625305176,-0.805351972579956,-0.14191681146621704,-0.11400294303894043,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_critic,minibatch,1.2403676509857178,0.1435559093952179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.805238723754883,12.607744216918945,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.22414743900299072,0.11510264873504639,0.22414745390415192,0.11510264873504639,-0.7315945625305176,-0.805351972579956,-0.14191681146621704,-0.11400294303894043,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_backward_before_step,minibatch,1.2403676509857178,0.1435559093952179,4.812275066287085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-18.805238723754883,12.607744216918945,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.22414743900299072,0.11510264873504639,0.22414745390415192,0.11510264873504639,-0.7315945625305176,-0.805351972579956,-0.14191681146621704,-0.11400294303894043,1.354748249053955,-21.00154685974121,10.794745445251465,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.13960210978984833,0.427884578704834,0.13960209488868713,0.427884578704834,-0.7248061299324036,-0.3581501543521881,-0.36228227615356445,-0.40128201246261597,1.1353113651275635,-22.124670028686523,9.457856178283691,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.32984375953674316,-0.020516715943813324,0.3298437297344208,-0.020516715943813324,-0.8451266288757324,-0.7692140340805054,-0.44928210973739624,-0.18128527700901031
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_optimizer_step,minibatch,1.0548579692840576,0.1435559093952179,4.812275066287085,0.0,0.053310674266317956,0.0,0.0523677106501573,0.00491280850148939,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.053310674266317956,-26.815319697062176,8.888668270533062,-20.565406799316406,11.92037296295166,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.20814810693264008,0.1488269865512848,0.20814812183380127,0.1488269865512848,-0.68022221326828,-0.7551320195198059,-0.21479038894176483,-0.2093108743429184,1.3117468357086182,-21.427339553833008,10.567605972290039,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.15066540241241455,0.4444596767425537,0.15066538751125336,0.4444596767425537,-0.7107352614402771,-0.34166663885116577,-0.382427841424942,-0.42028385400772095,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,minibatch,1.0548579692840576,0.1435559093952179,4.812275066287085,0.0,0.053310674266317956,0.0,0.0523677106501573,0.00491280850148939,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.053310674266317956,-26.815319697062176,8.888668270533062,-20.565406799316406,11.92037296295166,-0.4997478723526001,1.1285104751586914,-31.257413864135742,10.030954360961914,-16.13022232055664,15.738815307617188,0.20814810693264008,0.1488269865512848,0.20814812183380127,0.1488269865512848,-0.68022221326828,-0.7551320195198059,-0.21479038894176483,-0.2093108743429184,1.3117468357086182,-21.427339553833008,10.567605972290039,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.15066540241241455,0.4444596767425537,0.15066538751125336,0.4444596767425537,-0.7107352614402771,-0.34166663885116577,-0.382427841424942,-0.42028385400772095,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,minibatch,1.058131217956543,0.05550718307495117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26235981609632286,0.0,0.26235981609632286,0.0,-26.815319697062176,8.888668270533062,-22.329429626464844,9.94426155090332,-0.5733194947242737,1.0574469566345215,-31.911365509033203,9.39929485321045,-12.129897117614746,15.67612361907959,-0.07277184724807739,-0.1741202473640442,-0.0727718397974968,-0.1741202473640442,-0.7616968750953674,-0.6370968222618103,-0.30197861790657043,-0.44868040084838867,1.3117468357086182,-21.427339553833008,10.567605972290039,-0.8587658405303955,1.1949282884597778,-34.448604583740234,10.621320724487305,-15.658510208129883,14.838415145874023,0.15066540241241455,0.4444596767425537,0.15066538751125336,0.4444596767425537,-0.7107352614402771,-0.34166663885116577,-0.382427841424942,-0.42028385400772095,1.0817817449569702,-22.65099334716797,9.200700759887695,-1.0742683410644531,0.5633607506752014,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33282047510147095,-0.054711245000362396,0.33282041549682617,-0.054711245000362396,-0.8347223401069641,-0.7945071458816528,-0.47077661752700806,-0.23697350919246674
