epoch,episode_reward,episode_delay,episode_energy,actor_loss,critic_loss,entropy
45.0,-1.4110667485175806e+19,1.4110667485166813e+19,176.1731076722067,-0.0031931213591070403,1.7710549642842354e+36,33.0810432434082
46.0,-4.633539708129565e+18,4.633539708119969e+18,186.69769655165064,-0.0031338901303353765,3.132213972324202e+35,33.0810432434082
47.0,-6.27831817649565e+18,6.278318176486429e+18,179.76640659208766,-0.009333449637606031,6.775762893088533e+35,33.0810432434082
48.0,-5.644369906388884e+18,5.644369906379216e+18,187.41996506000754,-0.004246593053851809,6.098148578977635e+35,33.0810432434082
49.0,-3.494283607103873e+18,3.494283607094562e+18,182.0230153596274,-0.034741773491814024,2.1660123358498756e+35,33.0810432434082
50.0,-8.071573631059226e+18,8.071573631049718e+18,185.4917235209499,-0.005634301297721409,1.195051449582802e+36,33.0810432434082
51.0,-4.653053992753179e+18,4.653053992744254e+18,173.9752044676278,-0.025241600393894174,3.007511038038601e+35,33.0810432434082
52.0,-4.035951929911281e+18,4.035951929901365e+18,191.80704551302438,-0.018550270503120764,4.752409573186678e+35,33.0810432434082
53.0,-2.793114196874044e+18,2.7931141968650854e+18,175.62344834554585,0.004324773770003091,2.034323402489114e+35,33.0810432434082
54.0,-3.0999870372505364e+18,3.0999870372409293e+18,188.74328849988416,0.0023386174857261636,2.6990856374305204e+35,33.0810432434082
55.0,-5.300255571772159e+18,5.300255571762887e+18,180.42677160242695,-0.011218849569559097,4.996810200527809e+35,33.0810432434082
56.0,-1.0894031992377311e+18,1.089403199228182e+18,186.92214911700998,0.010839798443374179,2.0800291886091634e+34,33.0810432434082
57.0,-4.151107139706255e+18,4.151107139697171e+18,177.66065406818421,-0.014166982667077156,4.63457754537363e+35,33.0810432434082
58.0,-3.475168229143619e+18,3.4751682291339704e+18,188.471229045512,0.001437749004080182,3.425976934965302e+35,33.0810432434082
59.0,-5.480637308731759e+18,5.480637308722212e+18,185.87721705751449,-0.011274769281347593,7.025759229583712e+35,33.0810432434082
60.0,-4.72931129255685e+18,4.729311292547572e+18,180.44649977803536,0.006213558449720343,3.0493822936865537e+35,33.0810432434082
61.0,-2.612313106603262e+18,2.6123131065941135e+18,178.55061195143682,0.0026188047514075323,1.0754570431112577e+35,33.0810432434082
62.0,-7.988680918420054e+18,7.988680918410983e+18,177.4586014948035,0.019534823307324024,8.751090174423807e+35,33.0810432434082
63.0,-2.3828072932157737e+18,2.38280729320633e+18,183.5217283608713,0.00877896048838184,1.9019885991045667e+35,33.0810432434082
64.0,-6.687375424756439e+18,6.687375424747175e+18,181.5092123003243,-0.016593869420744124,5.608456057574184e+35,33.0810432434082
65.0,-2.817570865771296e+18,2.8175708657613624e+18,193.0610567498775,0.0076396774855397994,1.2421249279367367e+35,33.0810432434082
66.0,-5.462624794211501e+18,5.46262479420203e+18,185.5078428627631,-0.010450692758673713,5.2445223325061566e+35,33.0810432434082
67.0,-3.567207138490445e+18,3.56720713848093e+18,185.6643961789511,-0.007103390415154752,2.260473778088192e+35,33.0810432434082
68.0,-6.36431454699714e+18,6.364314546987864e+18,182.11608839945868,0.012095163398910137,7.383085587633944e+35,33.0810432434082
69.0,-3.8569096518454144e+18,3.856909651835915e+18,185.2776886877801,0.003794961342854159,3.836455748425559e+35,33.0810432434082
70.0,-2.937898297787682e+18,2.937898297778275e+18,182.86535682105725,0.011813995827521597,1.2756619669201611e+35,33.0810432434082
71.0,-4.038132107771998e+18,4.038132107762302e+18,188.05514993147654,0.015641457822528623,2.186766909499486e+35,33.0810432434082
72.0,-4.1687474275802926e+18,4.16874742757072e+18,186.92800262035766,-0.0020379702604952313,3.0454326436332328e+35,33.0810432434082
73.0,-3.320994426415109e+18,3.32099442640541e+18,189.6697702726702,0.026557329953426405,2.193524295986195e+35,33.0810432434082
74.0,-3.341860626347446e+18,3.341860626337724e+18,188.7921092281837,0.0023600258642718906,1.7265399017555844e+35,33.0810432434082
75.0,-8.285931908159908e+18,8.285931908150284e+18,187.51906967116497,-0.012274981875504767,9.318090735527217e+35,33.0810432434082
76.0,-7.542211041040005e+18,7.542211041030439e+18,186.7856461539618,0.016296243915955227,6.734957003332932e+35,33.0810432434082
77.0,-2.579306932176875e+18,2.579306932167432e+18,183.95677240368067,-0.011586260227929978,1.1204646841037233e+35,33.0810432434082
78.0,-4.152501990491522e+18,4.1525019904821576e+18,182.64517085892942,0.0007099095244138013,3.218471791499435e+35,33.0810432434082
79.0,-6.381428423384682e+18,6.381428423375321e+18,182.30084224022056,-0.0008215109063755898,5.7074909966231396e+35,33.0810432434082
80.0,-3.6575619952204687e+18,3.6575619952111565e+18,181.57833019285198,-0.021864299263272966,2.2062609588004435e+35,33.0810432434082
81.0,-4.1561891013375e+18,4.1561891013278223e+18,187.37030097269826,-0.01282532544185718,2.0849668215124754e+35,33.0810432434082
82.0,-2.1391497106253036e+18,2.1391497106157146e+18,187.58571432356354,-0.002112676433864094,8.035988016528643e+34,33.0810432434082
83.0,-2.8770605890767964e+18,2.877060589067211e+18,187.62975911541915,0.003382372492480846,1.293883275918843e+35,33.0810432434082
84.0,-1.169291495282265e+18,1.1692914952727672e+18,185.91882772595972,-0.004447586191374631,2.1351554853256386e+34,33.0810432434082
85.0,-4.634903118515022e+18,4.634903118505972e+18,176.68245667348094,0.007323071360588074,5.173064799789842e+35,33.0810432434082
86.0,-1.0707100973195732e+18,1.0707100973103612e+18,179.5042835337626,0.003586078550489176,3.8285805080151714e+34,33.0810432434082
87.0,-5.042151457475027e+18,5.042151457465429e+18,187.4701584090475,0.013185092558463415,3.0221901637689017e+35,33.0810432434082
88.0,-7.901799625727365e+18,7.901799625717608e+18,189.92130641494506,0.01042079415527128,1.3404340346364728e+36,33.0810432434082
89.0,-5.115045439156366e+18,5.115045439147443e+18,173.53699170957753,-0.0037989412390050433,2.8555531171351052e+35,33.0810432434082
90.0,-3.3096300873279473e+18,3.3096300873183703e+18,186.9897718612199,0.018069344617071607,1.677788989462233e+35,33.0810432434082
91.0,-9.023761957333302e+18,9.023761957324112e+18,180.2799909264332,-0.030471145618884338,1.397468204514767e+36,33.0810432434082
92.0,-6.378058035019681e+18,6.378058035010415e+18,181.036656135219,-0.014003839831621874,7.645525027737409e+35,33.0810432434082
93.0,-3.272950412593222e+18,3.2729504125840635e+18,179.68124814691103,0.0075766656636482195,2.7376413022075095e+35,33.0810432434082
94.0,-1.2257405994753267e+18,1.2257405994657006e+18,187.39096195912072,-0.02280110036510797,3.4570188396287044e+34,33.0810432434082
95.0,-3.301000832906889e+18,3.3010008328974725e+18,183.2727533964619,-0.005663714061180751,1.416693915692727e+35,33.0810432434082
96.0,-1.8562610683582175e+18,1.8562610683486538e+18,186.21592697064767,-0.0055406723127123855,5.321180879890562e+34,33.0810432434082
97.0,-2.373328213458219e+18,2.3733282134489165e+18,181.87394052073654,0.024284060068783305,1.6816018595206135e+35,33.0810432434082
98.0,-9408044.366676698,869.8545488746962,183.03452031680968,-0.037738896595935024,562018166686.4762,33.07705506824312
99.0,-1.4382332126509071e+18,1.4382332126412803e+18,187.94120528947764,0.0021866473058859506,6.458196641639234e+34,33.082880746750604
