epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.0016998791106743738,0.0028649921326480885,0.0014010255981702358,-3.506232072444012e-05,0.0,0.0022515319869853556,0.19410941399758508,0.5382817171498507,0.3345981507839668,0.35867174784539885,0.03,0.015,0,10,10,0,0,2,12,0.28958332538604736,0.28958332538604736,0.55,0.05
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.0012259369829431914,0.0025927165726898236,-0.0003198461308784317,-0.0017431393614970147,0.0,0.0008710464074586829,0.31113268380996123,0.5791877792087954,0.601704893352513,0.5582617105843587,0.03,0.015,1,8,8,0,0,12,20,0.3075000047683716,0.3075000047683716,0.55,0.05
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.0014074175507465209,0.0018283347323487856,-0.0006557942913125523,-0.0009021794065024311,0.0,0.0008388561016710645,0.3250217446277894,0.7484133246922953,0.6255094569518356,0.681775962590844,0.03,0.015,1,8,7,0,0,11,19,0.3020833432674408,0.3020833432674408,0.55,0.05
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,2.8948690490843937e-05,0.0028817874028845836,0.0005792271362484566,-0.0019295334927846852,0.0,0.000701466591895691,0.34214933884509763,0.7204831826342558,0.6267361356761265,0.6055505400044823,0.03,0.015,0,9,9,0,0,7,16,0.3016666769981384,0.3016666769981384,0.55,0.05
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.0027161894340679282,0.0008915020863848137,-0.0022074713833717396,-4.306991892614557e-05,0.0,0.0006992165290284902,0.251793623699698,0.6106531696271084,0.4655177547138767,0.550591500063597,0.03,0.015,1,8,7,0,0,16,24,0.2995833456516266,0.2995833456516266,0.55,0.05
