epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.28958332538604736,0.28958332538604736,6.949999809265137,2.2732136249542236,0.49801138043403625,0.19410941399758508,0.5382817171498507,0.3345981507839668,0.35867174784539885
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.3075000047683716,0.3075000047683716,7.380000114440918,2.50111985206604,0.5002152323722839,0.31113268380996123,0.5791877792087954,0.601704893352513,0.5582617105843587
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.3020833432674408,0.3020833432674408,7.25,2.1277923583984375,0.4986668527126312,0.3250217446277894,0.7484133246922953,0.6255094569518356,0.681775962590844
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.3016666769981384,0.3016666769981384,7.239999771118164,2.490461826324463,0.4978450536727905,0.34214933884509763,0.7204831826342558,0.6267361356761265,0.6055505400044823
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.2995833456516266,0.2995833456516266,7.190000057220459,2.175752639770508,0.4977807104587555,0.251793623699698,0.6106531696271084,0.4655177547138767,0.550591500063597
