epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,1.0014777183532715,0.1295749545097351,1.9791628122329712,1.0012749433517456,0.2220420092344284,2.48771595954895,0.006572238635271788,0.022385265678167343,0.10333333164453506,0.2633093595504761,0.0016998791106743738,0.0028649921326480885,0.03,0.015,0,10,10,0,0,2,12,0.28958332538604736,0.28958332538604736,0.55,0.05
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,1.0078632831573486,0.2458115816116333,3.746350049972534,1.0072506666183472,0.34568318724632263,3.193871259689331,0.018924787640571594,0.05213775858283043,0.2541666626930237,0.5311653017997742,0.0012259369829431914,0.0025927165726898236,0.03,0.015,1,8,8,0,0,12,20,0.3075000047683716,0.3075000047683716,0.55,0.05
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,1.0020333528518677,0.21401304006576538,4.8251800537109375,1.0321753025054932,0.4098208248615265,4.480429649353027,0.018124142661690712,0.0338129848241806,0.19208332896232605,0.4496551752090454,0.0014074175507465209,0.0018283347323487856,0.03,0.015,1,8,7,0,0,11,19,0.3020833432674408,0.3020833432674408,0.55,0.05
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,1.0061228275299072,0.1428111344575882,3.122220754623413,1.0146479606628418,0.4497948884963989,6.976230144500732,0.002820640103891492,0.05247686058282852,0.09083333611488342,0.46823203563690186,2.8948690490843937e-05,0.0028817874028845836,0.03,0.015,0,9,9,0,0,7,16,0.3016666769981384,0.3016666769981384,0.55,0.05
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_confident_mask,hierarchical_actor_separate_theta_route_backbones,0.9970197677612305,0.23282216489315033,4.097506046295166,1.0288408994674683,0.4066522717475891,4.4178996086120605,0.028575586155056953,0.04209955036640167,0.25583332777023315,0.5660640001296997,0.0027161894340679282,0.0008915020863848137,0.03,0.015,1,8,7,0,0,16,24,0.2995833456516266,0.2995833456516266,0.55,0.05
