block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.07000000029802322,-0.00683240033686161,0.05667247623205185,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.3100000023841858,-0.0075078196823596954,0.10946676135063171,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.05000000074505806,-0.0017144983867183328,0.05036883428692818,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.23999999463558197,-0.00894910003989935,0.08483757823705673,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.23000000417232513,-0.014101676642894745,0.0841255933046341,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.25,0.005355257540941238,0.09958544373512268,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.1599999964237213,0.008604498580098152,0.08289516717195511,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.23000000417232513,-0.024175291880965233,0.09612460434436798,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.07999999821186066,-0.008476490154862404,0.06488137692213058,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.20000000298023224,0.00034636020427569747,0.08362199366092682,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.33000001311302185,-0.012971720658242702,0.10656585544347763,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_coupled_stop,1.0,0.0,1.0,1.0,0.47999998927116394,0.0007949679857119918,0.1404648870229721,0
