sample_id,block_id,sensor_id,task_id,A_theta,A_route,local_score,bs1_score,bs2_score,best_offload_score,theta_true_gap,route_true_gap,offload_active_mask,theta_sign_match,route_sign_match,actual_theta_decision,actual_route_decision,theta_decision_match,route_decision_match,route_true_gap_bucket,A_route_bucket
60,12,4,0,-0.501213550567627,-0.4566047191619873,-1.1112414598464966,-1.2235552072525024,-1.2821407318115234,-1.2235552072525024,-0.11231374740600586,0.058585524559020996,1,1,False,1,0,0,True,"(0.0337, 0.198]","(-2.8369999999999997, -0.294]"
60,13,4,1,0.11997673660516739,-0.05967244505882263,-0.349967360496521,-0.4951642155647278,-0.5362498760223389,-0.4951642155647278,-0.1451968550682068,0.041085660457611084,1,0,False,1,0,0,True,"(0.0337, 0.198]","(-0.0671, 0.0733]"
60,14,4,2,-0.23622570931911469,0.5186235904693604,-0.3646899461746216,-0.45317143201828003,-0.46078068017959595,-0.45317143201828003,-0.08848148584365845,0.007609248161315918,1,1,True,1,1,0,False,"(0.00342, 0.0337]","(0.333, 2.732]"
60,15,5,0,0.10287420451641083,0.4860517382621765,-0.9359400868415833,-1.0624661445617676,-1.1210517883300781,-1.0624661445617676,-0.12652605772018433,0.05858564376831055,1,0,True,1,0,0,True,"(0.0337, 0.198]","(0.333, 2.732]"
60,18,6,0,-0.6917668581008911,0.0005176067352294922,-0.061654575169086456,-0.16209469735622406,-0.22068023681640625,-0.16209469735622406,-0.1004401221871376,0.05858553946018219,1,1,True,1,0,0,True,"(0.0337, 0.198]","(-0.0671, 0.0733]"
60,19,6,1,0.13220053911209106,0.06639861315488815,-0.3707130551338196,-0.48228520154953003,-0.5233708620071411,-0.48228520154953003,-0.11157214641571045,0.041085660457611084,1,0,True,1,0,0,True,"(0.0337, 0.198]","(-0.0671, 0.0733]"
60,21,7,0,-0.1216576099395752,0.22919173538684845,-1.0306154489517212,-1.2184351682662964,-1.2770206928253174,-1.2184351682662964,-0.1878197193145752,0.058585524559020996,1,1,True,1,1,0,False,"(0.0337, 0.198]","(0.0733, 0.333]"
61,3,1,0,-0.4089852571487427,1.342862844467163,-0.4042772948741913,-0.5797432661056519,-0.6009418368339539,-0.5797432661056519,-0.17546597123146057,0.021198570728302002,1,1,True,1,0,0,True,"(0.00342, 0.0337]","(0.333, 2.732]"
61,4,1,1,0.4775439500808716,-0.637934148311615,-0.3965758979320526,-0.47989344596862793,-0.49049049615859985,-0.47989344596862793,-0.08331754803657532,0.010597050189971924,1,0,False,1,1,0,False,"(0.00342, 0.0337]","(-2.8369999999999997, -0.294]"
61,6,2,0,0.5714131593704224,1.8429995775222778,-0.05278286337852478,-0.23095372319221497,-0.2521522641181946,-0.23095372319221497,-0.17817085981369019,0.021198540925979614,1,0,True,1,1,0,False,"(0.00342, 0.0337]","(0.333, 2.732]"
61,7,2,1,-1.3767527341842651,-0.13053709268569946,-0.5422705411911011,-0.685570478439331,-0.696167528629303,-0.685570478439331,-0.14329993724822998,0.010597050189971924,1,1,False,1,1,0,False,"(0.00342, 0.0337]","(-0.294, -0.0671]"
61,8,2,2,1.6759326457977295,-1.5010061264038086,-0.5664871335029602,-0.7244595885276794,-0.7173379063606262,-0.7173379063606262,-0.15085077285766602,-0.007121682167053223,1,0,True,1,1,0,True,"(-0.0136, 0.00342]","(-2.8369999999999997, -0.294]"
61,11,3,2,0.7079266905784607,1.3216955661773682,-0.6197667121887207,-0.8368946313858032,-0.82977294921875,-0.82977294921875,-0.2100062370300293,-0.007121682167053223,1,0,False,1,0,0,False,"(-0.0136, 0.00342]","(0.333, 2.732]"
61,14,4,2,0.7917826175689697,0.8093512058258057,-0.28765690326690674,-0.446169376373291,-0.43904775381088257,-0.43904775381088257,-0.15139085054397583,-0.007121622562408447,1,0,False,1,0,0,False,"(-0.0136, 0.00342]","(0.333, 2.732]"
