mode,epoch,update_epoch,minibatch_id,route_step_index_within_epoch,offload_active_count,offload_active_fraction,route_logprob_active_fraction,route_effective_advantage_mean,route_effective_advantage_std,route_loss,route_old_logprob_mean,route_new_logprob_mean,route_ratio_mean,route_approx_kl_precheck,route_clip_fraction_precheck,bare_route_head_grad_norm,bare_route_backbone_grad_norm,route_step_blocked_by_trust_region,route_step_blocked_by_coupled_stop,route_step_blocked_by_other_guard,optimizer_step_executed,route_param_delta_norm,counted_into_route_update_count,counted_route_head_grad_norm,counted_route_backbone_grad_norm,theta_step_happened_before_this_route_step,theta_param_delta_norm_before_route_step
hierarchical_actor_true_conditional_route_candidate_score_credit,0,7,30,32,405,0.52734375,0.52734375,-0.08028320223093033,0.9749674201011658,0.06556043028831482,-0.67170649766922,-0.6924688816070557,0.9889383912086487,0.020762307569384575,0.12839506566524506,0.07798319916531456,0.05975386556112158,0.0,0.0,0.0,1.0,0.03376330828846422,1.0,0.07798319916531456,0.05975386556112158,1.0,0.029744890883385902
hierarchical_actor_true_conditional_route_candidate_score_credit,0,7,31,33,48,0.5,0.5,0.07858157902956009,0.9769995212554932,-0.09410961717367172,-0.673508882522583,-0.6738794445991516,1.0085769891738892,0.0003705552371684462,0.0625,0.18952588119959274,0.15168085129965833,0.0,0.0,0.0,1.0,0.04106680128221813,1.0,0.18952588119959274,0.15168085129965833,1.0,0.03772236586891561
hierarchical_actor_true_conditional_route_candidate_score_credit,0,8,32,34,401,0.5221354365348816,0.5221354365348816,-0.05196511000394821,0.9600958228111267,0.011289008893072605,-0.6712594628334045,-0.6932923793792725,0.9889343976974487,0.022032933309674263,0.1795511245727539,0.09302657878769639,0.06307189160595883,0.0,0.0,0.0,1.0,0.03995102479938773,1.0,0.09302657878769639,0.06307189160595883,1.0,0.036548644221166854
hierarchical_actor_true_conditional_route_candidate_score_credit,0,8,33,35,400,0.5208333134651184,0.5208333134651184,-0.05158839374780655,0.977043092250824,0.022253727540373802,-0.6731090545654297,-0.6995656490325928,0.9833300709724426,0.026456525549292564,0.12250000238418579,0.06764618176569694,0.05092535926051859,0.0,0.0,0.0,1.0,0.03832447105735322,1.0,0.06764618176569694,0.05092535926051859,1.0,0.03363469315483778
hierarchical_actor_true_conditional_route_candidate_score_credit,0,8,34,36,375,0.48828125,0.48828125,0.02572680078446865,0.9806053638458252,-0.03887046128511429,-0.674389660358429,-0.6946218013763428,0.989972710609436,0.020232103765010834,0.14133332669734955,0.12350961181579592,0.09191352793542627,0.0,0.0,0.0,1.0,0.03721624769449508,1.0,0.12350961181579592,0.09191352793542627,1.0,0.031604924027510806
hierarchical_actor_true_conditional_route_candidate_score_credit,0,8,35,37,49,0.5104166865348816,0.5104166865348816,0.08745532482862473,0.9824728965759277,-0.06996434926986694,-0.6796143054962158,-0.6714655160903931,1.015272617340088,-0.008148875087499619,0.020408162847161293,0.2849793980983367,0.24295646469665458,0.0,0.0,0.0,1.0,0.05429383642162633,1.0,0.2849793980983367,0.24295646469665458,1.0,0.03907052195576531
hierarchical_actor_true_conditional_route_candidate_score_credit,0,9,36,38,402,0.5234375,0.5234375,-0.048725444823503494,0.9819723963737488,0.01703002117574215,-0.6777598857879639,-0.696575939655304,0.9896038174629211,0.018816092982888222,0.049751244485378265,0.08379948066610324,0.051860168019216904,0.0,0.0,0.0,1.0,0.04661246158528994,1.0,0.08379948066610324,0.051860168019216904,1.0,0.035805290858711085
hierarchical_actor_true_conditional_route_candidate_score_credit,0,9,37,39,392,0.5104166865348816,0.5104166865348816,-0.023041710257530212,0.9536820650100708,-0.001373101957142353,-0.6640996932983398,-0.6870300769805908,0.9842230081558228,0.022930288687348366,0.030612245202064514,0.07210302717871213,0.0639047790507128,0.0,0.0,0.0,1.0,0.04049913953721444,1.0,0.07210302717871213,0.0639047790507128,1.0,0.03188891242499952
hierarchical_actor_true_conditional_route_candidate_score_credit,0,9,38,40,383,0.4986979067325592,0.4986979067325592,0.008329453878104687,0.9847012162208557,-0.04260577633976936,-0.6784611344337463,-0.6918330788612366,0.9940920472145081,0.013371898792684078,0.044386424124240875,0.10364167005013049,0.0800681001079189,0.0,0.0,0.0,1.0,0.03886870836163267,1.0,0.10364167005013049,0.0800681001079189,1.0,0.03129819168777751
hierarchical_actor_true_conditional_route_candidate_score_credit,0,9,39,41,48,0.5,0.5,-0.04397296532988548,0.9717539548873901,0.017779069021344185,-0.6662229895591736,-0.6799127459526062,0.9930972456932068,0.013689766637980938,0.02083333395421505,0.27163803285842375,0.21278044552023323,0.0,0.0,0.0,1.0,0.05660425866731073,1.0,0.27163803285842375,0.21278044552023323,1.0,0.037708247727438075
hierarchical_actor_true_conditional_route_candidate_score_credit,1,0,0,2,392,0.5104166865348816,0.5104166865348816,0.014836720190942287,0.9566582441329956,-0.015510888770222664,-0.6503511667251587,-0.650343120098114,1.000008225440979,-8.016140782274306e-06,0.0,0.12166354061414558,0.14774266187894328,0.0,0.0,0.0,1.0,0.06733419713098297,1.0,0.12166354061414558,0.14774266187894328,1.0,0.054807873220814936
hierarchical_actor_true_conditional_route_candidate_score_credit,1,0,1,3,389,0.5065104365348816,0.5065104365348816,-0.029163260012865067,0.944301962852478,0.028868600726127625,-0.6536847352981567,-0.6539150476455688,0.9998047351837158,0.00023028613941278309,0.0,0.12657133964350709,0.14768799053818255,0.0,0.0,0.0,1.0,0.06675035348919948,1.0,0.12657133964350709,0.14768799053818255,1.0,0.05716342723502535
hierarchical_actor_true_conditional_route_candidate_score_credit,1,0,2,4,386,0.5026041865348816,0.5026041865348816,0.08635790646076202,0.9612026214599609,-0.09092854708433151,-0.6589266061782837,-0.6588774919509888,1.0001606941223145,-4.9158545152749866e-05,0.0,0.18446678023806568,0.16753531194956167,0.0,0.0,0.0,1.0,0.06977446384951036,1.0,0.18446678023806568,0.16753531194956167,1.0,0.05613745691704005
hierarchical_actor_true_conditional_route_candidate_score_credit,1,0,3,5,55,0.5729166865348816,0.5729166865348816,-0.04565109685063362,0.9586719274520874,0.03232831135392189,-0.6533326506614685,-0.648605227470398,1.005387306213379,-0.0047274501994252205,0.0,0.26926899726345505,0.4776201899929022,0.0,0.0,0.0,1.0,0.0828146781595204,1.0,0.26926899726345505,0.4776201899929022,1.0,0.0696542132603746
hierarchical_actor_true_conditional_route_candidate_score_credit,1,1,4,6,393,0.51171875,0.51171875,0.08128923922777176,0.9610587954521179,-0.10916385799646378,-0.6581206321716309,-0.6592822670936584,1.000163197517395,0.0011616344563663006,0.0025445292703807354,0.16066478620384295,0.16964073775176042,0.0,0.0,0.0,1.0,0.08556485142758856,1.0,0.16066478620384295,0.16964073775176042,1.0,0.06933142084321775
hierarchical_actor_true_conditional_route_candidate_score_credit,1,1,5,7,390,0.5078125,0.5078125,-0.03891770914196968,0.9425698518753052,0.010908998548984528,-0.6524478793144226,-0.6567473411560059,0.9979573488235474,0.004299437161535025,0.01794871874153614,0.11746931141599483,0.14098923869288912,0.0,0.0,0.0,1.0,0.08080374606355545,1.0,0.11746931141599483,0.14098923869288912,1.0,0.06637589714915115
hierarchical_actor_true_conditional_route_candidate_score_credit,1,1,6,8,393,0.51171875,0.51171875,0.012609850615262985,0.960312008857727,-0.03602144867181778,-0.6540154814720154,-0.6578046679496765,0.9986246228218079,0.0037891853135079145,0.01272264588624239,0.11454769849152098,0.1425784102350944,0.0,0.0,0.0,1.0,0.07487481584008593,1.0,0.11454769849152098,0.1425784102350944,1.0,0.061650233623900035
hierarchical_actor_true_conditional_route_candidate_score_credit,1,1,7,9,46,0.4791666567325592,0.4791666567325592,0.07761719077825546,0.9416389465332031,-0.12583224475383759,-0.6386041045188904,-0.6208174824714661,1.021421194076538,-0.01778654381632805,0.0,0.3487663224115836,0.39571827343177324,0.0,0.0,0.0,1.0,0.08321588953929628,1.0,0.3487663224115836,0.39571827343177324,1.0,0.06731941385545662
hierarchical_actor_true_conditional_route_candidate_score_credit,1,2,8,10,389,0.5065104365348816,0.5065104365348816,0.0890377089381218,0.9565973877906799,-0.12818418443202972,-0.6545147895812988,-0.6533610820770264,1.0067789554595947,-0.001153688644990325,0.07197943329811096,0.10237344103307082,0.13056298571534292,0.0,0.0,0.0,1.0,0.07716435421659779,1.0,0.10237344103307082,0.13056298571534292,1.0,0.06430659601083916
hierarchical_actor_true_conditional_route_candidate_score_credit,1,2,9,11,401,0.5221354365348816,0.5221354365348816,-0.05068803206086159,0.9632145762443542,-0.0011961935088038445,-0.6580753326416016,-0.6790329813957214,0.9864325523376465,0.02095770463347435,0.08977556228637695,0.1257579747102847,0.1364159117965718,0.0,0.0,0.0,1.0,0.07227756265992953,1.0,0.1257579747102847,0.1364159117965718,1.0,0.060587118731416305
hierarchical_actor_true_conditional_route_candidate_score_credit,1,2,10,12,387,0.50390625,0.50390625,-0.008863208815455437,0.9390221834182739,-0.04494258388876915,-0.6483591198921204,-0.6664859056472778,0.9916444420814514,0.018126768991351128,0.16020672023296356,0.1243763783336077,0.1240341626412143,0.0,0.0,0.0,1.0,0.0647762949337988,1.0,0.1243763783336077,0.1240341626412143,1.0,0.05712294193110006
hierarchical_actor_true_conditional_route_candidate_score_credit,1,2,11,13,45,0.46875,0.46875,0.3203362226486206,0.921438992023468,-0.42526695132255554,-0.6686786413192749,-0.6250191330909729,1.063791036605835,-0.043659500777721405,0.2666666805744171,0.23672995677270584,0.26662976369818964,0.0,0.0,0.0,1.0,0.07195023669110563,1.0,0.23672995677270584,0.26662976369818964,1.0,0.06702910725145778
hierarchical_actor_true_conditional_route_candidate_score_credit,1,3,12,14,400,0.5208333134651184,0.5208333134651184,0.05965818464756012,0.9676730632781982,-0.140318363904953,-0.6630306243896484,-0.672990620136261,1.0051295757293701,0.00995989702641964,0.26750001311302185,0.1093890837133958,0.12471717097465204,0.0,0.0,0.0,1.0,0.06770218137136806,1.0,0.1093890837133958,0.12471717097465204,1.0,0.06312159802672576
hierarchical_actor_true_conditional_route_candidate_score_credit,1,3,13,15,391,0.5091145634651184,0.5091145634651184,0.0555996336042881,0.961932361125946,-0.11969602853059769,-0.6572118401527405,-0.6708651185035706,0.9982855319976807,0.013653259724378586,0.19181585311889648,0.09894921347057214,0.12792744878087092,0.0,0.0,0.0,1.0,0.06288509930921127,1.0,0.09894921347057214,0.12792744878087092,1.0,0.058178770646073345
hierarchical_actor_true_conditional_route_candidate_score_credit,1,3,14,16,381,0.49609375,0.49609375,-0.021434564143419266,0.9337242245674133,-0.027187490835785866,-0.6436653137207031,-0.6641836762428284,0.9920712113380432,0.02051839977502823,0.19947506487369537,0.0995701060093403,0.12489569521878431,0.0,0.0,0.0,1.0,0.05721272290980715,1.0,0.0995701060093403,0.12489569521878431,1.0,0.05469424105575053
hierarchical_actor_true_conditional_route_candidate_score_credit,1,3,15,17,50,0.5208333134651184,0.5208333134651184,-0.2428266853094101,0.9158234596252441,0.18775072693824768,-0.6416282057762146,-0.7058947086334229,0.9460378289222717,0.06426645815372467,0.18000000715255737,0.2701581919009542,0.3964902169156975,0.0,0.0,0.0,1.0,0.06808643794298783,1.0,0.2701581919009542,0.3964902169156975,1.0,0.0622521825957205
hierarchical_actor_true_conditional_route_candidate_score_credit,1,4,16,18,387,0.50390625,0.50390625,-0.03673908859491348,0.9649582505226135,-0.041695136576890945,-0.6593134999275208,-0.7059572339057922,0.9696967005729675,0.04664367437362671,0.2971576154232025,0.09213938052298497,0.1249982014086606,0.0,0.0,0.0,1.0,0.06473619223117305,1.0,0.09213938052298497,0.1249982014086606,1.0,0.058271856139867094
hierarchical_actor_true_conditional_route_candidate_score_credit,1,4,17,19,386,0.5026041865348816,0.5026041865348816,0.04000101238489151,0.960433304309845,-0.11556737124919891,-0.6548589468002319,-0.6649783253669739,1.0060193538665771,0.010119366459548473,0.2849740982055664,0.10682017310982365,0.12201558595649421,0.0,0.0,0.0,1.0,0.05963911959331192,1.0,0.10682017310982365,0.12201558595649421,1.0,0.053232897031082076
hierarchical_actor_true_conditional_route_candidate_score_credit,1,4,18,20,394,0.5130208134651184,0.5130208134651184,0.05082198232412338,0.9423004388809204,-0.12726210057735443,-0.6524267792701721,-0.6537521481513977,1.0140888690948486,0.0013253171928226948,0.27157360315322876,0.1007103185922378,0.125607509593844,0.0,0.0,0.0,1.0,0.054224985109421045,1.0,0.1007103185922378,0.125607509593844,1.0,0.04867460779237107
hierarchical_actor_true_conditional_route_candidate_score_credit,1,4,19,21,55,0.5729166865348816,0.5729166865348816,0.07361099869012833,0.9293796420097351,-0.16150587797164917,-0.6275262236595154,-0.653905987739563,0.9895418286323547,0.0263796616345644,0.23636363446712494,0.3137989837394878,0.27695642847457885,0.0,0.0,0.0,1.0,0.05971175052500073,1.0,0.3137989837394878,0.27695642847457885,1.0,0.055853926373945546
hierarchical_actor_true_conditional_route_candidate_score_credit,1,5,20,22,400,0.5208333134651184,0.5208333134651184,0.018315402790904045,0.9577670693397522,-0.10309769213199615,-0.6515982747077942,-0.6599687337875366,1.0087722539901733,0.008370466530323029,0.30000001192092896,0.11066216465319902,0.13022421611288582,0.0,0.0,0.0,1.0,0.05581305173773637,1.0,0.11066216465319902,0.13022421611288582,1.0,0.05121976837549474
hierarchical_actor_true_conditional_route_candidate_score_credit,1,5,21,23,381,0.49609375,0.49609375,0.0008274113642983139,0.9580882787704468,-0.09183833748102188,-0.6669759154319763,-0.6980270147323608,0.9889046549797058,0.03105119988322258,0.33595800399780273,0.09579579217426838,0.12249987329562513,0.0,0.0,0.0,1.0,0.05014871676529534,1.0,0.09579579217426838,0.12249987329562513,1.0,0.04743906222906704
