epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_normalized_avg_queue_len,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-496.6485805740796,483.8365237583852,12.812056815694653,479.01738905017993,327.7611880482069,11.92939246147776,0.4276191656212345,138.8991893748742,96.38269416410051,1.4610164044600609,37.85550090189453,57.06617685774584,0.06406028407847326,0.06406028407847326,0.48657951368050156,100.0,-0.0852154739201069,4976.143420410156,15.080229449272156
1.0,-490.63961320654005,477.936421644038,12.703191562501921,473.22333944773635,329.99625980481375,11.460981099385098,0.3907010901560919,131.3753974533814,94.26164392603734,1.4161244662103316,37.95505316557321,54.89046629425377,0.0635159578125096,0.0635159578125096,0.4814872359644079,100.0,-0.1474371670745313,4654.612359619141,15.090645813941956
2.0,-455.5811405984737,443.4310174320705,12.150123166403208,438.88030551198494,301.61154444913996,11.021189718804818,0.39159649870367313,125.85597484533655,91.01423840171131,1.3553054922274683,36.09883285505715,53.560100054426705,0.06075061583201604,0.06075061583201604,0.48872284779599057,100.0,-0.04954602709040046,3966.8124572753904,15.082914233207703
3.0,-461.98129674266437,449.1362929950578,12.845003747606915,444.45972774273235,295.97737579466406,11.71890332756204,0.44823725566288086,136.31521136484307,93.53130504651058,1.450748167937314,36.60230317295402,55.478253705619274,0.06422501873803457,0.06422501873803457,0.48605469662399914,100.0,-0.08643525056540965,3904.5068603515624,15.080591893196106
4.0,-443.7170885115486,431.38775543295003,12.32933307859852,426.80345614288467,295.46982895061063,10.81048118397705,0.3963430370159028,120.12680297128121,91.68598580130501,1.3882695234950746,36.59447081514809,53.70324546266186,0.0616466653929926,0.0616466653929926,0.4879657134047995,100.0,-0.07726215985603631,3629.7803649902344,15.051071047782898
5.0,-479.4835722402803,466.53105731583935,12.952514924440774,461.6133067481027,312.9867329964205,11.792002306119208,0.4391092315243838,136.39546221403864,98.35501135473271,1.467020510280109,38.44097791567131,58.44701292878127,0.06476257462220386,0.06476257462220386,0.49082891975408777,100.0,-0.07969730580225587,4198.425769042969,15.058402180671692
6.0,-406.42561929896857,394.5398228837014,11.885796415266938,390.24876388846775,260.8163236340004,10.670512835953831,0.4119911433532891,118.34993627516026,85.82117990467658,1.3583244565070531,33.54368579031981,50.91916965784971,0.059428982076334694,0.059428982076334694,0.4963081476859358,100.0,-0.09320003408938646,2625.093957519531,15.11777913570404
7.0,-439.87868465558086,428.16060991014353,11.71807474543742,423.80639080208175,291.5049278715581,10.600559669363353,0.3981297223985592,121.30277353876158,87.08438216123515,1.3353480233245263,34.641000868601836,51.10803326930876,0.058590373727187096,0.058590373727187096,0.48934669671891384,100.0,-0.10988155333325267,3300.8301391601562,15.12426860332489
8.0,-451.09017194489985,438.64767266385127,12.442499281048681,434.16356999217817,296.4001648101838,11.439407779951393,0.434139069092362,125.88985833295058,89.68205343346419,1.4144311694755844,35.710727127772884,52.55689513621572,0.06221249640524341,0.06221249640524341,0.4870467827661733,100.0,-0.07353910161182284,3525.686395263672,15.112377333641053
9.0,-414.5752719783042,402.83774321639095,11.737528761913419,398.4740828835897,278.99288286224544,10.211309017595834,0.3606255493730659,108.90926545437532,87.2732066560242,1.3360543082343361,35.27512058483286,50.66203176295704,0.05868764380956709,0.05868764380956709,0.48144176218906054,100.0,-0.09186478920746595,2692.3167938232423,15.15872814655304
