epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,conditional_policy_consistency_score
0,0.4970833361148834,0.4970833361148834,0.49125000834465027,0.49125000834465027,0.4970833361148834,1193.0,0,1.0,0.0,1.0,1.0,-0.03212945535778999,0.9879896640777588,-1.9025522135507345e-07,0.995085597038269,-0.003066684352234006,-0.03519614413380623,1.0041003227233887,0.9883638024330139,0.008929979987442493,0.020342916250228882,0.1795833259820938,0.09639564156532288,-0.04844805225729942,0.5021172761917114
1,0.4983333349227905,0.4983333349227905,0.4933333396911621,0.4933333396911621,0.4983333349227905,1196.0,0,1.0,0.0,1.0,1.0,0.014733757823705673,0.9519917368888855,-1.7306478184764273e-05,0.9953331351280212,-0.013490281067788601,0.0012434788513928652,1.005967378616333,1.0009934902191162,0.0028078488539904356,0.03341512009501457,0.13333334028720856,0.5861204266548157,0.02662697434425354,0.5242086052894592
2,0.4845833480358124,0.4845833480358124,0.47583332657814026,0.47583332657814026,0.4845833480358124,1163.0,0,1.0,0.0,1.0,1.0,0.0621669702231884,0.8847239017486572,-2.1320319376627594e-07,0.9938583970069885,0.01952081359922886,0.081687793135643,0.9929745197296143,1.01813805103302,0.01486477255821228,0.03179572895169258,0.11291666328907013,0.680137574672699,0.08061922341585159,0.5562236905097961
3,0.4829166531562805,0.4829166531562805,0.3987500071525574,0.3987500071525574,0.4829166531562805,1159.0,0,1.0,0.0,1.0,1.0,0.19003154337406158,0.7154847383499146,-3.7603896885229915e-07,0.9942793250083923,0.24481801688671112,0.4348495900630951,0.9993054270744324,1.0714269876480103,0.008064240217208862,0.002318908926099539,0.09666666388511658,0.6626402139663696,-0.049044717103242874,0.6292453408241272
4,0.4779166579246521,0.4779166579246521,0.2095833271741867,0.2095833271741867,0.4779166579246521,1147.0,0,1.0,0.0,1.0,1.0,0.17410564422607422,0.3802250325679779,9.35382402644791e-08,0.9956071376800537,0.6724379658699036,0.8465436697006226,0.9899846315383911,1.0523017644882202,0.018719900399446487,-0.023987991735339165,0.1262499988079071,0.21795989573001862,-0.10906962305307388,0.7272670865058899
