sample_id,block_id,sensor_id,task_id,score_local_path,score_bs1_path,score_bs2_path,score_local_reward_aligned,score_bs1_reward_aligned,score_bs2_reward_aligned,best_joint_action_under_path,best_joint_action_under_path_index,best_joint_action_under_reward_aligned,best_joint_action_under_reward_aligned_index,selected_joint_action,selected_joint_action_index,selected_joint_score_path,selected_joint_score_reward_aligned,best_joint_score_path,best_joint_score_reward_aligned,A_theta,A_route,advantage,return,theta_true_gap_path,route_true_gap_path,theta_true_gap_reward_aligned,route_true_gap_reward_aligned,joint_action_match_under_path,joint_action_match_under_reward_aligned,reward_aligned_delay_term_local,reward_aligned_delay_term_bs1,reward_aligned_delay_term_bs2,reward_aligned_energy_term_local,reward_aligned_energy_term_bs1,reward_aligned_energy_term_bs2,reward_aligned_backlog_term_local,reward_aligned_backlog_term_bs1,reward_aligned_backlog_term_bs2,actual_reward,actual_reward_delay_term,actual_reward_energy_term,actual_reward_backlog_term,selected_joint_score_reward_aligned_bucket,selected_joint_score_path_bucket,advantage_bucket,return_bucket
0,0,0,0,-1.0,-1.0,-1.0,-1.0570194721221924,-1.114418387413025,-1.1087415218353271,local,0,local,0,local,0,-1.0,-1.0570194721221924,-1.0,-1.0570194721221924,-0.6549059152603149,-0.21003732085227966,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.051722049713134766,-0.005676865577697754,1,1,0.908384382724762,0.9608697891235352,0.9551929235458374,0.0,0.0,0.0,0.14863507449626923,0.15354859828948975,0.15354859828948975,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-2.255, -1.0]","(-18.052, -12.243]","(-38.889, -36.998]"
0,1,0,1,-0.8770135641098022,-0.8770135641098022,-0.8770135641098022,-1.0920078754425049,-1.0656088590621948,-1.0768412351608276,local,0,bs1,1,local,0,-0.8770135641098022,-1.0920078754425049,-0.8770135641098022,-1.0656088590621948,-0.467016339302063,-0.2153858244419098,-12.75323486328125,-38.663944244384766,0.0,0.0,0.02639901638031006,0.011232376098632812,1,0,0.9428284764289856,0.9140535593032837,0.9252859354019165,0.0,0.0,0.0,0.14917932450771332,0.15155524015426636,0.15155524015426636,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-1.0, -0.738]","(-18.052, -12.243]","(-38.889, -36.998]"
0,2,0,2,-0.8770135641098022,-0.8770135641098022,-0.8770135641098022,-1.1034843921661377,-1.1004464626312256,-1.1178176403045654,local,0,bs1,1,local,0,-0.8770135641098022,-1.1034843921661377,-0.8770135641098022,-1.1004464626312256,0.06522180885076523,-0.3410612940788269,-12.75323486328125,-38.663944244384766,0.0,0.0,0.0030379295349121094,0.017371177673339844,1,0,0.9605636596679688,0.9419274926185608,0.9592987298965454,0.0,0.0,0.0,0.14292077720165253,0.1585189551115036,0.1585189551115036,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-1.0, -0.738]","(-18.052, -12.243]","(-38.889, -36.998]"
0,3,1,0,-1.0,-1.0,-1.0,-1.1375494003295898,-1.1620248556137085,-1.1286897659301758,local,0,bs2,2,local,0,-1.0,-1.1375494003295898,-1.0,-1.1286897659301758,-0.21574881672859192,0.7438888549804688,-12.75323486328125,-38.663944244384766,0.0,0.0,0.008859634399414062,-0.033335089683532715,1,0,0.9913443922996521,1.0055118799209595,0.9721767902374268,0.0,0.0,0.0,0.14620502293109894,0.15651296079158783,0.15651296079158783,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-2.255, -1.0]","(-18.052, -12.243]","(-38.889, -36.998]"
0,4,1,1,-0.523809552192688,-0.523809552192688,-0.523809552192688,-1.0517159700393677,-1.0580366849899292,-1.0597476959228516,local,0,local,0,bs1,1,-0.523809552192688,-1.0580366849899292,-0.523809552192688,-1.0517159700393677,-0.025539159774780273,-0.09530854225158691,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.0063207149505615234,0.0017110109329223633,0,0,0.9014585614204407,0.9077792763710022,0.9094904065132141,0.0,0.0,0.0,0.15025733411312103,0.15025733411312103,0.15025733411312103,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-0.579, -0.398]","(-18.052, -12.243]","(-38.889, -36.998]"
0,5,1,2,-0.0,-0.0,-0.0,-1.0532745122909546,-1.0754406452178955,-1.0815086364746094,local,0,local,0,local,0,-0.0,-1.0532745122909546,-0.0,-1.0532745122909546,-0.49712488055229187,-0.3468901515007019,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.022166132926940918,0.006067991256713867,1,1,0.9046756029129028,0.922764003276825,0.9288319945335388,0.0,0.0,0.0,0.14859892427921295,0.15267658233642578,0.15267658233642578,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-0.398, 0.0]","(-18.052, -12.243]","(-38.889, -36.998]"
0,6,2,0,-0.0,-0.0,-0.0,-1.0593304634094238,-1.1106634140014648,-1.1012471914291382,local,0,local,0,local,0,-0.0,-1.0593304634094238,-0.0,-1.0593304634094238,-0.14313995838165283,0.4123387336730957,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.041916728019714355,-0.00941622257232666,1,1,0.9117360711097717,0.9577234387397766,0.9483073353767395,0.0,0.0,0.0,0.14759433269500732,0.15293991565704346,0.15293991565704346,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-0.398, 0.0]","(-18.052, -12.243]","(-38.889, -36.998]"
0,7,2,1,-0.523809552192688,-0.523809552192688,-0.523809552192688,-1.0708752870559692,-1.0650718212127686,-1.0708729028701782,local,0,bs1,1,bs1,1,-0.523809552192688,-1.0650718212127686,-0.523809552192688,-1.0650718212127686,-0.6867306232452393,-0.1036129891872406,-12.75323486328125,-38.663944244384766,0.0,0.0,0.005803465843200684,0.005801081657409668,0,1,0.9216379523277283,0.9138695597648621,0.9196707010269165,0.0,0.0,0.0,0.14923733472824097,0.1512022316455841,0.1512022316455841,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-0.579, -0.398]","(-18.052, -12.243]","(-38.889, -36.998]"
0,8,2,2,-1.0,-1.0,-1.0,-1.0484122037887573,-1.0766440629959106,-1.080833077430725,local,0,local,0,bs2,2,-1.0,-1.080833077430725,-1.0,-1.0484122037887573,-0.08254265785217285,0.015986084938049316,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.02823185920715332,0.004189014434814453,0,0,0.9039056897163391,0.9220876693725586,0.926276683807373,0.0,0.0,0.0,0.1445065438747406,0.15455640852451324,0.15455640852451324,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-2.255, -1.0]","(-18.052, -12.243]","(-38.889, -36.998]"
0,9,3,0,-1.166961908340454,-1.166961908340454,-1.166961908340454,-1.0720093250274658,-1.1160471439361572,-1.1192296743392944,local,0,local,0,local,0,-1.166961908340454,-1.0720093250274658,-1.166961908340454,-1.0720093250274658,-0.09114491939544678,-0.13189876079559326,-12.75323486328125,-38.663944244384766,0.0,0.0,-0.044037818908691406,0.003182530403137207,1,1,0.9255079627037048,0.9618090391159058,0.9649916291236877,0.0,0.0,0.0,0.146501362323761,0.15423808991909027,0.15423808991909027,-1.0572195234574198,0.9069621858611682,0.0,0.1502573375962516,"(-1.454, -1.047]","(-2.255, -1.0]","(-18.052, -12.243]","(-38.889, -36.998]"
