telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
71,1,0,1,0.0317149856817433,76800,0,0.0,203043.875,438249.84375,5643535.0,39190636.0,203043.875,438249.84375,5643535.0,39190636.0,1.0,1.0,0.0,0.0
72,1,0,2,0.03357192660591221,76800,0,0.0,203536.359375,440003.09375,5646111.304999922,39316772.0,203536.359375,440003.09375,5646111.304999922,39316772.0,1.0,1.0,0.0,0.0
73,1,0,3,0.03398476236254997,76800,0,0.0,204335.6875,441963.1875,5637971.864999709,39414680.0,204335.6875,441963.1875,5637971.864999709,39414680.0,1.0,1.0,0.0,0.0
74,1,0,4,0.03478632517302067,76800,0,0.0,204705.96875,444435.59375,5627742.0249995245,39541576.0,204705.96875,444435.59375,5627742.0249995245,39541576.0,1.0,1.0,0.0,0.0
75,1,0,5,0.03477780770257222,76800,0,0.0,205499.96875,446677.3125,5659471.124999557,39594696.0,205499.96875,446677.3125,5659471.124999557,39594696.0,1.0,1.0,0.0,0.0
76,1,0,6,0.04605069303995998,76800,0,0.0,204377.4375,445294.8125,5693840.884999706,39700776.0,204377.4375,445294.8125,5693840.884999706,39700776.0,1.0,1.0,0.0,0.0
77,1,1,7,0.04368581335656243,76800,0,0.0,205490.3125,447892.1875,5726996.174999709,39860044.0,205490.3125,447892.1875,5726996.174999709,39860044.0,1.0,1.0,0.0,0.0
78,1,1,8,0.04065708700005205,76800,0,0.0,206631.390625,450668.1875,5762194.699999714,39935572.0,206631.390625,450668.1875,5762194.699999714,39935572.0,1.0,1.0,0.0,0.0
79,1,1,9,0.03896237465439664,76800,0,0.0,207724.390625,453462.5,5795859.614999722,40058592.0,207724.390625,453462.5,5795859.614999722,40058592.0,1.0,1.0,0.0,0.0
80,1,1,10,0.03700571390724812,76800,0,0.0,208629.984375,456017.625,5827817.919999742,40189532.0,208629.984375,456017.625,5827817.919999742,40189532.0,1.0,1.0,0.0,0.0
81,1,1,11,0.03490875095381207,76800,0,0.0,209714.65625,458768.34375,5861270.864999774,40337652.0,209714.65625,458768.34375,5861270.864999774,40337652.0,1.0,1.0,0.0,0.0
82,1,1,12,0.033743250897888655,76800,0,0.0,210523.421875,461130.8125,5896154.44499979,40475084.0,210523.421875,461130.8125,5896154.44499979,40475084.0,1.0,1.0,0.0,0.0
83,1,1,13,0.03404708527830965,76800,0,0.0,211450.21875,463181.65625,5922459.6999997655,40593632.0,211450.21875,463181.65625,5922459.6999997655,40593632.0,1.0,1.0,0.0,0.0
84,1,2,14,0.03359469660756478,76800,0,0.0,212585.734375,465910.5,5956902.729999771,40742052.0,212585.734375,465910.5,5956902.729999771,40742052.0,1.0,1.0,0.0,0.0
85,1,2,15,0.03303399281548617,76800,0,0.0,213682.296875,468661.1875,5990031.664999772,40863984.0,213682.296875,468661.1875,5990031.664999772,40863984.0,1.0,1.0,0.0,0.0
86,1,2,16,0.032789642197244916,76800,0,0.0,214625.90625,471221.09375,6022302.709999775,40888364.0,214625.90625,471221.09375,6022302.709999775,40888364.0,1.0,1.0,0.0,0.0
87,1,2,17,0.03181579112916366,76800,0,0.0,215749.890625,474023.0,6056020.774999778,41012892.0,215749.890625,474023.0,6056020.774999778,41012892.0,1.0,1.0,0.0,0.0
88,1,2,18,0.03057764604005607,76800,0,0.0,216592.34375,476077.78125,6083955.599999783,41144436.0,216592.34375,476077.78125,6083955.599999783,41144436.0,1.0,1.0,0.0,0.0
89,1,2,19,0.029425458519540468,76800,0,0.0,217560.96875,478625.53125,6115483.629999794,41244192.0,217560.96875,478625.53125,6115483.629999794,41244192.0,1.0,1.0,0.0,0.0
90,1,2,20,0.031240762310310286,76800,0,0.0,218185.75,480239.0625,6140172.684999817,41297448.0,218185.75,480239.0625,6140172.684999817,41297448.0,1.0,1.0,0.0,0.0
91,1,3,21,0.030781121869892226,76800,0,0.0,219185.28125,482745.96875,6170798.699999855,41390544.0,219185.28125,482745.96875,6170798.699999855,41390544.0,1.0,1.0,0.0,0.0
92,1,3,22,0.033059838871920516,76800,0,0.0,219810.046875,485222.28125,6198932.164999996,41445148.0,219810.046875,485222.28125,6198932.164999996,41445148.0,1.0,1.0,0.0,0.0
93,1,3,23,0.035988169212471666,76800,0,0.0,219856.53125,486148.71875,6177223.8149998,41576576.0,219856.53125,486148.71875,6177223.8149998,41576576.0,1.0,1.0,0.0,0.0
94,1,3,24,0.034978580474333484,76800,0,0.0,220852.296875,488675.625,6208936.474999817,41697976.0,220852.296875,488675.625,6208936.474999817,41697976.0,1.0,1.0,0.0,0.0
95,1,3,25,0.03416702998761303,76800,0,0.0,221817.8125,491302.96875,6240869.564999818,41803676.0,221817.8125,491302.96875,6240869.564999818,41803676.0,1.0,1.0,0.0,0.0
96,1,3,26,0.031659505972019074,76800,0,0.0,222839.328125,493917.34375,6272342.909999823,41903216.0,222839.328125,493917.34375,6272342.909999823,41903216.0,1.0,1.0,0.0,0.0
97,1,3,27,0.03367847825956143,76800,0,0.0,223784.34375,496422.96875,6302844.314999859,42029008.0,223784.34375,496422.96875,6302844.314999859,42029008.0,1.0,1.0,0.0,0.0
98,1,4,28,0.0317162586863291,76800,0,0.0,224766.265625,498977.78125,6334382.834999859,42132040.0,224766.265625,498977.78125,6334382.834999859,42132040.0,1.0,1.0,0.0,0.0
99,1,4,29,0.030142833252795185,76800,0,0.0,225761.359375,501519.3125,6364539.859999869,42251476.0,225761.359375,501519.3125,6364539.859999869,42251476.0,1.0,1.0,0.0,0.0
100,1,4,30,0.030980501089709248,76800,0,0.0,226422.5,504038.90625,6395570.03999988,42304972.0,226422.5,504038.90625,6395570.03999988,42304972.0,1.0,1.0,0.0,0.0
101,1,4,31,0.035895279850867094,76800,0,0.0,226806.765625,505945.03125,6423748.614999881,42352916.0,226806.765625,505945.03125,6423748.614999881,42352916.0,1.0,1.0,0.0,0.0
102,1,4,32,0.032845416215186676,76800,0,0.0,227838.765625,508534.875,6454640.409999892,42465020.0,227838.765625,508534.875,6454640.409999892,42465020.0,1.0,1.0,0.0,0.0
103,1,4,33,0.0404697106349694,76800,0,0.0,227277.234375,509213.96875,6448271.799999943,42577624.0,227277.234375,509213.96875,6448271.799999943,42577624.0,1.0,1.0,0.0,0.0
104,1,4,34,0.03728422807519429,76800,0,0.0,228262.609375,511732.25,6478170.059999941,42680716.0,228262.609375,511732.25,6478170.059999941,42680716.0,1.0,1.0,0.0,0.0
105,1,5,35,0.03585188939892012,76800,0,0.0,229188.1875,514280.84375,6506937.484999933,42802908.0,229188.1875,514280.84375,6506937.484999933,42802908.0,1.0,1.0,0.0,0.0
106,1,5,36,0.042327749702329685,76800,0,0.0,228935.953125,516667.8125,6521434.619999921,42634784.0,228935.953125,516667.8125,6521434.619999921,42634784.0,1.0,1.0,0.0,0.0
107,1,5,37,0.044065638575263154,76800,0,0.0,229339.171875,516904.34375,6551367.944999926,42727612.0,229339.171875,516904.34375,6551367.944999926,42727612.0,1.0,1.0,0.0,0.0
108,1,5,38,0.04175934805741307,76800,0,0.0,230224.984375,519395.875,6578464.134999933,42801100.0,230224.984375,519395.875,6578464.134999933,42801100.0,1.0,1.0,0.0,0.0
109,1,5,39,0.03905496566320501,76800,0,0.0,231198.296875,521889.46875,6606976.044999927,42918840.0,231198.296875,521889.46875,6606976.044999927,42918840.0,1.0,1.0,0.0,0.0
110,1,5,40,0.04076112390205517,76800,0,0.0,231152.6875,523803.0,6551031.639999735,42187280.0,231152.6875,523803.0,6551031.639999735,42187280.0,1.0,1.0,0.0,0.0
111,1,5,41,0.045818379775794074,76800,0,0.0,231479.8125,525986.8125,6579472.46499977,41869316.0,231479.8125,525986.8125,6579472.46499977,41869316.0,1.0,1.0,0.0,0.0
112,1,6,42,0.05479240260776293,76800,0,0.0,231011.859375,527722.875,6543863.0,41828536.0,231011.859375,527722.875,6543863.0,41828536.0,1.0,1.0,0.0,0.0
113,1,6,43,0.05254769997996058,76800,0,0.0,228571.125,530138.8125,6404926.5,41815828.0,228571.125,530138.8125,6404926.5,41815828.0,1.0,1.0,0.0,0.0
114,1,6,44,0.051624798267662954,76800,0,0.0,229155.859375,532496.9375,6431626.0,41868788.0,229155.859375,532496.9375,6431626.0,41868788.0,1.0,1.0,0.0,0.0
115,1,6,45,0.05267382543720291,76800,0,0.0,226948.140625,534769.25,6326046.5,41819680.0,226948.140625,534769.25,6326046.5,41819680.0,1.0,1.0,0.0,0.0
116,1,6,46,0.052232426624918206,76800,0,0.0,226421.40625,537140.5,6350407.0,39765360.0,226421.40625,537140.5,6350407.0,39765360.0,1.0,1.0,0.0,0.0
117,1,6,47,0.054452048691734894,76800,0,0.0,225696.75,535074.0625,6302279.5,39861556.0,225696.75,535074.0625,6302279.5,39861556.0,1.0,1.0,0.0,0.0
118,1,6,48,0.05730196897469609,76800,0,0.0,224522.859375,529684.875,6326833.0,39915848.0,224522.859375,529684.875,6326833.0,39915848.0,1.0,1.0,0.0,0.0
119,1,7,49,0.05826968934618615,76800,0,0.0,222934.84375,526044.5,6173168.38499995,40008696.0,222934.84375,526044.5,6173168.38499995,40008696.0,1.0,1.0,0.0,0.0
120,1,7,50,0.05621798025586269,76800,0,0.0,222524.375,523840.5,6186087.0,40051496.0,222524.375,523840.5,6186087.0,40051496.0,1.0,1.0,0.0,0.0
121,1,7,51,0.05802114389386808,76800,0,0.0,222044.046875,523704.03125,6209115.5,39901480.0,222044.046875,523704.03125,6209115.5,39901480.0,1.0,1.0,0.0,0.0
122,1,7,52,0.05756800069267746,76800,0,0.0,220831.625,516531.84375,6172079.51999998,39931448.0,220831.625,516531.84375,6172079.51999998,39931448.0,1.0,1.0,0.0,0.0
123,1,7,53,0.062474889710146156,76800,0,0.0,220301.546875,516276.09375,6161744.0,39754992.0,220301.546875,516276.09375,6161744.0,39754992.0,1.0,1.0,0.0,0.0
124,1,7,54,0.06291950894509331,76800,0,0.0,218225.390625,514709.625,6130567.5,39767276.0,218225.390625,514709.625,6130567.5,39767276.0,1.0,1.0,0.0,0.0
125,1,7,55,0.06273923154241973,76800,0,0.0,217610.171875,513057.03125,6145483.0,39859644.0,217610.171875,513057.03125,6145483.0,39859644.0,1.0,1.0,0.0,0.0
126,1,8,56,0.05723662408142263,76800,0,0.0,216996.28125,513075.40625,6018224.019999998,39213796.0,216996.28125,513075.40625,6018224.019999998,39213796.0,1.0,1.0,0.0,0.0
127,1,8,57,0.05218521802776173,76800,0,0.0,217393.953125,514893.34375,6030526.25499994,39262992.0,217393.953125,514893.34375,6030526.25499994,39262992.0,1.0,1.0,0.0,0.0
128,1,8,58,0.05585390299691356,76800,0,0.0,217450.578125,516610.34375,6050878.644999988,39288816.0,217450.578125,516610.34375,6050878.644999988,39288816.0,1.0,1.0,0.0,0.0
129,1,8,59,0.056077807270782765,76800,0,0.0,217607.234375,517793.59375,6068907.319999967,39323540.0,217607.234375,517793.59375,6068907.319999967,39323540.0,1.0,1.0,0.0,0.0
130,1,8,60,0.059873073760753855,76800,0,0.0,216813.140625,515869.09375,6063378.0,38631328.0,216813.140625,515869.09375,6063378.0,38631328.0,1.0,1.0,0.0,0.0
131,1,8,61,0.05851394853629651,76800,0,0.0,216843.3125,515033.84375,6048503.3399998415,38716972.0,216843.3125,515033.84375,6048503.3399998415,38716972.0,1.0,1.0,0.0,0.0
132,1,8,62,0.06174280871663801,76800,0,0.0,216157.421875,515496.5,6045432.5,38678896.0,216157.421875,515496.5,6045432.5,38678896.0,1.0,1.0,0.0,0.0
133,1,9,63,0.06700696309341579,76800,0,0.0,216281.859375,515289.09375,6068191.0,38769456.0,216281.859375,515289.09375,6068191.0,38769456.0,1.0,1.0,0.0,0.0
134,1,9,64,0.061195765348658865,76800,0,0.0,216157.953125,516340.34375,6090532.5,38832224.0,216157.953125,516340.34375,6090532.5,38832224.0,1.0,1.0,0.0,0.0
135,1,9,65,0.058515757407424554,76800,0,0.0,215713.265625,517830.53125,6113115.0,38447240.0,215713.265625,517830.53125,6113115.0,38447240.0,1.0,1.0,0.0,0.0
136,1,9,66,0.05453830225842997,76800,0,0.0,214852.59375,515152.75,6066336.5,38529816.0,214852.59375,515152.75,6066336.5,38529816.0,1.0,1.0,0.0,0.0
137,1,9,67,0.051427781372388695,76800,0,0.0,214157.953125,512000.4375,6003838.0,38355860.0,214157.953125,512000.4375,6003838.0,38355860.0,1.0,1.0,0.0,0.0
138,1,9,68,0.050237329032221265,76800,0,0.0,214509.828125,513971.875,6013320.0,38433892.0,214509.828125,513971.875,6013320.0,38433892.0,1.0,1.0,0.0,0.0
139,1,9,69,0.049677966736652486,76800,0,0.0,214703.734375,515902.90625,5936775.5,38518432.0,214703.734375,515902.90625,5936775.5,38518432.0,1.0,1.0,0.0,0.0
140,2,0,0,0.04851268949761088,76800,0,0.0,213472.25,508123.53125,5917287.0,38588352.0,213472.25,508123.53125,5917287.0,38588352.0,1.0,1.0,0.0,0.0
141,2,0,1,0.05002826653761389,76800,0,0.0,212415.015625,504777.9375,5868254.5,38534416.0,212415.015625,504777.9375,5868254.5,38534416.0,1.0,1.0,0.0,0.0
142,2,0,2,0.04681914265021007,76800,0,0.0,212572.734375,505785.65625,5871699.5,38596240.0,212572.734375,505785.65625,5871699.5,38596240.0,1.0,1.0,0.0,0.0
143,2,0,3,0.046107134199967585,76800,0,0.0,212315.65625,505408.90625,5836003.0,38659408.0,212315.65625,505408.90625,5836003.0,38659408.0,1.0,1.0,0.0,0.0
144,2,0,4,0.047352533931518156,76800,0,0.0,211764.6875,506388.8125,5820988.5,38730704.0,211764.6875,506388.8125,5820988.5,38730704.0,1.0,1.0,0.0,0.0
145,2,0,5,0.04742080571759037,76800,0,0.0,211546.078125,508110.5,5824840.0,38721180.0,211546.078125,508110.5,5824840.0,38721180.0,1.0,1.0,0.0,0.0
146,2,0,6,0.050689869660373435,76800,0,0.0,211375.640625,509914.0,5784582.0,38618608.0,211375.640625,509914.0,5784582.0,38618608.0,1.0,1.0,0.0,0.0
