epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.3510386587256562e-08,0.9999998211860657,1.5815494469606506e-09,0.9999999403953552,2412.0,0.0,0.0010962558444589376,-0.0007423298666253686,0.6771439909934998,0.5262500047683716,0.002487562131136656,0.5024999976158142,0.5024999976158142
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-5.563100202721216e-09,1.0,-6.79198297603989e-09,1.0,2387.0,0.0,0.012318065389990807,0.003196034347638488,0.25945889949798584,0.5535416603088379,0.14327608048915863,0.4972916841506958,0.4972916841506958
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.1789144649962964e-09,1.0,-3.710795004607803e-09,0.9999998807907104,2056.0,0.0,0.00952098611742258,0.009952133521437645,1.0452827215194702,0.47208333015441895,0.27383267879486084,0.4283333420753479,0.4283333420753479
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,0.9999998807907104,-8.519423388975156e-09,0.9999998807907104,1903.0,0.0,0.002275865525007248,0.012849977239966393,5.6461687088012695,0.3774999976158142,0.3042564392089844,0.39645835757255554,0.39645835757255554
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,0.9999999403953552,-6.781136097089302e-09,1.0,1547.0,0.0,0.0036852359771728516,0.00672772666439414,1.8255841732025146,0.26895833015441895,0.3380737006664276,0.32229167222976685,0.32229167222976685
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,7.152557657263969e-09,1.0,4.425402710950266e-09,1.0,1293.0,0.0,0.01043242122977972,0.015363126061856747,1.4726313352584839,0.15520833432674408,0.307037889957428,0.2693749964237213,0.2693749964237213
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-7.152557657263969e-09,0.9999999403953552,-9.41900601958423e-09,1.0,1215.0,0.0,0.015494238585233688,0.020922251045703888,1.3503236770629883,0.12395833432674408,0.23374485969543457,0.25312501192092896,0.25312501192092896
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,7.947286384535346e-09,1.0,-1.466612697953451e-08,0.9999999403953552,1268.0,0.0,0.00585903087630868,0.015782136470079422,2.693638324737549,0.11395833641290665,0.20189274847507477,0.2641666829586029,0.2641666829586029
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-8.742015111806722e-09,0.9999998807907104,-9.950053225793454e-09,1.0,1246.0,0.0,0.0033538611605763435,0.0029881165828555822,0.890945553779602,0.11708333343267441,0.1556982398033142,0.25958335399627686,0.25958335399627686
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0331471678171056e-08,0.9999999403953552,0.0,1.0,1241.0,0.0,0.00392283545807004,0.017498815432190895,4.460745811462402,0.12270833551883698,0.18694600462913513,0.25854167342185974,0.25854167342185974
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.5762788286319847e-09,1.0000001192092896,-7.715811989328358e-09,1.0,1236.0,0.0,0.003362556453794241,0.021691814064979553,6.450969696044922,0.12479166686534882,0.15614886581897736,0.2574999928474426,0.2574999928474426
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.390775050680304e-08,1.0,1.8853528516160623e-08,1.0,1214.0,0.0,0.002965859603136778,0.011684593744575977,3.939685583114624,0.11375000327825546,0.1317957192659378,0.2529166638851166,0.2529166638851166
