block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
19,57,60,3,dispatch_decision_block,0.04641023650765419,0.014720771461725235,0.08980223536491394,0.02007429301738739,1.1138455867767334,0.35329851508140564,2.1552534103393555,0.48178306221961975,0.6299999952316284,0.3400000035762787,0.0,0.3400000035762787,0.9917321801185608,0.2032327950000763,1.57072913646698,0.022123700007796288,1.1027376651763916,-0.008267872966825962,0.2032327950000763,0
20,60,63,3,dispatch_decision_block,0.05138400197029114,0.02137240581214428,0.09838924556970596,0.01555293332785368,1.2332160472869873,0.5129377841949463,2.361342191696167,0.3732703626155853,0.5600000023841858,0.4699999988079071,0.0,0.4699999988079071,0.9850867390632629,0.2941279113292694,1.9690697193145752,0.4056163728237152,1.743804693222046,-0.014913290739059448,0.2941279113292694,0
21,63,66,3,dispatch_decision_block,0.03880525380373001,0.02347651496529579,0.10909555852413177,0.002436406444758177,0.931326150894165,0.5634363889694214,2.6182937622070312,0.058473747223615646,0.36000001430511475,0.5099999904632568,0.0,0.5099999904632568,1.0046420097351074,0.3417181670665741,2.771425247192383,0.14780370891094208,1.1544493436813354,0.0046420409344136715,0.3417181670665741,0
22,66,69,3,dispatch_decision_block,0.039134420454502106,0.02321935072541237,0.09651809185743332,0.001673698192462325,0.9392262101173401,0.5572644472122192,2.316434144973755,0.040168751031160355,0.38999998569488525,0.550000011920929,0.0,0.550000011920929,0.9920818209648132,0.25196152925491333,1.6341941356658936,0.18302181363105774,1.2615917921066284,-0.007918120361864567,0.25196152925491333,0
23,69,72,3,dispatch_decision_block,0.052377257496118546,0.01482481975108385,0.09452415257692337,0.02134741097688675,1.257054090499878,0.355795681476593,2.2685794830322266,0.5123378038406372,0.75,0.33000001311302185,0.0,0.33000001311302185,1.0096113681793213,0.45621758699417114,5.011654376983643,0.22773239016532898,1.5699199438095093,0.009611326269805431,0.45621758699417114,0
0,0,3,3,dispatch_decision_block,0.04568907618522644,0.019362740218639374,0.09545629471540451,0.016093851998448372,1.0965379476547241,0.4647057056427002,2.2909510135650635,0.3862524926662445,0.550000011920929,0.9100000262260437,1.0,0.907216489315033,0.9138336777687073,0.6027567386627197,3.4565072059631348,0.19340842962265015,1.200998067855835,-0.08616629242897034,0.6027567386627197,1
1,3,6,3,dispatch_decision_block,0.030854370445013046,0.019669003784656525,0.090306356549263,7.095714948945897e-08,0.7405049204826355,0.4720560610294342,2.1673521995544434,1.7029717582772719e-06,0.2800000011920929,0.7300000190734863,1.0,0.7216494679450989,0.9888036847114563,0.5911255478858948,4.00661039352417,0.07756131887435913,0.8828626275062561,-0.011196332052350044,0.5911255478858948,1
2,6,9,3,dispatch_decision_block,0.03443073853850365,0.020535903051495552,0.09514320641756058,7.095714948945897e-08,0.8263376355171204,0.49286168813705444,2.2834367752075195,1.7029717582772719e-06,0.36000001430511475,0.7400000095367432,0.6666666865348816,0.7422680258750916,0.9535961151123047,0.5190893411636353,3.2615935802459717,0.10619720816612244,1.0120553970336914,-0.046403855085372925,0.5190893411636353,1
3,9,12,3,dispatch_decision_block,0.0470472015440464,0.01582118310034275,0.10099461674690247,0.019181331619620323,1.1291327476501465,0.3797083795070648,2.42387056350708,0.46035197377204895,0.6100000143051147,0.8799999952316284,1.0,0.876288652420044,1.0608607530593872,0.9781885147094727,6.347771167755127,0.1595812290906906,1.2734885215759277,0.060860775411129,0.9781885147094727,1
4,12,15,3,dispatch_decision_block,0.05046413838863373,0.01839984767138958,0.114092156291008,0.01985033042728901,1.21113920211792,0.4415963292121887,2.7382116317749023,0.4764079749584198,0.7200000286102295,0.7900000214576721,0.6666666865348816,0.7938144207000732,0.9121466279029846,0.5474573373794556,3.2062315940856934,0.07016027718782425,1.2119994163513184,-0.08785335719585419,0.5474573373794556,1
5,15,18,3,dispatch_decision_block,0.03938060253858566,0.022517642006278038,0.10587538778781891,7.095714948945897e-08,0.9451344013214111,0.5404233932495117,2.5410094261169434,1.7029717582772719e-06,0.4300000071525574,0.800000011920929,1.0,0.7938144207000732,0.8886808753013611,0.45633384585380554,2.41255259513855,0.04192951321601868,1.0133230686187744,-0.11131905764341354,0.45633384585380554,1
6,18,21,3,dispatch_decision_block,0.03617559373378754,0.023869309574365616,0.0981064885854721,7.095714948945897e-08,0.8682141900062561,0.5728633999824524,2.354555606842041,1.7029717582772719e-06,0.3400000035762787,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.8812493681907654,0.4717762768268585,2.3604753017425537,0.0967392548918724,1.0488804578781128,-0.11875064671039581,0.4717763066291809,1
7,21,24,3,dispatch_decision_block,0.04764256998896599,0.014851304702460766,0.09008130431175232,0.017089825123548508,1.1434217691421509,0.3564313054084778,2.1619513034820557,0.4101558327674866,0.6200000047683716,0.8100000023841858,0.3333333432674408,0.8247422575950623,0.920169472694397,0.5375565886497498,2.921830415725708,0.15514038503170013,1.2181951999664307,-0.07983053475618362,0.5375565886497498,1
8,24,27,3,dispatch_decision_block,0.05512019619345665,0.02183191478252411,0.12321113795042038,0.01773935928940773,1.3228847980499268,0.5239659547805786,2.957066774368286,0.4257446527481079,0.6800000071525574,0.8100000023841858,1.0,0.8041236996650696,1.0022310018539429,0.9536677002906799,8.860836029052734,0.16888310015201569,1.6469427347183228,0.002230954123660922,0.9536677002906799,1
9,27,30,3,dispatch_decision_block,0.03802161663770676,0.02512316405773163,0.1241513341665268,0.00019633755437098444,0.9125188589096069,0.6029559969902039,2.9796319007873535,0.004712102003395557,0.4399999976158142,0.7300000190734863,1.0,0.7216494679450989,0.9761775135993958,0.6251887679100037,3.9004218578338623,0.15308187901973724,1.2011609077453613,-0.023822376504540443,0.6251887679100037,1
10,30,33,3,dispatch_decision_block,0.03749125823378563,0.024753807112574577,0.11825182288885117,0.0003394139348529279,0.8997901082038879,0.5940914154052734,2.838043689727783,0.008145933970808983,0.4099999964237213,0.7300000190734863,1.0,0.7216494679450989,0.9372872710227966,0.48659226298332214,2.6764960289001465,0.1151222288608551,1.1231435537338257,-0.06271270662546158,0.48659226298332214,1
11,33,36,3,dispatch_decision_block,0.050203874707221985,0.016431774944067,0.09146199375391006,0.021119697019457817,1.2048929929733276,0.39436256885528564,2.1950876712799072,0.5068727731704712,0.6800000071525574,0.9300000071525574,1.0,0.9278350472450256,0.9492639303207397,0.7672707438468933,5.256535053253174,0.25113555788993835,1.644088625907898,-0.050736092031002045,0.7672707438468933,1
12,36,39,3,dispatch_decision_block,0.043136101216077805,0.01586863398551941,0.09207066148519516,0.01659313030540943,1.0352665185928345,0.3808472156524658,2.209695816040039,0.39823517203330994,0.4300000071525574,0.9100000262260437,0.6666666865348816,0.9175257682800293,0.847212553024292,0.5254754424095154,3.3905436992645264,0.14486749470233917,1.1784133911132812,-0.1527874618768692,0.5254754424095154,1
13,39,42,3,dispatch_decision_block,0.029904568567872047,0.01586087979376316,0.09043116867542267,0.000853555800858885,0.7177096009254456,0.38066112995147705,2.1703481674194336,0.02048533968627453,0.17000000178813934,0.8399999737739563,1.0,0.8350515365600586,0.9155831933021545,0.6045510172843933,4.4572319984436035,0.1170811653137207,0.8758971691131592,-0.08441691100597382,0.6045510172843933,1
14,42,45,3,dispatch_decision_block,0.03429809957742691,0.017652150243520737,0.09953679144382477,0.004389667417854071,0.8231544494628906,0.42365163564682007,2.388883352279663,0.10535202920436859,0.30000001192092896,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.9915330410003662,0.7964223027229309,6.7769856452941895,0.14353618025779724,1.0322535037994385,-0.00846688263118267,0.7964223027229309,1
15,45,48,3,dispatch_decision_block,0.04448104277253151,0.014928384684026241,0.08522689342498779,0.016916628926992416,1.0675451755523682,0.3582812547683716,2.045445680618286,0.40599900484085083,0.47999998927116394,0.8500000238418579,1.0,0.8453608155250549,0.9005293250083923,0.563052237033844,4.496516704559326,0.11025442183017731,1.1597514152526855,-0.09947064518928528,0.563052237033844,1
16,48,51,3,dispatch_decision_block,0.05005218833684921,0.021062081679701805,0.12943647801876068,0.018055792897939682,1.2012524604797363,0.5054899454116821,3.1064751148223877,0.43333902955055237,0.5699999928474426,0.7699999809265137,1.0,0.7628865838050842,0.9499797821044922,0.9065656065940857,7.46627140045166,0.1707489788532257,1.3298166990280151,-0.0500202514231205,0.9065656065940857,1
17,51,54,3,dispatch_decision_block,0.03933226689696312,0.026752106845378876,0.13003505766391754,0.0018484266474843025,0.9439744353294373,0.6420506238937378,3.1208417415618896,0.04436223581433296,0.4099999964237213,0.7400000095367432,0.6666666865348816,0.7422680258750916,0.961952805519104,0.5973397493362427,3.5084352493286133,0.10485956072807312,1.0974105596542358,-0.038047246634960175,0.5973397493362427,1
18,54,57,3,dispatch_decision_block,0.03640798479318619,0.02675941027700901,0.13003505766391754,0.0018957059364765882,0.8737916350364685,0.6422258615493774,3.1208417415618896,0.04549693688750267,0.3400000035762787,0.8199999928474426,1.0,0.8144329786300659,0.9047749042510986,0.513670802116394,2.6264290809631348,0.0859823003411293,1.049933910369873,-0.09522508829832077,0.513670802116394,1
19,57,60,3,dispatch_decision_block,0.045765675604343414,0.01432450395077467,0.08539236336946487,0.009907182306051254,1.0983761548995972,0.3437880873680115,2.0494165420532227,0.2377723604440689,0.5699999928474426,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.8812108635902405,0.49457934498786926,3.4004805088043213,0.10259649157524109,1.206693172454834,-0.11878913640975952,0.49457934498786926,1
20,60,63,3,dispatch_decision_block,0.049984268844127655,0.02249521017074585,0.10389921069145203,0.01770784519612789,1.199622631072998,0.5398850440979004,2.4935810565948486,0.42498838901519775,0.5099999904632568,0.8600000143051147,1.0,0.8556700944900513,0.8340402245521545,0.6003954410552979,4.16701078414917,0.23823337256908417,1.537746548652649,-0.16595977544784546,0.6003954410552979,1
21,63,66,3,dispatch_decision_block,0.03312261402606964,0.02326653152704239,0.10315397381782532,3.836984251393005e-05,0.7949427962303162,0.5583967566490173,2.4756953716278076,0.0009208762785419822,0.3100000023841858,0.7400000095367432,1.0,0.7319587469100952,0.9262726306915283,0.4570949375629425,2.6001136302948,0.15306906402111053,1.0866062641143799,-0.07372727990150452,0.4570949375629425,1
22,66,69,3,dispatch_decision_block,0.033643465489149094,0.02319835126399994,0.09648928791284561,0.0003402206930331886,0.8074432611465454,0.5567604899406433,2.3157429695129395,0.008165297098457813,0.33000001311302185,0.699999988079071,1.0,0.6907216310501099,0.9397914409637451,0.4947930872440338,3.181912422180176,0.13990189135074615,1.091078758239746,-0.060208555310964584,0.4947930872440338,1
23,69,72,3,dispatch_decision_block,0.04735046252608299,0.01628025621175766,0.09326864778995514,0.01395112182945013,1.136411190032959,0.39072614908218384,2.238447666168213,0.3348269462585449,0.6299999952316284,0.8500000238418579,1.0,0.8453608155250549,0.9928424954414368,0.8090560436248779,4.692773342132568,0.23760706186294556,1.3376421928405762,-0.0071574426256120205,0.8090560436248779,1
0,0,3,3,dispatch_decision_block,0.04378337413072586,0.017391717061400414,0.08767756819725037,0.016172144562005997,1.0508009195327759,0.4174012243747711,2.104261875152588,0.3881315588951111,0.49000000953674316,0.7699999809265137,0.9090909361839294,0.7528089880943298,0.9652212262153625,0.6870564222335815,6.209243297576904,0.13199307024478912,1.2147289514541626,-0.03477878123521805,0.6870564222335815,2
1,3,6,3,dispatch_decision_block,0.03460804745554924,0.01890661008656025,0.08902932703495026,6.564467724956558e-08,0.8305931091308594,0.4537586569786072,2.1367039680480957,1.575472197146155e-06,0.3499999940395355,0.7900000214576721,0.9090909361839294,0.7752808928489685,1.0419251918792725,0.8114467263221741,6.566953659057617,0.1206854060292244,1.191038966178894,0.04192524030804634,0.8114467263221741,2
2,6,9,3,dispatch_decision_block,0.03803195431828499,0.020250985398888588,0.09169813990592957,6.564467724956558e-08,0.9127668738365173,0.4860236644744873,2.2007555961608887,1.575472197146155e-06,0.38999998569488525,0.7699999809265137,0.9090909361839294,0.7528089880943298,1.0408793687820435,1.0427312850952148,8.69721794128418,0.12552553415298462,1.3281582593917847,0.04087933525443077,1.0427312850952148,2
3,9,12,3,dispatch_decision_block,0.04969077929854393,0.012878304347395897,0.08024612814188004,0.010876376181840897,1.1925787925720215,0.30907928943634033,1.9259068965911865,0.2610330283641815,0.7699999809265137,0.8199999928474426,0.8181818127632141,0.8202247023582458,1.0135667324066162,0.9298471212387085,7.785754203796387,0.19498737156391144,1.2969701290130615,0.013566779904067516,0.9298471212387085,2
4,12,15,3,dispatch_decision_block,0.05095290020108223,0.01638929732143879,0.08366497606039047,0.021735001355409622,1.2228697538375854,0.39334312081336975,2.0079596042633057,0.5216400623321533,0.6399999856948853,0.8399999737739563,0.9090909361839294,0.8314606547355652,0.9374237656593323,0.4786584973335266,3.146840810775757,0.16057902574539185,1.1655244827270508,-0.06257616728544235,0.4786584973335266,2
5,15,18,3,dispatch_decision_block,0.037623144686222076,0.01944185420870781,0.10314156115055084,0.00447209645062685,0.9029554724693298,0.46660447120666504,2.4753973484039307,0.107330322265625,0.3199999928474426,0.6600000262260437,0.9090909361839294,0.6292135119438171,0.991412341594696,0.5964889526367188,4.745068073272705,0.1269853264093399,0.9545314908027649,-0.008587627671658993,0.5964889526367188,2
6,18,21,3,dispatch_decision_block,0.033298321068286896,0.019977888092398643,0.10314156115055084,0.002960777375847101,0.7991597056388855,0.47946929931640625,2.4753973484039307,0.07105864584445953,0.33000001311302185,0.7300000190734863,1.0,0.6966292262077332,0.9562546610832214,0.5915194749832153,4.530370235443115,0.0673774778842926,0.9274228811264038,-0.04374535381793976,0.5915194749832153,2
7,21,24,3,dispatch_decision_block,0.04982585832476616,0.01522676832973957,0.09468724578619003,0.020655764266848564,1.195820689201355,0.3654424548149109,2.272493839263916,0.49573832750320435,0.6899999976158142,0.8199999928474426,0.8181818127632141,0.8202247023582458,0.9044612050056458,0.5285356044769287,2.7192747592926025,0.18354414403438568,1.2708663940429688,-0.09553876519203186,0.5285356044769287,2
8,24,27,3,dispatch_decision_block,0.05296124145388603,0.01875264383852482,0.10349258780479431,0.022715061902999878,1.2710697650909424,0.45006346702575684,2.4838221073150635,0.5451614856719971,0.6600000262260437,0.8600000143051147,1.0,0.8426966071128845,0.8829569816589355,0.5277062654495239,3.259722948074341,0.17206142842769623,1.247451901435852,-0.11704304069280624,0.5277062654495239,2
9,27,30,3,dispatch_decision_block,0.037622980773448944,0.022952048107981682,0.12435054779052734,0.0010187182342633605,0.9029515981674194,0.5508491396903992,2.9844131469726562,0.024449238553643227,0.36000001430511475,0.7599999904632568,0.9090909361839294,0.7415730357170105,0.9241726398468018,0.42328277230262756,2.2699737548828125,0.14719529449939728,0.9266554117202759,-0.07582736015319824,0.42328277230262756,2
10,30,33,3,dispatch_decision_block,0.037902530282735825,0.023037657141685486,0.11484254151582718,0.0008335610036738217,0.909660816192627,0.5529038310050964,2.756221055984497,0.020005464553833008,0.41999998688697815,0.75,1.0,0.7191011309623718,0.9055452942848206,0.4009968936443329,2.4096829891204834,0.12274635583162308,0.9050074219703674,-0.09445470571517944,0.4009968936443329,2
11,33,36,3,dispatch_decision_block,0.048434093594551086,0.015445606783032417,0.08702962845563889,0.01945357583463192,1.1624183654785156,0.3706945478916168,2.0887112617492676,0.4668858051300049,0.6399999856948853,0.8199999928474426,0.9090909361839294,0.8089887499809265,0.914150059223175,0.46277445554733276,3.066483497619629,0.1405848115682602,1.1673777103424072,-0.08584997802972794,0.46277445554733276,2
12,36,39,3,dispatch_decision_block,0.0471377931535244,0.017908349633216858,0.09941628575325012,0.016898246482014656,1.1313070058822632,0.4298003911972046,2.385991096496582,0.40555790066719055,0.550000011920929,0.7599999904632568,0.9090909361839294,0.7415730357170105,0.9444631338119507,0.5424256324768066,3.914506435394287,0.1357499063014984,1.259565830230713,-0.05553688853979111,0.5424256324768066,2
13,39,42,3,dispatch_decision_block,0.0313502699136734,0.020121870562434196,0.1037510484457016,6.217597547220066e-05,0.7524064779281616,0.4829249382019043,2.490025281906128,0.0014922232367098331,0.23999999463558197,0.6899999976158142,0.8181818127632141,0.6741573214530945,0.9134213328361511,0.5081546306610107,3.1785359382629395,0.1235542744398117,0.9185236096382141,-0.0865786150097847,0.5081546306610107,2
14,42,45,3,dispatch_decision_block,0.03743880242109299,0.02090013027191162,0.11552808433771133,0.0033197870943695307,0.8985312581062317,0.5016031265258789,2.772674083709717,0.07967489212751389,0.36000001430511475,0.7799999713897705,1.0,0.7528089880943298,0.937112033367157,0.6044160723686218,5.326713562011719,0.15860815346240997,1.0608729124069214,-0.06288793683052063,0.6044160723686218,2
15,45,48,3,dispatch_decision_block,0.04666345193982124,0.016817325726151466,0.09695184975862503,0.020199494436383247,1.1199227571487427,0.4036158323287964,2.3268444538116455,0.48478785157203674,0.5299999713897705,0.8500000238418579,0.9090909361839294,0.8426966071128845,0.9228839874267578,0.5790958404541016,3.36842679977417,0.10634075105190277,1.1736177206039429,-0.07711604982614517,0.5790958404541016,2
16,48,51,3,dispatch_decision_block,0.04539264366030693,0.017785780131816864,0.09376304596662521,0.01692028157413006,1.089423418045044,0.42685872316360474,2.2503130435943604,0.4060867428779602,0.49000000953674316,0.8100000023841858,0.8181818127632141,0.8089887499809265,0.9555814862251282,0.494211345911026,2.4793152809143066,0.08075278997421265,1.116247534751892,-0.04441852122545242,0.494211345911026,2
17,51,54,3,dispatch_decision_block,0.03304116055369377,0.02144024893641472,0.08687669783830643,6.564467724956558e-08,0.7929878234863281,0.5145659446716309,2.08504056930542,1.575472197146155e-06,0.3199999928474426,0.7099999785423279,0.7272727489471436,0.7078651785850525,0.9379177689552307,0.47381165623664856,2.87947678565979,0.14585460722446442,1.0634011030197144,-0.06208222359418869,0.47381165623664856,2
18,54,57,3,dispatch_decision_block,0.03278592228889465,0.021342311054468155,0.08132952451705933,6.564467724956558e-08,0.7868620157241821,0.5122154355049133,1.9519085884094238,1.575472197146155e-06,0.3499999940395355,0.6800000071525574,0.9090909361839294,0.6516854166984558,0.9625492691993713,0.4203256666660309,2.6731719970703125,0.12584343552589417,1.0888062715530396,-0.03745070472359657,0.4203256666660309,2
19,57,60,3,dispatch_decision_block,0.050435010343790054,0.015255892649292946,0.08627147227525711,0.009970057755708694,1.2104401588439941,0.3661414384841919,2.0705151557922363,0.23928137123584747,0.6899999976158142,0.7300000190734863,0.8181818127632141,0.7191011309623718,0.9788594245910645,0.5732829570770264,4.831286430358887,0.16696712374687195,1.3003275394439697,-0.02114061824977398,0.5732829570770264,2
20,60,63,3,dispatch_decision_block,0.0476367361843586,0.018331551924347878,0.10242465138435364,0.019788144156336784,1.1432816982269287,0.43995726108551025,2.4581918716430664,0.4749155044555664,0.5400000214576721,0.7900000214576721,0.9090909361839294,0.7752808928489685,0.9379256963729858,0.6043645739555359,3.846334218978882,0.10633566230535507,1.4287205934524536,-0.062074337154626846,0.6043646335601807,2
21,63,66,3,dispatch_decision_block,0.03301488980650902,0.021567389369010925,0.10386542230844498,0.0007695035310462117,0.7923573851585388,0.5176173448562622,2.492769956588745,0.018468083813786507,0.27000001072883606,0.7599999904632568,0.8181818127632141,0.7528089880943298,0.9017260074615479,0.4351074993610382,2.7928481101989746,0.08388351649045944,1.033395528793335,-0.09827398508787155,0.4351074993610382,2
22,66,69,3,dispatch_decision_block,0.03241321071982384,0.021758930757641792,0.09503624588251114,0.00030550346127711236,0.7779170274734497,0.5222143530845642,2.280870199203491,0.007332082372158766,0.28999999165534973,0.7400000095367432,0.8181818127632141,0.7303370833396912,0.9430318474769592,0.414743572473526,2.3977417945861816,0.07500303536653519,0.994813859462738,-0.056968145072460175,0.414743572473526,2
23,69,72,3,dispatch_decision_block,0.047954872250556946,0.01585528627038002,0.09621989727020264,0.021648656576871872,1.1509169340133667,0.38052690029144287,2.3092775344848633,0.5195677280426025,0.6499999761581421,0.8299999833106995,1.0,0.8089887499809265,1.0097899436950684,1.0192615985870361,9.299857139587402,0.20872046053409576,1.3356008529663086,0.009789972566068172,1.0192615985870361,2
