epoch,episode_reward,episode_delay,episode_energy,actor_loss,critic_loss,entropy
0.0,-4287833.203191265,375.66894874221134,84.12944008322206,-0.04302372527308762,409317365077.3333,33.08487685521444
1.0,-4791197.1618416635,450.00016697712584,92.99277245958528,0.005561332684010267,522665282218.6667,33.08888912200928
2.0,-4423675.134869574,405.41219945752505,86.05049265715479,-0.07804353341149788,418486921898.6667,33.094935735066734
3.0,-4881895.481869238,473.44087768906064,95.51642415871474,-0.09051080311958988,514711046144.0,33.09972778956095
4.0,-4606718.560058115,429.6714847185634,88.31097196370976,-0.035751298846056066,462012968960.0,33.094025452931724
5.0,-4632549.170801558,409.42270347532394,90.65123164778738,-0.0849148581425349,471148762453.3333,33.09110959370931
6.0,-4687475.977183322,427.7166882027756,91.16349249452111,-0.06134319522728523,496572573013.3333,33.09041690826416
7.0,-4702574.513517235,426.83227003661295,91.53209440963433,-0.11856199149042368,488807848618.6667,33.08946498235067
8.0,-4826195.0779924765,421.67417083956866,94.07565782265033,-0.10611655912362039,505009243477.3333,33.08981418609619
9.0,-4952958.676882103,495.9313966084315,95.41116101511446,-0.1351712493536373,514481750016.0,33.09436877568563
10.0,-4630900.605655327,437.01693037078144,90.0756559800319,-0.043432906192416944,482357889706.6667,33.095576763153076
11.0,-4603313.263147621,432.3321611048251,89.5539793609624,0.020885759654144447,471911641088.0,33.09212334950765
12.0,-4619222.755615191,439.5705089729919,89.85062519406802,-0.014930183145528039,469561663488.0,33.092472553253174
13.0,-4187666.761569934,383.55788401556583,81.18687177844582,-0.04567069032539924,390606982485.3333,33.099232037862144
14.0,-4772807.76891837,434.1863446084234,93.52027807075878,-0.02980961068533361,505995547989.3333,33.10943269729614
15.0,-4475569.099090874,416.42595724455373,86.75612368527814,-0.12704402091912925,439938038442.6667,33.116165002187095
16.0,-4372785.541219707,399.1063933715681,85.19374465118902,-0.026176451084514458,428895453184.0,33.121280670166016
17.0,-4628052.740473485,415.7296765269086,90.59240739702726,-0.10843868056933086,443524823722.6667,33.13268073399862
18.0,-4857387.398312914,465.0035428176823,94.41121025080211,-0.07608612937231858,495536085674.6667,33.13868506749471
19.0,-4736741.943871311,454.6294829374813,92.01596880143431,-0.0816041617654264,473068179456.0,33.148452281951904
