group_name,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,update_objective,main_value_loss,loss_form_note,group_applicable,grad_norm,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,cosine_update_vs_grad,update_over_grad_ratio
no_op,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,no_update,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,after_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,no_update,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_value_loss_form,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,current_config_huber,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
current_value_loss_form,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,current_config_huber,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
plain_mse_value_loss,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.44510021805763245,0.8902004361152649,plain_mse,1.0,5.559670210128344,0.0,0.0,0.0,0.0,0.0
plain_mse_value_loss,after_update,held_out_batch,0.4733993709087372,-26.363616943359375,10.042323112487793,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6568121910095215,0.12445054203271866,0.6568120718002319,0.12445054203271866,0.3139707148075104,0.11488094180822372,-0.11752301454544067,-0.40032047033309937,0.3577693998813629,0.7155387997627258,plain_mse,1.0,5.559670210128344,0.06814589100198767,0.06804578769504656,0.003692321412801646,-0.25867722862209525,0.01225718224758057
plain_huber_value_loss,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,plain_huber_delta_1.0,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
plain_huber_value_loss,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,plain_huber_delta_1.0,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
unclipped_value_loss_only,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
unclipped_value_loss_only,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
