block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.3499999940395355,-0.013980808667838573,0.09307936578989029,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.4000000059604645,-0.002999780233949423,0.13015151023864746,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.17000000178813934,-0.003253680421039462,0.0795331820845604,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.20000000298023224,-0.007222427520900965,0.09779507666826248,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.3400000035762787,-0.011350137181580067,0.1098351702094078,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.2199999988079071,0.01240623276680708,0.09469293057918549,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.2199999988079071,0.0031226284336298704,0.09470026940107346,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.36000001430511475,-0.02348378114402294,0.11420142650604248,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.17000000178813934,-0.012134331278502941,0.07301679998636246,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.25999999046325684,0.0007429373217746615,0.08963184058666229,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first,1.0,0.0,1.0,1.0,0.4099999964237213,-0.0074600111693143845,0.11294260621070862,0
