telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip
34,0,8,34,0.048888279724096,77696,35223,0.4533438014827018,173510.65625,735959.25,4639536.0,24073060.0,2023.1138916015625,3999.999755859375,4856.208251953129,16951.7265625
35,0,8,35,0.04988762752214643,77696,33942,0.4368564662273476,172547.9375,737090.5,4659999.37500005,23330688.0,1991.7022705078125,3999.999755859375,4712.796337890625,17119.830078125
36,0,9,36,0.049235560345968876,77696,34258,0.4409235996705107,173121.921875,743620.25,4692898.5,23563436.0,2001.930419921875,3999.999755859375,4747.655859375002,17357.962890625
37,0,9,37,0.04869931006326323,77696,34524,0.4443471993410214,173657.90625,747243.25,4721859.0,23751260.0,2010.0555419921875,3999.999755859375,4775.637304687501,17165.1328125
38,0,9,38,0.04773014703378218,77696,34742,0.44715300658978585,173855.296875,752651.3125,4720814.5,23779114.0,2017.5509033203125,3999.999755859375,4799.035473632815,15360.9140625
39,0,9,39,0.04715762417320915,77696,34449,0.4433818986820428,173780.796875,755323.25,4733622.0,23787104.0,2009.5364990234375,3999.999755859375,4709.79677734376,15007.416015625
40,1,0,0,0.04800158900877414,77696,33518,0.4313992998352554,166523.109375,711053.953125,4494766.425000248,23907778.0,1999.1859130859375,3999.999755859375,4660.928295898439,15066.9248046875
41,1,0,1,0.04891278737235342,77696,33055,0.42544017710049425,162557.234375,691523.609375,4451602.900000006,24027236.0,1994.25146484375,3999.999755859375,4624.209179687504,14966.052734375
42,1,0,2,0.049765826180240814,77696,32828,0.4225185337726524,160837.1875,685842.375,4392355.0,24246570.0,1992.33837890625,3999.999755859375,4602.295581054688,14052.1875
43,1,0,3,0.051122508866953895,77696,30883,0.3974850700164745,160332.171875,686287.6875,4438789.0,24374560.0,1953.057861328125,3999.999755859375,4547.244165039064,13778.8330078125
44,1,1,4,0.051924480542698846,77696,30849,0.39704746705107086,159668.5,678552.3125,4418434.5,24585852.0,1955.7891845703125,3999.999755859375,4537.7144287109395,13499.712890625
45,1,1,5,0.05261015822825045,77696,30624,0.39415156507413507,158389.15625,667426.625,4288773.0,24789970.0,1955.5107421875,3999.999755859375,4534.314086914066,13601.5185546875
46,1,1,6,0.052024478233836574,77696,30697,0.39509112438220756,158157.53125,664645.0,4251732.975000063,24914880.0,1960.581787109375,3999.999755859375,4544.535717773444,13722.052734375
47,1,1,7,0.05162686795957393,77696,30078,0.387124176276771,158422.1875,669504.1875,4281733.0,24555216.0,1952.524658203125,3999.999755859375,4490.278833007817,13442.75390625
48,1,2,8,0.0509499735512554,77696,30160,0.3881795716639209,158778.234375,670860.4375,4271135.450000001,24741620.0,1957.2017822265625,3999.999755859375,4504.247705078125,13430.4189453125
49,1,2,9,0.05041068369430784,77696,30396,0.3912170510708402,159603.765625,672844.953125,4285551.250000047,24927346.0,1964.9002685546875,3999.999755859375,4529.269580078127,13568.6494140625
50,1,2,10,0.04887539988090907,77696,30437,0.3917447487644152,160048.875,673754.0625,4292267.0,25117162.0,1969.8720703125,3999.999755859375,4543.802954101566,13473.869140625
51,1,2,11,0.04792270810936793,77696,30142,0.3879478995057661,160994.515625,673497.6875,4308729.0,24873362.0,1968.3385009765625,3999.999755859375,4539.681835937501,13414.0439453125
52,1,3,12,0.046597660340181195,77696,30405,0.39133288714991765,162294.734375,679116.125,4343337.0,25052664.0,1976.7001953125,3999.999755859375,4552.703295898443,13540.001953125
53,1,3,13,0.04568305564427146,77696,30632,0.3942545304777595,163284.90625,684192.125,4371463.5,25230064.0,1985.2493896484375,3999.999755859375,4586.550610351564,13538.2490234375
54,1,3,14,0.044472894526405925,77696,30755,0.39583762355848434,164236.40625,690579.5,4391771.400000011,25353508.0,1991.666015625,3999.999755859375,4606.521899414062,13661.8515625
55,1,3,15,0.04328263991839207,77696,30686,0.39494954695222406,165358.53125,696950.75,4425672.450000026,25134154.0,1994.073486328125,3999.999755859375,4602.9724365234415,13781.3544921875
56,1,4,16,0.04198811478049031,77696,30932,0.3981157331136738,166636.65625,703203.25,4461560.375000032,25302126.0,2002.7254638671875,3999.999755859375,4638.524804687506,13902.4990234375
57,1,4,17,0.04040490107557417,77696,31212,0.4017195222405272,167930.390625,709214.5625,4496591.250000039,25469476.0,2011.8292236328125,3999.999755859375,4670.273168945317,13881.560546875
58,1,4,18,0.039528374059502894,77696,31420,0.4043966227347611,169212.421875,715438.0625,4532538.600000046,25622298.0,2019.7442626953125,3999.999755859375,4701.297851562501,13993.66015625
59,1,4,19,0.04031260771991898,77696,31041,0.399518636738056,170116.78125,721526.3125,4569940.850000046,25087018.0,2011.3995361328125,3999.999755859375,4679.383422851563,13669.8134765625
60,1,5,20,0.03925012667948154,77696,31287,0.40268482289950575,171401.296875,727642.75,4603380.500000059,25193192.0,2019.9871826171875,3999.999755859375,4709.179589843754,13785.958984375
61,1,5,21,0.03694782225990511,77696,31553,0.40610842257001645,172465.1875,733265.9375,4632388.325000071,25351030.0,2028.2965087890625,3999.999755859375,4739.948461914065,13822.7041015625
62,1,5,22,0.035389689331507844,77696,31817,0.4095062808896211,173683.0625,739179.0625,4668444.025000071,25477390.0,2037.1666259765625,3999.999755859375,4774.270214843751,13921.7939453125
63,1,5,23,0.03431594165047168,77696,31934,0.4110121499176277,174775.671875,745112.5625,4696005.925000093,25529730.0,2041.113525390625,3999.999755859375,4750.933911132815,13865.0537109375
64,1,6,24,0.03266325963837456,77696,32172,0.414075370675453,175945.46875,750603.5,4731408.500000089,25641864.0,2049.616455078125,3999.999755859375,4779.1628662109415,13968.9365234375
65,1,6,25,0.032299066059439725,77696,32392,0.4169069192751236,177202.375,756404.6875,4766957.875000088,25765890.0,2057.36474609375,3999.999755859375,4808.347167968753,14078.0732421875
66,1,6,26,0.032379111617387116,77696,32241,0.41496344728171336,177186.90625,759421.25,4790870.525000028,25835722.0,2057.081298828125,3999.999755859375,4820.136157226565,13813.7763671875
67,1,6,27,0.030837030854631842,77696,32437,0.4174860996705107,178415.21875,765215.75,4825429.850000028,25978824.0,2064.938720703125,3999.999755859375,4847.005419921879,13880.3681640625
68,1,7,28,0.030307206170535516,77696,32696,0.42081960461285006,179646.453125,770850.0625,4858623.900000031,26123076.0,2073.054931640625,3999.999755859375,4876.0045166015625,13947.0576171875
69,1,7,29,0.02959391499260288,77696,32905,0.42350957578253706,180747.203125,775470.265625,4872544.450000083,26261276.0,2080.6767578125,3999.999755859375,4901.254956054689,14022.7255859375
70,1,7,30,0.028870769186821525,77696,32901,0.42345809308072485,181304.984375,778085.078125,4881510.850000074,26040146.0,2084.46826171875,3999.999755859375,4921.779565429689,14089.884765625
71,1,7,31,0.029817587094137683,77696,32857,0.42289178336079075,182246.78125,783607.453125,4906327.525000003,26163164.0,2085.82763671875,3999.999755859375,4919.689648437501,14068.82421875
72,1,8,32,0.03029996528655041,77696,32784,0.42195222405271826,183116.328125,788971.765625,4937157.775000006,26044764.0,2086.92041015625,3999.999755859375,4928.343457031252,13441.9951171875
73,1,8,33,0.028516062484785602,77696,32978,0.42444913509060955,184235.375,793499.703125,4966421.025000002,26153944.0,2094.107177734375,3999.999755859375,4954.661547851569,13536.9775390625
74,1,8,34,0.02684071695778123,77696,33141,0.42654705518945635,185167.046875,796317.265625,4978113.050000064,25921020.0,2100.0087890625,3999.999755859375,4983.4606689453185,13629.615234375
75,1,8,35,0.026103515204974562,77696,33329,0.4289667421746293,186234.625,801763.921875,5008492.525000015,26049150.0,2105.938720703125,3999.999755859375,4990.109838867189,13658.068359375
76,1,9,36,0.025904117775945222,77696,33446,0.4304726112026359,186799.8125,804543.484375,5036362.5,26165520.0,2110.5322265625,3999.999755859375,5006.355737304688,13708.3427734375
77,1,9,37,0.030150361587435056,77696,32822,0.4224413097199341,185722.25,804417.3125,5029783.0,25526610.0,2101.773681640625,3999.999755859375,4981.505200195316,13693.9326171875
78,1,9,38,0.032027547663944764,77696,32538,0.41878603789126856,185882.109375,809536.1875,5052908.5,25397288.0,2097.296630859375,3999.999755859375,4980.583349609377,13616.73046875
79,1,9,39,0.0393824285236849,77696,31217,0.40178387561779244,182296.609375,800208.625,4935878.5,24385526.0,2067.1123046875,3999.999755859375,4908.215014648439,13049.9873046875
80,2,0,0,0.038806111283037216,77696,30986,0.3988107495881384,179904.0625,786482.890625,4898407.0,24465352.0,2063.930908203125,3999.999755859375,4891.124194335952,13028.294921875
81,2,0,1,0.0405438491279371,77696,30587,0.3936753500823723,177683.25,778335.5625,4750470.5,24361164.0,2056.738525390625,3999.999755859375,4881.128198242192,12806.75
82,2,0,2,0.043350495478465687,77696,29694,0.38218183690280066,172659.390625,744771.3125,4580268.400000107,23780816.0,2039.776123046875,3999.999755859375,4859.260424804694,12747.1103515625
83,2,0,3,0.04090667208585809,77696,29548,0.3803027182866557,172962.421875,746023.9375,4604190.025000111,23893924.0,2035.234375,3999.999755859375,4801.528393554693,12819.568359375
84,2,1,4,0.04190192267338022,77696,29559,0.38044429571663924,172544.21875,736259.8125,4574754.325000133,24004278.0,2036.7457275390625,3999.999755859375,4812.5630615234395,12812.9228515625
85,2,1,5,0.04786236394328544,77696,28939,0.3724644769357496,171302.359375,732182.5,4520938.5,24088442.0,2023.6375732421875,3999.999755859375,4796.991699218755,12819.36328125
86,2,1,6,0.04752747160857386,77696,28930,0.37234864085667213,171563.75,732695.125,4525500.0,24116156.0,2024.705078125,3999.999755859375,4789.6443359375,12826.80078125
87,2,1,7,0.048279972598712674,77696,28197,0.36291443574958815,170754.046875,724911.5,4522778.0,24171364.0,2005.798828125,3999.999755859375,4701.482763671878,12682.81640625
88,2,2,8,0.0451264620011116,77696,27868,0.35867998352553543,170387.359375,727173.5625,4527913.0,24195242.0,2002.276611328125,3999.999755859375,4697.553125000002,12757.9013671875
89,2,2,9,0.04655396148673745,77696,27842,0.35834534596375617,170676.796875,727059.5,4495343.950000055,24293016.0,2002.2957763671875,3999.999755859375,4703.055395507813,12808.5576171875
90,2,2,10,0.04365667675449657,77696,27920,0.3593492586490939,171481.71875,730435.8125,4519393.700000055,24361860.0,2005.8173828125,3999.999755859375,4714.845166015627,12880.34765625
91,2,2,11,0.044527214784406875,77696,27457,0.35339013591433277,171103.109375,732622.1875,4522206.450000013,24451976.0,1988.0245361328125,3999.999755859375,4643.093701171876,12765.349609375
92,2,3,12,0.042992793086083586,77696,27563,0.35475442751235586,171869.546875,736691.75,4542515.425000027,24556050.0,1991.6397705078125,3999.999755859375,4653.741406250003,12836.4541015625
93,2,3,13,0.04164872297600287,77696,27468,0.3535317133443163,172533.75,740128.84375,4564793.325000032,24655674.0,1990.5234375,3999.999755859375,4651.934301757814,12694.3603515625
94,2,3,14,0.039478361019088935,77696,27609,0.35534647858319607,173373.875,744043.875,4588289.675000034,24758748.0,1995.481201171875,3999.999755859375,4667.261914062501,12712.6474609375
95,2,3,15,0.03743817484023641,77696,27712,0.35667215815486,174145.40625,747006.15625,4611914.325000007,24860720.0,1998.359130859375,3999.999755859375,4665.947949218751,12758.921875
96,2,4,16,0.03956995451350427,77696,27641,0.3557583401976936,174703.046875,746862.203125,4619165.5,24940624.0,1998.979248046875,3999.999755859375,4667.251440429691,12821.556640625
97,2,4,17,0.03733396767671625,77696,27617,0.35544944398682043,175143.125,748475.578125,4631463.5,24985568.0,1998.269775390625,3999.999755859375,4674.78256835938,12852.91796875
98,2,4,18,0.03600214695962485,77696,27292,0.3512664744645799,174966.578125,751485.90625,4627906.925000015,25084534.0,1990.462890625,3999.999755859375,4649.6606689453165,12910.9453125
99,2,4,19,0.0405579452521853,77696,26668,0.3432351729818781,174562.390625,749054.0,4626260.30000004,25069516.0,1976.9715576171875,3999.999755859375,4633.682714843757,12557.4970703125
100,2,5,20,0.041901754690134324,77696,26353,0.339180910214168,174403.3125,750986.6875,4648649.0,24580816.0,1970.60400390625,3999.999755859375,4626.523608398439,12619.8828125
101,2,5,21,0.03832797386400516,77696,26204,0.3372631795716639,174868.640625,754857.5,4671663.0,24510796.0,1963.17529296875,3999.999755859375,4617.59169921875,12576.0859375
102,2,5,22,0.040572421458825336,77696,25894,0.3332732701812191,175287.90625,758665.875,4684725.750000006,24549428.0,1956.03515625,3999.999755859375,4603.008471679691,12631.017578125
103,2,5,23,0.04197705233324788,77696,25420,0.3271725700164745,174511.96875,755351.6875,4682741.5,24051010.0,1940.5782470703125,3999.999755859375,4590.9228515625,12693.390625
104,2,6,24,0.04397936965946663,77696,25021,0.3220371705107084,174106.90625,748020.828125,4654648.550000028,24143124.0,1931.1785888671875,3999.999755859375,4557.291528320315,12624.2958984375
105,2,6,25,0.04313054746464837,77696,24617,0.3168374176276771,174141.09375,749475.9375,4666478.0,24228500.0,1920.8548583984375,3999.999755859375,4528.662670898438,12680.9208984375
106,2,6,26,0.04305927307466341,77696,24539,0.31583350494233936,174292.6875,747373.6875,4669327.5,24234034.0,1918.1279296875,3999.999755859375,4513.843725585938,12635.822265625
107,2,6,27,0.048889532347261504,77696,24110,0.31031198517298186,173594.296875,748687.8125,4651155.0,23837350.0,1904.706298828125,3999.999755859375,4482.85168457032,12106.453125
108,2,7,28,0.04541574161691791,77696,23795,0.3062577224052718,173904.421875,752091.5,4668503.150000012,23590392.0,1895.5599365234375,3999.999755859375,4463.815942382813,12137.1220703125
109,2,7,29,0.04374568525958923,77696,23464,0.301997528830313,174047.53125,754087.15625,4689094.300000014,23205238.0,1884.884521484375,3999.999755859375,4458.982226562502,12097.5419921875
110,2,7,30,0.0450850308501829,77696,23016,0.2962314662273476,173946.59375,752415.3125,4701911.350000038,23263286.0,1875.0069580078125,3999.999755859375,4438.816381835938,11806.482421875
111,2,7,31,0.04294647904406306,77696,22734,0.29260193574958815,173471.578125,750004.953125,4691454.5,22770416.0,1864.9874267578125,3999.999755859375,4412.695190429689,11580.662109375
112,2,8,32,0.046220530452725984,77696,22265,0.2865655889621087,173678.375,750749.1875,4711024.525,22757454.0,1851.7451171875,3999.999755859375,4382.65185546875,11513.841796875
113,2,8,33,0.05146602347728872,77696,21888,0.28171334431630973,172347.546875,748875.5625,4695946.475000003,22821984.0,1840.2286376953125,3999.999755859375,4327.975903320314,11562.7607421875
114,2,8,34,0.047483255446695294,77696,21544,0.2772858319604613,172628.78125,752305.6875,4705855.875000007,22866408.0,1832.4849853515625,3999.999755859375,4300.503320312501,11616.046875
115,2,8,35,0.0501205826285847,77696,21011,0.2704257619439868,172408.578125,754087.6875,4718604.1250000065,22926364.0,1818.296142578125,3999.999755859375,4294.384301757813,11605.1552734375
116,2,9,36,0.05917649312155023,77696,20554,0.264543863261944,172458.359375,756393.671875,4718176.05,22905460.0,1803.701416015625,3999.999755859375,4214.993457031251,11633.5712890625
117,2,9,37,0.053703129637358044,77696,20158,0.25944707578253706,172535.28125,757671.953125,4720678.0,22974702.0,1793.9810791015625,3999.999755859375,4169.641748046877,11677.4443359375
118,2,9,38,0.05192924584369701,77696,19764,0.2543760296540362,171872.234375,757780.375,4699958.5,22916286.0,1785.345703125,3999.999755859375,4153.11787109375,11706.9609375
119,2,9,39,0.05096349067040369,77696,19388,0.24953665568369027,171590.140625,753313.25,4708885.025,22795752.0,1773.5191650390625,3999.999755859375,4121.069433593751,11746.5166015625
120,3,0,0,0.04740274097447455,77696,19189,0.24697539126853377,167377.765625,719705.0625,4607613.5,21800182.0,1767.712890625,3999.999755859375,4108.989208984377,11775.7216796875
121,3,0,1,0.04821666218474538,77696,18869,0.2428567751235585,163344.859375,693685.09375,4469251.0,21545466.0,1759.0548095703125,3999.999755859375,4088.8639770507884,11806.650390625
122,3,0,2,0.05287460949013855,77696,18656,0.2401153212520593,159680.8125,666635.75,4385807.0,20931212.0,1752.1259765625,3999.999755859375,4093.224707031254,11854.2705078125
123,3,0,3,0.05002465342537387,77696,18418,0.23705210049423395,159079.125,661322.375,4380127.0,20913812.0,1747.1441650390625,3999.999755859375,4080.048413085945,11899.0947265625
124,3,1,4,0.054683456205866766,77696,18302,0.23555910214168038,157627.921875,652292.1875,4311882.5,20852252.0,1742.41064453125,3999.999755859375,4073.1877197265626,11925.3994140625
125,3,1,5,0.058746962393036034,77696,18057,0.23240578665568368,155138.234375,641001.5,4218535.0,20819410.0,1735.744384765625,3999.999755859375,4054.046362304691,11944.6279296875
126,3,1,6,0.06158666275940913,77696,17839,0.22959997940691929,154153.03125,632755.4375,4195631.5,20745816.0,1728.75927734375,3999.999755859375,4023.8959106445313,11939.9931640625
127,3,1,7,0.05993418585571239,77696,17597,0.2264852759472817,154033.34375,631379.6875,4197628.0,20760674.0,1721.01171875,3999.999755859375,3999.999755859375,11989.615234375
128,3,2,8,0.05826347468194416,77696,17465,0.2247863467874794,153692.96875,632346.6875,4183193.0,20757520.0,1719.1949462890625,3998.9360961914062,3999.999755859375,11894.546875
129,3,2,9,0.06121646128881519,77696,17155,0.22079643739703458,153637.546875,631079.1875,4196777.5,20813238.0,1711.76171875,3969.5652465820312,3999.999755859375,11883.1494140625
130,3,2,10,0.061608007091049806,77696,16937,0.2179906301482702,151960.015625,622690.4375,4100272.5,20714302.0,1707.5458984375,3959.4793090820312,3999.999755859375,11888.6240234375
131,3,2,11,0.058018852942004144,77696,16716,0.21514621087314661,151766.140625,623971.765625,4113629.75,20751074.0,1700.909912109375,3945.229736328125,3999.999755859375,11878.6396484375
132,3,3,12,0.05651660064240755,77696,16545,0.21294532537067545,151611.1875,621754.25,4115171.25,20780966.0,1697.83251953125,3943.43115234375,3999.999755859375,11797.7353515625
133,3,3,13,0.05350698822326759,77696,16332,0.21020387149917627,151396.90625,621900.3125,4125973.5,20836068.0,1693.2371826171875,3934.9180297851562,3999.999755859375,11821.0498046875
134,3,3,14,0.05491479137582688,77696,16122,0.20750102965403625,151660.59375,624247.9375,4134974.75,20844888.0,1688.9698486328125,3916.0361938476562,3999.999755859375,11709.890625
135,3,3,15,0.05587561843030166,77696,15844,0.20392298187808897,151454.3125,623732.546875,4123966.75,20907112.0,1679.2825927734375,3878.4907836914062,3999.999755859375,11686.2607421875
136,3,4,16,0.05108742871569001,77696,15708,0.20217257001647446,151510.796875,624153.125,4108225.562500021,20841430.0,1675.53125,3870.5310668945312,3999.999755859375,11619.0478515625
137,3,4,17,0.052888796892541404,77696,15437,0.19868461696869852,151287.9375,625707.765625,4104754.000000014,20665146.0,1667.805908203125,3842.1339721679688,3999.999755859375,11659.38671875
138,3,4,18,0.04964072786940189,77696,15212,0.19578871499176276,150790.1875,620410.5,4112734.25,20578794.0,1663.7401123046875,3830.5789184570312,3999.999755859375,11617.359375
139,3,4,19,0.04818520945427135,77696,14874,0.19143842668863262,150483.171875,618905.5,4085961.8250000244,20611466.0,1658.0545654296875,3809.2396240234375,3999.999755859375,11658.3515625
140,3,5,20,0.04372760809926724,77696,14617,0.18813066309719934,150602.203125,620549.4375,4100293.0,20620422.0,1650.5872802734375,3784.4099731445312,3999.999755859375,11695.03125
141,3,5,21,0.04280874403674235,77696,14431,0.18573671746293247,150439.59375,622452.875,4112340.5,20588044.0,1643.2867431640625,3759.0604248046875,3999.999755859375,11725.6953125
142,3,5,22,0.03961823845833946,77696,14221,0.1830338756177924,150048.765625,623255.8125,4087535.25,20137104.0,1638.396240234375,3750.4544677734375,3999.999755859375,11769.9091796875
143,3,5,23,0.03725456639657859,77696,14276,0.18374176276771004,150518.6875,625546.25,4102185.5,20192868.0,1640.0859375,3745.6552124023438,3999.999755859375,11409.5087890625
144,3,6,24,0.04269735495723942,77696,14134,0.18191412685337727,150789.15625,627849.3125,4114809.25,20245870.0,1635.23193359375,3730.3279418945312,3999.999755859375,11403.8681640625
145,3,6,25,0.04566993402528234,77696,14018,0.18042112850082373,150984.109375,630123.8125,4124918.75,20301704.0,1629.9571533203125,3713.0763549804688,3999.999755859375,11435.66796875
146,3,6,26,0.04530409102567575,77696,13917,0.1791211902800659,151183.09375,632424.375,4138538.5,20187998.0,1624.260498046875,3695.16845703125,3999.999755859375,11477.349609375
147,3,6,27,0.04176178029247847,77696,13996,0.18013797364085668,151653.625,634719.75,4152961.5,20240626.0,1627.57470703125,3701.0148315429688,3999.999755859375,11137.6337890625
148,3,7,28,0.044957688088825526,77696,13859,0.17837469110378912,151452.1875,636920.5,4164479.5,20281476.0,1620.991455078125,3675.5213012695312,3999.999755859375,11176.1552734375
149,3,7,29,0.04108596294754268,77696,13733,0.1767529859967051,151638.59375,639002.125,4178121.75,20212932.0,1614.82080078125,3650.1695556640625,3999.999755859375,11203.3349609375
150,3,7,30,0.037478210961774255,77696,13655,0.17574907331136738,151812.53125,640419.8125,4190068.25,20208162.0,1611.131103515625,3641.16943359375,3999.999755859375,11140.517578125
