epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
0,critic_backbone.0.weight,1751040,1340827,0.7657317936769006,343262.625,2044452.375,7433345.5,85565536.0,1505.9849853515625,1600.0,1600.0,1600.0,0.02789679691195488,0.11931550167500973,153.41900844573973
0,critic_backbone.4.bias,5120,348,0.06796875,1938.622314453125,4602.079052734375,7801.092314453174,465070.96875,1706.766845703125,3999.999755859375,3999.999755859375,3999.999755859375,0.004818584898021072,0.010404420353006571,10.541199254989625
0,critic_backbone.6.weight,655360,205124,0.312994384765625,4967.7158203125,11864.177148437488,26860.91677734377,73211040.0,2775.3896484375,3999.999755859375,3999.999755859375,3999.999755859375,0.03347672587260604,0.053849414084106685,109.0194543838501
0,critic_backbone.7.bias,5120,0,0.0,1929.70703125,5251.644946289062,13238.593281250052,26139.421875,1929.70703125,5251.644946289062,13238.593281250052,26139.421875,0.005049946438521147,0.009129975049290806,10.497826194763183
0,critic_backbone.7.weight,5120,3802,0.742578125,20803.2265625,55159.52968750001,182868.27937500054,16370807.0,3701.030517578125,3999.999755859375,3999.999755859375,3999.999755859375,0.003639159677550197,0.0032082472898764536,10.039841747283935
1,critic_backbone.0.weight,1751040,1067617,0.6097045184576023,301903.46875,1886347.875,6599380.0,26261276.0,1429.4267578125,1600.0,1600.0,1600.0,0.02290480388328433,0.14645422669127584,166.51896781921386
1,critic_backbone.4.bias,5120,368,0.071875,1903.4898681640625,4528.205029296877,6171.919565429698,7399.77978515625,1818.650146484375,3999.999755859375,3999.999755859375,3999.999755859375,0.0029408771952148527,0.004848024842794984,6.018838793039322
1,critic_backbone.6.weight,655360,200554,0.3060211181640625,3565.530517578125,7100.758447265622,10841.00551757813,22605.416015625,2998.465576171875,3999.999755859375,3999.999755859375,3999.999755859375,0.02328424088191241,0.026824158825911583,73.37436685562133
1,critic_backbone.7.bias,5120,0,0.0,1694.033935546875,3223.910241699219,8050.904096679706,14061.6201171875,1694.033935546875,3223.910241699219,8050.904096679706,14061.6201171875,0.0052661816356703636,0.007318559137638658,11.210471034049988
1,critic_backbone.7.weight,5120,1658,0.323828125,6164.7373046875,17590.33027343753,105630.65859375033,153021.671875,3017.920654296875,3999.999755859375,3999.999755859375,3999.999755859375,0.006834788876585662,0.0058997071464546025,15.969359529018401
