epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
2,critic_backbone.0.weight,1751040,805043,0.45975134777046783,305322.28125,1914394.625,6614524.459999937,25084534.0,1273.1448974609375,1600.0,1600.0,1600.0,0.03211111766286194,0.3449308408424258,294.86188411712646
2,critic_backbone.4.bias,5120,471,0.0919921875,2137.70556640625,5248.71953125,6319.726899414063,7501.02099609375,2023.006591796875,3999.999755859375,3999.999755859375,3999.999755859375,0.0017395616203430108,0.006059459861717187,9.243278563022614
2,critic_backbone.6.weight,655360,222857,0.34005279541015626,3728.192626953125,6585.004516601555,10191.83291992188,18303.693359375,3233.6298828125,3999.999755859375,3999.999755859375,3999.999755859375,0.018854881962761284,0.04087099297903478,128.55071020126343
2,critic_backbone.7.bias,5120,0,0.0,1652.634033203125,2361.763708496094,3928.7960498047155,11746.5166015625,1652.634033203125,2361.763708496094,3928.7960498047155,11746.5166015625,0.004045584803679958,0.005432546939118765,8.497905012965202
2,critic_backbone.7.weight,5120,465,0.0908203125,4175.1396484375,8697.475488281256,29361.971875000047,149465.8125,2485.74462890625,3999.999755859375,3999.999755859375,3999.999755859375,0.005342636682325974,0.004295465859468095,10.153415995836259
3,critic_backbone.0.weight,1751040,516115,0.2947476927997076,269639.34375,1695679.5,5713577.0,21800182.0,1077.9664306640625,1600.0,1600.0,1600.0,0.03324938858859241,0.3866840681992471,268.37254467010496
3,critic_backbone.4.bias,5120,429,0.0837890625,1972.582763671875,4747.547265625002,6133.522993164065,6968.34912109375,1885.411376953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0028415381733793766,0.009111839527031406,12.138492751121522
3,critic_backbone.6.weight,655360,98140,0.149749755859375,3192.55322265625,4993.942846679687,7917.560791015653,15726.185546875,3013.996826171875,3999.999755859375,3999.999755859375,3999.999755859375,0.021621417393907903,0.05338051994331181,155.54729385375975
3,critic_backbone.7.bias,5120,0,0.0,1730.5972900390625,2550.535681152344,3849.0932812500014,11989.615234375,1730.5972900390625,2550.535681152344,3849.0932812500014,11989.615234375,0.002331335356575437,0.005311328716925345,8.720583087205886
3,critic_backbone.7.weight,5120,400,0.078125,3585.6875,6647.252368164062,22704.150253906257,124005.21875,2591.58935546875,3999.999755859375,3999.999755859375,3999.999755859375,0.0018594423614558763,0.0031838453956879675,7.998243051767349
4,critic_backbone.0.weight,1751040,430009,0.24557348775584795,267428.28125,1700078.375,5579115.0,20460038.0,1025.0611572265625,1600.0,1600.0,1600.0,0.027358999522402883,0.33957283943891525,220.3926040649414
4,critic_backbone.4.bias,5120,361,0.0705078125,1940.60546875,4567.570556640625,5179.603334960938,6738.51513671875,1885.2601318359375,3999.999755859375,3999.999755859375,3999.999755859375,0.002123746962752193,0.008295661659212783,11.309521222114563
4,critic_backbone.6.weight,655360,47280,0.0721435546875,2949.49169921875,4322.306103515622,6813.701831054729,13934.546875,2845.69580078125,3999.999755859375,3999.999755859375,3999.999755859375,0.020322655607014895,0.05168587132357061,142.76267108917236
4,critic_backbone.7.bias,5120,0,0.0,1718.468505859375,2307.792687988281,3332.7130981445357,10761.2666015625,1718.468505859375,2307.792687988281,3332.7130981445357,10761.2666015625,0.002531618940702174,0.006593467394122854,10.986356443166732
4,critic_backbone.7.weight,5120,375,0.0732421875,3113.796875,5006.219775390626,13190.624052734485,52651.453125,2581.01904296875,3999.999755859375,3999.999755859375,3999.999755859375,0.002609474619384855,0.004337366254185326,10.977779680490494
