telemetry_step,train_epoch,update_epoch,minibatch_id,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
11,0,2,11,critic_backbone.6.weight,16384,5157,0.31475830078125,4166.76025390625,12413.635302734374,19766.623222656253,43470.1328125,2709.677001953125,3999.999755859375,3999.999755859375,3999.999755859375,0.03178674727678299,0.08567797392606735,153.25131225585938
11,0,2,11,critic_backbone.7.weight,128,106,0.828125,16897.37109375,58796.440039062465,166335.80203125,183122.25,3835.46923828125,3999.999755859375,3999.999755859375,3999.999755859375,0.002749733394011855,0.002527648815885186,8.118147850036621
11,0,2,11,critic_backbone.7.bias,128,0,0.0,1981.2406005859375,6411.09091796875,9844.107500000004,13397.939453125,1981.2406005859375,6411.09091796875,9844.107500000004,13397.939453125,0.005018132738769054,0.009404034353792667,9.33738899230957
12,0,3,12,critic_backbone.0.weight,43776,35206,0.8042306286549707,344889.34375,2119180.25,7609877.5,37201516.0,1522.963623046875,1600.0,1600.0,1600.0,0.028436562046408653,0.08986282348632812,124.52152252197266
12,0,3,12,critic_backbone.4.bias,128,9,0.0703125,1844.221923828125,4358.985034179686,6531.942480468753,13591.5693359375,1709.5546875,3999.999755859375,3999.999755859375,3999.999755859375,0.004724076483398676,0.012397457845509052,12.581387519836426
12,0,3,12,critic_backbone.6.weight,16384,5227,0.31903076171875,4154.962890625,12166.039990234365,19361.24894531251,42194.5859375,2727.754638671875,3999.999755859375,3999.999755859375,3999.999755859375,0.0317356251180172,0.05179011821746826,96.85456085205078
12,0,3,12,critic_backbone.7.weight,128,105,0.8203125,16897.015625,57455.37226562498,170930.03515625,190633.0625,3815.764404296875,3999.999755859375,3999.999755859375,3999.999755859375,0.002915729535743594,0.0028290324844419956,9.271068572998047
12,0,3,12,critic_backbone.7.bias,128,0,0.0,1945.7998046875,5919.631591796873,9874.91949218751,13668.37109375,1945.7998046875,5919.631591796873,9874.91949218751,13668.37109375,0.005046929698437452,0.011165950447320938,11.879240036010742
13,0,3,13,critic_backbone.0.weight,43776,35523,0.8114720394736842,340650.25,2081860.625,7475349.625,36772748.0,1527.6822509765625,1600.0,1600.0,1600.0,0.027183571830391884,0.08017721772193909,115.08695983886719
13,0,3,13,critic_backbone.4.bias,128,9,0.0703125,1818.8055419921875,4319.203369140624,6095.522426757816,12551.6015625,1699.200927734375,3999.999755859375,3999.999755859375,3999.999755859375,0.004765588790178299,0.011545131914317608,11.829811096191406
13,0,3,13,critic_backbone.6.weight,16384,5224,0.31884765625,4129.8720703125,11832.21230468749,18922.141347656252,41076.85546875,2741.7900390625,3999.999755859375,3999.999755859375,3999.999755859375,0.0322091206908226,0.05129586532711983,99.30355072021484
13,0,3,13,critic_backbone.7.weight,128,103,0.8046875,16731.515625,55099.327734374994,170965.87828125,197828.84375,3798.390869140625,3999.999755859375,3999.999755859375,3999.999755859375,0.0030582312028855085,0.002915197517722845,9.322032928466797
13,0,3,13,critic_backbone.7.bias,128,0,0.0,1931.2547607421875,5507.972534179686,10036.690512695326,14060.416015625,1931.2547607421875,5507.972534179686,10036.690512695326,14060.416015625,0.005051650572568178,0.010164549574255943,11.04023265838623
14,0,3,14,critic_backbone.0.weight,43776,35596,0.813139619883041,334584.6875,2039742.75,7344952.0,34013620.0,1528.5977783203125,1600.0,1600.0,1600.0,0.02606082335114479,0.10230991244316101,140.67501831054688
14,0,3,14,critic_backbone.4.bias,128,9,0.0703125,1802.7249755859375,4361.190234374998,5822.13952636719,12947.67578125,1681.87158203125,3999.999755859375,3999.999755859375,3999.999755859375,0.004808037541806698,0.012824734672904015,12.674057960510254
14,0,3,14,critic_backbone.6.weight,16384,5217,0.31842041015625,4109.66796875,11684.106396484369,18566.0273046875,42512.48046875,2753.15234375,3999.999755859375,3999.999755859375,3999.999755859375,0.032421134412288666,0.05140111595392227,101.7641830444336
14,0,3,14,critic_backbone.7.weight,128,99,0.7734375,16034.9794921875,55224.33554687498,158461.40031250022,204510.75,3778.45751953125,3999.999755859375,3999.999755859375,3999.999755859375,0.0031927975360304117,0.003042032243683934,9.591958999633789
14,0,3,14,critic_backbone.7.bias,128,0,0.0,1915.553955078125,5242.177392578123,10264.498637695327,14538.0166015625,1915.553955078125,5242.177392578123,10264.498637695327,14538.0166015625,0.005068236496299505,0.010653385892510414,11.449433326721191
15,0,3,15,critic_backbone.0.weight,43776,33845,0.773140533625731,332179.03125,2055384.75,7232696.0,29590036.0,1506.4453125,1600.0,1600.0,1600.0,0.02779591828584671,0.21451357007026672,255.4254913330078
15,0,3,15,critic_backbone.4.bias,128,8,0.0625,1804.901123046875,4408.06994628906,5946.8271582031275,12996.40625,1684.759765625,3999.999755859375,3999.999755859375,3999.999755859375,0.004746881313621998,0.010334083810448647,10.471051216125488
15,0,3,15,critic_backbone.6.weight,16384,4957,0.30255126953125,3907.35888671875,10742.122949218749,17527.604082031252,34401.9453125,2710.8271484375,3999.999755859375,3999.999755859375,3999.999755859375,0.03099258616566658,0.08002340793609619,151.41331481933594
15,0,3,15,critic_backbone.7.weight,128,99,0.7734375,14950.15234375,50469.4662109375,151017.91554687542,209418.859375,3779.9189453125,3999.999755859375,3999.999755859375,3999.999755859375,0.003130924189463258,0.002493973821401596,8.247407913208008
15,0,3,15,critic_backbone.7.bias,128,0,0.0,1946.108642578125,5275.110693359371,10584.662045898454,15016.22265625,1946.108642578125,5275.110693359371,10584.662045898454,15016.22265625,0.004952194169163704,0.0071020727045834064,7.712969779968262
16,0,4,16,critic_backbone.0.weight,43776,34206,0.7813870614035088,330665.8125,2057401.25,7199607.0,29111592.0,1510.751953125,1600.0,1600.0,1600.0,0.026888376101851463,0.08290550112724304,113.36689758300781
16,0,4,16,critic_backbone.4.bias,128,8,0.0625,1808.2216796875,4442.617065429684,5981.009746093753,13175.0546875,1683.827880859375,3999.999755859375,3999.999755859375,3999.999755859375,0.004768509417772293,0.010972029529511929,11.100170135498047
16,0,4,16,critic_backbone.6.weight,16384,5000,0.30517578125,3916.054443359375,10660.583691406235,17283.269707031253,33425.72265625,2725.65966796875,3999.999755859375,3999.999755859375,3999.999755859375,0.03142126277089119,0.04946437105536461,95.98371124267578
16,0,4,16,critic_backbone.7.weight,128,98,0.765625,14718.966796875,48346.66542968747,152421.13875000042,212862.984375,3759.30908203125,3999.999755859375,3999.999755859375,3999.999755859375,0.0032673277892172337,0.0031964497175067663,10.005013465881348
16,0,4,16,critic_backbone.7.bias,128,0,0.0,1939.789306640625,5054.839160156247,10814.39230957033,15347.4921875,1939.789306640625,5054.839160156247,10814.39230957033,15347.4921875,0.004951259586960077,0.009244749322533607,10.568058013916016
17,0,4,17,critic_backbone.0.weight,43776,34224,0.7817982456140351,324330.03125,2002621.625,7159242.5,27456284.0,1511.7125244140625,1600.0,1600.0,1600.0,0.02654341794550419,0.10958728939294815,146.8059844970703
17,0,4,17,critic_backbone.4.bias,128,8,0.0625,1788.48974609375,4180.153295898437,5680.614013671878,13252.3408203125,1668.94873046875,3999.999755859375,3999.999755859375,3999.999755859375,0.0048463065177202225,0.01317211426794529,13.001907348632812
17,0,4,17,critic_backbone.6.weight,16384,4982,0.3040771484375,3884.47265625,10412.150927734374,16915.3212890625,33858.41015625,2733.031494140625,3999.999755859375,3999.999755859375,3999.999755859375,0.03154844045639038,0.05273442342877388,106.07530975341797
17,0,4,17,critic_backbone.7.weight,128,98,0.765625,14487.615234375,45510.53964843748,151016.7242968754,210612.1875,3738.9189453125,3999.999755859375,3999.999755859375,3999.999755859375,0.0033865205477923155,0.003249074099585414,10.02248477935791
17,0,4,17,critic_backbone.7.bias,128,0,0.0,1917.13671875,4918.377612304686,11000.672504882832,15452.3212890625,1917.13671875,4918.377612304686,11000.672504882832,15452.3212890625,0.00499314907938242,0.010427742265164852,11.969611167907715
18,0,4,18,critic_backbone.0.weight,43776,34430,0.7865040204678363,320340.3125,1995945.25,7082989.375,26779444.0,1514.88134765625,1600.0,1600.0,1600.0,0.026047367602586746,0.08805541694164276,121.81388092041016
18,0,4,18,critic_backbone.4.bias,128,6,0.046875,1748.03271484375,3881.5563842773427,5634.522080078127,10044.6484375,1654.5452880859375,3881.5563842773427,3999.999755859375,3999.999755859375,0.004904895555227995,0.0126764802262187,12.702617645263672
18,0,4,18,critic_backbone.6.weight,16384,5006,0.3055419921875,3884.18798828125,10314.713037109368,16681.7573046875,33752.2734375,2746.99755859375,3999.999755859375,3999.999755859375,3999.999755859375,0.03211919590830803,0.0482475683093071,96.74295043945312
18,0,4,18,critic_backbone.7.weight,128,97,0.7578125,14333.9208984375,44067.305273437465,141600.92484375034,216131.15625,3718.4365234375,3999.999755859375,3999.999755859375,3999.999755859375,0.0035241120494902134,0.003340156516060233,10.459125518798828
18,0,4,18,critic_backbone.7.bias,128,0,0.0,1902.892333984375,4908.027905273437,11149.39009277346,15257.7255859375,1902.892333984375,4908.027905273437,11149.39009277346,15257.7255859375,0.0050137885846197605,0.009663127362728119,11.255916595458984
19,0,4,19,critic_backbone.0.weight,43776,32777,0.7487436038011696,317835.125,2006103.5,7005015.0,25945534.0,1497.7138671875,1600.0,1600.0,1600.0,0.02698996663093567,0.21318060159683228,263.8121337890625
19,0,4,19,critic_backbone.4.bias,128,6,0.046875,1746.9703369140625,3822.7238159179688,5721.495766601564,8882.5986328125,1660.6195068359375,3822.7238159179688,3999.999755859375,3999.999755859375,0.004809001460671425,0.008921531960368156,9.631153106689453
19,0,4,19,critic_backbone.6.weight,16384,4809,0.29351806640625,3714.89404296875,9573.701757812494,14906.42953125,33887.21875,2722.78271484375,3999.999755859375,3999.999755859375,3999.999755859375,0.031441234052181244,0.06881055235862732,144.58058166503906
19,0,4,19,critic_backbone.7.weight,128,94,0.734375,14094.6328125,44467.06054687495,143261.19046875037,221545.78125,3711.56640625,3999.999755859375,3999.999755859375,3999.999755859375,0.0035466323606669903,0.002910083159804344,9.457816123962402
19,0,4,19,critic_backbone.7.bias,128,0,0.0,1914.60498046875,4925.565258789063,11323.92344726565,15205.5771484375,1914.60498046875,4925.565258789063,11323.92344726565,15205.5771484375,0.004932485520839691,0.00697708735242486,8.606162071228027
20,0,5,20,critic_backbone.0.weight,43776,32760,0.7483552631578947,313928.28125,1947672.125,6893576.0,24803622.0,1498.131103515625,1600.0,1600.0,1600.0,0.027211790904402733,0.11650203913450241,152.36097717285156
20,0,5,20,critic_backbone.4.bias,128,6,0.046875,1729.19580078125,3908.1246704101563,5513.151684570313,8063.740234375,1649.906005859375,3908.1246704101563,3999.999755859375,3999.999755859375,0.004890927113592625,0.013180877082049847,12.833858489990234
20,0,5,20,critic_backbone.6.weight,16384,4801,0.29302978515625,3701.999267578125,9420.350439453116,14577.546425781253,34444.375,2732.064453125,3999.999755859375,3999.999755859375,3999.999755859375,0.03180471807718277,0.05060768499970436,103.72411346435547
20,0,5,20,critic_backbone.7.weight,128,93,0.7265625,13499.6484375,43532.53027343746,91416.97953125008,226177.71875,3689.106201171875,3999.999755859375,3999.999755859375,3999.999755859375,0.003670725505799055,0.0035308743827044964,10.797977447509766
20,0,5,20,critic_backbone.7.bias,128,0,0.0,1893.66455078125,4792.10888671875,11428.774702148465,14412.3603515625,1893.66455078125,4792.10888671875,11428.774702148465,14412.3603515625,0.004971487447619438,0.009537738747894764,11.566269874572754
21,0,5,21,critic_backbone.0.weight,43776,32980,0.7533808479532164,312665.875,1940868.375,6879731.0,24176890.0,1501.2525634765625,1600.0,1600.0,1600.0,0.02642100676894188,0.09260779619216919,124.32486724853516
21,0,5,21,critic_backbone.4.bias,128,7,0.0546875,1731.260986328125,3987.0768554687497,5432.0910839843755,8159.50439453125,1651.0863037109375,3986.43828125,3999.999755859375,3999.999755859375,0.00490647042170167,0.010810326784849167,10.879739761352539
21,0,5,21,critic_backbone.6.weight,16384,4835,0.29510498046875,3700.45703125,9370.03056640625,14265.376699218752,34931.4921875,2744.79150390625,3999.999755859375,3999.999755859375,3999.999755859375,0.032185595482587814,0.047210779041051865,96.322509765625
21,0,5,21,critic_backbone.7.weight,128,92,0.71875,13218.3212890625,36340.070703125,92634.47890625008,231518.25,3673.271240234375,3999.999755859375,3999.999755859375,3999.999755859375,0.003780535887926817,0.0033837025985121727,10.428025245666504
21,0,5,21,critic_backbone.7.bias,128,0,0.0,1880.806884765625,4657.372753906249,11186.276137695339,13549.5498046875,1880.806884765625,4657.372753906249,11186.276137695339,13549.5498046875,0.004974392242729664,0.008525182493031025,10.54775333404541
22,0,5,22,critic_backbone.0.weight,43776,33149,0.7572414108187134,311244.90625,1957602.625,6864415.0,23547948.0,1503.64697265625,1600.0,1600.0,1600.0,0.025239059701561928,0.09747353196144104,129.54151916503906
22,0,5,22,critic_backbone.4.bias,128,8,0.0625,1728.210205078125,4040.4856201171874,5518.354746093751,8196.970703125,1646.32568359375,3999.999755859375,3999.999755859375,3999.999755859375,0.004940745420753956,0.011636439710855484,11.625388145446777
22,0,5,22,critic_backbone.6.weight,16384,4847,0.29583740234375,3700.40380859375,9320.274755859364,14251.78548828125,34905.2109375,2756.640869140625,3999.999755859375,3999.999755859375,3999.999755859375,0.032658133655786514,0.047084879130125046,98.08721160888672
22,0,5,22,critic_backbone.7.weight,128,92,0.71875,13021.2255859375,36527.43574218749,87498.20000000004,235843.234375,3656.183837890625,3999.999755859375,3999.999755859375,3999.999755859375,0.003889293409883976,0.003584679216146469,10.74858570098877
22,0,5,22,critic_backbone.7.bias,128,0,0.0,1862.8681640625,4516.294702148437,10262.630439453147,13806.005859375,1862.8681640625,4516.294702148437,10262.630439453147,13806.005859375,0.005002859979867935,0.009064989164471626,11.281060218811035
23,0,5,23,critic_backbone.0.weight,43776,31800,0.7264254385964912,311156.875,1924844.75,6789451.875,23411000.0,1488.9771728515625,1600.0,1600.0,1600.0,0.02562224492430687,0.2136722207069397,258.0799255371094
