epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_theta_floor,hierarchical_actor_separate_theta_route_backbones,0.9968005418777466,0.15311609208583832,2.4417428970336914,0.9973528981208801,0.1425536721944809,1.651782512664795,0.014804502949118614,0.01296421978622675,0.14124999940395355,0.15004190802574158,0.0004909402540017089,0.001128946333968391,0.03,0.015,0,10,3,7,1,33,15,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_theta_floor,hierarchical_actor_separate_theta_route_backbones,1.0068820714950562,0.3144811987876892,4.371633052825928,1.0140674114227295,0.35452893376350403,3.8403313159942627,0.036299463361501694,0.043007075786590576,0.3462499976158142,0.501259446144104,0.0017823814139939548,0.0025829232935476202,0.03,0.015,9,7,0,5,1,22,22,0.4962500035762787,0.4962500035762787
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_theta_floor,hierarchical_actor_separate_theta_route_backbones,1.006868839263916,0.3478715717792511,8.561147689819336,1.0103633403778076,0.3200749158859253,4.12238883972168,0.03506072238087654,0.03551146015524864,0.32208332419395447,0.42749372124671936,0.0016694903667181886,0.0019258747725919086,0.03,0.015,8,8,0,6,1,21,19,0.4970833361148834,0.4970833361148834
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_theta_floor,hierarchical_actor_separate_theta_route_backbones,1.002479910850525,0.2908683717250824,4.420116901397705,1.0095340013504028,0.34520572423934937,6.384398460388184,0.03655843436717987,0.03881147876381874,0.31958332657814026,0.40651801228523254,0.0017831510296040822,0.0016772886204610888,0.03,0.015,5,9,3,6,1,23,18,0.4858333468437195,0.4858333468437195
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_theta_floor,hierarchical_actor_separate_theta_route_backbones,0.9986650347709656,0.2984507381916046,6.491207599639893,0.9975618720054626,0.284572035074234,5.4080729484558105,0.04074230045080185,0.039248742163181305,0.3174999952316284,0.3526361286640167,0.0025787828379266317,0.0028807538551821684,0.03,0.015,6,9,2,7,1,21,15,0.4820833206176758,0.4820833206176758
