block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,0.04782109335064888,0.016583401709794998,0.09050367027521133,-0.01816852018237114,0.0855322852730751,0.9855160713195801,0.08177114278078079,0
1,3,6,3,dispatch_decision_block,0.03366798907518387,0.019945256412029266,0.10503822565078735,-0.010379019193351269,0.11771105974912643,0.9967405796051025,0.12288801372051239,0
2,6,9,3,dispatch_decision_block,0.03660427778959274,0.020874684676527977,0.1090344563126564,-0.0060769934207201,0.07586006820201874,0.9967806935310364,0.07482452690601349,0
3,9,12,3,dispatch_decision_block,0.04721590876579285,0.015607880428433418,0.10466671735048294,-0.010589434765279293,0.09108676761388779,0.9934687614440918,0.08729520440101624,0
4,12,15,3,dispatch_decision_block,0.04501453787088394,0.017107686027884483,0.09733086824417114,-0.02505061775445938,0.10434079170227051,0.9806651473045349,0.10494484007358551,0
5,15,18,3,dispatch_decision_block,0.03271276131272316,0.022620374336838722,0.10764503479003906,-0.0038866745308041573,0.09874152392148972,1.001003623008728,0.09958957880735397,0
6,18,21,3,dispatch_decision_block,0.031388502568006516,0.020413139835000038,0.09705528616905212,0.0009691279847174883,0.08886639773845673,1.0049548149108887,0.09033804386854172,0
7,21,24,3,dispatch_decision_block,0.04995422810316086,0.0124885318800807,0.08992407470941544,-0.042478837072849274,0.13998781144618988,0.967522144317627,0.12968243658542633,0
8,24,27,3,dispatch_decision_block,0.04848972335457802,0.017696890980005264,0.09502094238996506,-0.012487215921282768,0.06971295922994614,0.9899306297302246,0.06658150255680084,0
9,27,30,3,dispatch_decision_block,0.03366353362798691,0.021263601258397102,0.10661318898200989,-0.008813203312456608,0.11230260133743286,0.9973458647727966,0.10855403542518616,0
10,30,33,3,dispatch_decision_block,0.0339919812977314,0.021747425198554993,0.10151617974042892,-0.014736257493495941,0.11041463166475296,0.9913574457168579,0.10869231075048447,0
11,33,36,3,dispatch_decision_block,0.044066138565540314,0.010254583321511745,0.07920101284980774,-0.012129869312047958,0.1565290242433548,0.9996838569641113,0.14946548640727997,0
12,36,39,3,dispatch_decision_block,0.050126947462558746,0.019716128706932068,0.11679954081773758,-0.018172461539506912,0.09990357607603073,0.9868412613868713,0.09697170555591583,0
13,39,42,3,dispatch_decision_block,0.03257514908909798,0.017165647819638252,0.07421578466892242,-0.02007993683218956,0.12583981454372406,0.9875068664550781,0.11600174009799957,0
14,42,45,3,dispatch_decision_block,0.036456771194934845,0.019075840711593628,0.09147823601961136,-0.014968975447118282,0.08914641290903091,0.9890453815460205,0.08768174797296524,0
15,45,48,3,dispatch_decision_block,0.05227191001176834,0.01531024556607008,0.0942147746682167,0.00553031824529171,0.11336170136928558,1.0121623277664185,0.11913617700338364,0
16,48,51,3,dispatch_decision_block,0.04677093029022217,0.020106855779886246,0.09844094514846802,-0.013599149882793427,0.10549681633710861,0.9919251203536987,0.10298559814691544,0
17,51,54,3,dispatch_decision_block,0.036664243787527084,0.021603764966130257,0.1012500524520874,-0.008951130323112011,0.10352607071399689,0.9964069128036499,0.10349414497613907,0
18,54,57,3,dispatch_decision_block,0.03322746232151985,0.02183140255510807,0.09628143906593323,0.008438126184046268,0.06984156370162964,1.0109875202178955,0.0730949193239212,0
19,57,60,3,dispatch_decision_block,0.04734865203499794,0.0157503392547369,0.09652624279260635,-0.021082988008856773,0.09740922600030899,0.9837679862976074,0.09527316689491272,0
20,60,63,3,dispatch_decision_block,0.05137767642736435,0.021447692066431046,0.0990171879529953,-0.010495543479919434,0.08766034990549088,0.993344247341156,0.08671573549509048,0
21,63,66,3,dispatch_decision_block,0.038944147527217865,0.023645156994462013,0.11219513416290283,-0.008174221031367779,0.09909171611070633,0.9967018365859985,0.09787934273481369,0
22,66,69,3,dispatch_decision_block,0.038921333849430084,0.023474011570215225,0.09777923673391342,-0.006780736614018679,0.09245018661022186,0.9974969625473022,0.09269773960113525,0
23,69,72,3,dispatch_decision_block,0.0507240816950798,0.013884153217077255,0.08829198777675629,-0.016467805951833725,0.10560162365436554,0.9891404509544373,0.10392674058675766,0
0,0,3,3,dispatch_decision_block,0.04563084617257118,0.019464625045657158,0.09756474196910858,-0.042168810963630676,0.22235114872455597,0.9822493195533752,0.21530890464782715,1
1,3,6,3,dispatch_decision_block,0.030834153294563293,0.01960212178528309,0.09161783009767532,-0.04151294380426407,0.185190349817276,0.9756583571434021,0.1785230040550232,1
2,6,9,3,dispatch_decision_block,0.03440249338746071,0.020373033359646797,0.09914806485176086,-0.04862990230321884,0.2065369039773941,0.9733629822731018,0.20978723466396332,1
3,9,12,3,dispatch_decision_block,0.04709647595882416,0.016303926706314087,0.11494558304548264,-0.04802514240145683,0.2211102545261383,0.9752119183540344,0.2001362442970276,1
4,12,15,3,dispatch_decision_block,0.050408735871315,0.018559055402874947,0.11987188458442688,-0.02728249318897724,0.21256597340106964,0.9953041076660156,0.21497111022472382,1
5,15,18,3,dispatch_decision_block,0.038906268775463104,0.022339344024658203,0.10642723739147186,-0.031972188502550125,0.2007225602865219,0.9881777763366699,0.2018379271030426,1
6,18,21,3,dispatch_decision_block,0.035881027579307556,0.023692907765507698,0.09772377461194992,-0.015315008349716663,0.20614299178123474,1.0066900253295898,0.22468698024749756,1
7,21,24,3,dispatch_decision_block,0.04828285053372383,0.014923281036317348,0.0953923761844635,-0.02502831071615219,0.22436894476413727,1.0004818439483643,0.23400765657424927,1
8,24,27,3,dispatch_decision_block,0.05498098209500313,0.02202296070754528,0.11751176416873932,-0.05449875444173813,0.22625434398651123,0.9714587926864624,0.22755499184131622,1
9,27,30,3,dispatch_decision_block,0.03782717138528824,0.025252437219023705,0.12382415682077408,-0.025916753336787224,0.18290603160858154,0.990856945514679,0.18333706259727478,1
10,30,33,3,dispatch_decision_block,0.03721077740192413,0.02475300244987011,0.11825846880674362,-0.03289967030286789,0.20575451850891113,0.9883548021316528,0.20729860663414001,1
11,33,36,3,dispatch_decision_block,0.050368860363960266,0.015443377196788788,0.0911787897348404,-0.04388943687081337,0.16485930979251862,0.9699148535728455,0.15741567313671112,1
12,36,39,3,dispatch_decision_block,0.04291575402021408,0.01583990827202797,0.0897669717669487,-0.024701561778783798,0.23826570808887482,1.0032916069030762,0.24213849008083344,1
13,39,42,3,dispatch_decision_block,0.029745064675807953,0.015861595049500465,0.0876322016119957,-0.03527886047959328,0.24878276884555817,0.9945065379142761,0.23912304639816284,1
14,42,45,3,dispatch_decision_block,0.03391360864043236,0.01754525490105152,0.09637913852930069,-0.03562933951616287,0.1741950958967209,0.9798672199249268,0.17570993304252625,1
15,45,48,3,dispatch_decision_block,0.04529975727200508,0.015693850815296173,0.08928924053907394,-0.03378044068813324,0.18792201578617096,0.983298659324646,0.17607353627681732,1
16,48,51,3,dispatch_decision_block,0.04969797283411026,0.020870111882686615,0.1276625245809555,-0.07585304230451584,0.22077542543411255,0.9493830800056458,0.20686982572078705,1
17,51,54,3,dispatch_decision_block,0.03863857313990593,0.02654775232076645,0.1295308619737625,-0.06663373112678528,0.30241402983665466,0.9705836772918701,0.23702986538410187,1
18,54,57,3,dispatch_decision_block,0.036847855895757675,0.026902027428150177,0.1295308619737625,-0.03510795533657074,0.19518791139125824,0.984035313129425,0.19356070458889008,1
19,57,60,3,dispatch_decision_block,0.04708187282085419,0.014196700416505337,0.08645392954349518,-0.02710047736763954,0.20618030428886414,0.9937825798988342,0.20224981009960175,1
20,60,63,3,dispatch_decision_block,0.05044545605778694,0.022291041910648346,0.11332728713750839,-0.029046043753623962,0.20138037204742432,0.9900444149971008,0.18630266189575195,1
21,63,66,3,dispatch_decision_block,0.03273119404911995,0.023106660693883896,0.09998637437820435,-0.06568294763565063,0.2526977062225342,0.9670994281768799,0.2516206204891205,1
22,66,69,3,dispatch_decision_block,0.03316796198487282,0.023167969658970833,0.09297455102205276,-0.030287005007267,0.17079351842403412,0.9844760298728943,0.17095603048801422,1
23,69,72,3,dispatch_decision_block,0.04768427833914757,0.016625521704554558,0.0840928852558136,0.01057400181889534,0.23506951332092285,1.038808822631836,0.24613337218761444,1
0,0,3,3,dispatch_decision_block,0.04389166831970215,0.017327930778265,0.08667045086622238,-0.0352141447365284,0.1525111198425293,0.9765526056289673,0.1475803405046463,2
1,3,6,3,dispatch_decision_block,0.034822963178157806,0.01889515109360218,0.08927584439516068,-0.026146022602915764,0.18318481743335724,0.989579439163208,0.1673593670129776,2
2,6,9,3,dispatch_decision_block,0.038107290863990784,0.019883595407009125,0.09105230867862701,-0.0420258492231369,0.17605306208133698,0.9738815426826477,0.17544473707675934,2
3,9,12,3,dispatch_decision_block,0.04905227571725845,0.014701767824590206,0.08094978332519531,-0.008017653599381447,0.188829243183136,1.010683536529541,0.20773370563983917,2
4,12,15,3,dispatch_decision_block,0.050761353224515915,0.016159409657120705,0.08246956765651703,-0.02911187708377838,0.16761837899684906,0.9846121072769165,0.15902577340602875,2
5,15,18,3,dispatch_decision_block,0.03696811571717262,0.019292915239930153,0.10068637877702713,-0.022384950891137123,0.19704923033714294,0.9970543384552002,0.20228634774684906,2
6,18,21,3,dispatch_decision_block,0.033375225961208344,0.0198900755494833,0.10068637877702713,-0.04335123673081398,0.21434395015239716,0.9785962104797363,0.19822221994400024,2
7,21,24,3,dispatch_decision_block,0.04945537447929382,0.014162963256239891,0.09010139852762222,-0.027338767424225807,0.24618129432201385,1.002291202545166,0.24552173912525177,2
8,24,27,3,dispatch_decision_block,0.0532417818903923,0.018629107624292374,0.10391049087047577,-0.016696127131581306,0.24950456619262695,1.0146254301071167,0.27305513620376587,2
9,27,30,3,dispatch_decision_block,0.037097278982400894,0.022995421662926674,0.12334755063056946,-0.021007265895605087,0.17308326065540314,0.9940251111984253,0.17454297840595245,2
10,30,33,3,dispatch_decision_block,0.03762277215719223,0.023187045007944107,0.1130189374089241,0.004286074545234442,0.2193773090839386,1.0279133319854736,0.2174244374036789,2
11,33,36,3,dispatch_decision_block,0.04884740337729454,0.015237520448863506,0.08916623890399933,-0.004485473968088627,0.13596495985984802,1.004957675933838,0.1418994963169098,2
12,36,39,3,dispatch_decision_block,0.046818237751722336,0.017815513536334038,0.09761479496955872,-0.0339822843670845,0.18810705840587616,0.9845189452171326,0.19857990741729736,2
13,39,42,3,dispatch_decision_block,0.030951203778386116,0.020117949694395065,0.10624206811189651,-0.04877196252346039,0.22861908376216888,0.9751483201980591,0.19746942818164825,2
14,42,45,3,dispatch_decision_block,0.03603136166930199,0.0208143200725317,0.11855363845825195,-0.032962605357170105,0.18728575110435486,0.9845332503318787,0.18535204231739044,2
