epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0.06973519215438521,3153920,0,0.0,248047.625,1224460.375,6726123.5,97440424.0,248047.625,1224460.375,6726123.5,97440424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0.05388177831418449,3153920,0,0.0,238833.03125,1210672.1374999743,6486816.5,20464496.0,238833.03125,1210672.1374999743,6486816.5,20464496.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0.0502333149432725,3153920,0,0.0,225965.921875,1135467.25,6119743.770000057,18490614.0,225965.921875,1135467.25,6119743.770000057,18490614.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0.05133198770601517,3153920,0,0.0,208784.203125,1096131.875,5624164.0,16242964.0,208784.203125,1096131.875,5624164.0,16242964.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0.04246201588245125,3153920,0,0.0,199385.46875,1090375.625,5234284.5,14817748.0,199385.46875,1090375.625,5234284.5,14817748.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0.033911314703847076,3153920,0,0.0,202109.96875,1128277.125,5198166.0,15135495.0,202109.96875,1128277.125,5198166.0,15135495.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
