block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,0.04782109335064888,0.016583401709794998,0.09050367027521133,-0.018797550350427628,0.0900241807103157,0.9853265285491943,0.08772432059049606,0
1,3,6,3,dispatch_decision_block,0.03366798907518387,0.019945256412029266,0.10503822565078735,-0.011151905171573162,0.11989912390708923,0.9962148070335388,0.12457884103059769,0
2,6,9,3,dispatch_decision_block,0.03660427778959274,0.020874684676527977,0.1090344563126564,-0.010488992556929588,0.08189946413040161,0.9928289651870728,0.079428531229496,0
3,9,12,3,dispatch_decision_block,0.04721590876579285,0.015607880428433418,0.10466671735048294,-0.011485124006867409,0.09623945504426956,0.993054986000061,0.09249231964349747,0
4,12,15,3,dispatch_decision_block,0.04501453787088394,0.017107686027884483,0.09733086824417114,-0.02779497392475605,0.10790498554706573,0.9783510565757751,0.10831595212221146,0
5,15,18,3,dispatch_decision_block,0.03271276131272316,0.022620374336838722,0.10764503479003906,-0.002270921366289258,0.09772782772779465,1.0025050640106201,0.098196841776371,0
6,18,21,3,dispatch_decision_block,0.031388502568006516,0.020413139835000038,0.09705528616905212,0.002161378273740411,0.08628266304731369,1.005927562713623,0.08790873736143112,0
7,21,24,3,dispatch_decision_block,0.04995422810316086,0.0124885318800807,0.08992407470941544,-0.042810190469026566,0.1394512951374054,0.9670902490615845,0.1280907690525055,0
8,24,27,3,dispatch_decision_block,0.04848972335457802,0.017696890980005264,0.09502094238996506,-0.013970491476356983,0.07180791348218918,0.9886186122894287,0.06898322701454163,0
9,27,30,3,dispatch_decision_block,0.03366353362798691,0.021263601258397102,0.10661318898200989,-0.00918967928737402,0.11061428487300873,0.9967899322509766,0.10695651173591614,0
10,30,33,3,dispatch_decision_block,0.0339919812977314,0.021747425198554993,0.10151617974042892,-0.015544178895652294,0.12111776322126389,0.9916911125183105,0.11733951419591904,0
11,33,36,3,dispatch_decision_block,0.044066138565540314,0.010254583321511745,0.07920101284980774,-0.009867388755083084,0.14611488580703735,1.0003914833068848,0.13875249028205872,0
12,36,39,3,dispatch_decision_block,0.050126947462558746,0.019716128706932068,0.11679954081773758,-0.0292486771941185,0.1279461532831192,0.9787377715110779,0.11634786427021027,0
13,39,42,3,dispatch_decision_block,0.03257514908909798,0.017165647819638252,0.07421578466892242,-0.01865604892373085,0.1290907859802246,0.9892874956130981,0.11902733147144318,0
14,42,45,3,dispatch_decision_block,0.036456771194934845,0.019075840711593628,0.09147823601961136,-0.015610676258802414,0.09315471351146698,0.9887693524360657,0.09159407019615173,0
15,45,48,3,dispatch_decision_block,0.05227191001176834,0.01531024556607008,0.0942147746682167,0.004315640311688185,0.11909545958042145,1.0116801261901855,0.12663480639457703,0
16,48,51,3,dispatch_decision_block,0.04677093029022217,0.020106855779886246,0.09844094514846802,-0.012947703711688519,0.10956501960754395,0.9930422306060791,0.10823844373226166,0
17,51,54,3,dispatch_decision_block,0.036664243787527084,0.021603764966130257,0.1012500524520874,-0.010819400660693645,0.0989810973405838,0.9940831661224365,0.09843064844608307,0
18,54,57,3,dispatch_decision_block,0.03322746232151985,0.02183140255510807,0.09628143906593323,0.008945871144533157,0.07635749131441116,1.0119963884353638,0.08016715943813324,0
19,57,60,3,dispatch_decision_block,0.04734865203499794,0.0157503392547369,0.09652624279260635,-0.023277003318071365,0.10299432277679443,0.9821605086326599,0.10067034512758255,0
20,60,63,3,dispatch_decision_block,0.05137767642736435,0.021447692066431046,0.0990171879529953,-0.015254986472427845,0.10993797332048416,0.9907673001289368,0.10827147215604782,0
21,63,66,3,dispatch_decision_block,0.038944147527217865,0.023645156994462013,0.11219513416290283,-0.007095064967870712,0.09791770577430725,0.9976368546485901,0.09600455313920975,0
22,66,69,3,dispatch_decision_block,0.038921333849430084,0.023474011570215225,0.09777923673391342,-0.00552326999604702,0.09134285151958466,0.9986732006072998,0.0924704521894455,0
23,69,72,3,dispatch_decision_block,0.0507240816950798,0.013884153217077255,0.08829198777675629,-0.016775093972682953,0.10488999634981155,0.9887632727622986,0.10320933908224106,0
0,0,3,3,dispatch_decision_block,0.04562846198678017,0.0194572564214468,0.0975402444601059,-0.04066963121294975,0.21496586501598358,0.9823166728019714,0.21052798628807068,1
1,3,6,3,dispatch_decision_block,0.03083970583975315,0.01960943266749382,0.09158080816268921,-0.0466289222240448,0.18462161719799042,0.97027987241745,0.17221826314926147,1
2,6,9,3,dispatch_decision_block,0.03439781069755554,0.020373255014419556,0.0992540642619133,-0.0481070801615715,0.20810426771640778,0.9744322299957275,0.21614784002304077,1
3,9,12,3,dispatch_decision_block,0.047092705965042114,0.016311800107359886,0.11504868417978287,-0.052971191704273224,0.22599849104881287,0.9713311791419983,0.205281063914299,1
4,12,15,3,dispatch_decision_block,0.05042495205998421,0.018580155447125435,0.12009061872959137,-0.019692312926054,0.2058829814195633,1.0013728141784668,0.2077694535255432,1
5,15,18,3,dispatch_decision_block,0.038886670023202896,0.022346971556544304,0.10642284899950027,-0.0354977510869503,0.18731722235679626,0.9818812012672424,0.18131716549396515,1
6,18,21,3,dispatch_decision_block,0.035884790122509,0.02370424009859562,0.0977930873632431,-0.021342888474464417,0.19553539156913757,0.9982272982597351,0.20725160837173462,1
7,21,24,3,dispatch_decision_block,0.048291806131601334,0.014936055056750774,0.09540998190641403,-0.01895788311958313,0.21121607720851898,1.0041650533676147,0.22865714132785797,1
8,24,27,3,dispatch_decision_block,0.05498689040541649,0.022019702941179276,0.11749132722616196,-0.05026506260037422,0.22734567523002625,0.975267767906189,0.22346921265125275,1
9,27,30,3,dispatch_decision_block,0.037817634642124176,0.025256486609578133,0.12386279553174973,-0.027294745668768883,0.18473148345947266,0.9897421002388,0.18396638333797455,1
10,30,33,3,dispatch_decision_block,0.03720351308584213,0.02475755102932453,0.11829038709402084,-0.035605013370513916,0.21126589179039001,0.9865558743476868,0.20879098773002625,1
11,33,36,3,dispatch_decision_block,0.0503317154943943,0.01541364099830389,0.091156966984272,-0.04756496846675873,0.16127507388591766,0.9658575654029846,0.15402565896511078,1
12,36,39,3,dispatch_decision_block,0.04291911423206329,0.015838129445910454,0.0898139476776123,-0.02180500514805317,0.2440650463104248,1.0072544813156128,0.2451057732105255,1
13,39,42,3,dispatch_decision_block,0.029745373874902725,0.015863820910453796,0.08754369616508484,-0.035634804517030716,0.23926149308681488,0.9922550916671753,0.23250265419483185,1
14,42,45,3,dispatch_decision_block,0.03389376029372215,0.017544128000736237,0.096302330493927,-0.0430966392159462,0.2029050588607788,0.976612389087677,0.187370166182518,1
15,45,48,3,dispatch_decision_block,0.045318879187107086,0.01569601707160473,0.0893288254737854,-0.03314927592873573,0.18986301124095917,0.9843675494194031,0.1796252727508545,1
16,48,51,3,dispatch_decision_block,0.04972391948103905,0.020874885842204094,0.1276024430990219,-0.07132340222597122,0.21248814463615417,0.9519745111465454,0.1992562860250473,1
17,51,54,3,dispatch_decision_block,0.03866863623261452,0.026561735197901726,0.1295308619737625,-0.07018706947565079,0.3335346579551697,0.9724783301353455,0.24659563601016998,1
18,54,57,3,dispatch_decision_block,0.03685237467288971,0.02690417319536209,0.1295308619737625,-0.038840003311634064,0.19292600452899933,0.9798677563667297,0.19013282656669617,1
19,57,60,3,dispatch_decision_block,0.04709411785006523,0.014195727184414864,0.08619694411754608,-0.021250471472740173,0.19533810019493103,0.9973239302635193,0.18905185163021088,1
20,60,63,3,dispatch_decision_block,0.050448499619960785,0.022296292707324028,0.11296330392360687,-0.02302359789609909,0.18103039264678955,0.9929478168487549,0.17484784126281738,1
21,63,66,3,dispatch_decision_block,0.03272176906466484,0.023110395297408104,0.1000516414642334,-0.05065052583813667,0.2483321875333786,0.9807155728340149,0.25177010893821716,1
22,66,69,3,dispatch_decision_block,0.033155981451272964,0.023165514692664146,0.09302803874015808,-0.022719137370586395,0.1706230342388153,0.9920328259468079,0.17367562651634216,1
23,69,72,3,dispatch_decision_block,0.047670893371105194,0.016623931005597115,0.08385466784238815,0.005177031736820936,0.241918683052063,1.0351059436798096,0.25566673278808594,1
0,0,3,3,dispatch_decision_block,0.04386673495173454,0.017318785190582275,0.08676312863826752,-0.02289603278040886,0.14776918292045593,0.9880871772766113,0.14736272394657135,2
1,3,6,3,dispatch_decision_block,0.034800462424755096,0.018897773697972298,0.0892038345336914,-0.02959885634481907,0.1881314367055893,0.9865702986717224,0.16491825878620148,2
2,6,9,3,dispatch_decision_block,0.038080327212810516,0.019875407218933105,0.09093157202005386,-0.04238324612379074,0.18111760914325714,0.9743501543998718,0.17957192659378052,2
3,9,12,3,dispatch_decision_block,0.04904169216752052,0.014692980796098709,0.08098356425762177,-0.028764648362994194,0.19906683266162872,0.9908447265625,0.19660638272762299,2
4,12,15,3,dispatch_decision_block,0.05076805129647255,0.016154717653989792,0.08246196806430817,-0.01953090913593769,0.16749313473701477,0.9942430257797241,0.1637319028377533,2
