block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6948961019515991,0.30860036611557007,0.9202153086662292,0.3450305163860321,0.9137824177742004,0.34368690848350525,0.799196183681488,0.3290327489376068,1.5396004915237427,0.2910233736038208,0.8017513155937195,0.32794857025146484,1.5396004915237427,0.2910233736038208,0.8032716512680054,0.3238796293735504,0.8074506521224976,0.32523679733276367,0.004178983625024557,0.3039165735244751,0.9337986707687378,-0.7566256523132324,-0.004178983625024557,0.3039165735244751,0.7566256523132324,-0.9337986707687378,0.0083856713026762,0.33888766169548035,1.0757226943969727,-0.6705365777015686,-0.005063062999397516,0.3608085811138153,0.9438890814781189,-0.7925237417221069,0.4099999964237213,0.018339525908231735,0.3145363926887512,0
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4233415722846985,0.2777699828147888,0.6949790120124817,0.3206734359264374,0.6995530128479004,0.3068287968635559,0.527641773223877,0.29292726516723633,1.1590046882629395,0.013181307353079319,0.5272001028060913,0.29310232400894165,1.1590046882629395,0.013181307353079319,0.5565155744552612,0.2864297032356262,0.5591316223144531,0.28972122073173523,0.0026160096749663353,0.3371252119541168,1.0582144260406494,-0.8650145530700684,-0.0026160096749663353,0.3371252119541168,0.8650145530700684,-1.0582144260406494,0.7855217456817627,0.396183580160141,1.6970919370651245,-0.26473182439804077,-0.019518883898854256,0.37145718932151794,0.8699104189872742,-0.9547157287597656,0.28999999165534973,0.03205771744251251,0.2112112045288086,0
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4959056079387665,0.31174755096435547,0.673107922077179,0.33997979760169983,0.6787364482879639,0.33907029032707214,0.600205659866333,0.3371638059616089,1.4902011156082153,0.04437382519245148,0.6000329852104187,0.3372536897659302,1.4902011156082153,0.04437382519245148,0.5854930877685547,0.3187994062900543,0.586665153503418,0.32263070344924927,0.0011720577022060752,0.3608972728252411,1.2024701833724976,-0.8399370312690735,-0.0011720577022060752,0.3608972728252411,0.8399370312690735,-1.2024701833724976,0.39780375361442566,0.3670817017555237,1.4188520908355713,-0.8978692293167114,-0.007167565170675516,0.3660413324832916,0.9933907985687256,-1.196043610572815,0.3700000047683716,0.011875689029693604,0.23488925397396088,0
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.7221241593360901,0.2084287405014038,0.9563184380531311,0.2335709035396576,0.9498854875564575,0.2305333912372589,0.8346943855285645,0.23327846825122833,1.4020590782165527,0.30604520440101624,0.8349795341491699,0.23292702436447144,1.4020590782165527,0.30604520440101624,0.8485227823257446,0.21675699949264526,0.8505170345306396,0.21688960492610931,0.0019942508079111576,0.15275804698467255,0.42357873916625977,-0.481953501701355,-0.0019942508079111576,0.15275804698467255,0.481953501701355,-0.42357873916625977,-0.8212978839874268,0.29388228058815,0.36953163146972656,-1.4917044639587402,0.01625409536063671,0.3091277480125427,0.9249352812767029,-0.8703994154930115,0.4000000059604645,0.03978079929947853,0.3618786036968231,0
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6207860708236694,0.29563042521476746,0.8999851942062378,0.3212648332118988,0.9045591950416565,0.31478452682495117,0.7333562970161438,0.3108413517475128,1.3761330842971802,0.3005289137363434,0.7391999959945679,0.3123363256454468,1.3761330842971802,0.3005289137363434,0.7639740109443665,0.3037513494491577,0.7690727114677429,0.3055783808231354,0.00509877922013402,0.26383650302886963,0.7481749057769775,-0.7409532070159912,-0.00509877922013402,0.26383650302886963,0.7409532070159912,-0.7481749057769775,0.5971215963363647,0.2931175231933594,1.286536455154419,-0.30444929003715515,-0.017102349549531937,0.28393736481666565,0.7754024863243103,-0.6462591290473938,0.20999999344348907,-0.008975012227892876,0.17038145661354065,0
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.46674469113349915,0.3233907222747803,0.6525406837463379,0.33439844846725464,0.6581692695617676,0.33658185601234436,0.5793148279190063,0.3405049443244934,1.45259428024292,0.058042895048856735,0.5776486992835999,0.3421962261199951,1.45259428024292,0.058042895048856735,0.5609644055366516,0.328906387090683,0.5611211657524109,0.3318618834018707,0.0001567173021612689,0.44947344064712524,1.1350163221359253,-1.0337905883789062,-0.0001567173021612689,0.44947344064712524,1.0337905883789062,-1.1350163221359253,0.17166830599308014,0.4534432590007782,1.1011515855789185,-0.8606345653533936,-0.002266757423058152,0.4304710626602173,0.7746473550796509,-0.9232682585716248,0.23000000417232513,0.01806362345814705,0.17748519778251648,0
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4127654731273651,0.31864020228385925,0.6337330341339111,0.3420788049697876,0.6273000240325928,0.3394791781902313,0.5190753936767578,0.33426713943481445,1.449185848236084,0.0,0.517408013343811,0.3356923758983612,1.449185848236084,0.0,0.5108009576797485,0.3234478831291199,0.512528657913208,0.32856258749961853,0.0017277527367696166,0.45493894815444946,1.2844921350479126,-1.2234504222869873,-0.0017277527367696166,0.45493894815444946,1.2234504222869873,-1.2844921350479126,-0.14104630053043365,0.4958869516849518,1.1311112642288208,-1.418259859085083,0.002906510839238763,0.491504430770874,1.3128267526626587,-1.0632537603378296,0.4300000071525574,-0.006606186740100384,0.2629035413265228,0
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6216765642166138,0.19511231780052185,0.8785918354988098,0.21808907389640808,0.8831658363342285,0.21352604031562805,0.7279864549636841,0.21085955202579498,1.2074687480926514,0.34807226061820984,0.7305036783218384,0.2099074423313141,1.2074687480926514,0.34807226061820984,0.7642892599105835,0.20263023674488068,0.7705339193344116,0.20158997178077698,0.006244691088795662,0.200755774974823,0.6707468032836914,-0.3984084129333496,-0.006244691088795662,0.200755774974823,0.3984084129333496,-0.6707468032836914,0.19269505143165588,0.2712179124355316,0.8393644094467163,-0.6457974314689636,-0.010450346395373344,0.2896631062030792,0.7708723545074463,-0.8654150366783142,0.27000001072883606,-0.024699073284864426,0.18013238906860352,0
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.702802300453186,0.33602920174598694,0.8905666470527649,0.34174591302871704,0.8961952328681946,0.3433087468147278,0.8091120719909668,0.3454049825668335,1.4617575407028198,0.31152451038360596,0.8112417459487915,0.3472271263599396,1.4617575407028198,0.31152451038360596,0.8040482997894287,0.33752256631851196,0.8070299029350281,0.343000590801239,0.0029815828893333673,0.26592740416526794,0.8204296231269836,-0.8073526620864868,-0.0029815828893333673,0.26592740416526794,0.8073526620864868,-0.8204296231269836,0.4580043852329254,0.2963993549346924,1.2885336875915527,-0.3235858380794525,-0.012515661306679249,0.30838072299957275,0.828606367111206,-0.9088662266731262,0.44999998807907104,-0.052222903817892075,0.2487829476594925,0
21,63,66,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5019527673721313,0.37595149874687195,0.7339881658554077,0.372342973947525,0.7275551557540894,0.37161383032798767,0.6239272952079773,0.3862362205982208,1.6136113405227661,0.02896680124104023,0.6245793700218201,0.38769397139549255,1.6136113405227661,0.02896680124104023,0.6101348996162415,0.37097087502479553,0.6102627515792847,0.3715820610523224,0.00012784480350092053,0.4894929826259613,1.0901503562927246,-1.2492294311523438,-0.00012784480350092053,0.4894929826259613,1.2492294311523438,-1.0901503562927246,-0.48070448637008667,0.5354852080345154,0.8947011232376099,-1.6983470916748047,0.009560258127748966,0.5127833485603333,1.2581795454025269,-1.0137003660202026,0.4000000059604645,0.007063332013785839,0.2714221179485321,0
22,66,69,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.507748544216156,0.38288307189941406,0.7727358937263489,0.3691267967224121,0.7773098945617676,0.37467676401138306,0.6297229528427124,0.39153042435646057,1.6830458641052246,0.028331469744443893,0.6289113163948059,0.38989606499671936,1.6830458641052246,0.028331469744443893,0.6351332068443298,0.3746848702430725,0.6354807019233704,0.37275809049606323,0.0003475451376289129,0.4912291169166565,1.1057109832763672,-1.2576088905334473,-0.0003475451376289129,0.4912291169166565,1.2576088905334473,-1.1057109832763672,-0.114590585231781,0.5013474822044373,1.2385547161102295,-1.2232697010040283,0.0023360084742307663,0.47011512517929077,1.1681504249572754,-1.0773476362228394,0.36000001430511475,0.01135503500699997,0.2845073640346527,0
23,69,72,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6885931491851807,0.18086643517017365,0.8824958801269531,0.22121231257915497,0.8881245255470276,0.22330676019191742,0.8105676770210266,0.22626779973506927,1.6002485752105713,0.33230355381965637,0.8126999735832214,0.2290307581424713,1.6002485752105713,0.33230355381965637,0.7919880747795105,0.20120671391487122,0.7940776348114014,0.20421014726161957,0.0020895302295684814,0.167629212141037,0.571090042591095,-0.46650058031082153,-0.0020895302295684814,0.167629212141037,0.46650058031082153,-0.571090042591095,-0.2559414803981781,0.2315921187400818,0.16786642372608185,-0.8983097076416016,0.002428148640319705,0.22119268774986267,0.4655355215072632,-0.5710263848304749,0.33000001311302185,0.02401377260684967,0.26148563623428345,0
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6137905716896057,0.27971044182777405,0.8287668824195862,0.29676353931427,0.8261106610298157,0.2953384816646576,0.7117860317230225,0.29457607865333557,1.4948368072509766,0.26924440264701843,0.7092655301094055,0.2971593141555786,1.4948368072509766,0.26924440264701843,0.7144039869308472,0.28607335686683655,0.7131369113922119,0.28805944323539734,-0.0012670528376474977,0.28160589933395386,0.8767526149749756,-0.721858024597168,0.0012670528376474977,0.28160589933395386,0.721858024597168,-0.8767526149749756,0.1929176151752472,0.2941061854362488,0.8795025944709778,-0.6855943202972412,-0.0023636233527213335,0.3143901824951172,0.8661301136016846,-0.9112085700035095,0.7200000286102295,0.09304384142160416,0.7315816879272461,1
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.3976820409297943,0.327620267868042,0.6430233716964722,0.35799598693847656,0.6474995613098145,0.36304962635040283,0.49567756056785583,0.34015122056007385,1.6165419816970825,0.0,0.4964510202407837,0.3391095697879791,1.6165419816970825,0.009969722479581833,0.5200150012969971,0.346644788980484,0.5234203934669495,0.34445920586586,0.003405389841645956,0.4485267698764801,0.9629395008087158,-1.3506028652191162,-0.003405389841645956,0.4485267698764801,1.3506028652191162,-0.9629395008087158,-0.023300988599658012,0.4505038559436798,1.2908034324645996,-0.9564118385314941,-0.00324748526327312,0.44838377833366394,1.3036680221557617,-0.9912753105163574,0.8500000238418579,0.08842978626489639,0.6968140602111816,1
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4586747884750366,0.34188252687454224,0.6473388075828552,0.3609938323497772,0.6455320119857788,0.35861361026763916,0.5566703081130981,0.36274221539497375,1.704276442527771,0.0,0.5575674176216125,0.36147311329841614,1.704276442527771,0.05193755030632019,0.5536115169525146,0.346517413854599,0.5566063523292542,0.35309651494026184,0.0029947804287075996,0.45688116550445557,1.053012728691101,-1.5282312631607056,-0.0029947804287075996,0.45688116550445557,1.5282312631607056,-1.053012728691101,-0.4185578227043152,0.45747435092926025,1.011725902557373,-1.4700491428375244,0.005314607638865709,0.4510135352611542,1.4035890102386475,-1.042618751525879,0.7599999904632568,-0.0013351154047995806,0.47990646958351135,1
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6036659479141235,0.17560090124607086,0.8251175880432129,0.1956753432750702,0.8224613666534424,0.19993627071380615,0.7128713726997375,0.19772011041641235,1.2873328924179077,0.27932000160217285,0.7125003337860107,0.1980758011341095,1.2873328924179077,0.27932000160217285,0.7129666805267334,0.1834844946861267,0.7139913439750671,0.1801406741142273,0.0010246055899187922,0.19834081828594208,0.5728294253349304,-0.4907616376876831,-0.0010246055899187922,0.19834081828594208,0.4907616376876831,-0.5728294253349304,-0.06861280649900436,0.22209250926971436,0.54318767786026,-0.5918651819229126,0.00016150296141859144,0.21697498857975006,0.5499088168144226,-0.5414875745773315,0.6000000238418579,-0.01313878782093525,0.46500882506370544,1
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6862578392028809,0.2895670533180237,0.9348177909851074,0.30541321635246277,0.9392939805984497,0.3078843355178833,0.7954633831977844,0.29974472522735596,1.650277018547058,0.2857142984867096,0.7967996001243591,0.29776063561439514,1.650277018547058,0.2959426939487457,0.8145686388015747,0.2929762899875641,0.8195272088050842,0.28700098395347595,0.004958614241331816,0.27938729524612427,0.8810431957244873,-0.789704442024231,-0.004958614241331816,0.27938729524612427,0.789704442024231,-0.8810431957244873,0.18755288422107697,0.2742990553379059,0.953816294670105,-0.6313417553901672,-0.008731458336114883,0.27037981152534485,0.6918234825134277,-0.7949380874633789,0.6499999761581421,0.018654651939868927,0.47793567180633545,1
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5132471323013306,0.3718664348125458,0.7118147015571594,0.3872663080692291,0.7100078463554382,0.389447420835495,0.6224526762962341,0.3854086697101593,1.8527687788009644,0.0,0.6274623274803162,0.38051000237464905,1.8527687788009644,0.07324614375829697,0.6134248971939087,0.3795289099216461,0.6202250719070435,0.379250168800354,0.006800119765102863,0.5234549641609192,1.3567941188812256,-1.4160966873168945,-0.006800119765102863,0.5234549641609192,1.4160966873168945,-1.3567941188812256,-0.4705139100551605,0.5316652655601501,0.9704536199569702,-1.8240795135498047,0.0030988382641226053,0.5469660758972168,1.4163153171539307,-1.406741738319397,0.7799999713897705,0.0999390110373497,0.6884157061576843,1
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.45756766200065613,0.37218979001045227,0.6977754831314087,0.4008718729019165,0.6951195001602173,0.3981913626194,0.5865245461463928,0.3999519944190979,1.7389068603515625,0.0,0.5941972732543945,0.3959662914276123,1.7389068603515625,0.013950616121292114,0.5793381333351135,0.38311949372291565,0.5928983092308044,0.37930017709732056,0.013560166582465172,0.5084658265113831,1.2613286972045898,-1.550741195678711,-0.013560166582465172,0.5084658265113831,1.550741195678711,-1.2613286972045898,-0.3076396584510803,0.5251555442810059,1.2315253019332886,-1.5508943796157837,-0.0077385068871080875,0.5323718786239624,1.622889757156372,-1.23478102684021,0.800000011920929,0.04242757335305214,0.5953464508056641,1
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6393827199935913,0.17318275570869446,0.9138275980949402,0.22888092696666718,0.9183037281036377,0.22431135177612305,0.7683396339416504,0.21450857818126678,1.2846450805664062,0.2958604097366333,0.7696184515953064,0.2131209373474121,1.2846450805664062,0.2958604097366333,0.7879167199134827,0.19743628799915314,0.7907803058624268,0.19760072231292725,0.002863652305677533,0.20867276191711426,0.4822998046875,-0.5400752425193787,-0.002863652305677533,0.20867276191711426,0.5400752425193787,-0.4822998046875,0.5233807563781738,0.2606622278690338,1.1249964237213135,-0.3740253448486328,-0.01419623289257288,0.24081017076969147,0.5966833829879761,-0.5218873023986816,0.6600000262260437,0.01824505254626274,0.4276030957698822,1
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.770845353603363,0.34293583035469055,0.987608790397644,0.3925214409828186,0.9858019351959229,0.39362117648124695,0.8998022675514221,0.3875182867050171,1.6821755170822144,0.25,0.9131229519844055,0.38784709572792053,1.6821755170822144,0.3134470283985138,0.8865798115730286,0.3682584762573242,0.9013985395431519,0.36947932839393616,0.014818774536252022,0.3716576397418976,1.0775991678237915,-0.8562532067298889,-0.014818774536252022,0.3716576397418976,0.8562532067298889,-1.0775991678237915,0.1316717267036438,0.38467976450920105,0.9839550256729126,-1.0202456712722778,-0.01795944757759571,0.3934052288532257,0.892326831817627,-1.1259196996688843,0.6899999976158142,0.04304087534546852,0.49936342239379883,1
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5211631655693054,0.4256400465965271,0.7327412366867065,0.44412919878959656,0.7300851345062256,0.44698894023895264,0.6204233169555664,0.4447478950023651,1.9384267330169678,0.004233911633491516,0.6218512058258057,0.4444117844104767,1.9384267330169678,0.004233911633491516,0.6247836947441101,0.4337903559207916,0.6304295659065247,0.4348304569721222,0.005645859055221081,0.5732629299163818,1.7907065153121948,-1.4456124305725098,-0.005645859055221081,0.5732629299163818,1.4456124305725098,-1.7907065153121948,-0.0880696177482605,0.5868031978607178,1.4373496770858765,-1.9251872301101685,-0.004380385857075453,0.6019226312637329,1.5731887817382812,-1.8318166732788086,0.7900000214576721,0.13417723774909973,0.9158375263214111,1
