block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5089953541755676,0.4212993085384369,0.7549258470535278,0.4335496127605438,0.7594018578529358,0.44153842329978943,0.6082555651664734,0.4376494288444519,2.0320796966552734,0.005962117575109005,0.6078500747680664,0.43781915307044983,2.0320796966552734,0.005962117575109005,0.6392766833305359,0.4283026158809662,0.6422893404960632,0.4311615526676178,0.0030126976780593395,0.5671327114105225,1.489201545715332,-1.3946144580841064,-0.0030126976780593395,0.5671327114105225,1.3946144580841064,-1.489201545715332,0.1495734602212906,0.573460042476654,1.614337682723999,-1.3517324924468994,-0.006170149892568588,0.5716404318809509,1.4336645603179932,-1.526489019393921,0.8199999928474426,0.02416318841278553,0.5590168237686157,1
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6710116863250732,0.2130058854818344,0.8593517541885376,0.25767484307289124,0.8575447797775269,0.2537524104118347,0.7702718377113342,0.2544096112251282,1.5298069715499878,0.24309784173965454,0.7759186029434204,0.2537280321121216,1.5298069715499878,0.24309784173965454,0.7601805329322815,0.2325906902551651,0.7667184472084045,0.23184742033481598,0.006537958513945341,0.2132820338010788,0.560006856918335,-0.4697740077972412,-0.006537958513945341,0.2132820338010788,0.4697740077972412,-0.560006856918335,-0.24335873126983643,0.2640192210674286,0.3250972032546997,-1.0550987720489502,-0.0019180071540176868,0.2821439206600189,1.1461994647979736,-0.8652041554450989,0.6899999976158142,0.10653458535671234,0.5739871263504028,1
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5742968916893005,0.2575705647468567,0.8031046986579895,0.28084948658943176,0.8004485368728638,0.2770299017429352,0.6897109746932983,0.27469679713249207,1.4365904331207275,0.2877679765224457,0.6902122497558594,0.2753075063228607,1.4365904331207275,0.2877679765224457,0.6876136660575867,0.26730573177337646,0.6923632621765137,0.2721549868583679,0.004749570973217487,0.23749569058418274,0.6022366285324097,-0.7840501666069031,-0.004749570973217487,0.23749569058418274,0.7840501666069031,-0.6022366285324097,-0.14558961987495422,0.25902795791625977,0.5969669222831726,-0.9958740472793579,-0.0016488560941070318,0.2858530879020691,0.8937183022499084,-0.7293571829795837,0.7400000095367432,0.2016877681016922,1.0186095237731934,1
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.3732611835002899,0.26325592398643494,0.6271571516990662,0.3013768792152405,0.6316332817077637,0.3001002073287964,0.48867538571357727,0.2769228518009186,1.448936939239502,0.017630212008953094,0.48541489243507385,0.2767099440097809,1.448936939239502,0.017630212008953094,0.49683982133865356,0.27579978108406067,0.49817028641700745,0.2775479555130005,0.0013304329477250576,0.38183918595314026,1.047696828842163,-1.0686450004577637,-0.0013304329477250576,0.38183918595314026,1.0686450004577637,-1.047696828842163,0.7893158197402954,0.4182492792606354,1.9839792251586914,-0.14163678884506226,-0.018035847693681717,0.4145744740962982,1.0687670707702637,-0.9939932227134705,0.800000011920929,0.09915819764137268,0.9974596500396729,1
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4525241553783417,0.2873401641845703,0.6535208225250244,0.3128891885280609,0.6517138481140137,0.31028613448143005,0.5679382085800171,0.31609317660331726,1.6433994770050049,0.058211226016283035,0.5659902691841125,0.3160698711872101,1.6433994770050049,0.058211226016283035,0.5528474450111389,0.29328590631484985,0.5541315674781799,0.2967258393764496,0.001284129568375647,0.4071655571460724,1.0415081977844238,-1.080002784729004,-0.001284129568375647,0.4071655571460724,1.080002784729004,-1.0415081977844238,0.2799381911754608,0.41203442215919495,1.3973655700683594,-0.7106882929801941,-0.007053276523947716,0.4020276963710785,1.0423139333724976,-1.038366436958313,0.699999988079071,0.09200120717287064,0.5061709880828857,1
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5932633280754089,0.1964251697063446,0.8184487819671631,0.23228563368320465,0.8157926797866821,0.22884733974933624,0.6990876793861389,0.23230630159378052,1.4903007745742798,0.2612854540348053,0.7017256021499634,0.23048801720142365,1.4903007745742798,0.2612854540348053,0.7067996263504028,0.21088632941246033,0.712421715259552,0.21281099319458008,0.005622033961117268,0.19256699085235596,0.44260865449905396,-0.6111587285995483,-0.005622033961117268,0.19256699085235596,0.6111587285995483,-0.44260865449905396,-0.9069737195968628,0.26131880283355713,0.034837424755096436,-1.4302922487258911,0.013321077451109886,0.21714404225349426,0.5682317614555359,-0.43537992238998413,0.6700000166893005,0.026323866099119186,0.6385036706924438,1
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6781092286109924,0.3029111623764038,0.9185258746147156,0.316265344619751,0.9230020046234131,0.32082700729370117,0.7839335799217224,0.3152478039264679,1.4958579540252686,0.3005211651325226,0.7777280211448669,0.31703609228134155,1.4958579540252686,0.3005211651325226,0.7945095300674438,0.30837729573249817,0.7931010723114014,0.3150883913040161,-0.0014084205031394958,0.25879356265068054,0.7872337102890015,-0.6728384494781494,0.0014084205031394958,0.25879356265068054,0.6728384494781494,-0.7872337102890015,0.3290315270423889,0.2939237952232361,1.0843600034713745,-0.5186129808425903,-0.0057796756736934185,0.27285996079444885,0.6718407869338989,-0.7301316261291504,0.7799999713897705,0.030288517475128174,0.5176039338111877,1
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5423195362091064,0.4515894949436188,0.7410791516304016,0.46962401270866394,0.7392722964286804,0.47216835618019104,0.6481439471244812,0.4724816381931305,2.156507968902588,0.02444710023701191,0.6356815695762634,0.457266628742218,2.156507968902588,0.02444710023701191,0.6463852524757385,0.46532031893730164,0.6349726319313049,0.4510418474674225,-0.0114126680418849,0.5891520380973816,1.4009993076324463,-1.6889371871948242,0.0114126680418849,0.5891520380973816,1.6889371871948242,-1.4009993076324463,-0.1022023931145668,0.5964100956916809,1.585057258605957,-1.5104169845581055,0.013958635739982128,0.5933101773262024,1.7187447547912598,-1.3793268203735352,0.800000011920929,-0.013192309997975826,0.5706678032875061,1
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4879765212535858,0.448262482881546,0.7050577402114868,0.4566080868244171,0.7024015784263611,0.4583819508552551,0.5946417450904846,0.46414515376091003,2.2133443355560303,0.017217811197042465,0.580439567565918,0.44747763872146606,2.2133443355560303,0.017217811197042465,0.5916496515274048,0.4492613673210144,0.5784543752670288,0.4345915913581848,-0.013195211999118328,0.5903727412223816,1.5626518726348877,-1.5239568948745728,0.013195211999118328,0.5903727412223816,1.5239568948745728,-1.5626518726348877,-0.17664378881454468,0.6097236275672913,1.3071449995040894,-1.7510318756103516,0.016892246901988983,0.6105925440788269,1.5247160196304321,-1.5425260066986084,0.800000011920929,0.14978650212287903,0.8186078071594238,1
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6100153923034668,0.18608590960502625,0.8598821759223938,0.2296811193227768,0.8643583655357361,0.23317395150661469,0.7166805863380432,0.21980968117713928,1.378879189491272,0.26848354935646057,0.7160022854804993,0.2197471410036087,1.378879189491272,0.26848354935646057,0.7410174012184143,0.2075444906949997,0.740749716758728,0.20407477021217346,-0.0002676317235454917,0.22110120952129364,0.5239580869674683,-0.44232892990112305,0.0002676317235454917,0.22110120952129364,0.44232892990112305,-0.5239580869674683,0.28089380264282227,0.22591464221477509,0.7706874012947083,-0.2562371492385864,-0.005353168118745089,0.229689359664917,0.5374187231063843,-0.5902135372161865,0.5899999737739563,0.027837298810482025,0.38581377267837524,1
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6803309917449951,0.34387868642807007,0.8693188428878784,0.3532867431640625,0.867512047290802,0.3561846911907196,0.7869961261749268,0.36063650250434875,1.7807304859161377,0.30638742446899414,0.7861698269844055,0.361468642950058,1.7807304859161377,0.30638742446899414,0.7727037072181702,0.34712085127830505,0.7724961638450623,0.3453952968120575,-0.00020746469090227038,0.3151297867298126,0.7902655601501465,-0.7178143262863159,0.00020746469090227038,0.3151297867298126,0.7178143262863159,-0.7902655601501465,0.12904801964759827,0.31748446822166443,0.9791970252990723,-0.6903770565986633,-0.0027099549770355225,0.3256230056285858,0.8633365035057068,-0.8293555974960327,0.7099999785423279,-0.005396232474595308,0.5775819420814514,1
21,63,66,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4242953360080719,0.3606833517551422,0.6525405645370483,0.36918896436691284,0.6498843431472778,0.3648620843887329,0.5306140780448914,0.37840309739112854,1.5806946754455566,0.0015809072647243738,0.5237737894058228,0.3799801468849182,1.5806946754455566,0.0015809072647243738,0.5428979396820068,0.3640323579311371,0.5383526086807251,0.36215102672576904,-0.004545354750007391,0.4760740101337433,1.4187977313995361,-1.323999285697937,0.004545354750007391,0.4760740101337433,1.323999285697937,-1.4187977313995361,-0.6743362545967102,0.498923659324646,0.718586266040802,-1.9782178401947021,0.018488550558686256,0.493613600730896,1.1336355209350586,-1.277512550354004,0.7099999785423279,0.022865507751703262,0.5538533926010132,1
22,66,69,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.431235671043396,0.3645392954349518,0.6808922290802002,0.37315747141838074,0.6853683590888977,0.3759186267852783,0.5375543236732483,0.38295796513557434,1.6829301118850708,0.006800478789955378,0.5311087965965271,0.38421520590782166,1.6829301118850708,0.006800478789955378,0.5608574151992798,0.37312155961990356,0.5544576644897461,0.3733140230178833,-0.006399743724614382,0.4737999737262726,1.586991786956787,-1.0973355770111084,0.006399743724614382,0.4737999737262726,1.0973355770111084,-1.586991786956787,-0.12478364259004593,0.4724448025226593,1.0276621580123901,-1.693160891532898,0.008991377428174019,0.46840834617614746,1.1349036693572998,-1.5449966192245483,0.7699999809265137,0.11973994970321655,0.7020131945610046,1
23,69,72,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6565829515457153,0.23789358139038086,0.8519958257675171,0.257380872964859,0.8501890301704407,0.2619858682155609,0.7629016041755676,0.2660699784755707,1.4112277030944824,0.23563936352729797,0.7614160776138306,0.26821663975715637,1.4112277030944824,0.23563936352729797,0.7560111880302429,0.24481922388076782,0.7568639516830444,0.2511807084083557,0.0008527135942131281,0.21831098198890686,0.6165571212768555,-0.611392617225647,-0.0008527135942131281,0.21831098198890686,0.611392617225647,-0.6165571212768555,-0.24453218281269073,0.23226304352283478,0.34450557827949524,-0.9064188003540039,0.00399389211088419,0.2420731484889984,0.8094409704208374,-0.6212151050567627,0.7099999785423279,0.05968834459781647,0.5666388273239136,1
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.582184910774231,0.2736322581768036,0.820594310760498,0.29129934310913086,0.8065081834793091,0.2946475148200989,0.6878518462181091,0.294933944940567,1.614108920097351,0.2666666805744171,0.6910415887832642,0.2920725345611572,1.614108920097351,0.2719683051109314,0.6944847106933594,0.2793179452419281,0.6976923942565918,0.27772456407546997,0.0032077317591756582,0.2644210755825043,0.8059176206588745,-0.6981168389320374,-0.0032077317591756582,0.2644210755825043,0.6981168389320374,-0.8059176206588745,0.046806249767541885,0.2920759618282318,0.6582621932029724,-0.7712763547897339,-0.004056727979332209,0.3061015009880066,0.6181982159614563,-0.9150372743606567,0.6600000262260437,0.11673875898122787,0.6531036496162415,2
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4507385492324829,0.32313838601112366,0.687802255153656,0.33942535519599915,0.6991370916366577,0.34797403216362,0.5564055442810059,0.33251237869262695,1.503402829170227,0.0,0.5635442733764648,0.32812440395355225,1.503402829170227,0.04633859917521477,0.5762560367584229,0.33419713377952576,0.5819445848464966,0.32469382882118225,0.005688545759767294,0.4105227589607239,0.7421795725822449,-1.2139285802841187,-0.005688545759767294,0.4105227589607239,1.2139285802841187,-0.7421795725822449,-0.1805805265903473,0.4094334542751312,0.9765335321426392,-1.0499346256256104,-0.002811164828017354,0.39467403292655945,1.133518099784851,-0.7348812818527222,0.7900000214576721,-0.014864630997180939,0.43486496806144714,2
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.49951618909835815,0.3310810327529907,0.6993789672851562,0.35278695821762085,0.6991208791732788,0.3498954176902771,0.6051831245422363,0.3514021337032318,1.5193730592727661,0.0,0.6124960780143738,0.34630411863327026,1.5193730592727661,0.07751976698637009,0.5970800518989563,0.33865296840667725,0.6063032746315002,0.3359110951423645,0.00922317709773779,0.3981688320636749,0.7204250693321228,-1.036067247390747,-0.00922317709773779,0.3981688320636749,1.036067247390747,-0.7204250693321228,-0.18350139260292053,0.41006240248680115,0.8756126165390015,-0.9303298592567444,-0.004644193686544895,0.3925347924232483,1.0176067352294922,-0.7452180981636047,0.75,0.015383729711174965,0.5124266147613525,2
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6342998743057251,0.22319026291370392,0.8887280225753784,0.23929308354854584,0.8746417164802551,0.24044637382030487,0.7649708390235901,0.2430109679698944,1.5146081447601318,0.21123917400836945,0.7692205905914307,0.23752564191818237,1.5146081447601318,0.21123917400836945,0.7575422525405884,0.2271054983139038,0.7643293142318726,0.2218841165304184,0.0067871143110096455,0.22420035302639008,0.5652356147766113,-0.6843054294586182,-0.0067871143110096455,0.22420035302639008,0.6843054294586182,-0.5652356147766113,-0.17393065989017487,0.265036404132843,0.5904221534729004,-0.763247013092041,-0.0028008364606648684,0.25837916135787964,0.6725202798843384,-0.6365978121757507,0.6800000071525574,0.060049641877412796,0.8143808245658875,2
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6736191511154175,0.2664385437965393,0.9405757188796997,0.2864716351032257,0.9519105553627014,0.29190096259117126,0.8042900562286377,0.28319457173347473,1.5115242004394531,0.28752321004867554,0.8009728789329529,0.2828252613544464,1.5115242004394531,0.28752321004867554,0.8144329786300659,0.2749989628791809,0.8161252737045288,0.27934643626213074,0.0016921781934797764,0.24898859858512878,0.5402659773826599,-0.7983952164649963,-0.0016921781934797764,0.24898859858512878,0.7983952164649963,-0.5402659773826599,-0.08492868393659592,0.2700692415237427,0.6925907731056213,-0.8784600496292114,-0.0007319176220335066,0.26707467436790466,0.7691938877105713,-0.656276524066925,0.6000000238418579,-0.04598591849207878,0.3877018988132477,2
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4741308093070984,0.3214791417121887,0.6966506242752075,0.32714366912841797,0.6963926553726196,0.3325928747653961,0.6048018336296082,0.3375651240348816,1.5712088346481323,0.056267186999320984,0.5955969095230103,0.32333749532699585,1.4533500671386719,0.056267186999320984,0.5910382270812988,0.32541659474372864,0.5857658982276917,0.3100326359272003,-0.005272333510220051,0.4255474805831909,1.0183085203170776,-0.9744930267333984,0.005272333510220051,0.4255474805831909,0.9744930267333984,-1.0183085203170776,-0.19772881269454956,0.45634162425994873,0.7943748831748962,-1.262650966644287,0.009596974588930607,0.453034371137619,1.039559245109558,-1.0441620349884033,0.7799999713897705,0.08792585134506226,0.6830583214759827,2
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.40730929374694824,0.32733333110809326,0.6656746864318848,0.31780335307121277,0.6515884399414062,0.32406747341156006,0.540407657623291,0.3295915126800537,1.5712088346481323,0.027147844433784485,0.5289526581764221,0.31305813789367676,1.3472511768341064,0.027147844433784485,0.5327412486076355,0.32496315240859985,0.5243579745292664,0.3051486015319824,-0.008383333683013916,0.4383091628551483,0.9702538251876831,-0.9348146915435791,0.008383333683013916,0.4383091628551483,0.9348146915435791,-0.9702538251876831,-0.11915674060583115,0.4632982015609741,1.0056488513946533,-1.196341872215271,0.011447347700595856,0.4708593785762787,0.9259987473487854,-1.037431001663208,0.8399999737739563,0.17898300290107727,0.896325945854187,2
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6445352435112,0.20669329166412354,0.917055070400238,0.2253742516040802,0.9283899068832397,0.22729673981666565,0.7776336669921875,0.223226860165596,1.3510198593139648,0.25611376762390137,0.7751364707946777,0.22290664911270142,1.3510198593139648,0.25611376762390137,0.7912527322769165,0.2120034247636795,0.7936450242996216,0.21382015943527222,0.00239220866933465,0.2235962301492691,0.5326564311981201,-0.6441398859024048,-0.00239220866933465,0.2235962301492691,0.6441398859024048,-0.5326564311981201,0.21215903759002686,0.25445976853370667,0.9007799625396729,-0.6968041658401489,-0.00670629320666194,0.2467314749956131,0.6234827041625977,-0.7741215229034424,0.7099999785423279,0.08012767881155014,0.5181742310523987,2
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.7288302779197693,0.3191738724708557,0.9542674422264099,0.3589506447315216,0.954009473323822,0.3611052632331848,0.8619286417961121,0.35656818747520447,1.8862240314483643,0.30557987093925476,0.8577834963798523,0.3573474884033203,1.8862240314483643,0.30557987093925476,0.8518644571304321,0.34319594502449036,0.8494576811790466,0.34634891152381897,-0.0024068141356110573,0.31120765209198,0.7964330315589905,-1.0054891109466553,0.0024068141356110573,0.31120765209198,1.0054891109466553,-0.7964330315589905,0.09357248246669769,0.3449249565601349,1.178743600845337,-0.6926493048667908,-4.4386386434780434e-05,0.3697487711906433,1.1116526126861572,-0.8525629043579102,0.7900000214576721,0.05479063093662262,0.5862258076667786,2
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5068711638450623,0.40359658002853394,0.7463300228118896,0.4013386368751526,0.7322437763214111,0.39898186922073364,0.6131365895271301,0.4138484299182892,1.9158835411071777,0.014189297333359718,0.6093136072158813,0.4094422161579132,1.9158835411071777,0.014189297333359718,0.6275560855865479,0.397617369890213,0.6277101635932922,0.39603519439697266,0.00015407800674438477,0.49993887543678284,1.2496047019958496,-1.6154398918151855,-0.00015407800674438477,0.49993887543678284,1.6154398918151855,-1.2496047019958496,-0.319928377866745,0.5121924877166748,1.3274991512298584,-1.9797773361206055,0.006245715543627739,0.5209502577781677,1.680680274963379,-1.4884809255599976,0.75,0.08375894278287888,0.5747032761573792,2
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5112181901931763,0.4052157998085022,0.7498587965965271,0.420768678188324,0.7611936330795288,0.4284305274486542,0.6174836754798889,0.41647642850875854,1.757333755493164,0.00935976393520832,0.6133193969726562,0.41192004084587097,1.757333755493164,0.00935976393520832,0.6362373232841492,0.41849541664123535,0.6341837048530579,0.4080080986022949,-0.0020535802468657494,0.5177528262138367,1.508057713508606,-1.505507230758667,0.0020535802468657494,0.5177528262138367,1.505507230758667,-1.508057713508606,-0.006252777762711048,0.5351649522781372,1.4401344060897827,-1.3750778436660767,0.0026737689040601254,0.5393016934394836,1.5074089765548706,-1.2982271909713745,0.8700000047683716,0.017377132549881935,0.570334255695343,2
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6522313952445984,0.19812163710594177,0.8502829670906067,0.22685286402702332,0.8500248789787292,0.2307691127061844,0.7584967613220215,0.2227059155702591,1.3605096340179443,0.2598123252391815,0.7596942186355591,0.2223459929227829,1.3605096340179443,0.2598123252391815,0.7494248151779175,0.21362517774105072,0.7519233226776123,0.21435391902923584,0.002498432295396924,0.17836952209472656,0.39390257000923157,-0.6382208466529846,-0.002498432295396924,0.17836952209472656,0.6382208466529846,-0.39390257000923157,-0.1168726235628128,0.261424720287323,0.8696390390396118,-0.7817260026931763,-0.0009266555425710976,0.2496918886899948,0.8174221515655518,-0.6181469559669495,0.5899999737739563,0.014650211669504642,0.37040653824806213,2
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6325922608375549,0.28364893794059753,0.8756493330001831,0.2966095507144928,0.8615630865097046,0.2914848327636719,0.7490121722221375,0.29327744245529175,1.3856791257858276,0.2666666805744171,0.7440322637557983,0.2932012975215912,1.3856791257858276,0.2666666805744171,0.7513625621795654,0.28299829363822937,0.7494468688964844,0.279918372631073,-0.0019156017806380987,0.24786223471164703,0.6352888345718384,-0.889663577079773,0.0019156017806380987,0.24786223471164703,0.889663577079773,-0.6352888345718384,0.2482164353132248,0.304831862449646,1.46136474609375,-0.43444669246673584,-0.0027672701980918646,0.2953309416770935,1.2584939002990723,-0.9856441617012024,0.6700000166893005,0.0537622831761837,0.6222614645957947,2
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.3870254456996918,0.3143332898616791,0.6472910046577454,0.32682836055755615,0.6586259603500366,0.3337033689022064,0.5034452676773071,0.32724589109420776,1.5884305238723755,0.0,0.49843156337738037,0.32975032925605774,1.5884305238723755,0.0,0.5228945016860962,0.3187333643436432,0.5180065035820007,0.31995904445648193,-0.004887981340289116,0.4466512203216553,1.3156383037567139,-1.346434473991394,0.004887981340289116,0.4466512203216553,1.346434473991394,-1.3156383037567139,0.30472731590270996,0.46179723739624023,1.699281930923462,-1.0146244764328003,-0.0018927317578345537,0.4530251622200012,1.3952275514602661,-1.4107035398483276,0.7200000286102295,0.025729510933160782,0.5862903594970703,2
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.48179084062576294,0.3180558383464813,0.6907210350036621,0.34735801815986633,0.6904630064964294,0.34606611728668213,0.5982106924057007,0.34449711441993713,1.6507338285446167,0.057050712406635284,0.5940801501274109,0.3470670282840729,1.6507338285446167,0.057050712406635284,0.58637934923172,0.3304521143436432,0.5856438279151917,0.3373638093471527,-0.0007355224806815386,0.46463438868522644,1.3082988262176514,-1.3523409366607666,0.0007355224806815386,0.46463438868522644,1.3523409366607666,-1.3082988262176514,0.07510194182395935,0.4909830391407013,1.4147639274597168,-1.2678898572921753,-0.00010039567860076204,0.48973339796066284,1.3739467859268188,-1.342249870300293,0.7400000095367432,0.11761730909347534,0.9432705044746399,2
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6257556676864624,0.23269543051719666,0.8541048169136047,0.2643638551235199,0.8400185108184814,0.2529299259185791,0.72065269947052,0.26384103298187256,1.5237125158309937,0.2289651483297348,0.7223957777023315,0.2652433514595032,1.5237125158309937,0.2289651483297348,0.7419891953468323,0.2464694231748581,0.7444376945495605,0.24738740921020508,0.002448542043566704,0.22721093893051147,0.5092966556549072,-0.5636684894561768,-0.002448542043566704,0.22721093893051147,0.5636684894561768,-0.5092966556549072,-0.136417955160141,0.28894007205963135,0.8114875555038452,-0.8752040863037109,0.000837053928989917,0.26820313930511475,0.7847288250923157,-0.6314618587493896,0.6600000262260437,0.014195065945386887,0.613506555557251,2
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.613681435585022,0.28593355417251587,0.8502649068832397,0.2747741937637329,0.8615997433662415,0.27041730284690857,0.7085784077644348,0.28460493683815,1.3388898372650146,0.2990582287311554,0.7107932567596436,0.2840196192264557,1.3388898372650146,0.2990582287311554,0.7322755455970764,0.2727695405483246,0.7358583807945251,0.2710022032260895,0.003582834033295512,0.2529231905937195,0.8373971581459045,-0.5226074457168579,-0.003582834033295512,0.2529231905937195,0.5226074457168579,-0.8373971581459045,0.16121184825897217,0.28108322620391846,0.736388087272644,-0.6099908351898193,-0.007083384785801172,0.27323323488235474,0.5193933248519897,-0.7918952703475952,0.6700000166893005,-0.0144913699477911,0.5482609272003174,2
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.42490920424461365,0.3300272822380066,0.6206201314926147,0.3455047607421875,0.6203620433807373,0.34723374247550964,0.5198061466217041,0.3422505557537079,1.3275887966156006,0.0,0.523804247379303,0.3384692966938019,1.3275887966156006,0.07014421373605728,0.5248252749443054,0.3396095335483551,0.5291723012924194,0.33246102929115295,0.004346970468759537,0.4408761262893677,1.0646897554397583,-0.9510166645050049,-0.004346970468759537,0.4408761262893677,0.9510166645050049,-1.0646897554397583,-0.4581112563610077,0.509347677230835,0.8776711225509644,-1.650750756263733,0.006212277337908745,0.4962047040462494,1.2790038585662842,-1.1788698434829712,0.7400000095367432,0.06031663715839386,0.6224814653396606,2
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.40153658390045166,0.32922831177711487,0.6320672631263733,0.34544089436531067,0.6179810166358948,0.34039658308029175,0.51521235704422,0.3434939384460449,1.317266821861267,0.0,0.5197530388832092,0.3396327793598175,1.317266821861267,0.05031328275799751,0.5018854141235352,0.3364724814891815,0.5073036551475525,0.32729053497314453,0.005418253596872091,0.4459894001483917,1.075859785079956,-1.0146623849868774,-0.005418253596872091,0.4459894001483917,1.0146623849868774,-1.075859785079956,-0.4130380153656006,0.47951000928878784,0.45124709606170654,-1.583925724029541,0.003509349189698696,0.4653547406196594,0.9644449949264526,-1.3612534999847412,0.6600000262260437,0.0923842266201973,0.7770426869392395,2
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.682211697101593,0.23913034796714783,0.9338178038597107,0.2589876651763916,0.945152759552002,0.2550049126148224,0.7958874702453613,0.24735769629478455,1.291113018989563,0.2059430480003357,0.795308530330658,0.24772177636623383,1.291113018989563,0.2059430480003357,0.8156255483627319,0.24428853392601013,0.8139703273773193,0.2467210441827774,-0.0016552209854125977,0.23296287655830383,0.6797040700912476,-0.5842700004577637,0.0016552209854125977,0.23296287655830383,0.5842700004577637,-0.6797040700912476,-0.053986817598342896,0.2667251229286194,0.5094424486160278,-0.780963659286499,0.0032817525789141655,0.24556197226047516,0.5017850399017334,-0.6172276735305786,0.5899999737739563,0.053917046636343,0.5510467886924744,2
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6379804611206055,0.29877620935440063,0.8426371216773987,0.32029592990875244,0.8423791527748108,0.3235006332397461,0.7516562938690186,0.323077917098999,1.861798644065857,0.32042115926742554,0.755543053150177,0.3219332993030548,1.861798644065857,0.32042115926742554,0.7418049573898315,0.31180837750434875,0.7456231713294983,0.3092639744281769,0.0038181685376912355,0.3742685616016388,1.0857125520706177,-1.2036389112472534,-0.0038181685376912355,0.3742685616016388,1.2036389112472534,-1.0857125520706177,0.1328548938035965,0.394519567489624,1.3148915767669678,-0.9560558199882507,-0.006392521783709526,0.3799439072608948,1.1839251518249512,-1.171553373336792,0.6899999976158142,0.02773248590528965,0.7160926461219788,2
