block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.02016669511795044,0.2956904172897339,0.5156441926956177,-0.867834210395813,0.021441759541630745,0.3473476469516754,1.0112749338150024,-0.8562568426132202,0.006221977528184652,0.13851287961006165,-0.020144453272223473,0.1866144984960556,0.15000000596046448,0.28999999165534973,0.80027174949646,0.2548830509185791,-1.2724615335464478,0.3156687915325165,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.004536822438240051,0.29054656624794006,0.7294386625289917,-1.0517539978027344,-0.001500233425758779,0.24769167602062225,0.5485612154006958,-0.6488956212997437,0.0024988525547087193,0.1505579799413681,0.017322292551398277,0.15538743138313293,0.14000000059604645,0.07999999821186066,-0.30558058619499207,0.23323063552379608,-0.15131829679012299,0.2048516869544983,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.010756289586424828,0.260903537273407,0.6188969612121582,-0.6188328266143799,-0.006126432213932276,0.3223624527454376,0.8105043172836304,-1.0400986671447754,-0.01593770459294319,0.1605369597673416,0.030450815334916115,0.14817048609256744,0.15000000596046448,0.17000000178813934,0.5042019486427307,0.20233304798603058,0.4662163555622101,0.2994045615196228,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.0008054077625274658,0.25868016481399536,0.7334622740745544,-0.7022179365158081,-0.002232261933386326,0.32615455985069275,0.703582763671875,-1.3130263090133667,-0.010963430628180504,0.060505226254463196,0.017876045778393745,0.11721499264240265,0.029999999329447746,0.05999999865889549,-0.1901848465204239,0.21925216913223267,-0.04624637961387634,0.2858448326587677,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0043873535469174385,0.2809978723526001,0.7132741212844849,-0.6948796510696411,-0.004197466187179089,0.2438136339187622,0.5499763488769531,-0.7709805369377136,-0.020483775064349174,0.12500804662704468,0.023793192580342293,0.1736031025648117,0.15000000596046448,0.14000000059604645,-0.46865910291671753,0.25951048731803894,-0.11257712543010712,0.19333325326442719,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.004530386999249458,0.28089725971221924,0.6948959827423096,-0.691099226474762,-0.009574852883815765,0.30532288551330566,1.1721549034118652,-0.9535014629364014,0.011319861747324467,0.14144502580165863,-0.008379247039556503,0.17758706212043762,0.14000000059604645,0.27000001072883606,0.017214762046933174,0.21581387519836426,0.514076292514801,0.23227538168430328,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0031589586287736893,0.2683657705783844,0.6343598365783691,-0.8046358227729797,-0.007014320697635412,0.3331911265850067,0.8257699012756348,-0.9105510711669922,0.00740482984110713,0.16013796627521515,0.003467773785814643,0.14284951984882355,0.1599999964237213,0.12999999523162842,-0.3802222013473511,0.21491976082324982,0.27505937218666077,0.2673189640045166,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0027661484200507402,0.31819644570350647,0.8449705839157104,-0.9093605279922485,0.016721701249480247,0.43220609426498413,1.1540448665618896,-1.065365195274353,0.007291184272617102,0.17498864233493805,-0.032037559896707535,0.15247194468975067,0.1899999976158142,0.17000000178813934,-0.22103215754032135,0.2362809032201767,-0.8071356415748596,0.3728419244289398,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.00019747971964534372,0.28606554865837097,0.6935139298439026,-0.7472989559173584,-0.000102896687167231,0.3131231665611267,0.9488478302955627,-0.8867983222007751,-0.017163284122943878,0.11352155357599258,0.0023100990802049637,0.1397286206483841,0.09000000357627869,0.14000000059604645,0.09657570719718933,0.21663245558738708,-0.05985267460346222,0.2256603240966797,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.0030327378772199154,0.2335311472415924,0.7742103338241577,-0.7111711502075195,-0.006886200979351997,0.2711593806743622,0.6954998970031738,-0.7546059489250183,0.0014130610506981611,0.11690330505371094,-0.0010372215183451772,0.12162383645772934,0.10999999940395355,0.07000000029802322,-0.23301929235458374,0.19557568430900574,0.12256523221731186,0.19137370586395264,0
