bucket_name,bucket_sample_count,bucket_mean_advantage,bucket_mean_ratio,bucket_mean_delta_log_prob_selected_action,bucket_mean_selected_action_prob_gain,bucket_mean_clip_fraction,epoch
high_positive,0,0.0,0.0,0.0,0.0,0.0,0
mid_positive,0,0.0,0.0,0.0,0.0,0.0,0
near_zero,0,0.0,0.0,0.0,0.0,0.0,0
negative,100,-22.260704040527344,0.9925697445869446,-0.013766002841293812,-0.0074303229339420795,0.2920833230018616,0
high_positive,1,3.2683465480804443,0.9497475624084473,-0.0749383494257927,-0.05025239661335945,0.75,1
mid_positive,1,2.09152889251709,1.024953007698059,-0.0066527253948152065,0.024953065440058708,0.7916666865348816,1
near_zero,0,0.0,0.0,0.0,0.0,0.0,1
negative,98,-19.301681518554688,0.9801139831542969,-0.0481557697057724,-0.019885966554284096,0.6284013986587524,1
high_positive,2,18.288755416870117,0.9437118768692017,-0.07551982253789902,-0.05628816783428192,0.6458333134651184,2
mid_positive,6,9.8386812210083,0.9772443175315857,-0.04798481985926628,-0.02275565266609192,0.6041666269302368,2
near_zero,6,0.16928327083587646,0.9520826935768127,-0.08511177450418472,-0.04791730269789696,0.7152777314186096,2
negative,86,-20.27674674987793,0.9896267056465149,-0.03468810394406319,-0.010373277589678764,0.5731589198112488,2
high_positive,5,30.197484970092773,0.9173370599746704,-0.1786583513021469,-0.08266288042068481,0.76666659116745,3
mid_positive,12,8.966402053833008,0.9749172329902649,-0.058710381388664246,-0.025082768872380257,0.6979166865348816,3
near_zero,3,0.06869161128997803,0.9706913828849792,-0.06748635321855545,-0.02930860035121441,0.6388888955116272,3
negative,80,-20.61795425415039,0.9716489911079407,-0.05770998075604439,-0.028350984677672386,0.6291667222976685,3
high_positive,5,29.04380226135254,0.9513863325119019,-0.07327775657176971,-0.04861360415816307,0.5833333730697632,4
mid_positive,13,11.124326705932617,0.9744647145271301,-0.05906291306018829,-0.025535235181450844,0.6698717474937439,4
near_zero,4,-0.1667553037405014,0.9694878458976746,-0.05247143283486366,-0.030512241646647453,0.65625,4
negative,78,-17.261741638183594,0.9833849668502808,-0.03824127838015556,-0.016615020111203194,0.558226466178894,4
