block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6390877366065979,0.1731937974691391,0.909477710723877,0.22651568055152893,0.9184812903404236,0.22601306438446045,0.7663636803627014,0.21356768906116486,1.2869983911514282,0.29457277059555054,0.7675338983535767,0.212273970246315,1.2869983911514282,0.29457277059555054,0.7924670577049255,0.20076768100261688,0.7935289144515991,0.19836342334747314,0.001061796210706234,0.21090716123580933,0.46781808137893677,-0.5832928419113159,-0.7663636803627014,0.21356768906116486,-0.29457277059555054,-1.2869983911514282,-2.3427088260650635,0.4912363290786743,0.07228582352399826,-2.5972208976745605,-3.060861110687256,0.5978806018829346,-0.3363228738307953,-3.803865432739258,-0.718152642250061,0.3384588956832886,0.5090607404708862,-1.927040934562683,0.8899999856948853,-0.43632230162620544,0.20279429852962494,1
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.767830491065979,0.3424655795097351,0.9796344637870789,0.3881746530532837,0.9812383055686951,0.39054274559020996,0.8951064944267273,0.3851078450679779,1.6661938428878784,0.25,0.9082531929016113,0.3853008449077606,1.6661938428878784,0.3159431219100952,0.8791294693946838,0.3653745949268341,0.8936595320701599,0.3660593628883362,0.014530080370604992,0.3665580749511719,1.0622104406356812,-0.8329946398735046,-0.8951064944267273,0.3851078450679779,-0.25,-1.6661938428878784,-2.8927502632141113,0.6663450002670288,0.4955446124076843,-3.1946685314178467,-3.7279465198516846,0.757485568523407,-0.5747488737106323,-4.792457103729248,-0.8351961374282837,0.5212358832359314,1.3103711605072021,-2.879998207092285,0.8999999761581421,-0.3817733824253082,0.2973892390727997,1
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5210563540458679,0.4256851077079773,0.7328760623931885,0.44567590951919556,0.7310388684272766,0.44618409872055054,0.6187318563461304,0.4435517191886902,1.9228044748306274,0.0038056171033531427,0.6202332973480225,0.44321537017822266,1.9228044748306274,0.0038056171033531427,0.6263384819030762,0.4376772344112396,0.6322444081306458,0.4368358254432678,0.00590593321248889,0.5718594789505005,1.7800198793411255,-1.440137505531311,-0.6187318563461304,0.4435517191886902,-0.0038056171033531427,-1.9228044748306274,-2.8931572437286377,0.6397545337677002,0.037095438688993454,-3.18157958984375,-3.452439069747925,0.7734793424606323,-0.7175039649009705,-4.98838996887207,-0.5592814683914185,0.5634868144989014,1.5414483547210693,-2.5787453651428223,0.9100000262260437,-0.38249489665031433,0.315692275762558,1
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5094404220581055,0.4222436547279358,0.7488989233970642,0.4308513104915619,0.7579025030136108,0.43816426396369934,0.6071159839630127,0.43723565340042114,2.040332555770874,0.006833458784967661,0.6068365573883057,0.43734803795814514,2.040332555770874,0.006833458784967661,0.6351170539855957,0.42449337244033813,0.6382566690444946,0.42810580134391785,0.0031396509148180485,0.566021203994751,1.488130807876587,-1.3745598793029785,-0.6071159839630127,0.43723565340042114,-0.006833458784967661,-2.040332555770874,-2.5582196712493896,0.5420042276382446,0.143353670835495,-2.80313777923584,-3.1123132705688477,0.6943596601486206,-0.3527148365974426,-4.671316146850586,-0.5540940761566162,0.5245347023010254,0.7160823345184326,-2.4297900199890137,0.8799999952316284,-0.32850733399391174,0.6203077435493469,1
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6693148612976074,0.21251296997070312,0.8532534837722778,0.2559760510921478,0.854857325553894,0.25169944763183594,0.7669903635978699,0.2525048553943634,1.500427484512329,0.242001473903656,0.7727307677268982,0.2519870400428772,1.500427484512329,0.242001473903656,0.7566564083099365,0.2318238765001297,0.7625735402107239,0.2298632711172104,0.005917196162045002,0.210941880941391,0.5651130676269531,-0.44090235233306885,-0.7669903635978699,0.2525048553943634,-0.242001473903656,-1.500427484512329,-3.2980709075927734,0.6104792952537537,-0.9044137001037598,-3.622133255004883,-3.997177839279175,0.6389757990837097,-1.4188330173492432,-5.0267653465271,-0.699106752872467,0.4332073926925659,1.2810826301574707,-2.402656078338623,0.9300000071525574,-0.38075491786003113,0.2684919238090515,1
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5742212533950806,0.25734442472457886,0.8040493726730347,0.28041863441467285,0.8022122979164124,0.2775637209415436,0.6891164183616638,0.27539747953414917,1.4461508989334106,0.28856801986694336,0.6896212697029114,0.2760124206542969,1.4461508989334106,0.28856801986694336,0.685167670249939,0.26527225971221924,0.6900288462638855,0.2702736556529999,0.004861160181462765,0.2386203557252884,0.5984717011451721,-0.7881758213043213,-0.6891164183616638,0.27539747953414917,-0.28856801986694336,-1.4461508989334106,-3.066103458404541,0.6358097195625305,-0.2727435231208801,-3.3817660808563232,-3.6916871070861816,0.7479454278945923,-0.7861877083778381,-4.683798789978027,-0.6255831718444824,0.5098607540130615,1.5012147426605225,-2.383514642715454,0.8199999928474426,-0.4222526252269745,0.3205593228340149,1
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.3735635280609131,0.26351553201675415,0.6228678822517395,0.3004223704338074,0.6318714618682861,0.3014583885669708,0.4884587228298187,0.277439683675766,1.4618159532546997,0.01787365786731243,0.4851889908313751,0.2772294282913208,1.4618159532546997,0.01787365786731243,0.497257798910141,0.2773103713989258,0.49828797578811646,0.27753907442092896,0.0010301470756530762,0.3818807899951935,1.0466556549072266,-1.0689294338226318,-0.4884587228298187,0.277439683675766,-0.01787365786731243,-1.4618159532546997,-1.7651150226593018,0.43300294876098633,0.3134163022041321,-1.987284541130066,-2.2171714305877686,0.5122309923171997,-0.1380334198474884,-3.335564136505127,-0.4520563781261444,0.33929479122161865,0.6662225723266602,-1.4351391792297363,0.8500000238418579,-0.3998454809188843,0.27085843682289124,1
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.45247092843055725,0.28784236311912537,0.6506431698799133,0.3139278292655945,0.6522469520568848,0.3120102882385254,0.5673661828041077,0.3167419731616974,1.6640902757644653,0.05136536806821823,0.5654017329216003,0.31672000885009766,1.6640902757644653,0.05136536806821823,0.552559494972229,0.2961047887802124,0.553678035736084,0.29800793528556824,0.0011185621842741966,0.40756937861442566,1.0407296419143677,-1.086923599243164,-0.5673661828041077,0.3167419731616974,-0.05136536806821823,-1.6640902757644653,-2.654263496398926,0.5898700952529907,0.23470976948738098,-2.9475841522216797,-3.166548252105713,0.6817751526832581,-0.26561641693115234,-4.4971089363098145,-0.512284517288208,0.44631361961364746,0.844555139541626,-2.341732978820801,0.8700000047683716,-0.34594792127609253,0.3824063539505005,1
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5929706692695618,0.19630059599876404,0.8178861141204834,0.23020251095294952,0.8160490393638611,0.228904128074646,0.697132408618927,0.231389582157135,1.4896568059921265,0.2537551820278168,0.6997987627983093,0.22958333790302277,1.4896568059921265,0.2537551820278168,0.7060226202011108,0.2100846916437149,0.7129647731781006,0.2134423404932022,0.006942098028957844,0.19444645941257477,0.4488217830657959,-0.6057412624359131,-0.697132408618927,0.231389582157135,-0.2537551820278168,-1.4896568059921265,-4.258591175079346,0.8300053477287292,-0.31490668654441833,-4.636513710021973,-4.867733001708984,0.9276714324951172,-0.6530342698097229,-6.0224432945251465,-0.6091423034667969,0.5112574696540833,1.8397936820983887,-2.477931499481201,0.8199999928474426,-0.36785992980003357,0.3355977535247803,1
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6781679391860962,0.30313393473625183,0.9136897325515747,0.3144427239894867,0.9226931929588318,0.3204444944858551,0.7823295593261719,0.31437206268310547,1.4842547178268433,0.30223703384399414,0.7761608958244324,0.31608784198760986,1.4842547178268433,0.30223703384399414,0.7946820855140686,0.30684199929237366,0.7938109636306763,0.3144926130771637,-0.0008711671689525247,0.25846120715141296,0.7872764468193054,-0.6759491562843323,-0.7823295593261719,0.31437206268310547,-0.30223703384399414,-1.4842547178268433,-2.5667974948883057,0.48522812128067017,-0.5818915367126465,-2.854362726211548,-3.296268939971924,0.6537095904350281,-0.3661492168903351,-4.219342231750488,-0.7294718027114868,0.4218665361404419,0.5847432613372803,-1.956376314163208,0.8700000047683716,-0.40137290954589844,0.21714624762535095,1
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5402560234069824,0.4508882761001587,0.7343687415122986,0.4670901298522949,0.7359725832939148,0.46861761808395386,0.6444177031517029,0.47047489881515503,2.1161751747131348,0.025033511221408844,0.6319858431816101,0.4550878405570984,2.1161751747131348,0.025033511221408844,0.6400653123855591,0.45891764760017395,0.6289150714874268,0.44652223587036133,-0.01115025021135807,0.5898901224136353,1.4139378070831299,-1.6614785194396973,-0.6444177031517029,0.47047489881515503,-0.025033511221408844,-2.1161751747131348,-2.8891186714172363,0.5380281805992126,-0.4304383397102356,-3.162606716156006,-3.4734718799591064,0.7651289701461792,-0.17977631092071533,-5.141782760620117,-0.5843532085418701,0.560420036315918,0.7880961894989014,-2.0614471435546875,0.8799999952316284,-0.33684730529785156,0.2845233082771301,1
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4883078634738922,0.4481274485588074,0.7113014459609985,0.45924538373947144,0.7094643115997314,0.46151185035705566,0.5975835919380188,0.4659534990787506,2.239549160003662,0.017071416601538658,0.5833882093429565,0.4494434595108032,2.239549160003662,0.017071416601538658,0.5980504751205444,0.4528045058250427,0.5839245319366455,0.43766191601753235,-0.01412590965628624,0.5918257832527161,1.557189702987671,-1.5244176387786865,-0.5975835919380188,0.4659534990787506,-0.017071416601538658,-2.239549160003662,-3.009678363800049,0.5978578329086304,0.10313645750284195,-3.2897090911865234,-3.5451998710632324,0.8127496242523193,-0.3205980062484741,-5.397347450256348,-0.5355215668678284,0.5541138052940369,0.9813424348831177,-2.181480884552002,0.8399999737739563,-0.3149406909942627,0.3058850169181824,1
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6099790334701538,0.18532152473926544,0.8596534729003906,0.2332417368888855,0.8686569333076477,0.23839855194091797,0.7192546129226685,0.22106266021728516,1.3992178440093994,0.26984432339668274,0.7185962200164795,0.22100703418254852,1.3992178440093994,0.26984432339668274,0.7425800561904907,0.21000343561172485,0.7429559230804443,0.20884135365486145,0.00037589072599075735,0.22225609421730042,0.5194422006607056,-0.45419108867645264,-0.7192546129226685,0.22106266021728516,-0.26984432339668274,-1.3992178440093994,-2.768805742263794,0.7157340049743652,0.5876940488815308,-3.122586965560913,-3.430415153503418,0.8048225045204163,-0.059527039527893066,-4.36763858795166,-0.6616090536117554,0.4705507457256317,1.1508128643035889,-2.557065963745117,0.8999999761581421,-0.44528189301490784,0.23249560594558716,1
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.680887758731842,0.34339141845703125,0.8713619709014893,0.35633546113967896,0.8729657530784607,0.35883232951164246,0.7901633977890015,0.3618854284286499,1.7735662460327148,0.30694741010665894,0.7893771529197693,0.3626771569252014,1.7735662460327148,0.30694741010665894,0.7742562890052795,0.34956324100494385,0.7748655676841736,0.3477569818496704,0.0006092834519222379,0.3146832585334778,0.7884711027145386,-0.7151976227760315,-0.7901633977890015,0.3618854284286499,-0.30694741010665894,-1.7735662460327148,-2.5387625694274902,0.5792573094367981,0.26471254229545593,-2.8256618976593018,-3.276618719100952,0.7258812785148621,-0.331936776638031,-4.485573768615723,-0.7378561496734619,0.5117719769477844,1.0629907846450806,-2.6738762855529785,0.949999988079071,-0.44862690567970276,0.21963182091712952,1
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4249112606048584,0.36071932315826416,0.653708815574646,0.36988434195518494,0.6518717408180237,0.36614030599594116,0.5310245752334595,0.37949398159980774,1.5802940130233765,0.002387872664257884,0.5241215229034424,0.38114455342292786,1.5802940130233765,0.002387872664257884,0.5441439747810364,0.3641263246536255,0.5399311184883118,0.3632529675960541,-0.004212868399918079,0.4758111238479614,1.415358066558838,-1.3161933422088623,-0.5310245752334595,0.37949398159980774,-0.002387872664257884,-1.5802940130233765,-3.383288621902466,0.6463415622711182,-0.17386658489704132,-3.712646961212158,-3.8446102142333984,0.788509726524353,-0.6912985444068909,-5.176821231842041,-0.46132218837738037,0.48752152919769287,0.9602612257003784,-1.9473674297332764,0.7699999809265137,-0.2855852246284485,0.39311683177948,1
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4320947527885437,0.3646283745765686,0.6779546141624451,0.3742254674434662,0.6869580745697021,0.37891462445259094,0.5382081270217896,0.3841957151889801,1.683851718902588,0.006896553095430136,0.5317199230194092,0.3855037987232208,1.683851718902588,0.006896553095430136,0.5610746145248413,0.37052497267723083,0.5545347332954407,0.37355101108551025,-0.006539807189255953,0.475645512342453,1.6080245971679688,-1.115070104598999,-0.5382081270217896,0.3841957151889801,-0.006896553095430136,-1.683851718902588,-2.7724907398223877,0.5649882555007935,-0.1254928708076477,-3.073338747024536,-3.253416061401367,0.7067998051643372,-0.6254572868347168,-4.532687187194824,-0.4809249937534332,0.5327824950218201,1.3221133947372437,-2.276071548461914,0.8299999833106995,-0.32654044032096863,0.32457539439201355,1
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6580714583396912,0.23839759826660156,0.8512553572654724,0.259414404630661,0.8528591394424438,0.26567110419273376,0.7641847133636475,0.2679774761199951,1.420243740081787,0.23671478033065796,0.7626505494117737,0.27019935846328735,1.420243740081787,0.23671478033065796,0.7547711133956909,0.2457277625799179,0.7566727995872498,0.2535661458969116,0.0019016647711396217,0.2189980000257492,0.5902864933013916,-0.6596761345863342,-0.7641847133636475,0.2679774761199951,-0.23671478033065796,-1.420243740081787,-3.402092218399048,0.7462841272354126,0.2045326828956604,-3.7806012630462646,-4.0961198806762695,0.8295470476150513,-0.6456780433654785,-5.078132152557373,-0.6940274238586426,0.4195170998573303,0.9005904197692871,-2.1064159870147705,0.8899999856948853,-0.4342886805534363,0.21302436292171478,1
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5831936001777649,0.2734716832637787,0.824634850025177,0.29529517889022827,0.8146719336509705,0.30177372694015503,0.6927343010902405,0.29962074756622314,1.6404292583465576,0.2666666805744171,0.6959092617034912,0.2967575788497925,1.6404292583465576,0.2724187970161438,0.6931979656219482,0.27887728810310364,0.6965707540512085,0.27876773476600647,0.003372772829607129,0.2657427191734314,0.7990703582763672,-0.717940092086792,-0.6927343010902405,0.29962074756622314,-0.2666666805744171,-1.6404292583465576,-4.840442657470703,1.6666377782821655,1.4806618690490723,-5.803075313568115,-5.428423881530762,1.7427724599838257,0.8255121111869812,-7.343642234802246,-0.5879811644554138,1.1919881105422974,4.639664173126221,-5.9129638671875,0.8500000238418579,-0.37193599343299866,0.29291489720344543,2
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.45310306549072266,0.3242330849170685,0.6886199712753296,0.3443087339401245,0.7006813883781433,0.34928378462791443,0.5626437067985535,0.33709779381752014,1.524649739265442,0.0,0.5698346495628357,0.33265942335128784,1.524649739265442,0.04060196131467819,0.572041392326355,0.33340615034103394,0.5796204209327698,0.323921263217926,0.007579002529382706,0.41225603222846985,0.7374718189239502,-1.2130768299102783,-0.5626437067985535,0.33709779381752014,-0.0,-1.524649739265442,-4.944652557373047,1.5881338119506836,1.788572072982788,-5.855639934539795,-5.401400089263916,1.672944188117981,1.7300844192504883,-7.245409965515137,-0.4567472040653229,1.2072116136550903,5.2623114585876465,-6.295879364013672,0.800000011920929,-0.2789863646030426,0.36280345916748047,2
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5083333253860474,0.33315280079841614,0.7137062549591064,0.3631264865398407,0.7177236080169678,0.36117222905158997,0.6178739666938782,0.35871127247810364,1.5468182563781738,0.0,0.625297486782074,0.35349103808403015,1.5468182563781738,0.08602217584848404,0.6165019869804382,0.3526679277420044,0.6263200044631958,0.34888529777526855,0.009817967191338539,0.3998319208621979,0.7313178181648254,-1.0319195985794067,-0.6178739666938782,0.35871127247810364,-0.0,-1.5468182563781738,-5.2936177253723145,1.7953885793685913,2.2293193340301514,-6.351102352142334,-5.796957015991211,1.8518898487091064,2.089500665664673,-7.777463436126709,-0.5033395290374756,1.2623271942138672,5.36034631729126,-6.617071151733398,0.800000011920929,-0.33883848786354065,0.256685733795166,2
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6341108679771423,0.2231820970773697,0.8881213665008545,0.23827053606510162,0.8781583309173584,0.24189771711826324,0.7636009454727173,0.24166668951511383,1.4961168766021729,0.20985354483127594,0.7678696513175964,0.23616695404052734,1.4961168766021729,0.20985354483127594,0.7592114806175232,0.22868800163269043,0.7668507099151611,0.2228546142578125,0.007639196701347828,0.22443044185638428,0.5622198581695557,-0.6893630027770996,-0.7636009454727173,0.24166668951511383,-0.20985354483127594,-1.4961168766021729,-5.075557231903076,1.819521427154541,2.3578977584838867,-6.153234004974365,-5.728887557983398,1.9367344379425049,1.8471837043762207,-7.468472480773926,-0.65333092212677,1.275568962097168,4.941950798034668,-6.519498348236084,0.8299999833106995,-0.37436553835868835,0.2787960469722748,2
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6739456057548523,0.26648086309432983,0.9359094500541687,0.2879982590675354,0.9479707479476929,0.290447860956192,0.8034356832504272,0.28425338864326477,1.5298992395401,0.288299024105072,0.8001295328140259,0.2838703989982605,1.5298992395401,0.288299024105072,0.8117741346359253,0.27614882588386536,0.8132131695747375,0.2790798246860504,0.0014390742871910334,0.24918724596500397,0.5390087366104126,-0.8008676767349243,-0.8034356832504272,0.28425338864326477,-0.288299024105072,-1.5298992395401,-4.677874565124512,1.547080397605896,1.2488876581192017,-5.57234525680542,-5.38063907623291,1.6992554664611816,0.8820140361785889,-6.803020000457764,-0.7027653455734253,1.141373634338379,4.352201461791992,-5.264501571655273,0.8700000047683716,-0.3704005479812622,0.3304177522659302,2
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.47176018357276917,0.32158708572387695,0.690969705581665,0.3252929747104645,0.6949870586395264,0.3295508921146393,0.6012502312660217,0.33642810583114624,1.5712088346481323,0.05855123698711395,0.5920737981796265,0.32205408811569214,1.4495570659637451,0.05855123698711395,0.5853866338729858,0.3221565783023834,0.580473780632019,0.307768851518631,-0.004912836477160454,0.4231492578983307,1.0130667686462402,-1.0106645822525024,-0.6012502312660217,0.33642810583114624,-0.05855123698711395,-1.5712088346481323,-5.395359992980957,1.8407492637634277,1.8827906847000122,-6.463373184204102,-5.8799285888671875,2.0082008838653564,1.6902565956115723,-7.9631452560424805,-0.4845685064792633,1.2982065677642822,4.778205394744873,-6.381653785705566,0.7900000214576721,-0.37190282344818115,0.29073700308799744,2
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.40662863850593567,0.32739078998565674,0.6638965010643005,0.31681182980537415,0.653933584690094,0.32182687520980835,0.539658784866333,0.3286038935184479,1.5712088346481323,0.02433663420379162,0.5281664133071899,0.3120031952857971,1.3472923040390015,0.02433663420379162,0.5309920907020569,0.3254753351211548,0.5239605903625488,0.30563080310821533,-0.007031493354588747,0.4363705813884735,0.9815199971199036,-0.8886463642120361,-0.539658784866333,0.3286038935184479,-0.02433663420379162,-1.5712088346481323,-4.904922008514404,1.748152256011963,2.2664406299591064,-5.929565906524658,-5.338077545166016,1.892723798751831,2.1324260234832764,-7.441479206085205,-0.43315523862838745,1.2477015256881714,4.617239952087402,-6.550318717956543,0.800000011920929,-0.3259315490722656,0.29883986711502075,2
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6438059210777283,0.20678885281085968,0.9139358401298523,0.2241339534521103,0.9259973168373108,0.22414040565490723,0.776836097240448,0.2242148369550705,1.3777388334274292,0.2540823519229889,0.7743093967437744,0.22389979660511017,1.3777388334274292,0.2540823519229889,0.7918978929519653,0.21181045472621918,0.7934678792953491,0.2134188562631607,0.0015698885545134544,0.22283421456813812,0.5282585620880127,-0.6370576620101929,-0.776836097240448,0.2242148369550705,-0.2540823519229889,-1.3777388334274292,-4.424543857574463,1.5459084510803223,1.4560952186584473,-5.311847686767578,-5.105319976806641,1.6106384992599487,0.8605862259864807,-6.586404800415039,-0.6807754039764404,1.1034940481185913,4.699982643127441,-5.336545944213867,0.8899999856948853,-0.4062604606151581,0.2277415543794632,2
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.7262095808982849,0.3178166151046753,0.9506847262382507,0.3545929193496704,0.9547021389007568,0.35894203186035156,0.8592396378517151,0.35418441891670227,1.8603979349136353,0.3030775189399719,0.8550496101379395,0.35497206449508667,1.8603979349136353,0.3030775189399719,0.8474076986312866,0.3392021954059601,0.8458034992218018,0.3432159125804901,-0.0016040920745581388,0.3089170455932617,0.774992823600769,-0.9810487031936646,-0.8592396378517151,0.35418441891670227,-0.3030775189399719,-1.8603979349136353,-5.033603668212891,1.7196155786514282,1.6224781274795532,-5.999456882476807,-5.784406661987305,1.9269522428512573,1.2672085762023926,-7.543620586395264,-0.7508032917976379,1.2911609411239624,5.307326793670654,-5.347158908843994,0.8299999833106995,-0.35277608036994934,0.2838749289512634,2
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5068327784538269,0.4035970866680145,0.7497891187667847,0.4029128849506378,0.7398261427879333,0.39943161606788635,0.6148740649223328,0.41436052322387695,1.9283912181854248,0.016142815351486206,0.6111433506011963,0.4100409150123596,1.9283912181854248,0.016142815351486206,0.635663628578186,0.39937856793403625,0.6352193355560303,0.39709508419036865,-0.00044424296356737614,0.5016490817070007,1.2582772970199585,-1.6178110837936401,-0.6148740649223328,0.41436052322387695,-0.016142815351486206,-1.9283912181854248,-5.010530471801758,1.6068308353424072,1.6390107870101929,-5.945544719696045,-5.517751693725586,1.7894459962844849,1.4920791387557983,-7.587807655334473,-0.5072205066680908,1.292195200920105,5.150877952575684,-5.874718189239502,0.7799999713897705,-0.2797018885612488,0.34905385971069336,2
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5126733779907227,0.4059695899486542,0.7476957440376282,0.42074310779571533,0.7597571611404419,0.42410776019096375,0.6207147240638733,0.4171690046787262,1.7753158807754517,0.008510781452059746,0.6166353225708008,0.41270387172698975,1.7753158807754517,0.008510781452059746,0.631471574306488,0.4177103340625763,0.6292057037353516,0.4081098735332489,-0.0022658896632492542,0.5166746377944946,1.485492467880249,-1.4997320175170898,-0.6207147240638733,0.4171690046787262,-0.008510781452059746,-1.7753158807754517,-4.598695278167725,1.587947964668274,1.4672012329101562,-5.528961658477783,-5.119819164276123,1.7569459676742554,1.3091360330581665,-7.1635918617248535,-0.5211239457130432,1.2047818899154663,4.858036518096924,-5.461686134338379,0.800000011920929,-0.3002154231071472,0.2926323711872101,2
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6535995602607727,0.19782491028308868,0.8527244329452515,0.22810861468315125,0.8567418456077576,0.23335452377796173,0.7616408467292786,0.22400881350040436,1.3511159420013428,0.25972071290016174,0.7630167603492737,0.22363261878490448,1.3511159420013428,0.25972071290016174,0.7552392482757568,0.2149561494588852,0.7580851912498474,0.21600036323070526,0.002845956012606621,0.1830744743347168,0.4016786813735962,-0.6625171899795532,-0.7616408467292786,0.22400881350040436,-0.25972071290016174,-1.3511159420013428,-5.412165641784668,1.730696201324463,1.6333940029144287,-6.418356895446777,-6.058159351348877,1.8388861417770386,0.7787691950798035,-7.512167930603027,-0.6459935903549194,1.2294961214065552,4.514035701751709,-6.659357070922852,0.8899999856948853,-0.35367491841316223,0.28563815355300903,2
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6321817636489868,0.283464252948761,0.8756424188613892,0.2977510392665863,0.8656795024871826,0.2937244176864624,0.7491654753684998,0.2938491404056549,1.3921935558319092,0.2666666805744171,0.7441709637641907,0.2937878668308258,1.3921935558319092,0.2666666805744171,0.751118004322052,0.2827543020248413,0.7488120794296265,0.2800767421722412,-0.002306040609255433,0.2471957802772522,0.6342593431472778,-0.8847109079360962,-0.7491654753684998,0.2938491404056549,-0.2666666805744171,-1.3921935558319092,-5.040309429168701,1.8333501815795898,1.8610641956329346,-6.120654106140137,-5.679626941680908,1.8962453603744507,1.130492091178894,-7.264280319213867,-0.639317512512207,1.2472453117370605,4.588195323944092,-6.3101654052734375,0.8600000143051147,-0.3902154564857483,0.39908549189567566,2
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.3865166902542114,0.3143978416919708,0.6445590257644653,0.3286629021167755,0.6566203236579895,0.3346756100654602,0.5035004019737244,0.3284442722797394,1.6057043075561523,0.0,0.49847933650016785,0.330949604511261,1.6057043075561523,0.0,0.5263682007789612,0.3252563774585724,0.5220916271209717,0.32414576411247253,-0.004276521969586611,0.4482116103172302,1.3240827322006226,-1.3608520030975342,-0.5035004019737244,0.3284442722797394,-0.0,-1.6057043075561523,-3.7426323890686035,1.306858777999878,1.5838885307312012,-4.525515079498291,-4.165335178375244,1.3588826656341553,1.2103934288024902,-5.92179536819458,-0.42270344495773315,0.9782362580299377,3.832667827606201,-4.557877540588379,0.8100000023841858,-0.3814321756362915,0.25826603174209595,2
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.48176178336143494,0.3181244134902954,0.6901323795318604,0.3497467041015625,0.6941497921943665,0.34840986132621765,0.5987455248832703,0.34535881876945496,1.6684092283248901,0.05761507898569107,0.5946048498153687,0.34794092178344727,1.6684092283248901,0.05761507898569107,0.5884954333305359,0.33438411355018616,0.5888386368751526,0.3401738107204437,0.0003432488301768899,0.46883076429367065,1.333420991897583,-1.3672500848770142,-0.5987455248832703,0.34535881876945496,-0.05761507898569107,-1.6684092283248901,-4.739084720611572,1.6184946298599243,2.131258249282837,-5.678083896636963,-5.235033988952637,1.684016466140747,1.6565940380096436,-7.120131492614746,-0.4959496557712555,1.178688406944275,4.426473617553711,-6.316118240356445,0.7699999809265137,-0.300912469625473,0.32747358083724976,2
