block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4700118601322174,0.40844008326530457,0.7277036905288696,0.43388673663139343,0.7322777509689331,0.42749640345573425,0.5668705105781555,0.41782280802726746,2.0289669036865234,0.019545791670680046,0.5618763566017151,0.4135833978652954,2.0289669036865234,0.019545791670680046,0.6066158413887024,0.4175073206424713,0.6048436164855957,0.41774219274520874,-0.0017722892807796597,0.5006729364395142,1.4128003120422363,-1.7008939981460571,-0.5668705105781555,0.41782280802726746,-0.019545791670680046,-2.0289669036865234,-0.6438817381858826,0.18050004541873932,0.2636485695838928,-1.179643988609314,-1.194817304611206,0.4482508897781372,0.019001781940460205,-2.6120362281799316,-0.5509356260299683,0.42324382066726685,0.7107909321784973,-1.971557378768921,0.4300000071525574,-0.10545795410871506,0.23252107203006744,0
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6110240817070007,0.15355022251605988,0.7893348932266235,0.1827220767736435,0.7949633598327637,0.18905457854270935,0.7078827023506165,0.1777910739183426,1.327743411064148,0.39853769540786743,0.7079089283943176,0.1778343915939331,1.327743411064148,0.39853769540786743,0.7034866213798523,0.16628946363925934,0.7055233716964722,0.16912895441055298,0.002036680467426777,0.18509505689144135,0.6479251384735107,-0.5248265862464905,-0.7078827023506165,0.1777910739183426,-0.39853769540786743,-1.327743411064148,-1.1018201112747192,0.26120254397392273,0.04752000421285629,-1.5402036905288696,-1.7894179821014404,0.3342605531215668,-0.6670204401016235,-2.451885461807251,-0.6875979900360107,0.28850266337394714,0.22621583938598633,-1.4743804931640625,0.47999998927116394,-0.14465060830116272,0.19759738445281982,0
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6948961019515991,0.30860036611557007,0.9202153086662292,0.3450305163860321,0.9137824177742004,0.34368690848350525,0.799196183681488,0.3290327489376068,1.5396004915237427,0.2910233736038208,0.8017513155937195,0.32794857025146484,1.5396004915237427,0.2910233736038208,0.8032716512680054,0.3238796293735504,0.8074506521224976,0.32523679733276367,0.004178983625024557,0.3039165735244751,0.9337986707687378,-0.7566256523132324,-0.799196183681488,0.3290327489376068,-0.2910233736038208,-1.5396004915237427,-1.0521306991577148,0.2822996973991394,0.4762505292892456,-1.580566644668579,-1.832279920578003,0.45921799540519714,-0.6249305605888367,-2.912262201309204,-0.7801491022109985,0.4261595904827118,0.013598799705505371,-1.917041301727295,0.4000000059604645,-0.1647384613752365,0.18228991329669952,0
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4233415722846985,0.2777699828147888,0.6949790120124817,0.3206734359264374,0.6995530128479004,0.3068287968635559,0.527641773223877,0.29292726516723633,1.1590046882629395,0.013181307353079319,0.5272001028060913,0.29310232400894165,1.1590046882629395,0.013181307353079319,0.5565155744552612,0.2864297032356262,0.5591316223144531,0.28972122073173523,0.0026160096749663353,0.3371252119541168,1.0582144260406494,-0.8650145530700684,-0.527641773223877,0.29292726516723633,-0.013181307353079319,-1.1590046882629395,-0.07725179940462112,0.17705479264259338,0.42279624938964844,-0.6942826509475708,-0.6058000326156616,0.3405836522579193,0.09871503710746765,-1.4008169174194336,-0.5285481810569763,0.3491813540458679,0.45336300134658813,-1.3379690647125244,0.5699999928474426,-0.1773979216814041,0.23361477255821228,0
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4959056079387665,0.31174755096435547,0.673107922077179,0.33997979760169983,0.6787364482879639,0.33907029032707214,0.600205659866333,0.3371638059616089,1.4902011156082153,0.04437382519245148,0.6000329852104187,0.3372536897659302,1.4902011156082153,0.04437382519245148,0.5854930877685547,0.3187994062900543,0.586665153503418,0.32263070344924927,0.0011720577022060752,0.3608972728252411,1.2024701833724976,-0.8399370312690735,-0.600205659866333,0.3371638059616089,-0.04437382519245148,-1.4902011156082153,-0.6299321055412292,0.2110283374786377,0.25406232476234436,-1.0146386623382568,-1.2167961597442627,0.3995937407016754,-0.12758982181549072,-2.140026330947876,-0.5868639945983887,0.42007750272750854,0.17714756727218628,-1.6553246974945068,0.2800000011920929,-0.09601106494665146,0.14091821014881134,0
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.7221241593360901,0.2084287405014038,0.9563184380531311,0.2335709035396576,0.9498854875564575,0.2305333912372589,0.8346943855285645,0.23327846825122833,1.4020590782165527,0.30604520440101624,0.8349795341491699,0.23292702436447144,1.4020590782165527,0.30604520440101624,0.8485227823257446,0.21675699949264526,0.8505170345306396,0.21688960492610931,0.0019942508079111576,0.15275804698467255,0.42357873916625977,-0.481953501701355,-0.8346943855285645,0.23327846825122833,-0.30604520440101624,-1.4020590782165527,-2.079646348953247,0.31717315316200256,-0.33292677998542786,-2.6379103660583496,-2.8719310760498047,0.42405569553375244,-0.9680919647216797,-3.5875022411346436,-0.7922847270965576,0.376828670501709,0.4066866636276245,-1.719840407371521,0.4699999988079071,-0.1539061963558197,0.18019121885299683,0
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6207860708236694,0.29563042521476746,0.8999851942062378,0.3212648332118988,0.9045591950416565,0.31478452682495117,0.7333562970161438,0.3108413517475128,1.3761330842971802,0.3005289137363434,0.7391999959945679,0.3123363256454468,1.3761330842971802,0.3005289137363434,0.7639740109443665,0.3037513494491577,0.7690727114677429,0.3055783808231354,0.00509877922013402,0.26383650302886963,0.7481749057769775,-0.7409532070159912,-0.7333562970161438,0.3108413517475128,-0.3005289137363434,-1.3761330842971802,-0.39030471444129944,0.18492262065410614,0.1356639564037323,-0.8125872611999512,-1.1166648864746094,0.3435595631599426,-0.2889046370983124,-1.9039051532745361,-0.7263601422309875,0.3838840425014496,0.019907057285308838,-1.4715631008148193,0.49000000953674316,-0.11990345269441605,0.21332280337810516,0
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.46674469113349915,0.3233907222747803,0.6525406837463379,0.33439844846725464,0.6581692695617676,0.33658185601234436,0.5793148279190063,0.3405049443244934,1.45259428024292,0.058042895048856735,0.5776486992835999,0.3421962261199951,1.45259428024292,0.058042895048856735,0.5609644055366516,0.328906387090683,0.5611211657524109,0.3318618834018707,0.0001567173021612689,0.44947344064712524,1.1350163221359253,-1.0337905883789062,-0.5793148279190063,0.3405049443244934,-0.058042895048856735,-1.45259428024292,-0.7283389568328857,0.17851559817790985,-0.2561686336994171,-1.148880958557129,-1.2926870584487915,0.40669432282447815,-0.5099416971206665,-2.3430631160736084,-0.5643479824066162,0.40657952427864075,0.420457124710083,-1.5045111179351807,0.41999998688697815,-0.12521302700042725,0.19907158613204956,0
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.4127654731273651,0.31864020228385925,0.6337330341339111,0.3420788049697876,0.6273000240325928,0.3394791781902313,0.5190753936767578,0.33426713943481445,1.449185848236084,0.0,0.517408013343811,0.3356923758983612,1.449185848236084,0.0,0.5108009576797485,0.3234478831291199,0.512528657913208,0.32856258749961853,0.0017277527367696166,0.45493894815444946,1.2844921350479126,-1.2234504222869873,-0.5190753936767578,0.33426713943481445,-0.0,-1.449185848236084,-1.0165363550186157,0.19153904914855957,-0.4597657024860382,-1.3270819187164307,-1.5142340660095215,0.37199705839157104,-0.5655807256698608,-2.3585143089294434,-0.4976975917816162,0.3597779870033264,0.2664574384689331,-1.3244606256484985,0.3700000047683716,-0.09397980570793152,0.20845693349838257,0
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6216765642166138,0.19511231780052185,0.8785918354988098,0.21808907389640808,0.8831658363342285,0.21352604031562805,0.7279864549636841,0.21085955202579498,1.2074687480926514,0.34807226061820984,0.7305036783218384,0.2099074423313141,1.2074687480926514,0.34807226061820984,0.7642892599105835,0.20263023674488068,0.7705339193344116,0.20158997178077698,0.006244691088795662,0.200755774974823,0.6707468032836914,-0.3984084129333496,-0.7279864549636841,0.21085955202579498,-0.34807226061820984,-1.2074687480926514,-0.8036174178123474,0.1946839690208435,-0.12783797085285187,-1.1740738153457642,-1.5173603296279907,0.25899234414100647,-0.8648651838302612,-2.2857298851013184,-0.7137430310249329,0.32051098346710205,0.08379828929901123,-1.572679042816162,0.6600000262260437,-0.2222936600446701,0.2625839114189148,0
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.702802300453186,0.33602920174598694,0.8905666470527649,0.34174591302871704,0.8961952328681946,0.3433087468147278,0.8091120719909668,0.3454049825668335,1.4617575407028198,0.31152451038360596,0.8112417459487915,0.3472271263599396,1.4617575407028198,0.31152451038360596,0.8040482997894287,0.33752256631851196,0.8070299029350281,0.343000590801239,0.0029815828893333673,0.26592740416526794,0.8204296231269836,-0.8073526620864868,-0.8091120719909668,0.3454049825668335,-0.31152451038360596,-1.4617575407028198,-0.4695354402065277,0.1456998586654663,-0.05620960146188736,-0.8885892629623413,-1.268946886062622,0.39230284094810486,-0.4288417398929596,-2.0848519802093506,-0.7994114756584167,0.3923529386520386,0.1554807424545288,-1.764225959777832,0.550000011920929,-0.17571662366390228,0.20749923586845398,0
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.5019527673721313,0.37595149874687195,0.7339881658554077,0.372342973947525,0.7275551557540894,0.37161383032798767,0.6239272952079773,0.3862362205982208,1.6136113405227661,0.02896680124104023,0.6245793700218201,0.38769397139549255,1.6136113405227661,0.02896680124104023,0.6101348996162415,0.37097087502479553,0.6102627515792847,0.3715820610523224,0.00012784480350092053,0.4894929826259613,1.0901503562927246,-1.2492294311523438,-0.6239272952079773,0.3862362205982208,-0.02896680124104023,-1.6136113405227661,-1.360364556312561,0.2849510610103607,-0.1778811365365982,-1.8669164180755615,-1.9569783210754395,0.46383270621299744,-0.7107934951782227,-3.224806308746338,-0.5966137647628784,0.44675344228744507,0.2350243330001831,-1.7806216478347778,0.41999998688697815,-0.1526993364095688,0.17578105628490448,0
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.507748544216156,0.38288307189941406,0.7727358937263489,0.3691267967224121,0.7773098945617676,0.37467676401138306,0.6297229528427124,0.39153042435646057,1.6830458641052246,0.028331469744443893,0.6289113163948059,0.38989606499671936,1.6830458641052246,0.028331469744443893,0.6351332068443298,0.3746848702430725,0.6354807019233704,0.37275809049606323,0.0003475451376289129,0.4912291169166565,1.1057109832763672,-1.2576088905334473,-0.6297229528427124,0.39153042435646057,-0.028331469744443893,-1.6830458641052246,-0.9226839542388916,0.21193473041057587,-0.21492132544517517,-1.2453938722610474,-1.5333282947540283,0.40548375248908997,-0.6679232716560364,-2.412727117538452,-0.6106444001197815,0.4265478253364563,0.4649973511695862,-1.8077882528305054,0.4300000071525574,-0.16145919263362885,0.19476988911628723,0
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6885931491851807,0.18086643517017365,0.8824958801269531,0.22121231257915497,0.8881245255470276,0.22330676019191742,0.8105676770210266,0.22626779973506927,1.6002485752105713,0.33230355381965637,0.8126999735832214,0.2290307581424713,1.6002485752105713,0.33230355381965637,0.7919880747795105,0.20120671391487122,0.7940776348114014,0.20421014726161957,0.0020895302295684814,0.167629212141037,0.571090042591095,-0.46650058031082153,-0.8105676770210266,0.22626779973506927,-0.33230355381965637,-1.6002485752105713,-1.3649413585662842,0.2411034256219864,-0.15871262550354004,-1.811776041984558,-2.149651050567627,0.29355087876319885,-1.260589361190796,-2.9206933975219727,-0.7847097516059875,0.283491313457489,-0.06647956371307373,-1.508427619934082,0.41999998688697815,-0.1483590006828308,0.1856890320777893,0
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6139954924583435,0.279694527387619,0.8331753015518188,0.29773327708244324,0.8313381671905518,0.29803547263145447,0.7148071527481079,0.2950616776943207,1.5107837915420532,0.26867517828941345,0.7122734785079956,0.2976851463317871,1.5107837915420532,0.26867517828941345,0.7144291400909424,0.2848280668258667,0.7132503986358643,0.2884722352027893,-0.0011788058327510953,0.2815386950969696,0.8830975294113159,-0.7066288590431213,-0.7148071527481079,0.2950616776943207,-0.26867517828941345,-1.5107837915420532,-2.8105456829071045,0.5701708197593689,-0.06779415905475616,-3.114582061767578,-3.466785192489624,0.6861357688903809,-0.3237094283103943,-4.499903202056885,-0.656239926815033,0.41965585947036743,0.7630174160003662,-1.9257187843322754,0.8500000238418579,-0.3961704969406128,0.2206781655550003,1
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.3978801369667053,0.32792431116104126,0.6429452300071716,0.35506471991539,0.6519487500190735,0.3648260533809662,0.4986917972564697,0.34135857224464417,1.621132731437683,0.0,0.4994736909866333,0.3403032720088959,1.621132731437683,0.009920825250446796,0.5225996375083923,0.34508100152015686,0.5268437266349792,0.34405630826950073,0.004244017414748669,0.4488312900066376,0.9692575335502625,-1.3454645872116089,-0.4986917972564697,0.34135857224464417,-0.0,-1.621132731437683,-2.857311964035034,0.562859833240509,-0.23893672227859497,-3.131836175918579,-3.297135353088379,0.7070842981338501,-0.05620666965842247,-4.637661457061768,-0.43982306122779846,0.4657105505466461,0.9654006958007812,-2.4659314155578613,0.8199999928474426,-0.30238568782806396,0.33756083250045776,1
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.46187466382980347,0.3424169421195984,0.6526301503181458,0.36351627111434937,0.6542339324951172,0.36488276720046997,0.5626862645149231,0.3654080033302307,1.7412408590316772,0.0,0.5636048913002014,0.3641054034233093,1.7412408590316772,0.051704101264476776,0.5614701509475708,0.3533942997455597,0.5645326375961304,0.3574499785900116,0.0030624913051724434,0.45816951990127563,1.0503160953521729,-1.517867088317871,-0.5626862645149231,0.3654080033302307,-0.0,-1.7412408590316772,-3.254148483276367,0.6841071248054504,0.16312915086746216,-3.5555124282836914,-3.750044345855713,0.829330325126648,-0.20527401566505432,-5.212222576141357,-0.49589550495147705,0.4711982011795044,1.0939738750457764,-1.8204224109649658,0.8500000238418579,-0.3416842520236969,0.34878408908843994,1
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6035012602806091,0.1756317913532257,0.8283998966217041,0.19657811522483826,0.8265628218650818,0.20025424659252167,0.7133709788322449,0.19736842811107635,1.282414436340332,0.2848314046859741,0.7129685878753662,0.19775888323783875,1.282414436340332,0.2848314046859741,0.7164228558540344,0.18296091258525848,0.7180119156837463,0.18141283094882965,0.0015890741487964988,0.19976671040058136,0.5719918012619019,-0.48875755071640015,-0.7133709788322449,0.19736842811107635,-0.2848314046859741,-1.282414436340332,-3.0251195430755615,0.6565486192703247,0.044936295598745346,-3.3303918838500977,-3.676084041595459,0.7367014288902283,-0.5778444409370422,-4.446645736694336,-0.6509644985198975,0.4063192307949066,0.9960567951202393,-2.2607390880584717,0.9300000071525574,-0.4446297585964203,0.21704049408435822,1
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.6863076686859131,0.2895987629890442,0.9313097596168518,0.3041524589061737,0.9403132796287537,0.3088812530040741,0.7961773872375488,0.29939374327659607,1.6457327604293823,0.2857142984867096,0.7974812984466553,0.2974453866481781,1.6457327604293823,0.2962679862976074,0.8116650581359863,0.2922443151473999,0.8169853091239929,0.2861487865447998,0.005320301279425621,0.27896934747695923,0.8835583925247192,-0.7936238050460815,-0.7961773872375488,0.29939374327659607,-0.2857142984867096,-1.6457327604293823,-2.492344617843628,0.5978456139564514,0.23862683773040771,-2.761795997619629,-3.236546516418457,0.7410973906517029,-0.18415990471839905,-4.30167818069458,-0.744202196598053,0.45535674691200256,0.9673930406570435,-2.2531018257141113,0.9200000166893005,-0.4157337248325348,0.19844450056552887,1
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.512003481388092,0.3714800477027893,0.708960771560669,0.38474199175834656,0.7105644941329956,0.38685423135757446,0.621873140335083,0.38420370221138,1.8443790674209595,0.0,0.6268069744110107,0.3793230652809143,1.8443790674209595,0.07379668205976486,0.6121580600738525,0.3774980902671814,0.6190194487571716,0.37707939743995667,0.006861407775431871,0.5220299363136292,1.3451286554336548,-1.421356201171875,-0.621873140335083,0.38420370221138,-0.0,-1.8443790674209595,-3.420506000518799,0.6933626532554626,0.05371455103158951,-3.7575814723968506,-3.9715051651000977,0.9024458527565002,-0.27025967836380005,-5.442916393280029,-0.5509995222091675,0.5843764543533325,1.597938895225525,-2.4364616870880127,0.8899999856948853,-0.38928234577178955,0.27287614345550537,1
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,0.45746421813964844,0.3721335530281067,0.6976562738418579,0.401242733001709,0.6958191394805908,0.39791518449783325,0.5847402811050415,0.3994027078151703,1.74515962600708,0.0,0.592283308506012,0.3953908681869507,1.74515962600708,0.016053175553679466,0.5797440409660339,0.3857908546924591,0.5938988327980042,0.3813563883304596,0.014154762960970402,0.5087937116622925,1.2590659856796265,-1.5564173460006714,-0.5847402811050415,0.3994027078151703,-0.0,-1.74515962600708,-2.9215242862701416,0.6092531085014343,0.16961641609668732,-3.2304391860961914,-3.446195602416992,0.795667827129364,-0.18526636064052582,-4.875489234924316,-0.5246711373329163,0.5356320142745972,1.7129924297332764,-2.294403553009033,0.8600000143051147,-0.3879142701625824,0.2910080552101135,1
